Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP23435	7	24	15	30	0	8	18	2	8	42	35	3	0	12	9	2	0
SP112829	2	20	11	47	0	12	0	2	24	17	63	11	0	169	20	0	13
SP112947	0	0	2	46	14	7	9	1	14	19	32	20	0	13	11	0	137
SP112985	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27
SP112925	5	14	9	21	0	9	55	6	24	22	0	12	0	12	22	10	115
SP112937	6	0	5	13	14	7	0	1	9	13	11	10	7	1	15	0	10
SP112989	2	0	5	22	0	3	1	0	6	24	12	5	6	16	9	1	10
SP111145	26	0	5	44	0	13	32	0	3	55	32	26	12	8	10	2	1
SP111143	8	38	14	25	2	8	0	0	17	14	58	13	1	9	12	0	0
SP125584	2	0	0	3	0	3	0	2	0	0	0	1	0	3	0	0	0
SP111144	13	23	6	92	0	13	0	1	26	65	32	23	0	0	21	0	0
SP116296	0	0	0	12	0	0	0	0	0	6	36	1	0	2	11	0	2
SP116254	16	0	5	84	2	47	0	2	25	1	31	0	21	13	7	0	0
SP116256	17	0	6	78	0	48	0	1	28	0	16	3	12	12	19	0	1
SP116274	11	0	0	24	1	11	12	0	7	36	0	12	0	4	0	1	0
SP116259	5	0	0	57	0	0	34	0	14	37	8	3	7	10	13	3	0
SP116290	2	12	1	0	0	8	0	0	3	0	40	9	4	2	2	0	0
SP116258	4	0	12	82	0	27	0	0	19	9	24	2	22	8	16	0	1
SP116261	0	0	0	3	0	2	3	0	5	7	20	4	0	0	3	0	0
SP23463	0	0	1	15	0	5	0	2	6	5	2	9	5	10	0	0	0
SP116268	4	6	0	6	0	1	0	0	8	14	7	10	0	6	0	0	0
SP23471	4	0	2	27	0	2	0	0	11	14	0	6	11	6	5	0	0
SP116266	5	27	0	10	0	1	0	0	12	21	10	20	0	11	10	0	1
SP116264	5	22	14	31	0	0	10	5	25	27	3	13	6	14	1	3	0
SP116269	1	3	12	43	0	1	0	2	12	32	16	20	7	10	6	0	0
SP116275	15	0	0	39	1	6	2	1	4	41	8	9	7	7	0	1	0
SP23447	5	0	0	22	1	3	0	0	1	18	3	7	9	8	7	0	0
SP116255	24	0	0	87	0	54	11	2	18	4	23	3	9	13	16	0	1
SP23455	6	0	1	12	3	0	0	0	7	1	13	25	10	10	6	0	1
SP23475	9	10	3	5	0	0	0	1	4	11	25	12	0	2	0	0	0
SP116227	5	46	20	69	2	12	0	0	2	4	22	9	0	9	13	0	1
SP116226	3	0	3	13	0	2	0	0	6	10	15	4	6	0	1	4	0
SP23443	16	5	9	67	1	0	0	4	21	10	37	6	5	4	7	7	0
SP116260	15	2	0	42	0	6	13	1	5	27	28	2	14	8	6	0	0
SP116280	18	0	24	161	1	20	0	4	28	49	2	42	54	17	24	6	0
SP116224	4	0	2	22	0	11	7	0	3	13	17	2	0	0	0	0	0
SP116249	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
SP116232	1	0	0	0	0	0	1	0	3	4	3	2	0	3	0	0	0
SP116251	2	0	0	0	0	0	16	0	0	0	19	6	3	1	10	1	0
SP116272	9	0	9	40	4	6	0	0	3	41	0	4	1	2	2	2	0
SP116286	2	0	1	7	0	0	0	1	6	4	16	0	0	5	7	0	0
SP116282	4	0	1	30	0	0	10	0	15	18	25	5	1	3	2	5	1
SP116288	2	0	0	7	0	0	1	0	1	0	5	0	0	0	6	0	0
SP23467	3	5	0	33	0	7	0	0	3	24	17	10	0	4	4	2	2
SP116263	2	0	0	9	0	4	10	0	7	7	10	12	0	0	2	0	1
SP116292	5	0	0	12	0	0	0	0	4	9	24	5	0	0	2	0	0
SP116248	2	0	0	12	0	3	5	0	0	18	9	0	1	4	0	1	0
SP116276	1	0	0	1	0	1	0	0	5	0	0	1	0	3	5	0	0
SP116265	15	36	16	37	0	4	0	3	20	43	12	21	3	31	22	2	0
SP116267	10	0	0	46	0	0	0	1	14	32	16	15	27	18	6	0	0
SP116253	2	0	6	28	1	14	0	0	14	31	20	18	2	6	7	2	0
SP23481	1	5	4	0	0	0	0	0	14	4	10	10	0	1	0	0	1
SP116233	13	0	3	56	2	49	0	0	17	6	25	3	13	7	8	1	0
SP116284	16	20	0	36	0	13	0	1	1	16	19	2	0	19	1	2	0
SP116270	1	2	0	12	0	4	0	0	0	12	24	7	0	7	5	1	0
SP116257	3	0	6	76	3	10	0	0	15	9	20	13	20	10	11	0	0
SP116298	1	0	1	5	0	2	0	0	0	4	0	0	0	0	0	0	0
SP116294	0	0	0	2	0	5	2	0	11	6	5	0	1	0	0	0	0
SP23439	7	12	11	28	0	68	0	4	26	29	12	62	40	7	6	6	2
SP23483	0	0	0	0	0	0	0	0	1	0	2	0	0	1	6	0	0
SP116262	2	0	7	11	1	0	14	0	7	23	0	1	0	1	0	0	0
