MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.05E-03	1.35E-03	9.73E-04	7.93E-04	3.18E-03	4.65E-03	5.47E-03	4.75E-03	4.30E-03	4.27E-03	4.87E-03	1.22E-03	3.84E-03	7.56E-03
1:Del:C:1	9.47E-04	8.08E-04	7.26E-04	7.88E-04	4.06E-03	5.26E-03	4.49E-03	5.74E-03	3.72E-03	3.56E-03	3.16E-03	1.99E-03	4.01E-03	1.80E-03
1:Del:C:2	4.02E-04	5.34E-04	2.61E-04	9.98E-04	3.09E-03	3.08E-03	2.52E-03	4.28E-03	3.65E-03	4.50E-03	2.73E-03	1.40E-03	4.04E-03	1.89E-03
1:Del:C:3	5.63E-04	5.59E-04	3.61E-04	4.15E-04	1.66E-03	1.59E-03	2.27E-03	1.60E-03	2.68E-03	1.34E-03	6.74E-04	1.09E-03	2.23E-03	6.31E-04
1:Del:C:4	2.08E-04	1.52E-04	1.30E-04	1.90E-04	1.26E-03	1.72E-03	1.10E-03	1.70E-03	1.33E-03	1.48E-03	8.15E-04	5.86E-04	1.38E-03	1.46E-03
1:Del:C:5	9.59E-04	8.68E-04	4.15E-04	5.39E-04	1.26E-03	6.55E-04	4.97E-04	8.43E-04	1.22E-03	4.68E-04	7.69E-04	1.04E-03	1.37E-03	7.58E-04
1:Del:T:0	1.01E-03	9.36E-04	6.32E-04	1.31E-03	2.03E-03	3.55E-03	4.62E-03	3.75E-03	5.38E-03	4.87E-03	5.30E-03	2.06E-03	2.78E-03	1.72E-03
1:Del:T:1	6.53E-04	1.21E-03	3.65E-04	1.03E-03	1.89E-03	3.04E-03	4.16E-03	2.65E-03	4.23E-03	3.15E-03	4.10E-03	1.49E-03	2.91E-03	1.65E-03
1:Del:T:2	1.32E-03	1.03E-03	6.33E-04	8.33E-04	2.17E-03	2.89E-03	6.08E-03	3.75E-03	3.23E-03	3.22E-03	2.52E-03	1.27E-03	3.99E-03	4.88E-03
1:Del:T:3	1.16E-03	8.72E-04	1.62E-04	5.97E-04	1.31E-03	2.90E-03	3.96E-03	3.28E-03	2.68E-03	4.54E-03	2.56E-03	1.77E-03	1.68E-03	3.45E-03
1:Del:T:4	1.45E-03	1.10E-03	4.26E-04	7.51E-04	1.17E-03	3.08E-03	2.95E-03	3.34E-03	1.80E-03	3.07E-03	2.31E-03	1.05E-03	1.85E-03	2.87E-03
1:Del:T:5	9.92E-03	1.03E-02	3.32E-03	2.79E-03	3.93E-03	1.98E-03	2.55E-03	2.53E-03	3.29E-03	1.67E-03	9.94E-04	3.84E-03	2.63E-03	1.14E-03
1:Ins:C:0	4.88E-03	6.62E-03	3.22E-04	7.15E-04	4.87E-03	4.24E-04	1.90E-03	9.37E-04	2.19E-04	6.69E-08	9.58E-05	2.34E-03	4.58E-04	5.77E-04
1:Ins:C:1	2.90E-04	4.53E-04	4.18E-04	4.83E-04	6.74E-04	1.18E-03	5.10E-04	7.62E-04	9.94E-04	9.24E-04	5.29E-04	6.23E-04	1.07E-03	4.10E-07
1:Ins:C:2	1.72E-04	1.39E-04	9.24E-05	1.10E-04	5.53E-04	4.97E-04	5.90E-04	1.10E-03	6.82E-04	1.36E-03	1.32E-03	3.45E-04	6.13E-04	4.33E-04
1:Ins:C:3	1.30E-04	2.80E-04	2.69E-04	2.19E-04	5.36E-04	5.50E-04	3.33E-04	2.66E-04	2.47E-04	3.90E-04	2.97E-04	5.34E-04	5.50E-04	1.50E-04
1:Ins:C:4	4.96E-04	3.95E-04	1.51E-04	1.49E-04	4.55E-04	3.57E-04	1.33E-04	2.52E-04	3.68E-04	1.01E-04	7.26E-05	3.45E-04	4.38E-04	1.36E-04
1:Ins:C:5	8.04E-04	6.88E-04	1.03E-03	8.39E-04	1.56E-03	8.98E-04	1.23E-03	9.91E-04	1.47E-03	8.48E-04	1.24E-03	1.25E-03	1.36E-03	1.11E-03
1:Ins:T:0	9.47E-04	1.46E-03	7.73E-04	7.76E-04	2.62E-03	1.55E-03	1.21E-03	8.51E-04	1.84E-03	2.24E-03	9.10E-04	1.94E-03	2.56E-03	1.40E-03
1:Ins:T:1	8.98E-04	1.45E-03	4.76E-04	7.35E-04	2.37E-03	3.04E-03	3.83E-03	2.68E-03	3.98E-03	3.33E-03	2.93E-03	1.55E-03	3.78E-03	3.40E-03
1:Ins:T:2	6.93E-04	1.12E-03	4.10E-04	9.15E-04	1.75E-03	1.80E-03	1.38E-03	1.69E-03	2.45E-03	1.66E-03	1.83E-03	1.05E-03	2.48E-03	8.89E-04
1:Ins:T:3	4.06E-04	6.52E-04	3.70E-04	4.45E-04	1.78E-03	1.09E-03	1.67E-03	9.12E-04	1.86E-03	2.32E-03	1.24E-03	1.10E-03	1.62E-03	8.70E-04
1:Ins:T:4	5.81E-04	6.73E-04	2.65E-04	5.26E-04	9.08E-04	7.75E-04	6.58E-04	3.98E-04	1.31E-03	1.04E-03	8.67E-04	8.50E-04	1.27E-03	1.01E-04
1:Ins:T:5	8.70E-03	7.01E-03	6.24E-03	6.53E-03	1.19E-02	6.13E-03	2.56E-03	4.15E-03	5.93E-03	3.08E-03	4.12E-03	8.40E-03	7.55E-03	2.86E-04
