Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP53460	530	13	7	165	244	0	36	0	37	31	45	4	6	21	10	12	29
SP50827	730	42	119	267	214	0	170	10	47	29	128	0	5	76	56	5	28
SP50263	19	35	157	0	37	23	54	0	22	40	44	7	0	14	37	0	31
SP50317	41	114	56	15	63	0	101	0	29	23	0	0	0	30	44	5	9
SP54113	2086	49	68	282	464	87	173	0	115	106	268	0	11	51	2	69	42
SP50406	3	0	1	0	1	1	0	0	0	0	0	1	0	0	6	0	0
SP51824	315	19	92	79	52	70	70	0	33	62	46	0	0	6	18	6	42
SP55387	133	0	8	40	26	3	18	2	0	12	16	8	0	0	0	0	0
SP52779	589	19	62	197	209	137	54	7	2	75	174	0	6	32	21	21	3
SP55235	1470	48	81	488	335	180	109	0	76	156	193	0	0	59	39	0	0
SP50713	175	2	15	45	39	0	25	0	23	60	17	3	0	5	21	4	8
SP50611	916	13	80	295	290	0	35	0	16	39	98	0	1	78	28	0	4
SP50485	9	7	27	16	8	2	20	12	11	4	11	0	0	4	23	0	1
SP51037	13	19	90	2	1	5	25	11	5	24	5	0	1	7	17	2	4
SP55142	2054	164	288	350	943	459	473	0	472	66	201	0	10	175	65	20	88
SP53387	454	13	16	146	166	30	103	0	15	56	163	0	6	37	38	33	27
SP54745	186	64	154	79	126	0	145	0	23	45	107	0	3	19	76	34	39
SP52284	26	22	147	17	12	11	37	21	19	36	0	0	2	19	29	4	33
SP53618	966	5	62	394	333	113	57	0	33	104	173	0	5	65	0	9	9
SP52232	454	0	0	128	134	50	23	0	16	24	33	0	5	25	11	13	18
SP50412	12	3	17	10	6	0	13	7	5	9	10	0	1	3	16	0	7
SP50321	142	0	47	84	80	30	44	10	1	94	13	0	4	13	8	4	23
SP53548	0	9	68	4	1	0	67	14	10	28	3	4	1	23	10	12	5
SP55004	0	0	4	1	3	0	2	0	1	8	0	0	0	0	2	0	0
SP56079	788	2	32	168	173	42	0	0	18	39	155	0	0	49	18	19	0
SP56168	50	21	99	20	77	17	46	13	23	67	7	12	1	25	67	9	43
SP54363	508	42	215	177	198	44	56	0	21	68	93	0	4	23	14	19	29
SP53810	2748	11	45	720	1070	5	0	0	0	34	693	0	0	83	12	21	0
SP50518	6	7	115	7	18	21	62	0	24	46	17	0	9	3	47	3	17
SP56303	19	30	142	5	103	0	74	0	135	155	0	0	11	19	49	8	54
SP55711	9	7	111	12	74	4	19	11	12	52	4	0	0	0	55	3	53
SP55509	1011	8	98	345	380	12	68	5	12	51	111	0	0	47	22	6	1
SP55309	5	1	0	7	4	0	7	12	6	2	0	0	1	0	19	0	5
SP52607	9	0	20	12	12	0	31	0	6	6	0	1	0	3	15	7	2
SP52667	510	13	22	106	240	0	0	0	35	66	77	0	3	51	24	0	33
SP51446	46	0	129	0	44	12	30	0	1	63	4	9	2	15	29	5	20
SP50592	4	3	97	11	14	8	40	23	9	31	16	4	3	17	46	0	15
SP53073	335	20	48	43	69	21	64	0	18	78	127	0	0	22	25	12	7
SP56638	565	22	154	175	89	23	166	40	49	69	29	7	5	55	18	43	0
SP56537	628	102	193	95	166	67	246	0	19	71	61	0	1	36	4	29	15
SP57586	387	63	148	89	80	94	138	33	27	74	41	0	9	59	27	20	20
SP56541	626	16	3	127	149	73	67	10	79	80	109	0	6	38	25	31	39
SP56553	1029	137	243	115	405	240	109	0	59	25	343	0	12	18	57	13	19
SP56771	93	31	198	24	55	64	70	87	30	76	0	0	7	14	16	0	23
SP57941	997	46	112	361	514	87	385	9	33	42	28	0	9	116	31	12	49
SP57818	749	45	72	266	324	79	57	0	80	167	102	0	7	20	34	21	26
SP56460	185	73	428	12	103	74	116	80	121	110	0	0	13	14	16	18	24
SP56474	21	136	195	23	89	49	70	17	50	36	0	0	2	21	24	17	19
SP56704	1052	53	78	198	4	303	156	0	23	37	203	0	8	16	8	16	25
SP56533	292	51	116	40	95	108	148	39	35	63	0	0	4	48	29	9	28
SP56730	632	88	226	94	132	31	211	0	22	106	28	30	2	35	12	44	3
SP59245	610	33	133	109	171	95	101	23	343	113	27	47	20	35	56	47	83
SP57024	266	19	123	42	90	132	36	10	24	39	64	0	3	27	25	16	23
SP57933	774	119	169	114	245	58	220	48	1267	156	45	0	23	35	54	22	66
SP56754	297	43	124	54	142	51	149	11	16	65	44	9	0	48	11	21	7
SP56827	585	24	27	132	156	35	71	10	9	38	23	0	0	12	15	5	21
SP57084	651	92	365	109	176	109	202	0	56	66	30	0	6	12	6	26	74
SP57538	525	105	89	55	51	160	259	0	37	120	95	6	0	26	45	27	31
SP57735	627	84	33	58	139	227	166	5	15	73	40	0	2	0	28	32	18
SP57669	806	65	121	115	202	14	220	2	67	88	88	52	0	39	30	16	19
SP56566	145	37	223	45	122	58	0	43	41	72	1	6	0	18	17	9	12
SP56569	450	61	106	88	112	65	181	0	29	45	0	0	0	27	3	39	11
SP58342	957	87	370	246	175	45	188	33	52	68	118	21	0	39	20	104	23
SP58349	517	55	69	150	188	92	242	6	196	110	0	20	10	37	26	75	41
SP56644	746	97	312	117	172	123	148	45	87	98	35	4	4	19	53	18	69
SP57629	198	187	705	32	143	71	231	237	80	40	0	0	1	51	42	16	8
SP56941	20	1	93	8	1	3	21	25	6	19	4	0	0	5	11	3	0
SP57619	584	26	40	130	161	77	173	0	97	65	77	0	3	22	0	15	3
SP58245	667	117	29	155	173	421	239	0	29	55	46	0	3	3	0	13	40
SP57251	496	65	203	98	164	222	426	0	45	62	0	0	13	11	12	25	38
SP56502	728	104	174	89	203	61	200	26	34	74	16	0	10	34	75	36	7
SP58668	886	83	165	218	180	207	158	0	66	9	199	0	11	49	4	41	18
SP58101	494	112	64	98	181	274	125	0	30	83	115	0	0	14	24	46	12
SP58991	342	104	273	94	106	48	95	136	36	59	49	7	5	45	40	6	23
SP56607	292	24	156	48	49	103	23	8	22	60	63	6	0	28	12	6	17
SP58326	1303	165	282	240	259	270	180	61	28	78	170	0	9	38	0	36	14
SP57267	854	97	189	176	190	128	168	21	84	66	33	0	22	41	0	111	53
SP57066	730	32	411	128	215	147	128	70	88	60	154	0	10	20	26	35	71
SP57901	333	34	317	39	151	0	150	99	48	58	30	15	1	19	14	14	35
SP57651	151	23	79	23	90	37	87	12	65	47	18	0	10	27	39	6	0
SP57450	117	62	216	14	61	0	76	79	54	40	19	0	4	41	18	37	4
SP57846	673	45	187	104	186	0	67	14	20	56	220	0	1	24	2	26	7
SP58612	475	62	185	73	72	153	82	30	92	89	65	0	4	30	38	33	0
SP56821	634	71	286	98	71	15	118	0	7	54	51	0	4	17	30	25	32
SP58882	160	83	194	43	58	61	151	28	26	124	13	0	3	0	28	35	20
SP57189	2184	293	355	458	289	222	367	48	21	73	158	47	4	59	17	68	44
CPCT02020306T	507	0	32	184	187	80	52	6	0	39	67	18	36	14	4	19	3
CPCT02110002T	708	32	101	383	297	88	11	109	27	100	0	121	29	32	7	30	14
CPCT02020308T	0	56037	7389	0	0	2347	0	3194	0	0	0	320	219	977	1417	16	0
CPCT02020305T	292	45	100	30	97	37	43	54	22	54	42	20	66	25	12	16	24
CPCT02010356T	235	72	140	61	55	36	58	17	33	60	47	27	54	15	16	14	30
CPCT02020337T	1062	56	115	150	231	223	77	85	40	0	47	60	45	18	0	32	49
CPCT02010373T	2889	234	123	633	510	316	122	35	16	115	327	284	55	128	29	74	80
CPCT02020343T	18	4	94	16	0	0	61	1	36	54	42	58	42	4	47	4	37
CPCT02020353T	459	187	188	122	243	34	46	46	51	42	89	125	96	15	35	22	8
CPCT02020334T	735	79	96	271	187	117	62	0	20	73	109	75	74	50	22	32	30
CPCT02140018T	0	74	137	1	55	0	14	31	33	43	73	0	122	37	37	18	40
CPCT02140021T	24	39	49	1	32	7	16	20	15	46	31	25	17	24	65	0	17
CPCT02040039T	270	48	168	71	127	0	0	0	7	20	92	60	28	20	34	7	20
CPCT02010409T	248	85	167	202	90	110	28	0	50	84	57	51	94	34	83	34	47
CPCT02110010T	119	42	105	20	29	11	39	71	25	11	46	46	40	18	13	7	14
CPCT02070025T	12	0	17	2	0	0	18	22	0	21	9	4	42	4	19	1	24
CPCT02040045T	1550	116	97	578	650	0	96	34	87	118	189	93	49	90	17	62	30
CPCT02040051T	495	227	79	259	261	64	57	89	22	64	28	57	29	60	20	40	13
CPCT02040054T	294	17	162	81	19	45	53	61	24	37	56	25	79	32	8	15	10
CPCT02140028T	684	64	166	143	155	1	137	107	75	73	62	85	114	71	64	30	5
CPCT02011006T	1773	71	109	785	589	287	0	20	89	0	256	240	88	135	0	246	0
CPCT02040302T	6	290	223	8	28	0	0	39	7	6	45	38	19	10	26	24	19
CPCT02011015T	3370	758	279	1153	902	1130	404	0	87	0	916	297	98	236	98	115	47
DRUP01040009T	394	12	574	144	80	92	85	28	20	61	61	231	66	26	17	217	46
CPCT02011018T	762	78	45	301	235	133	95	8	36	42	279	36	47	47	26	50	16
CPCT02270045T	139	38	162	80	39	4	38	23	20	68	64	60	14	18	52	17	35
CPCT02120088T	5	14	46	10	0	7	34	5	24	32	13	0	183	10	32	8	15
CPCT02011022T	6	26	69	14	25	0	29	5	42	25	17	45	35	22	88	6	8
CPCT02010722T	540	67	122	69	132	106	59	25	246	147	34	68	88	41	42	40	48
CPCT02011021T	9	162	394	33	55	34	0	91	78	46	12	62	46	58	96	26	16
CPCT02011019T	316	48	73	29	138	117	80	46	148	45	51	102	58	4	27	22	13
CPCT02011008T	84	81	67	46	48	33	7	4	30	5	22	43	2	20	43	14	13
CPCT02011017T	781	233	298	196	201	0	8	0	25	94	141	61	35	21	14	26	47
DRUP01010116T	1182	312	124	362	439	59	233	97	93	334	128	218	31	108	35	241	0
CPCT02011029T	59	227	198	9	30	5	45	58	23	56	76	59	12	4	42	44	0
CPCT02020887T	11	2	14	21	0	0	35	2	27	49	29	22	31	26	18	15	15
CPCT02040214T	586	169	171	181	175	24	73	0	25	23	58	88	106	40	22	13	4
CPCT02190052T	742	87	150	356	421	108	0	14	6	178	42	91	249	51	22	41	17
CPCT02010699T	1038	48	74	158	220	152	209	0	29	62	62	96	114	37	0	37	10
CPCT02040213T	545	98	123	108	52	0	120	128	30	83	10	48	95	37	28	28	0
CPCT02070276T	802	29	0	118	191	44	166	0	188	105	111	39	166	19	2	33	2
CPCT02040208T	6	39	56	0	23	0	23	36	14	12	11	11	141	3	8	1	3
