MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	5.69E-05	1.34E-04	1.12E-03	6.03E-04
1:Del:C:1	2.10E-05	8.71E-05	1.01E-03	6.65E-04
1:Del:C:2	1.27E-05	3.97E-05	6.73E-04	4.86E-04
1:Del:C:3	2.30E-05	4.67E-05	2.84E-04	2.43E-04
1:Del:C:4	2.35E-05	4.28E-05	1.67E-04	1.56E-04
1:Del:C:5	5.77E-05	7.80E-05	9.04E-05	1.06E-04
1:Del:T:0	6.48E-05	1.41E-04	7.73E-04	3.57E-04
1:Del:T:1	1.30E-04	1.53E-04	6.80E-04	3.92E-04
1:Del:T:2	5.72E-05	1.05E-04	4.28E-04	2.49E-04
1:Del:T:3	7.97E-05	1.15E-04	5.31E-04	3.23E-04
1:Del:T:4	1.01E-04	1.55E-04	2.49E-04	2.73E-04
1:Del:T:5	3.87E-04	1.24E-03	4.59E-03	1.05E-03
1:Ins:C:0	5.37E-05	2.10E-04	1.38E-03	1.76E-04
1:Ins:C:1	2.26E-05	5.19E-05	8.81E-05	7.53E-05
1:Ins:C:2	1.58E-05	3.00E-05	6.76E-05	5.81E-05
1:Ins:C:3	1.75E-05	3.24E-05	5.44E-05	5.66E-05
1:Ins:C:4	2.33E-05	3.88E-05	4.47E-05	4.45E-05
1:Ins:C:5	5.98E-05	9.97E-05	2.30E-04	1.65E-04
1:Ins:T:0	3.34E-05	7.57E-05	1.87E-04	1.10E-04
1:Ins:T:1	0.00E+00	8.37E-05	3.73E-04	1.68E-04
1:Ins:T:2	1.33E-05	5.32E-05	3.08E-04	2.13E-04
1:Ins:T:3	1.60E-05	4.82E-05	1.71E-04	1.25E-04
1:Ins:T:4	2.72E-05	7.03E-05	7.71E-05	1.06E-04
1:Ins:T:5	2.47E-04	1.27E-03	6.74E-03	3.57E-03
2:Del:R:0	3.49E-05	6.27E-05	2.21E-04	1.49E-04
2:Del:R:1	4.81E-05	1.06E-04	1.99E-04	1.53E-04
2:Del:R:2	2.42E-05	4.41E-05	9.85E-05	8.38E-05
2:Del:R:3	2.42E-05	1.43E-05	4.15E-05	4.47E-05
2:Del:R:4	1.67E-05	6.45E-06	1.92E-05	3.38E-05
2:Del:R:5	3.29E-05	0.00E+00	2.06E-10	6.07E-05
3:Del:R:0	1.64E-05	1.67E-05	8.62E-05	6.54E-05
3:Del:R:1	5.42E-05	9.29E-05	1.36E-04	1.46E-04
3:Del:R:2	3.29E-05	4.46E-05	4.28E-05	6.31E-05
3:Del:R:3	1.39E-05	2.08E-05	2.51E-05	2.98E-05
3:Del:R:4	1.09E-05	1.53E-05	9.95E-06	2.58E-05
