MutationType	ID83A	ID83B	ID83C	ID83D
3:Del:R:5	6.94E-06	4.79E-06	9.80E-06	1.63E-05
4:Del:R:0	1.56E-05	1.62E-05	6.66E-05	5.65E-05
4:Del:R:1	5.18E-05	8.39E-05	1.00E-04	1.02E-04
4:Del:R:2	2.85E-05	4.29E-05	3.79E-05	5.92E-05
4:Del:R:3	1.74E-05	2.45E-05	7.74E-06	4.06E-05
4:Del:R:4	8.52E-06	8.80E-06	9.76E-06	2.12E-05
4:Del:R:5	8.48E-06	7.32E-06	2.21E-10	2.13E-05
5:Del:R:0	1.74E-05	8.90E-05	3.99E-04	3.01E-04
5:Del:R:1	4.42E-05	5.61E-05	5.11E-05	8.31E-05
5:Del:R:2	1.50E-05	2.17E-05	1.78E-05	4.01E-05
5:Del:R:3	1.17E-05	1.08E-05	1.26E-06	2.51E-05
5:Del:R:4	5.49E-06	1.35E-06	3.87E-06	1.34E-05
5:Del:R:5	2.75E-06	5.10E-11	3.17E-06	7.38E-06
2:Ins:R:0	4.62E-05	8.81E-05	8.72E-05	1.83E-04
2:Ins:R:1	1.33E-05	4.41E-05	6.93E-05	7.34E-05
2:Ins:R:2	1.53E-05	3.62E-05	3.26E-05	4.96E-05
2:Ins:R:3	1.82E-05	3.17E-05	2.52E-05	4.30E-05
2:Ins:R:4	3.41E-05	5.70E-05	4.69E-05	9.12E-05
2:Ins:R:5	1.37E-04	2.61E-04	1.05E-04	4.57E-04
3:Ins:R:0	2.21E-05	4.95E-05	4.41E-05	1.01E-04
3:Ins:R:1	1.30E-05	4.21E-05	5.23E-05	5.76E-05
3:Ins:R:2	1.46E-05	1.97E-05	2.30E-05	2.43E-05
3:Ins:R:3	6.44E-06	9.73E-06	8.19E-06	1.64E-05
3:Ins:R:4	8.25E-06	3.50E-06	1.34E-05	1.04E-05
3:Ins:R:5	2.18E-05	3.67E-05	4.57E-05	3.44E-05
4:Ins:R:0	4.41E-05	9.36E-05	4.93E-05	2.26E-04
4:Ins:R:1	1.14E-05	4.95E-05	5.39E-05	7.47E-05
4:Ins:R:2	1.33E-05	1.80E-05	1.26E-05	3.22E-05
4:Ins:R:3	3.52E-06	1.43E-05	9.29E-06	1.87E-05
4:Ins:R:4	1.53E-05	2.55E-05	1.96E-05	3.11E-05
4:Ins:R:5	2.52E-05	3.74E-05	3.50E-05	4.14E-05
5:Ins:R:0	5.74E-05	2.91E-04	1.39E-09	9.17E-04
5:Ins:R:1	3.23E-05	9.36E-05	1.00E-04	1.23E-04
5:Ins:R:2	1.69E-05	2.19E-05	1.50E-05	3.01E-05
5:Ins:R:3	9.52E-06	1.75E-05	1.14E-05	2.61E-05
5:Ins:R:4	6.99E-06	1.23E-05	1.17E-05	1.81E-05
5:Ins:R:5	5.05E-06	9.82E-06	1.01E-05	1.11E-05
2:Del:M:1	4.07E-05	8.26E-05	1.88E-04	1.41E-04
3:Del:M:1	1.35E-05	3.13E-05	6.67E-05	5.54E-05
3:Del:M:2	2.79E-05	6.66E-05	1.03E-04	9.30E-05
4:Del:M:1	1.74E-05	3.78E-05	5.80E-05	6.33E-05
4:Del:M:2	1.86E-05	5.03E-05	1.02E-04	7.87E-05
4:Del:M:3	3.99E-05	6.01E-05	1.07E-04	8.50E-05
5:Del:M:1	2.21E-05	8.60E-05	3.90E-04	2.79E-04
5:Del:M:2	0.00E+00	6.21E-06	4.37E-04	2.61E-04
5:Del:M:3	5.72E-07	2.79E-06	2.99E-04	2.07E-04
5:Del:M:4	1.19E-05	2.88E-05	1.68E-04	1.34E-04
5:Del:M:5	2.53E-05	6.09E-05	1.42E-04	1.47E-04
