Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP95454	18400	3124	1082	3428	1561	727	0	0	0	0	0	0	0
SP94741	38363	5554	1361	5651	2424	1779	0	0	0	0	0	0	0
SP90209	59080	25677	34973	7216	0	266	0	0	0	0	0	0	0
SP90989	41762	2142	2037	2361	979	1241	0	106	0	0	0	0	0
SP93540	72929	7004	1564	10279	0	4264	0	0	0	0	0	0	0
SP93227	61362	8294	55445	3865	197	50	0	0	0	124	2	0	0
SP94348	36625	4216	724	6337	991	1473	0	0	0	0	0	0	0
SP94588	0	102	52	4	42	0	6	136	44	52	42	6	47
SP90725	0	123	10	4	40	0	3	68	9	37	23	1	89
SP94236	1	76	8	0	0	11	11	143	33	50	125	5	48
SP93772	2	14	38	5	36	0	5	99	34	58	39	9	46
SP92195	15	67	89	0	42	4	8	65	48	60	106	10	0
SP89957	131	89	31	0	10	4	6	59	3	64	54	8	20
SP92268	90	90	28	9	34	0	6	102	9	50	20	0	0
SP92707	22	63	20	0	5	0	4	145	3	52	12	7	0
SP89687	87	57	26	0	0	0	0	100	56	40	124	10	0
SP90269	0	193	20	27	0	11	6	76	23	45	38	49	0
SP94933	23856	18779	992	1354	18632	35	34	0	0	0	0	604	0
SP95126	159	0	67	0	0	4	0	268	101	0	217	0	0
SP95646	27	86	68	0	8	10	6	79	24	50	131	16	0
SP89443	24	80	20	0	0	21	3	31	9	86	83	13	1
SP89651	19	40	15	6	0	3	1	44	43	31	64	17	0
SP94060	20	112	0	17	0	0	5	92	0	62	63	6	0
SP92787	4	21	32	0	0	3	2	86	22	72	38	12	0
SP92723	37	136	17	19	0	6	2	127	12	30	42	6	0
SP92364	38690	5995	3990	3678	6480	682	0	0	0	0	0	169	0
SP95406	11	14	44	21	2	0	0	128	11	56	10	7	0
SP91746	6	49	35	0	18	0	0	99	24	26	28	15	23
SP92332	38	34	130	9	0	0	2	111	132	13	251	0	0
SP91730	22	13	40	29	36	2	1	101	560	8	177	0	0
SP92947	32	140	18	4	55	0	0	135	12	26	17	15	53
SP91666	85	170	34	0	15	28	0	53	11	24	116	10	0
SP90245	14	48	59	3	22	13	4	82	39	105	137	4	0
SP90893	9	54	45	3	14	2	3	40	24	86	150	11	0
SP89519	2	99	0	0	8	0	0	164	10	7	1	7	110
SP94917	10611	2842	983	2562	0	707	0	168	0	0	0	0	0
SP92659	385	2184	551	0	8	0	32	18	0	60	103	361	0
SP94332	64	6	0	0	0	0	13	0	780	213	0	0	0
SP94661	46	101	10	0	20	0	2	138	27	28	80	14	12
SP93652	16	94	53	0	37	3	7	96	18	106	9	2	0
SP90125	4	62	59	5	0	0	22	58	8	78	97	18	41
SP94540	32	285	24	0	0	10	11	80	34	71	11	9	0
SP95222	147	25	138	0	0	4	3	121	62	50	192	0	0
SP89389	89	39	28	9	0	0	7	224	45	39	67	0	0
SP90503	17	34	48	0	0	11	0	116	8	88	13	8	0
SP92460	8502	1600	681	2020	948	427	0	0	8	0	0	0	0
