Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP116788	16	0.791	15.604	97.525%	2.874	61.274%	1.13407	0.752
SP116789	6	0.507	8.602	143.367%	2.116	86.385%	1.95508	0.447
SP116919	1	0.095	1.958	195.8%	1.003	100.3%	3.87279	0.047
SP109002	53	0.798	48.43	91.377%	8.803	61.185%	0.77776	0.755
SP109001	11	0.656	12.315	111.955%	2.72	75.439%	1.31111	0.599
SP109006	65	0.92	43.634	67.129%	7.847	45.08%	0.4635	0.908
SP108998	138	0.979	54.974	39.836%	9.462	21.232%	0.24293	0.977
SP127706	155	0.906	80.857	52.166%	14.756	42.902%	0.31833	0.874
SP108999	111	0.949	57.305	51.626%	9.826	31.404%	0.34776	0.94
SP109007	76	0.883	44.287	58.272%	8.243	47.75%	0.43498	0.846
SP109003	52	0.848	37.278	71.688%	6.865	53.937%	0.54937	0.808
SP116868	55	0.837	40.064	72.844%	7.11	56.386%	0.47109	0.787
SP116794	15	0.762	14.608	97.387%	3.389	65.221%	0.91583	0.732
SP116791	13	0.548	16.736	128.738%	3.871	84.472%	1.43435	0.48
SP116866	48	0.854	34.189	71.227%	5.812	53.504%	0.50647	0.808
SP116815	47	0.756	40.275	85.691%	8.68	66.378%	0.58981	0.705
SP116853	42	0.897	32.0	76.19%	5.256	44.742%	0.61192	0.878
SP116901	24	0.835	20.49	85.375%	3.651	55.041%	0.85666	0.8
SP116830	92	0.932	43.207	46.964%	7.618	36.317%	0.26306	0.91
SP116802	15	0.537	16.664	111.093%	4.107	85.637%	1.10439	0.448
SP116885	90	0.908	60.819	67.577%	10.533	41.964%	0.48708	0.89
SP116834	31	0.628	34.803	112.268%	6.293	86.441%	1.16723	0.524
SP116913	25	0.797	22.911	91.644%	4.596	60.876%	0.82482	0.762
SP116799	35	0.877	25.349	72.426%	5.051	49.769%	0.57161	0.859
SP116920	18	0.549	22.668	125.933%	4.525	85.514%	1.27072	0.449
SP116835	88	0.911	50.412	57.286%	8.383	41.915%	0.3713	0.883
SP116852	38	0.868	34.175	89.934%	5.96	50.735%	0.78576	0.849
SP116902	31	0.879	25.52	82.323%	4.328	48.694%	0.74434	0.859
SP116871	10	0.577	13.697	136.97%	2.836	81.868%	1.69521	0.509
SP116820	51	0.888	36.383	71.339%	6.17	47.745%	0.62471	0.862
SP116889	63	0.917	35.742	56.733%	6.344	40.203%	0.40018	0.896
SP116923	62	0.923	36.952	59.6%	5.903	38.589%	0.44475	0.903
SP116829	74	0.908	42.519	57.458%	7.325	41.874%	0.34516	0.881
SP116872	8	0.392	12.124	151.55%	2.679	94.717%	2.23196	0.287
SP116904	5	0.464	7.736	154.72%	1.982	88.638%	1.89526	0.406
SP116806	52	0.954	35.7	68.654%	6.555	36.417%	0.45408	0.954
SP116857	81	0.937	44.417	54.836%	7.782	36.726%	0.3344	0.926
SP116888	27	0.851	24.426	90.467%	4.451	54.378%	0.71394	0.831
SP116818	22	0.76	21.348	97.036%	3.922	65.367%	0.83704	0.706
SP116837	73	0.888	44.533	61.004%	7.708	46.313%	0.43902	0.852
SP116905	4	0.349	6.782	169.55%	1.883	94.15%	2.08613	0.283
SP116804	59	0.951	37.156	62.976%	6.613	34.241%	0.49643	0.947
SP116819	31	0.858	24.361	78.584%	4.235	52.529%	0.77469	0.826
SP116856	51	0.921	30.879	60.547%	5.857	41.519%	0.35402	0.91
SP116839	78	0.907	46.002	58.977%	7.779	42.822%	0.43433	0.879
SP116925	28	0.833	21.766	77.736%	3.983	56.328%	0.77636	0.791
SP116878	22	0.754	23.034	104.7%	4.678	66.157%	0.97676	0.716
SP116893	52	0.871	38.684	74.392%	7.468	50.349%	0.53562	0.849
SP116876	1	0.039	1.983	198.3%	1.015	101.5%	4.77715	-0.019
SP116927	43	0.799	38.207	88.853%	6.874	62.491%	0.80179	0.753
SP116909	28	0.89	22.836	81.557%	4.648	48.459%	0.61322	0.881
SP116795	7	0.617	8.897	127.1%	2.084	78.768%	1.55298	0.569
SP116826	48	0.926	36.002	75.004%	9.166	45.83%	0.45652	0.928
SP116891	31	0.837	24.201	78.068%	4.412	54.724%	0.70368	0.797
SP116860	36	0.889	26.105	72.514%	4.314	45.987%	0.54251	0.863
SP116848	56	0.875	34.76	62.071%	6.776	48.4%	0.39101	0.843
SP116910	72	0.957	35.419	49.193%	6.505	29.816%	0.35757	0.951
SP116797	11	0.723	12.614	114.673%	2.926	70.966%	1.2084	0.694
SP116862	66	0.908	40.591	61.502%	6.638	42.151%	0.46612	0.882
SP116823	35	0.944	24.542	70.12%	5.226	41.187%	0.56045	0.947
SP116897	15	0.51	18.961	126.407%	4.506	86.718%	1.81737	0.427
SP116846	19	0.751	18.07	95.105%	3.323	66.46%	1.04357	0.689
SP116784	1	0.037	1.984	198.4%	1.016	101.6%	4.82394	-0.021
SP116896	14	0.55	18.44	131.714%	4.266	83.663%	2.22655	0.483
SP116824	35	0.918	29.428	84.08%	6.258	47.038%	0.65888	0.92
SP116881	9	0.367	14.821	164.678%	3.416	94.743%	1.96087	0.275
SP116812	43	0.811	32.325	75.174%	6.465	59.265%	0.55475	0.763
SP116915	78	0.922	46.043	59.029%	8.031	39.662%	0.3403	0.906
SP116786	66	0.865	47.378	71.785%	8.337	50.926%	0.50726	0.831
SP116851	15	0.782	15.505	103.367%	3.173	63.46%	0.98174	0.754
CPCT02220038T	1273	0.998	181.809	14.282%	45.379	8.746%	0.02058	0.998
CPCT02290013T	846	0.983	205.791	24.325%	52.072	19.071%	0.07423	0.981
