Samples	ID83A	ID83B
SP135192	7.72E-02	7.72E-02
SP135335	4.01E-01	4.01E-01
SP135278	2.27E-01	2.25E-01
SP135287	5.32E+00	5.31E+00
SP135345	8.85E-01	8.85E-01
SP85122	9.29E+00	9.29E+00
SP84384	7.74E+00	7.74E+00
SP135184	0.00E+00	0.00E+00
SP135226	8.94E-01	8.94E-01
SP135436	2.25E+00	2.25E+00
SP135262	6.21E-01	6.21E-01
SP135431	3.01E+00	3.01E+00
SP135425	1.76E+00	1.76E+00
SP135222	1.40E+00	1.40E+00
SP135230	1.22E+00	1.22E+00
SP135205	6.23E-01	6.24E-01
SP135180	0.00E+00	0.00E+00
SP135213	1.10E+00	1.10E+00
SP135217	0.00E+00	0.00E+00
SP135405	1.85E+00	1.85E+00
SP135238	1.67E-01	1.67E-01
SP135270	1.57E+00	1.57E+00
SP135411	1.11E+00	1.11E+00
SP135188	7.96E-01	7.97E-01
SP135194	1.22E+00	1.22E+00
SP135186	1.17E+00	1.17E+00
SP135420	1.76E+00	1.76E+00
SP135258	5.03E-01	5.03E-01
SP135234	2.16E+00	2.16E+00
SP135293	0.00E+00	0.00E+00
SP135393	1.46E+00	1.46E+00
SP135299	1.60E+00	1.60E+00
SP135415	7.22E-01	7.22E-01
SP135310	0.00E+00	0.00E+00
SP135323	4.45E-01	4.45E-01
SP135390	3.30E-01	3.30E-01
SP135209	4.91E-01	4.90E-01
SP135240	1.63E+00	1.63E+00
SP135182	3.81E+00	3.81E+00
SP85251	1.08E+00	1.08E+00
SP84408	9.04E-01	9.04E-01
SP84491	3.74E+00	3.74E+00
SP84743	3.39E+00	3.39E+00
SP83967	1.41E+00	1.41E+00
SP105253	2.94E+00	2.94E+00
SP84998	2.19E+00	2.19E+00
SP84062	6.39E-01	6.38E-01
SP84982	4.31E+00	4.31E+00
SP84790	1.99E+00	1.99E+00
SP105673	1.49E+00	1.49E+00
SP85339	2.90E+00	2.90E+00
SP84719	2.11E+00	2.11E+00
SP105425	3.04E+00	3.04E+00
SP84056	2.07E+00	2.07E+00
SP105261	1.45E+00	1.45E+00
SP85379	3.04E+00	3.04E+00
SP105086	2.40E+00	2.40E+00
SP84392	7.56E+00	7.56E+00
SP105018	1.85E+00	1.85E+00
SP84858	3.08E+00	3.08E+00
SP84086	1.41E+00	1.41E+00
SP105213	1.87E+00	1.87E+00
SP105577	1.79E+00	1.79E+00
SP85431	1.04E+00	1.04E+00
SP84962	1.44E+00	1.43E+00
SP105006	1.99E+00	1.99E+00
SP84439	1.06E+01	1.06E+01
SP105159	1.60E+00	1.60E+00
SP85230	8.33E-01	8.33E-01
SP84922	3.34E+00	3.34E+00
SP85130	2.63E+00	2.63E+00
SP104984	1.62E+00	1.62E+00
SP85222	1.07E+00	1.07E+00
SP105375	3.70E+00	3.70E+00
SP85287	1.95E+00	1.95E+00
CPCT02060042T	4.32E-01	4.32E-01
CPCT02130027T	1.36E+00	1.36E+00
CPCT02290024T	3.73E+00	3.73E+00
CPCT02230080T	2.90E+00	2.90E+00
CPCT02070282T	2.48E+00	2.48E+00
CPCT02060201T	2.86E+00	2.86E+00
CPCT02010752T	1.45E+00	1.45E+00
CPCT02130046T	2.50E+00	2.50E+00
CPCT02190033T	3.53E+00	3.53E+00
WIDE01010213T	3.01E+00	3.01E+00
CPCT02440010T	3.18E+00	3.18E+00
WIDE01010272T	2.06E+00	2.06E+00
DRUP01070085T	1.69E+01	1.69E+01
CPCT02380045T	2.40E+00	2.40E+00
CPCT02150013T	1.95E+00	1.95E+00
CPCT02010769T	2.11E+00	2.11E+00
CPCT02450014T	1.13E+02	1.13E+02
CPCT02130122T	2.09E+00	2.09E+00
CPCT02230107T	3.05E+00	3.05E+00
DRUP01090017T	3.34E+00	3.34E+00
CPCT02020781T	3.08E+00	3.08E+00
CPCT02310016T	2.22E+00	2.22E+00
CPCT02300050T	3.09E+00	3.09E+00
CPCT02020808T	3.18E+00	3.18E+00
CPCT02050414T	3.57E+00	3.57E+00
CPCT02230042T	5.87E-01	5.87E-01
CPCT02040170T	1.37E+00	1.37E+00
CPCT02330059T	3.69E+00	3.69E+00
CPCT02330063T	3.07E+00	3.07E+00
CPCT02020512T	2.20E+00	2.20E+00
CPCT02110031T	2.19E+00	2.19E+00
CPCT02030347T	1.55E+01	1.55E+01
CPCT02050179T	4.25E+00	4.25E+00
CPCT02010591T	1.86E+00	1.86E+00
CPCT02170007T	2.36E+00	2.36E+00
CPCT02210025T	2.59E+00	2.59E+00
CPCT02030376T	2.33E+00	2.33E+00
CPCT02050110T	2.64E+00	2.64E+00
CPCT02030318T	3.29E+00	3.29E+00
CPCT02100056T	1.74E+00	1.74E+00
CPCT02030326T	2.70E+00	2.70E+00
CPCT02120007T	3.31E+00	3.31E+00
WIDE01010573T	3.10E+00	3.10E+00
WIDE01010693T	2.37E+00	2.37E+00
