MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	4.15E-05	8.27E-04	2.01E-03	1.49E-03	1.34E-03
1:Del:C:1	2.37E-05	4.85E-04	1.13E-03	6.85E-04	7.02E-04
1:Del:C:2	1.62E-05	2.18E-04	5.03E-04	4.63E-04	4.93E-04
1:Del:C:3	2.34E-05	1.51E-04	3.66E-04	2.35E-04	2.03E-04
1:Del:C:4	3.49E-05	7.23E-05	1.97E-04	1.54E-04	9.92E-05
1:Del:C:5	8.31E-05	9.97E-05	9.46E-05	6.09E-05	1.81E-04
1:Del:T:0	3.03E-05	5.79E-04	1.30E-03	6.84E-04	8.40E-04
1:Del:T:1	2.85E-05	3.37E-04	7.36E-04	3.18E-04	5.24E-04
1:Del:T:2	3.12E-05	3.92E-04	9.57E-04	6.12E-04	5.05E-04
1:Del:T:3	7.19E-05	3.34E-04	9.99E-04	7.70E-04	4.22E-04
1:Del:T:4	1.43E-04	3.19E-04	8.60E-04	4.66E-04	1.20E-04
1:Del:T:5	1.30E-03	2.60E-03	1.77E-03	4.26E-04	1.44E-03
1:Ins:C:0	3.61E-05	1.27E-04	2.05E-04	3.21E-04	7.93E-04
1:Ins:C:1	5.78E-04	9.92E-05	9.39E-05	2.26E-03	9.95E-03
1:Ins:C:2	2.91E-04	4.69E-05	5.33E-05	1.17E-03	5.14E-03
1:Ins:C:3	1.19E-04	4.94E-05	8.12E-05	4.59E-04	1.91E-03
1:Ins:C:4	5.62E-05	4.97E-05	5.46E-05	2.05E-04	6.69E-04
1:Ins:C:5	1.24E-04	2.94E-04	4.17E-04	1.30E-04	4.30E-04
1:Ins:T:0	3.43E-05	1.27E-04	2.66E-04	2.88E-04	1.07E-03
1:Ins:T:1	6.91E-04	3.20E-04	5.78E-04	2.59E-03	1.06E-02
1:Ins:T:2	4.44E-04	2.17E-04	3.20E-04	1.58E-03	6.45E-03
1:Ins:T:3	3.04E-04	1.75E-04	2.43E-04	1.10E-03	4.29E-03
1:Ins:T:4	1.69E-04	1.79E-04	1.96E-04	6.65E-04	2.12E-03
1:Ins:T:5	1.43E-03	5.54E-03	8.08E-03	1.73E-03	9.56E-03
2:Del:R:0	2.35E-05	2.10E-04	4.15E-04	2.98E-04	5.72E-04
2:Del:R:1	3.90E-05	2.95E-04	5.65E-04	2.49E-04	5.75E-04
2:Del:R:2	2.23E-05	9.93E-05	1.92E-04	1.01E-04	2.23E-04
2:Del:R:3	1.82E-05	6.25E-06	4.31E-05	4.30E-05	1.55E-04
