Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP135192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
SP135335	9	0	0	0	7	0	0	0	0	1	0	13	3	6	0	0	0	17	0
SP135278	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	9	8	0	0
SP135287	51770	0	0	4152	8357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP135345	65	0	0	0	26	0	5	0	0	8	0	107	28	0	0	20	0	24	0
SP85122	54971	1315	25693	10454	8007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP84384	62401	0	17329	18046	3862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0
SP135226	0	0	55	0	35	0	0	78	1	0	0	8	0	0	21	18	0	13	0
SP135436	445	62	0	0	227	51	18	354	0	40	0	9	0	0	39	35	0	26	0
SP135262	11	0	0	0	0	0	9	55	0	0	10	0	0	0	0	43	0	5	0
SP135431	568	0	0	13	660	0	84	163	7	18	0	16	0	8	4	79	0	12	0
SP135425	200	0	0	6	149	0	38	15	0	17	0	145	165	0	0	64	0	41	0
SP135222	117	21	0	0	166	28	7	33	0	9	0	3	0	0	0	75	0	13	0
SP135230	0	24	109	6	0	0	5	88	0	0	0	27	0	25	17	5	0	4	0
SP135205	16	3	0	8	0	0	0	15	0	0	0	1	0	0	11	8	37	0	0
SP135180	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
SP135213	0	2	111	5	6	0	3	71	0	70	0	0	0	3	50	21	0	10	0
SP135217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SP135405	0	0	135	2	0	249	7	195	0	57	0	50	0	0	11	102	0	0	0
SP135238	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	4
SP135270	0	6	220	9	99	0	7	0	2	158	0	0	117	185	0	37	0	25	0
SP135411	74	2	0	0	0	0	0	128	1	2	32	22	0	0	10	13	0	0	0
SP135188	30	0	0	10	17	0	26	12	1	3	0	36	0	40	13	0	0	12	0
SP135194	123	0	0	0	48	0	1	112	3	2	0	11	0	40	7	0	0	20	0
SP135186	82	0	0	0	0	0	9	216	0	16	0	21	0	0	85	0	0	4	0
SP135420	102	6	171	9	0	0	17	49	0	8	0	78	149	40	27	106	0	15	0
SP135258	18	4	0	1	29	0	0	0	0	6	0	4	0	0	3	5	0	0	0
SP135234	334	4	0	0	353	0	42	59	0	24	0	67	0	193	0	51	0	19	0
SP135293	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0
SP135393	129	6	0	0	27	19	101	183	3	10	0	44	0	29	0	0	0	46	0
SP135299	112	2	0	0	59	0	87	362	0	9	0	15	0	0	158	0	0	13	0
SP135415	22	0	0	4	0	0	4	74	0	3	0	0	0	32	38	20	0	1	0
SP135310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SP135323	10	0	0	6	0	0	0	0	0	2	0	0	0	27	79	0	0	23	0
SP135390	0	0	6	1	11	0	2	0	0	3	0	9	0	3	0	8	0	2	0
SP135209	4	0	6	2	0	4	7	22	1	0	0	0	0	0	12	13	0	5	0
SP135240	142	1	0	0	121	0	9	154	0	11	0	0	155	96	4	0	0	1	0
SP135182	1314	57	55	40	391	0	41	204	0	28	0	126	530	0	0	0	0	42	0
SP85251	0	0	50	19	141	0	0	0	0	4	0	22	0	6	35	114	0	8	17
SP84408	39	0	4	6	70	0	12	0	0	0	0	32	0	23	75	17	0	3	0
SP84491	200	68	746	0	742	255	222	0	29	132	0	413	248	76	114	0	0	2	0
SP84743	416	10	60	39	188	0	1745	0	28	34	0	172	0	189	0	0	249	54	0
SP83967	0	0	119	11	0	0	5	147	0	12	0	6	0	12	22	129	0	0	18
SP105253	445	50	79	11	526	222	186	189	5	40	0	34	151	0	68	52	0	24	0
SP84998	27	6	350	0	67	151	0	167	0	0	0	11	19	0	17	81	0	19	0
SP84062	11	0	0	4	27	0	2	0	9	4	37	24	0	52	0	0	0	41	0
SP84982	44815	0	0	4648	3462	0	51	0	0	0	0	0	0	0	0	0	0	0	0
SP84790	222	10	0	9	0	0	194	444	9	9	0	111	0	0	16	140	0	55	0
SP105673	92	0	94	3	117	0	4	0	6	726	0	84	0	0	113	136	0	2	0
SP85339	0	0	703	0	411	281	31	149	0	13	0	28	6	0	0	32	0	0	0
SP84719	266	10	0	161	0	0	16	211	0	18	0	29	0	0	6	28	116	0	0
SP105425	221	26	557	54	423	0	57	131	3	7	0	28	0	69	42	0	0	5	0
SP84056	154	45	110	0	28	0	38	0	6	175	0	29	739	0	4	0	0	0	0
SP105261	62	0	105	0	89	0	19	1	1	26	24	20	0	141	0	41	0	3	0
SP85379	149	20	566	0	546	0	145	0	16	26	0	173	87	0	0	43	81	19	0
SP105086	0	25	375	0	153	95	6	155	0	121	0	147	0	0	52	267	41	130	6
SP84392	74223	0	4857	13898	9197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP105018	182	0	0	9	0	0	145	564	0	3533	13	166	0	0	84	0	0	11	0
SP84858	19	0	819	9	0	0	50	0	0	164	0	0	579	90	0	134	0	65	0
SP84086	0	0	77	0	359	0	9	0	5	73	0	28	0	37	27	0	0	24	0
SP105213	54	0	158	0	24	0	13	220	0	40	0	41	0	0	0	41	372	35	0
SP105577	136	0	185	19	0	11	9	19	2	36	0	21	250	88	0	32	0	5	0
SP85431	68	0	0	0	181	0	0	0	3	19	0	38	0	68	91	33	0	22	0
SP84962	116	0	0	16	30	0	10	353	0	34	0	13	94	0	0	33	0	13	0
SP105006	0	0	277	4	0	300	9	0	3	62	17	134	0	51	20	90	0	16	0
SP84439	69354	0	0	18185	6428	0	503	1409	0	0	0	0	0	0	0	0	0	0	0
SP105159	0	2	169	13	0	0	2	222	0	6	0	7	0	0	42	163	10	35	2
SP85230	52	0	0	0	0	0	0	0	6	549	0	23	0	348	69	0	0	0	0
SP84922	984	17	0	6	117	0	190	386	22	51	0	390	0	0	0	0	163	0	0
SP85130	24	0	674	0	65	0	33	501	3	17	0	1	0	0	76	184	0	0	0
SP104984	0	11	268	0	145	0	18	0	1	13	0	31	117	0	31	66	0	46	0
SP85222	0	0	78	22	51	0	4	63	0	0	6	0	0	0	66	0	0	7	15
SP105375	556	24	0	0	566	0	850	378	19	19	0	83	567	0	0	0	0	25	0
SP85287	5	49	251	11	305	0	8	224	7	19	0	82	0	36	43	0	0	9	0
CPCT02060042T	5	6	0	4	37	0	0	0	49	0	0	9	0	83	8	0	0	14	2
CPCT02130027T	0	1	62	12	28	214	12	0	162	8	0	1	0	138	9	19	0	1	31
CPCT02290024T	0	45	1256	36	749	0	41	95	194	19	0	191	68	0	53	0	0	0	7
CPCT02230080T	0	50	808	4	467	0	73	0	141	16	0	23	30	25	70	33	57	0	0
CPCT02070282T	0	0	524	9	94	541	96	122	82	0	0	0	0	0	113	107	0	65	44
CPCT02060201T	0	33	593	26	549	39	48	0	204	51	0	6	38	0	56	0	0	24	0
CPCT02010752T	0	11	178	0	0	0	31	0	175	30	0	0	138	172	0	0	0	6	0
CPCT02130046T	0	0	549	0	305	119	129	0	156	16	0	20	0	52	0	121	0	6	0
CPCT02190033T	0	119	473	0	50	1282	80	0	219	45	36	49	0	0	0	0	0	44	0
WIDE01010213T	0	19	362	0	0	49	113	0	179	448	33	84	162	0	26	7	732	0	0
CPCT02440010T	0	60	728	2	434	275	429	0	287	26	4	114	0	110	216	0	0	8	0
WIDE01010272T	0	26	333	3	0	326	9	0	50	7	0	0	36	28	44	13	0	29	0
DRUP01070085T	6164	2197	67234	6917	6139	0	380	0	1229	0	0	0	0	0	0	0	0	0	841
CPCT02380045T	0	57	266	19	397	816	80	0	160	20	0	125	0	0	28	0	0	13	0
CPCT02150013T	141	29	0	0	0	44	30	52	174	19	0	28	145	118	0	5	48	7	25
CPCT02010769T	0	59	366	0	225	36	160	0	137	76	0	117	0	83	0	31	0	54	13
CPCT02450014T	20617	226590	10310	1282	7364	0	274	0	1049	0	0	0	0	0	0	0	0	0	0
CPCT02130122T	20	53	0	29	0	745	3	0	133	46	32	0	60	60	0	19	0	30	0
CPCT02230107T	0	54	947	0	0	538	58	0	109	0	0	51	0	0	85	0	178	9	0
DRUP01090017T	439	40	61	7	154	1216	733	0	255	34	0	134	0	0	303	0	0	20	0
CPCT02020781T	0	0	392	34	67	267	11	28	236	447	0	110	0	312	78	0	388	17	0
CPCT02310016T	222	0	20	13	158	0	92	0	155	0	0	152	27	0	0	0	332	30	0
CPCT02300050T	241	13	601	10	85	493	198	115	181	90	0	27	0	0	392	0	0	4	0
CPCT02020808T	0	46	637	0	17	700	22	0	100	337	0	0	0	0	0	102	0	20	0
CPCT02050414T	0	23	485	28	265	1211	21	0	120	45	0	0	0	194	0	41	0	35	69
CPCT02230042T	0	0	25	0	43	0	7	0	123	4	0	0	124	6	0	0	0	0	0
CPCT02040170T	0	18	84	0	0	52	249	0	104	16	51	27	140	0	25	18	0	32	0
CPCT02330059T	6	55	842	58	119	1186	132	0	291	50	0	101	30	122	107	26	0	23	83
CPCT02330063T	0	41	891	0	137	472	34	0	191	14	0	128	374	96	21	96	0	23	0
CPCT02020512T	151	5	0	17	42	535	13	83	35	9	20	0	38	0	0	0	0	38	0
CPCT02110031T	0	5	190	0	100	222	35	0	97	42	0	0	0	0	10	31	125	388	0
CPCT02030347T	139959	10	0	8054	12332	0	0	0	299	0	6664	0	0	0	0	0	0	0	0
CPCT02050179T	0	6	894	28	0	1572	27	0	194	44	0	9	0	120	48	0	52	0	89
CPCT02010591T	0	42	64	0	0	275	71	0	110	13	0	41	0	0	81	137	206	10	0
CPCT02170007T	0	0	608	0	38	0	35	158	271	63	0	63	0	89	170	178	0	0	0
CPCT02210025T	166	44	285	15	328	73	501	0	376	50	0	94	0	135	35	0	0	10	0
CPCT02030376T	0	0	450	0	106	0	30	83	127	72	0	96	0	59	73	42	0	0	0
CPCT02050110T	0	6	430	6	447	38	159	0	123	68	10	34	235	0	148	0	547	51	0
CPCT02030318T	0	97	1081	0	424	600	29	0	138	58	0	201	0	0	152	5	0	0	0
CPCT02100056T	0	0	373	0	26	0	37	0	80	37	0	93	0	0	87	0	0	15	0
CPCT02030326T	175	0	358	27	487	6	107	15	101	60	0	146	0	51	38	0	16	28	0
CPCT02120007T	490	56	0	12	63	643	353	0	187	33	55	165	0	0	0	0	0	0	0
WIDE01010573T	0	0	500	6	353	34	46	0	92	117	0	0	0	382	201	379	149	26	52
WIDE01010693T	0	24	385	1	204	138	84	0	70	12	0	113	0	0	37	14	0	33	0
