Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP29914	1:Del:C:0	0.024774413802954524	0.21439940542850086	0.5886604899501743	0.12082361798502361	0.022617756518435568	0.007614409277338783	0.019749064234946895	0.0013608428026253166
SP29914	1:Del:C:1	0.0006021335181699139	0.07647425082160797	0.8740283868726128	0.03510340594863643	0.005878680512381372	0.003614085137153302	0.004044030017476907	0.0002550271719613379
SP29914	1:Del:C:2	0.0034585791975831454	0.006780626964962986	0.9597785548072445	0.02267746947001215	0.0009604764919866731	0.00012290592349796305	0.005566905624058892	0.0006544815206537048
SP29914	1:Del:C:3	0.037501489614023664	0.0607124645137898	0.83023328651863	0.0472891739817308	0.00449774048746299	0.003472283491994191	0.01494486126931355	0.0013487001230550054
SP29914	1:Del:C:4	0.13733244861286406	0.06271388631676249	0.7717332791524836	0.01223273062399746	0.005041099131608668	0.0004033766013692922	0.008633391385055048	0.0019097881758596894
SP29914	1:Del:C:5	0.5274588714817365	0.07632106289383046	0.38643489264378433	0.0011450969664646379	0.002221982515863332	0.0038572743489650443	3.372180382833908e-09	0.0025608157771751998
SP29914	1:Del:T:0	0.02075809278627765	0.04383561021885744	0.39496618581606535	0.09004586795981023	0.020682977612318295	0.02245991234350575	0.4064974070392461	0.0007539462239190837
SP29914	1:Del:T:1	0.0180311683586265	0.005354495393613764	0.34303141445159147	0.03480738795494208	0.004094386758486833	0.010420917140502325	0.5837856028397547	0.00047462710248229314
SP29914	1:Del:T:2	0.03346992445940444	0.1723681118309414	0.22195236239601526	0.016690496818400617	0.005281964618597907	0.006378547899469953	0.5432078461264483	0.0006507458507219967
SP29914	1:Del:T:3	0.10056308389317979	0.08265340632555865	0.22199407185005687	0.017782235088172917	0.0011992542122957316	7.571178963640298e-05	0.5743306345846773	0.0014016022564224723
SP29914	1:Del:T:4	0.3210220936457693	0.19073790629736903	0.21503695051378752	0.014430492717139105	0.009107636670289333	0.0004142211974547714	0.24837479797051093	0.0008759009876798256
SP29914	1:Del:T:5	0.919652217807024	0.021427111673536656	0.012825901408459685	0.005002025997681965	0.005698260370397449	0.0001521591688163735	0.03466449763642819	0.0005778259376556217
SP29914	1:Ins:C:0	0.04291417913605799	0.4257523403580844	0.41971968449582947	0.012257919853358522	0.00459134333402493	0.04525802117267048	0.0494626403735886	4.38712763856502e-05
SP29914	1:Ins:C:1	0.03515650332315819	0.43690411502677556	0.3456131837587689	0.08308548264571929	0.013231728283324489	0.03428223169727743	0.04961264331934701	0.002114111945628997
SP29914	1:Ins:C:2	0.03587285656228623	0.24732299504019345	0.4623837665701214	0.1620845921635039	0.025489701489580085	0.03938164261741524	0.026004641101323188	0.001459804455576596
SP29914	1:Ins:C:3	0.07658233624354185	0.11142510614944275	0.768838129995351	0.006801568545138839	0.013365979496240698	0.02167802000109851	1.030032385860911e-08	0.0013088492688625953
SP29914	1:Ins:C:4	0.3043777198963673	0.17183611603841487	0.5085427411733893	0.0	0.0017381945005367795	0.006468684973676469	0.0059799034113775995	0.0010566400062376425
SP29914	1:Ins:C:5	0.37725936993703746	0.4297225155281856	0.15498611537039458	0.008838191455046794	0.011654673638997144	0.007655229106859013	0.008668712087105178	0.0012151928763742509
SP29914	1:Ins:T:0	0.052366738840305675	0.33862900915325084	0.542087799370137	0.010037603805475716	0.02241252260005869	0.031928742823582726	0.0	0.002537583407189532
SP29914	1:Ins:T:1	0.0050438180848671	0.05955682652515845	0.7404482858503284	0.013086564990752194	0.1457418918688647	0.0033746207864124153	0.03097744193947676	0.001770549954139981
SP29914	1:Ins:T:2	0.12487610787954577	0.09936095282740522	0.6838665154588002	0.024497504874492912	0.06194497582770763	0.004716377683681005	3.3364780334538704e-08	0.0007375320835869839
