Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP127630	4.62E+00	4.08E+00	2.47E+00	2.07E+00	1.27E+00
SP127634	6.21E+00	3.73E+00	3.70E+00	5.98E+00	1.39E+00
SP127636	3.55E+00	3.42E+00	2.11E+00	2.14E+00	9.07E-01
SP127628	2.96E+00	2.65E+00	1.58E+00	8.28E-01	4.28E-01
SP127640	4.19E+00	3.73E+00	2.16E+00	1.93E+00	6.03E-01
SP127638	4.78E+00	4.47E+00	2.26E+00	2.65E+00	6.09E-01
SP127632	6.30E+00	4.84E+00	3.73E+00	3.80E+00	8.55E-01
SP59388	2.19E+00	2.15E+00	1.09E+00	6.29E-01	3.35E-01
SP116649	3.61E+00	3.37E+00	1.96E+00	1.40E+00	0.00E+00
SP59416	2.39E+00	2.21E+00	1.52E+00	1.24E+00	2.97E-01
SP124977	3.29E+00	3.27E+00	1.76E+00	1.26E+00	7.68E-01
SP59356	2.12E+00	1.75E+00	1.42E+00	9.98E-01	9.57E-02
SP116612	3.33E+00	2.75E+00	2.01E+00	2.35E+00	0.00E+00
SP116659	2.59E+00	3.01E+00	2.12E+00	1.42E+00	6.84E-01
SP116668	4.28E+00	4.99E+00	3.16E+00	1.53E+00	4.72E-01
SP116630	6.00E+00	5.10E+00	1.78E+00	2.55E+00	0.00E+00
SP59412	3.78E+00	3.18E+00	2.01E+00	1.70E+00	3.68E-01
SP116686	2.17E+00	1.58E+00	1.32E+00	2.03E+00	0.00E+00
SP116694	3.85E+00	3.45E+00	2.06E+00	1.74E+00	7.06E-01
SP116712	1.48E+00	1.40E+00	7.56E-01	8.40E-01	2.93E-01
SP116726	3.23E+00	3.26E+00	2.24E+00	1.59E+00	7.75E-01
SP116723	1.60E+00	1.19E+00	1.07E+00	8.13E-01	3.40E-01
SP59276	1.38E+00	1.33E+00	8.39E-01	7.71E-01	1.00E-02
SP116703	1.54E+00	1.21E+00	1.09E+00	8.32E-01	7.30E-02
SP59312	3.87E+00	3.76E+00	2.23E+00	1.78E+00	7.55E-01
SP116701	3.01E+00	2.43E+00	2.16E+00	2.35E+00	4.57E-01
SP59296	1.61E+00	1.44E+00	8.05E-01	0.00E+00	4.71E-01
SP59280	2.62E+00	2.57E+00	1.29E+00	3.60E-01	2.92E-01
SP59344	1.43E+00	1.42E+00	9.59E-01	4.93E-01	3.08E-01
SP59460	2.75E+00	2.89E+00	1.89E+00	1.18E+00	3.74E-01
SP59404	1.63E+00	1.50E+00	8.18E-01	7.18E-01	0.00E+00
SP116709	2.27E+00	1.79E+00	1.60E+00	1.62E+00	7.32E-01
SP59448	9.73E+00	8.49E+00	4.04E+00	2.71E+00	3.80E-01
SP116614	3.74E+00	3.60E+00	2.24E+00	1.55E+00	1.76E-01
SP59464	1.64E+00	1.41E+00	1.08E+00	9.18E-01	0.00E+00
SP59364	2.29E+00	2.27E+00	1.94E+00	1.29E+00	0.00E+00
SP116663	6.26E+00	5.73E+00	2.33E+00	2.46E+00	1.09E+00
SP59444	1.73E+00	1.44E+00	1.32E+00	1.26E+00	0.00E+00
SP116690	5.37E+00	4.81E+00	2.87E+00	2.86E+00	1.11E+00
SP59270	1.24E+00	1.02E+00	7.70E-01	5.18E-01	0.00E+00
SP59352	2.58E+00	2.53E+00	1.88E+00	1.56E+00	4.96E-01
SP116652	1.42E+00	1.27E+00	6.45E-01	5.76E-01	1.42E-01
SP116715	9.72E+00	9.17E+00	4.34E+00	3.42E+00	1.20E+00
SP116718	2.63E+00	2.46E+00	1.80E+00	1.71E+00	5.38E-01
SP116720	1.62E+00	1.35E+00	9.63E-01	4.14E-01	2.00E-02
SP59284	2.49E+00	2.37E+00	8.86E-01	7.96E-01	0.00E+00
SP116618	2.43E+00	1.69E+00	1.36E+00	1.88E+00	1.50E-01
SP59436	5.85E-01	3.29E-01	5.86E-01	4.49E-01	3.15E-02
SP116645	3.55E+00	3.34E+00	2.31E+00	1.48E+00	6.71E-01
SP59320	1.76E+00	1.58E+00	1.18E+00	7.61E-01	0.00E+00
SP116672	1.01E+00	7.67E-01	8.85E-01	7.71E-01	1.10E-01
SP116635	2.03E+00	1.63E+00	1.27E+00	1.02E+00	2.70E-01
SP59328	1.42E+00	1.29E+00	9.99E-01	8.24E-01	6.17E-01
SP116627	1.82E+00	1.35E+00	1.13E+00	1.16E+00	2.57E-01
SP116725	1.19E+00	1.18E+00	6.62E-01	2.78E-01	0.00E+00
SP59292	1.33E+00	1.36E+00	1.08E+00	8.46E-01	0.00E+00
SP116683	2.79E+00	2.34E+00	1.95E+00	1.93E+00	7.88E-01
SP59372	1.35E+00	2.88E-01	1.14E+00	1.88E+00	5.59E-01
SP116610	5.83E+00	3.23E+00	2.76E+00	4.71E+00	1.26E+00
SP116638	1.76E+00	1.70E+00	1.22E+00	1.13E+00	3.51E-01
SP59336	1.76E+00	1.40E+00	9.47E-01	6.23E-01	3.97E-01
SP124971	5.14E+00	4.47E+00	2.59E+00	2.02E+00	6.61E-01
SP116665	1.19E+00	8.77E-01	7.61E-01	5.89E-01	4.00E-02
SP116674	3.07E+00	2.62E+00	1.74E+00	1.72E+00	3.43E-01
SP116657	5.95E+00	5.02E+00	3.47E+00	3.37E+00	3.76E-01
SP116670	3.21E+00	1.33E+00	2.47E+00	2.49E+00	4.83E-01
SP116642	4.65E+00	3.72E+00	2.34E+00	3.42E+00	1.14E+00
SP116606	4.60E+00	1.86E+00	2.13E+00	4.19E+00	6.02E-01
SP116604	1.80E+00	1.60E+00	1.34E+00	9.35E-01	4.31E-01
SP59376	1.34E+00	9.68E-01	9.33E-01	1.24E+00	4.29E-01
SP59272	2.23E+00	1.88E+00	9.91E-01	7.12E-01	4.84E-01
SP124969	5.58E+00	4.78E+00	2.98E+00	2.96E+00	8.94E-01
SP116608	1.21E+00	1.08E+00	7.01E-01	5.64E-01	1.77E-01
SP59396	1.64E+00	1.53E+00	7.61E-01	7.15E-01	3.81E-01
SP116688	1.73E+00	1.64E+00	1.08E+00	9.82E-01	6.77E-02
SP59392	1.59E+00	1.53E+00	7.37E-01	5.09E-01	0.00E+00
SP59456	2.66E+00	2.06E+00	1.47E+00	1.62E+00	3.46E-01
SP59348	1.98E+00	1.76E+00	1.42E+00	1.13E+00	0.00E+00
SP59300	7.74E+00	3.63E+00	2.22E+00	6.60E+00	3.45E-01
SP59340	1.81E+00	1.84E+00	1.41E+00	7.56E-01	1.98E-01
SP59380	9.15E-01	8.23E-01	8.53E-01	8.36E-01	0.00E+00
SP59440	3.75E+00	2.37E+00	1.75E+00	3.13E+00	1.06E+00
SP59428	1.08E+00	1.06E+00	9.33E-01	8.75E-01	2.00E-02
SP59400	6.76E+00	3.47E+00	3.06E+00	5.66E+00	1.00E+00
SP116624	2.63E+00	2.53E+00	1.56E+00	1.33E+00	8.90E-01
SP59432	1.51E+00	1.42E+00	1.24E+00	9.15E-01	5.39E-01
SP59452	4.88E+00	4.21E+00	2.48E+00	2.15E+00	8.47E-01
SP116679	8.61E-01	6.28E-01	6.99E-01	7.09E-01	1.54E-01
SP116676	5.35E+00	3.67E+00	3.26E+00	3.47E+00	6.34E-01
SP59360	3.65E+00	3.45E+00	1.29E+00	9.62E-01	3.58E-01
SP59384	2.39E+00	2.26E+00	1.09E+00	6.04E-01	2.23E-01
SP59332	1.53E+00	1.38E+00	9.19E-01	8.02E-01	1.55E-01
SP116616	3.13E+00	3.09E+00	1.85E+00	9.95E-01	3.45E-01
SP124981	2.39E+00	2.35E+00	1.35E+00	1.05E+00	1.40E-01
SP59368	4.23E+00	3.93E+00	2.41E+00	2.70E+00	1.20E+00
SP116648	6.64E+00	6.42E+00	2.79E+00	2.63E+00	5.95E-01
SP59420	1.23E+00	1.28E+00	1.05E+00	8.80E-01	3.81E-01
SP116706	2.57E+00	2.58E+00	1.96E+00	1.34E+00	3.89E-01
SP116654	2.10E+00	1.94E+00	1.44E+00	9.58E-01	4.38E-01
SP59308	1.95E+00	1.71E+00	1.27E+00	7.21E-01	0.00E+00
SP59288	3.19E+00	2.71E+00	1.76E+00	1.29E+00	1.14E+00
SP116622	1.31E+00	1.18E+00	9.86E-01	7.98E-01	3.53E-01
SP59316	1.80E+00	1.46E+00	1.14E+00	9.45E-01	0.00E+00
SP59324	1.75E+00	1.43E+00	1.28E+00	1.21E+00	2.96E-01
SP116697	3.31E+01	2.16E+01	9.92E+00	2.92E+01	1.49E+00
SP59304	1.51E+01	7.14E+00	5.47E+00	1.38E+01	1.24E+00
SP116620	6.21E+00	5.91E+00	2.80E+00	1.68E+00	4.99E-01
