Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP116670	984	0	96	99	25
SP116642	525	267	194	212	21
SP116606	71	15	56	286	2
SP116604	130	65	152	12	7
SP59376	56	42	15	28	4
SP59272	69	159	32	17	2
SP124969	867	458	242	152	26
SP116608	61	7	55	8	0
SP59396	115	99	17	9	6
SP116688	102	132	50	28	0
SP59392	60	131	16	6	0
SP59456	242	190	158	53	1
SP59348	156	81	117	35	0
SP59300	206	64	29	477	3
SP59340	131	110	118	6	0
SP59380	25	26	64	15	0
SP59440	474	87	9	165	23
SP59428	34	43	70	22	6
SP59400	905	53	150	300	13
SP116624	294	148	85	39	3
SP59432	69	58	138	14	3
SP59452	804	274	198	82	28
SP116679	34	9	44	16	0
SP116676	1418	8	286	157	3
SP59360	624	180	20	8	4
SP59384	219	231	51	2	0
SP59332	91	65	48	14	0
SP116616	367	193	169	20	6
SP124981	249	109	106	11	0
SP59368	773	253	253	123	31
SP116648	1037	841	277	93	0
SP59420	54	58	103	13	6
SP116706	227	183	271	18	0
SP116654	161	133	146	5	6
SP59308	151	109	84	11	0
SP59288	674	74	47	35	17
SP116622	103	30	49	26	4
SP59316	131	79	96	11	0
SP59324	71	59	98	27	4
SP116697	6282	952	126	2013	11
SP59304	1066	1102	275	923	44
SP116620	1319	303	371	13	3
SP13289	6	14	38	5	3
SP116742	0	9	32	8	0
SP115134	0	10	24	4	6
SP96884	3	12	35	11	8
SP13385	0	20	136	30	0
SP13291	18	17	89	7	3
SP13514	74	41	28	16	11
SP115117	29	12	8	5	8
SP115114	87	66	41	18	2
SP13279	16	17	53	9	2
SP13487	7	23	49	7	0
SP13361	65	36	50	27	0
SP13421	99	24	30	16	7
SP116738	16	5	69	9	3
SP13293	2	13	88	0	0
SP13281	40	23	19	8	3
SP13677	0	10	54	23	5
SP13399	15	9	78	6	0
SP116732	41	26	29	41	1
SP115073	0	22	34	7	4
SP13307	5	20	94	7	8
SP13299	40	40	102	28	7
SP13481	5	7	39	30	0
SP116780	7	8	87	15	0
SP13433	35	1	64	19	0
SP115064	50	45	65	0	0
SP13359	13	1	57	19	5
SP116734	125	8	38	12	3
SP116770	18	12	17	28	3
SP13323	12	9	60	14	0
SP13367	89	67	38	41	7
SP96882	6	10	121	72	10
SP13283	2	14	35	10	2
SP116728	11	13	54	15	0
SP13478	3	4	46	7	0
SP116744	17	12	54	19	17
SP115093	112	20	67	25	2
SP13315	0	10	22	2	0
SP13331	66	12	57	29	0
SP115108	98	31	44	23	0
SP116752	6	13	98	7	0
SP115085	1	10	89	23	0
SP115102	14	19	61	14	7
SP13379	1	28	62	18	0
SP116750	67	40	51	21	6
SP115125	4	13	45	2	0
SP115089	56	43	49	15	4
SP13297	5	28	68	22	0
SP13339	3	11	36	10	0
SP13671	5	12	108	10	0
SP116776	12	2	53	19	1
SP13683	54	19	16	0	1
SP116758	96	16	23	10	11
SP116782	127	30	56	11	0
SP13317	1	29	56	16	1
SP115128	36	38	14	8	0
SP116754	45	29	19	19	9
SP116766	142	101	84	17	6
SP116748	38	81	83	18	7
SP115070	13	8	57	19	0
SP115131	26	33	30	2	1
SP115097	9	14	55	35	11
SP115060	69	17	43	17	0
SP13594	54	57	24	24	0
SP96834	21	29	51	34	2
SP115057	5	18	124	7	0
SP116768	59	37	33	0	8
SP13442	65	47	64	18	0
SP13325	4	31	21	3	0
SP116736	16	14	73	0	2
SP13619	22	25	62	17	0
SP115111	85	78	104	14	0
SP116760	36	20	39	13	9
SP13311	3	12	56	14	5
SP13509	19	10	47	17	0
SP13539	6	13	44	7	8
SP13624	2	11	82	12	2
SP116746	56	24	9	15	10
SP13490	2	19	89	17	2
SP116774	24	17	57	0	0
SP115105	9	18	55	9	8
SP13278	0	24	57	12	0
SP116756	59	83	58	22	5
SP13319	3	8	26	0	0
SP13280	70	19	38	10	0
SP13363	0	30	41	12	1
SP13347	7	22	67	11	4
SP116730	67	25	57	6	6
SP13365	5	11	53	4	4
SP115099	56	63	27	17	0
SP116764	19	15	46	7	5
SP116772	29	4	61	19	2
SP96888	1	15	22	9	3
SP13327	26	22	60	34	0
SP116740	91	21	47	13	2
CPCT02150038T	217	346	118	49	97
CPCT02040203T	0	0	0	0	87
CPCT02300038T	735	426	87	51	301
WIDE01010265T	603	365	121	34	136
CPCT02310012T	983	964	187	3	376
CPCT02080232T	1425	1067	86	65	294
CPCT02180068T	2182	2963	0	514	512
CPCT02290041T	276	1086	229	80	177
CPCT02040278T	457	447	167	115	150
CPCT02310017T	1723	1895	29	74	570
CPCT02150022T	84	45	37	9	106
CPCT02150026T	1417	713	53	82	297
CPCT02150030T	223	1196	95	16	197
CPCT02180037T	381	300	26	66	338
CPCT02150033T	113	127	0	32	286
CPCT02230051T	50	59	57	26	86
CPCT02340030T	236	0	520	187	423
CPCT02340031T	950	293	82	76	170
CPCT02230066T	371	99	15	5	231
CPCT02180043T	390	372	0	4	553
CPCT02120032T	324	11328	69	8	173
CPCT02300023T	188	232	141	5	199
CPCT02180001T	1168	979	179	33	257
CPCT02330016T	1062	751	92	54	127
CPCT02180015T	234	217	86	38	46
WIDE01010545T	1693	916	37	75	263
