Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP101845	169	66	217	90	25	38	1	2	51	0	165	0	0
SP101682	15	52	33	53	71	22	0	4	0	131	38	0	4
SP61553	4	67	0	0	43	65	15	2	0	6	0	67	1
SP101724	62	82	43	143	82	99	31	1	105	17	0	0	0
SP102103	5	9	21	28	26	0	6	0	0	15	188	0	0
SP102174	41	45	0	85	37	31	128	3	55	17	0	0	0
SP101622	407	0	258	98	28	3	0	0	10	2	97	31	8
SP102161	87	28	18	64	28	27	104	5	0	37	0	0	0
SP101654	39	101	8	129	104	0	22	3	0	209	0	0	0
SP102074	23	18	27	22	14	18	0	1	14	22	74	0	0
SP101694	59	0	38	153	40	95	32	3	0	61	0	0	14
SP101616	78	141	24	220	23	75	0	0	0	32	0	0	8
SP101666	127	0	132	48	17	79	0	0	0	0	94	0	18
SP101558	183	42	154	27	6	0	96	0	25	0	0	0	0
SP102096	13	81	44	18	11	23	3	2	41	64	82	1	3
SP102084	97	71	32	62	87	107	0	4	19	48	0	0	0
SP101580	106	48	87	40	17	31	36	3	0	19	75	0	12
SP102064	252	43	214	53	21	0	55	3	0	16	35	0	13
SP101564	30	36	16	52	25	32	2	3	13	53	0	0	0
SP101921	11	46	5	84	26	70	13	0	41	59	6	0	0
SP101648	206	2	89	39	2	49	82	0	0	26	0	3	15
SP101628	14	54	4	44	13	32	114	0	0	23	0	3	5
SP101708	27	21	10	58	55	46	0	4	0	27	44	25	16
SP102055	18	36	0	30	18	0	0	1	0	30	0	68	1
SP101634	278	0	138	33	3	27	27	0	43	0	33	2	2
SP101588	29	36	18	78	63	46	17	4	4	89	9	0	10
SP101584	29	35	20	92	31	0	53	0	30	112	0	17	1
SP101686	6	21	4	26	30	9	3	0	0	44	107	0	1
SP101532	228	3	178	71	21	42	45	0	24	10	0	17	3
SP101732	302	0	205	142	35	75	0	7	46	57	25	0	0
SP101528	27	0	18	116	14	50	0	0	58	3	4	0	0
SP101536	8	33	6	3	4	0	48	1	0	83	51	9	2
SP101576	55	15	30	124	45	124	50	5	0	32	0	6	17
SP102015	296	5	296	145	29	0	82	3	6	0	91	0	0
SP102168	0	43	31	52	6	9	3	0	10	49	0	55	4
SP101716	67	98	38	120	115	147	46	1	0	90	0	0	26
SP101592	26	26	17	84	19	56	11	6	60	21	0	0	2
SP101658	2	6	7	5	9	35	0	0	0	0	39	0	0
