Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP116788	0	0	4	1	0	0	2	0	0	2	0	4	1	0	0	2	0	0	0
SP116789	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0
SP116919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SP109002	0	0	1	7	8	0	0	14	0	0	4	3	0	16	0	0	0	0	0
SP109001	0	0	1	0	0	0	0	0	5	0	1	0	0	3	0	1	0	0	0
SP109006	22	6	0	0	0	0	5	13	0	1	0	3	8	7	0	0	0	0	0
SP108998	0	21	26	12	0	0	0	46	0	0	5	5	0	21	0	2	0	0	0
SP127706	0	0	6	8	6	21	14	0	32	13	0	0	3	29	19	0	0	1	3
SP108999	13	0	7	11	0	2	2	0	0	0	10	0	0	13	43	1	0	0	9
SP109007	0	0	6	0	5	3	0	0	12	5	1	6	1	30	0	0	7	0	0
SP109003	0	0	4	8	5	2	0	10	0	1	14	0	3	0	0	0	3	0	2
SP116868	0	8	0	0	0	6	5	9	0	14	0	5	0	0	0	0	4	4	0
SP116794	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	7	2	0	0
SP116791	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	8	0	0	0
SP116866	0	0	4	2	0	0	8	1	0	7	0	4	0	0	0	1	11	5	5
SP116815	0	0	3	19	3	0	0	0	0	1	3	5	0	0	0	3	1	2	7
SP116853	0	0	10	1	3	8	0	0	0	0	1	13	6	0	0	0	0	0	0
SP116901	3	0	4	0	8	1	2	0	2	0	0	0	0	0	0	2	2	0	0
SP116830	0	0	9	0	14	6	20	0	17	7	14	0	0	0	0	5	0	0	0
SP116802	0	0	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	8
SP116885	0	0	17	0	3	0	0	0	0	0	0	0	5	0	0	0	0	64	1
SP116834	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	15	0	1
SP116913	1	0	0	0	3	14	0	0	3	0	0	0	0	0	0	4	0	0	0
SP116799	0	0	1	3	6	1	5	0	11	0	5	0	3	0	0	0	0	0	0
SP116920	0	0	0	5	0	0	1	0	0	0	7	0	4	0	0	1	0	0	0
SP116835	0	2	8	8	3	5	0	8	0	7	0	0	14	0	0	9	24	0	0
SP116852	0	0	9	0	0	9	0	0	1	0	0	14	5	0	0	0	0	0	0
SP116902	0	0	5	2	5	7	0	0	6	0	0	0	1	0	4	0	1	0	0
SP116871	0	0	0	0	4	0	0	0	0	2	0	0	2	0	0	0	2	0	0
SP116820	0	0	6	2	0	1	2	20	13	1	1	4	0	0	0	0	0	0	1
SP116889	0	0	0	0	0	11	0	0	2	4	0	0	4	0	32	0	0	0	10
SP116923	0	0	13	5	9	0	7	0	10	2	10	0	0	0	0	5	1	0	0
SP116829	0	0	8	0	6	0	28	0	10	5	11	0	0	0	0	5	1	0	0
SP116872	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	3
SP116904	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0
SP116806	0	0	15	10	7	10	0	0	0	6	0	0	2	0	1	0	0	0	1
SP116857	0	0	8	10	20	0	13	0	11	9	0	0	5	0	0	5	0	0	0
SP116888	0	0	3	0	8	3	3	0	0	3	0	0	3	0	0	0	0	0	4
SP116818	0	0	0	3	0	0	0	6	5	1	5	1	1	0	0	0	0	0	0
SP116837	0	0	3	5	5	8	19	0	0	0	6	17	0	0	0	8	0	2	0
