Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP101845	198	83	221	97	29	193	1	2	0	0
SP101682	22	50	32	62	82	0	3	19	150	3
SP61553	6	79	0	0	47	0	3	113	19	3
SP101724	75	120	45	152	90	164	3	0	16	0
SP102103	10	5	24	57	33	91	0	32	46	0
SP102174	56	41	13	94	48	145	9	0	36	0
SP101622	467	0	245	101	34	45	0	34	6	10
SP102161	105	26	32	84	34	0	10	28	74	5
SP101654	50	80	5	132	121	0	2	0	225	0
SP102074	28	15	26	25	18	68	1	33	19	0
SP101694	71	19	40	163	44	0	3	81	62	12
SP101616	93	180	20	240	22	0	0	0	40	6
SP101666	146	7	133	62	19	0	0	128	0	20
SP101558	218	33	171	29	12	66	4	0	0	0
SP102096	18	79	45	26	15	98	2	22	75	6
SP102084	113	97	25	64	93	0	4	91	40	0
SP101580	121	45	95	62	22	0	5	71	35	18
SP102064	290	39	223	58	26	12	4	5	30	18
SP101564	36	47	13	53	27	23	3	0	60	0
SP101921	16	71	3	76	28	107	0	0	60	0
SP101648	238	10	94	47	4	0	2	46	52	20
SP101628	22	52	23	69	18	0	5	45	62	10
SP101708	33	28	9	70	61	0	4	75	37	16
SP102055	21	35	0	36	22	0	1	39	46	2
SP101634	316	6	128	17	5	114	0	0	0	0
SP101588	36	45	19	86	70	0	4	30	103	10
SP101584	38	20	26	101	42	60	0	0	130	3
SP101686	11	9	5	57	38	0	0	62	67	2
SP101532	261	3	183	79	26	2	1	68	13	6
SP101732	345	23	193	134	38	88	6	21	46	0
SP101528	33	0	19	146	18	6	0	68	0	0
SP101536	14	19	14	26	9	0	3	35	120	8
SP101576	66	42	36	134	48	0	6	117	35	19
SP102015	346	0	316	152	38	96	5	0	0	0
SP102168	1	49	34	67	8	0	0	18	76	9
SP101716	81	144	41	126	122	0	2	88	114	30
SP101592	33	45	17	89	20	94	7	0	22	1
SP101658	3	15	7	5	9	30	0	34	0	0
SP102045	1226	18	292	92	45	155	19	26	98	26
SP101552	676	19	379	303	46	0	0	0	4	8
SP101519	60	150	41	58	1	0	1	49	37	11
SP101690	113	35	43	124	46	0	6	18	163	18
SP102123	16	78	40	68	21	0	3	35	76	0
SP101662	367	24	26	72	19	71	2	0	6	0
SP101600	1	86	17	22	7	30	2	18	13	12
SP101544	47	55	5	123	39	0	5	112	25	3
SP102133	0	18424	0	0	1437	0	27	0	0	211
SP101881	325	6	177	38	41	151	9	0	5	3
SP102035	663	26	160	0	19	27	6	43	46	6
SP101642	709	99	282	176	87	0	14	0	85	38
SP101596	20	67	15	76	28	0	2	80	96	11
SP101670	633	65	209	128	28	96	14	0	29	9
SP101674	233	3	80	44	1	33	9	0	24	14
SP101572	5	36	12	16	10	30	1	23	33	0
SP101678	308	26	261	124	31	0	7	135	1	9
SP101740	1153	53	699	62	42	0	28	0	76	8
SP101700	238	43	210	51	14	0	0	2	37	7
SP101891	480	0	294	154	86	0	4	0	88	20
SP102143	606	31	139	52	12	0	17	0	46	1
SP102113	212	20	148	83	0	4	10	0	43	16
SP101521	20	84	17	62	59	0	2	46	49	10
SP101526	83	34	76	121	64	0	11	24	129	0
SP101540	12	110	29	34	25	0	1	114	74	5
SP101604	180	0	70	53	25	0	2	77	39	0
SP101548	391	17	42	67	13	0	0	39	32	17
SP101523	353	2	189	42	25	0	0	71	0	3
SP102090	19	27	10	111	47	0	3	58	86	15
SP101795	303	33	249	39	14	67	2	0	24	0
