Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP101845	164	29	202	66	102	90	26	1	17	88	39	0	0	0	0
SP101682	6	35	21	59	35	45	67	4	0	0	0	116	30	1	4
SP61553	4	37	0	0	113	0	44	1	19	0	0	14	0	36	2
SP101724	65	70	48	0	94	142	78	3	16	99	26	21	0	0	3
SP102103	0	8	5	55	0	37	23	0	43	36	0	22	69	0	0
SP102174	48	32	5	0	40	86	37	3	92	49	34	16	0	0	0
SP101622	340	0	189	317	23	49	19	0	0	0	0	0	0	0	5
SP102161	92	6	24	0	51	72	29	5	72	0	3	40	0	0	4
SP101654	42	91	6	0	20	126	98	2	34	0	0	196	0	0	0
SP102074	18	24	21	27	11	14	11	2	5	65	0	18	11	6	0
SP101694	62	0	39	0	78	136	35	2	26	43	0	60	0	0	14
SP101616	78	106	25	0	109	207	24	0	0	12	0	31	0	0	9
SP101666	115	12	114	65	0	30	13	0	0	12	0	0	143	0	11
SP101558	147	37	116	170	0	0	4	2	57	0	0	0	0	0	0
SP102096	17	74	45	0	15	27	10	2	0	54	6	62	54	16	4
SP102084	97	52	32	0	112	55	84	3	0	46	0	46	0	0	0
SP101580	108	31	88	0	20	50	19	3	26	0	0	19	97	0	13
SP102064	258	31	216	0	20	55	22	3	16	45	0	24	0	0	15
SP101564	24	25	10	32	41	42	23	3	3	0	15	44	0	0	0
SP101921	12	44	8	0	59	74	23	0	0	79	0	59	0	0	3
SP101648	164	0	52	185	38	0	0	1	61	0	0	0	0	0	12
SP101628	14	35	3	28	52	45	14	1	83	0	0	19	0	4	8
SP101708	17	14	0	54	40	49	51	4	8	0	0	24	49	8	15
SP102055	16	23	0	8	34	26	18	1	4	0	4	30	7	31	0
SP101634	251	9	117	114	11	16	0	2	1	62	0	0	0	0	3
SP101588	31	27	17	0	50	71	59	3	20	21	0	80	0	14	10
SP101584	17	37	8	75	1	76	26	0	44	30	0	92	0	11	3
