Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP111062	348	212	0	85	74	0	1	0	0	7	222	32	22	0	35	29	0	0
SP111006	652	631	106	0	0	17	463	0	41	0	109	140	65	7	61	61	196	0
SP110846	115	93	0	23	0	109	0	0	19	0	64	63	19	51	30	16	73	0
SP111086	665	61	2	74	398	0	560	0	99	0	61	29	22	116	28	4	24	0
SP111096	470	231	0	56	9	0	23	0	70	0	113	5	30	25	21	24	0	0
SP111021	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SP111058	698	329	48	65	0	0	661	0	270	1	0	49	58	67	19	71	0	0
SP111092	1104	46	0	60	254	0	32	0	42	14	0	240	535	164	0	16	0	0
SP111076	905	393	184	91	0	47	32	0	17	0	55	4	25	18	47	16	64	0
SP111098	410	343	0	0	0	0	74	52	60	13	80	93	25	39	23	23	40	0
SP111039	10	38	0	0	0	0	0	0	21	5	33	19	0	11	47	20	49	0
SP111052	7	4	0	9	0	0	14	0	6	1	35	8	4	23	9	0	0	0
SP111166	712	471	420	0	135	0	137	0	106	0	139	29	34	41	33	21	0	0
SP111014	44	43	0	41	0	0	3	0	45	0	0	40	5	9	0	0	40	0
SP111066	966	426	155	0	0	0	274	0	334	0	0	118	6	34	19	38	0	0
SP111094	221	0	0	0	501	415	178	0	61	0	191	30	13	71	27	9	0	0
SP111015	191	84	3	33	0	0	42	0	65	0	0	69	31	7	24	18	36	0
SP110853	301	57	0	140	292	0	106	0	95	3	123	95	80	46	57	2	0	0
SP111051	284	169	5	0	135	0	3	0	1	10	0	111	73	0	14	0	36	0
SP110855	607	164	0	0	0	0	154	0	107	0	168	20	60	41	54	31	132	0
SP111004	445	525	0	31	142	0	13	0	11	0	154	33	4	57	34	11	126	0
SP111078	150	10	0	21	137	0	2	0	28	0	45	3	0	0	22	0	0	0
SP110863	209	130	0	0	187	0	53	0	115	0	32	0	8	76	24	16	80	0
SP111013	290	112	0	16	240	0	29	0	7	0	0	0	8	17	17	0	108	0
SP111042	11	8	0	4	0	0	3	0	6	0	19	33	1	0	0	3	1	0
SP111040	63	144	12	0	72	0	49	0	21	0	41	76	42	34	14	16	0	0
SP111031	1917	485	0	45	423	0	95	0	29	0	0	0	0	0	32	0	233	0
SP23496	266	234	0	15	0	40	57	22	75	0	153	42	29	12	17	59	0	0
SP111030	68	122	0	17	0	0	9	0	44	1	0	16	19	16	23	27	180	0
SP111019	68	40	0	3	0	0	24	0	103	0	68	91	11	45	7	0	11	0
SP111026	537	119	227	0	131	0	127	0	187	0	108	1	19	39	23	34	0	0
SP110860	859	267	0	107	172	0	83	0	136	0	0	1	19	63	31	40	137	0
SP110851	388	433	0	62	216	0	43	0	20	0	141	27	30	43	32	11	152	0
SP111059	475	288	0	37	108	0	31	0	13	0	96	46	73	76	79	7	86	0
SP111170	920	274	228	0	512	0	71	0	41	0	46	50	73	29	21	37	0	0
SP111054	393	471	0	170	0	0	24	0	159	0	0	108	65	0	42	0	132	0
SP111033	924	500	0	85	76	0	30	0	32	0	23	68	70	0	11	19	31	0
SP111113	1554	164	24	0	320	0	200	0	335	0	127	82	70	59	29	43	0	0
SP110865	663	477	0	112	159	0	210	0	173	6	0	401	545	212	94	0	0	0
SP111061	453	191	48	0	35	0	68	0	42	0	131	26	8	9	35	16	95	0
