MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.66E-04	2.99E-04	3.62E-05
1:Del:C:1	2.05E-04	4.43E-04	3.63E-05
1:Del:C:2	1.43E-04	2.92E-04	3.63E-05
1:Del:C:3	8.20E-05	1.48E-04	5.37E-05
1:Del:C:4	5.75E-05	8.80E-05	8.36E-05
1:Del:C:5	5.46E-05	7.66E-05	1.26E-04
1:Del:T:0	1.31E-04	2.85E-04	3.79E-05
1:Del:T:1	1.23E-04	2.45E-04	3.08E-05
1:Del:T:2	1.28E-04	2.52E-04	4.78E-05
1:Del:T:3	1.03E-04	1.93E-04	8.25E-05
1:Del:T:4	1.02E-04	1.88E-04	1.45E-04
1:Del:T:5	3.69E-04	3.22E-04	4.42E-04
1:Ins:C:0	5.02E-05	7.84E-05	2.11E-05
1:Ins:C:1	3.33E-05	5.99E-05	1.51E-05
1:Ins:C:2	2.94E-05	4.92E-05	1.44E-05
1:Ins:C:3	2.53E-05	4.60E-05	3.10E-05
1:Ins:C:4	2.36E-05	3.93E-05	4.70E-05
1:Ins:C:5	5.57E-05	1.18E-04	7.51E-05
1:Ins:T:0	5.16E-05	9.32E-05	1.91E-05
1:Ins:T:1	9.74E-05	1.92E-04	1.54E-05
1:Ins:T:2	6.84E-05	1.26E-04	6.41E-05
1:Ins:T:3	5.21E-05	9.51E-05	5.00E-05
1:Ins:T:4	5.11E-05	9.82E-05	4.31E-05
1:Ins:T:5	1.23E-03	2.62E-03	3.42E-04
2:Del:R:0	5.77E-05	9.94E-05	1.48E-05
2:Del:R:1	6.38E-05	1.04E-04	4.37E-05
2:Del:R:2	3.45E-05	6.93E-05	3.05E-05
2:Del:R:3	2.16E-05	4.20E-05	3.74E-05
2:Del:R:4	1.46E-05	2.97E-05	3.00E-05
2:Del:R:5	1.41E-05	3.50E-05	3.65E-05
3:Del:R:0	3.72E-05	6.37E-05	9.41E-06
3:Del:R:1	5.23E-05	1.01E-04	3.34E-05
3:Del:R:2	2.53E-05	5.02E-05	2.16E-05
3:Del:R:3	1.70E-05	3.36E-05	1.01E-05
3:Del:R:4	8.56E-06	1.70E-05	1.25E-05
3:Del:R:5	3.30E-06	9.77E-06	1.22E-05
4:Del:R:0	3.45E-05	4.61E-05	5.23E-06
4:Del:R:1	4.46E-05	7.96E-05	2.43E-05
4:Del:R:2	2.16E-05	4.05E-05	1.70E-05
4:Del:R:3	1.58E-05	3.06E-05	1.12E-05
4:Del:R:4	8.91E-06	1.92E-05	3.66E-06
4:Del:R:5	5.36E-06	1.20E-05	4.47E-06
5:Del:R:0	1.76E-04	3.26E-04	1.88E-05
5:Del:R:1	2.94E-05	5.99E-05	1.45E-05
5:Del:R:2	1.26E-05	2.24E-05	8.02E-06
5:Del:R:3	2.18E-06	8.21E-06	2.92E-06
5:Del:R:4	3.13E-06	5.15E-06	2.04E-06
5:Del:R:5	1.93E-06	1.33E-06	5.65E-11
2:Ins:R:0	4.18E-05	8.41E-05	1.45E-05
2:Ins:R:1	4.24E-05	7.57E-05	1.62E-05
2:Ins:R:2	2.85E-05	4.69E-05	1.55E-05
2:Ins:R:3	1.69E-05	2.96E-05	1.45E-05
2:Ins:R:4	1.60E-05	3.66E-05	3.36E-05
2:Ins:R:5	2.42E-10	9.35E-05	7.04E-05
3:Ins:R:0	1.87E-05	3.87E-05	1.11E-05
3:Ins:R:1	3.26E-05	5.69E-05	0.00E+00
3:Ins:R:2	1.31E-05	2.48E-05	1.33E-06
3:Ins:R:3	4.89E-06	8.57E-06	1.61E-06
3:Ins:R:4	3.76E-06	7.15E-06	8.95E-06
3:Ins:R:5	4.86E-06	1.65E-05	1.49E-05
4:Ins:R:0	2.07E-05	5.22E-05	6.31E-06
4:Ins:R:1	2.86E-05	5.50E-05	9.87E-06
4:Ins:R:2	9.12E-06	1.52E-05	2.49E-11
4:Ins:R:3	6.05E-06	9.14E-06	2.91E-06
4:Ins:R:4	3.22E-06	1.06E-05	1.06E-05
4:Ins:R:5	1.18E-05	2.43E-05	3.91E-06
5:Ins:R:0	1.03E-04	2.72E-04	5.70E-06
5:Ins:R:1	7.46E-05	1.23E-04	1.89E-07
5:Ins:R:2	1.27E-05	2.96E-05	5.99E-06
5:Ins:R:3	6.68E-06	1.33E-05	1.39E-10
5:Ins:R:4	6.38E-06	1.33E-05	9.79E-11
5:Ins:R:5	4.45E-06	8.42E-06	2.13E-10
2:Del:M:1	6.16E-05	1.05E-04	3.30E-05
3:Del:M:1	3.49E-05	6.24E-05	8.84E-06
3:Del:M:2	3.83E-05	6.67E-05	2.36E-05
4:Del:M:1	2.96E-05	4.92E-05	1.17E-05
4:Del:M:2	3.48E-05	6.12E-05	1.51E-05
4:Del:M:3	4.27E-05	7.09E-05	2.47E-05
5:Del:M:1	1.60E-04	2.89E-04	1.22E-05
5:Del:M:2	1.27E-04	2.40E-04	1.43E-05
5:Del:M:3	1.19E-04	1.82E-04	9.39E-06
5:Del:M:4	6.09E-05	1.01E-04	5.74E-06
5:Del:M:5	7.21E-05	1.32E-04	1.50E-05
