Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP109953	1.05E+00	1.54E+00	6.48E-01	1.05E+00	1.31E+00	3.74E-01	5.62E-01	9.39E-01	6.10E-01
SP107650	9.87E-01	1.69E+00	6.61E-01	1.01E+00	1.61E+00	1.63E-01	8.49E-01	5.67E-01	6.40E-01
SP13206	1.41E+00	1.44E+00	8.67E-01	1.22E+00	1.56E+00	2.19E-01	7.98E-01	6.35E-01	7.40E-01
SP13078	1.16E+00	1.70E+00	1.09E+00	1.33E+00	1.73E+00	0.00E+00	7.66E-01	6.60E-01	6.93E-01
SP107607	8.17E-01	1.73E+00	9.77E-01	1.11E+00	2.49E+00	0.00E+00	8.07E-01	5.66E-01	7.23E-01
SP109941	7.34E-01	1.31E+00	5.94E-01	8.98E-01	1.11E+00	3.90E-01	6.41E-01	5.57E-01	4.72E-01
SP109801	1.31E+00	1.52E+00	8.55E-01	8.80E-01	1.17E+00	1.58E-01	6.99E-01	5.50E-01	6.52E-01
SP13072	5.39E-01	1.42E+00	9.04E-01	2.14E+00	2.78E+00	4.42E-01	7.96E-01	4.72E-01	1.10E+00
SP107595	1.30E+00	1.96E+00	4.60E-01	2.17E+00	1.21E+00	3.88E-01	9.59E-01	5.29E-01	6.78E-01
SP107640	9.13E-01	1.47E+00	8.57E-01	1.04E+00	1.49E+00	0.00E+00	4.52E-01	3.22E-01	5.54E-01
SP13084	1.03E+00	1.65E+00	7.38E-01	1.55E+00	1.75E+00	0.00E+00	8.80E-01	4.79E-01	5.46E-01
SP107603	5.47E-01	1.55E+00	1.09E+00	1.12E+00	2.12E+00	2.01E-01	6.86E-01	3.79E-01	6.44E-01
SP109957	9.25E-01	2.99E+00	1.74E+00	1.75E+00	5.74E+00	1.10E+00	1.18E+00	6.23E-01	1.80E+00
SP114020	1.22E+00	3.05E+00	8.60E-01	2.08E+00	4.52E+00	8.52E-01	9.52E-01	6.56E-01	1.34E+00
SP96540	1.05E+00	1.52E+00	5.76E-01	4.62E-01	1.73E+00	3.74E-01	4.41E-01	8.90E-01	7.97E-01
SP114032	1.22E+00	1.66E+00	9.74E-01	1.09E+00	2.54E+00	6.42E-01	7.87E-01	1.31E+00	7.15E-01
SP107624	5.05E-01	8.63E-01	5.26E-01	1.41E+00	1.65E+00	2.61E-01	6.00E-01	1.50E-01	7.11E-01
SP107575	1.17E+00	1.33E+00	8.95E-01	1.61E+00	1.95E+00	1.67E-01	1.07E+00	1.53E-01	9.33E-01
SP13242	9.75E-01	1.30E+00	7.46E-01	8.17E-01	1.30E+00	3.79E-01	8.65E-01	2.55E-01	6.86E-01
SP114016	6.93E-01	1.54E+00	8.69E-01	1.11E+00	2.09E+00	1.83E-01	6.27E-01	3.67E-01	8.31E-01
CPCT02070011T	3.20E+00	4.93E+00	3.15E+00	3.98E+00	7.38E+00	2.56E+00	4.99E+00	1.36E+00	2.62E+00
CPCT02020317T	5.42E-01	9.28E-01	9.68E-01	1.06E+00	2.53E+00	1.72E+00	9.85E-01	6.80E-01	3.53E-01
CPCT02010352T	1.21E-01	5.02E-01	7.18E-01	6.16E-01	7.61E-01	9.11E-01	4.35E-01	4.78E-01	5.30E-01
CPCT02010362T	4.40E-01	6.21E-01	8.00E-01	7.41E-01	1.61E+00	1.26E+00	3.79E-01	5.27E-01	3.24E-01
CPCT02010366T	1.06E-01	1.45E-01	2.96E-01	4.81E-01	4.85E-01	6.80E-01	2.31E-01	3.93E-01	3.08E-01
CPCT02010383T	3.82E-01	3.20E-01	8.12E-01	3.72E-01	1.14E+00	1.09E+00	5.91E-01	3.65E-01	3.84E-01
CPCT02050049T	4.95E-01	8.00E-01	1.25E+00	1.55E+00	2.46E+00	1.14E+00	2.92E-01	4.83E-01	9.58E-01
CPCT02020350T	3.96E-01	1.12E+00	1.05E+00	1.95E+00	2.41E+00	1.41E+00	6.14E-01	4.13E-01	9.43E-01
CPCT02060023T	1.05E+00	2.44E+00	1.71E+00	5.54E+00	6.49E+00	1.27E+00	1.22E+00	9.26E-01	2.81E+00
CPCT02080030T	2.41E+00	2.48E+00	6.90E+00	3.29E+00	6.30E+00	3.16E+00	1.35E+00	2.10E+00	1.38E+00
