Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
CPCT02050229T	0	75	11	24	2	86	5	10	7
CPCT02010632T	8	21	15	40	10	82	12	3	6
CPCT02020579T	32	45	28	47	44	95	5	7	0
CPCT02020587T	19	3	123	505	151	220	46	20	7
CPCT02070040T	563	520	18	11	54	214	64	184	37
CPCT02070050T	369	686	28	53	122	67	25	131	27
CPCT02300004T	27	147	41	41	70	73	29	7	5
CPCT02020424T	2	18	23	9	85	38	4	4	6
CPCT02020433T	2	11	32	8	74	37	7	15	20
CPCT02010466T	14	19	4	14	74	50	21	1	15
CPCT02010454T	12	25	16	16	42	35	10	13	10
CPCT02140036T	207	330	22	35	167	19	34	92	0
CPCT02010350T	10	112	24	29	21	39	15	6	5
CPCT02100039T	520	474	27	87	208	32	41	819	39
CPCT02050106T	221	354	102	383	49	32	31	22	45
CPCT02020415T	9	64	10	33	42	39	4	4	0
CPCT02180014T	52	257	57	87	60	31	25	21	17
CPCT02090006T	12	45	24	30	67	55	14	5	13
CPCT02020444T	3	6	83	360	198	121	20	11	36
CPCT02030314T	17	11	38	13	78	25	21	20	8
CPCT02190010T	65	115	22	7	65	48	20	7	15
DRUP01010013T	18	147	42	33	50	34	5	6	19
CPCT02080086T	50	50	3293	55	112	31	79	102	0
CPCT02010438T	0	3	31	22	46	39	17	13	8
CPCT02190012T	42	222	125	231	232	45	27	27	4
CPCT02010486T	1	69	17	1	31	65	24	10	19
CPCT02060077T	45	168	17	42	141	42	23	20	32
CPCT02020491T	272	1176	5081	0	0	58	117	136	162
CPCT02010538T	13	0	20	75	78	62	11	4	0
CPCT02170001T	16	217	45	90	29	28	54	26	31
CPCT02170002T	48	102	17	33	80	46	14	15	0
CPCT02050142T	5	136	13	71	38	54	21	28	24
CPCT02080071T	411	444	211	30	129	15	54	856	5
CPCT02020499T	7	130	22	91	20	69	12	10	7
CPCT02340008T	61	314	23	43	46	42	19	18	9
CPCT02020505T	27	33	92	383	126	48	46	13	28
CPCT02080158T	13	80	81	28	120	133	16	35	7
CPCT02010571T	8	8	39	45	14	209	15	19	0
CPCT02380010T	390	639	30	18	34	75	35	83	36
CPCT02110047T	1097	1017	36	3	0	132	66	102	51
CPCT02030425T	126	341	261	92	67	84	47	50	0
CPCT02080168T	0	32	14	64	41	41	7	4	15
CPCT02020641T	10	30	26	83	25	135	15	10	4
CPCT02230065T	23	77	13	13	148	114	27	20	7
CPCT02330074T	492	771	90	633	3	182	63	18	45
CPCT02010697T	23	37	22	9	15	135	8	4	0
CPCT02090028T	479	163	69	486	121	156	58	1311	60
CPCT02450008T	166	255	34	57	87	143	53	29	47
CPCT02010688T	2	26	12	39	31	52	7	4	15
CPCT02020646T	9	67	45	113	12	54	9	28	13
CPCT02010704T	13	9	20	15	41	171	12	14	0
CPCT02010705T	7	67	3	0	99	122	10	4	2
CPCT02250003T	5	18	0	11	0	6	9	50	4328
CPCT02010698T	7	109	17	116	17	62	13	11	13
WIDE01010622T	61	260	175	165	138	54	12	56	8
WIDE01010631T	190	376	9	35	101	24	104	72	32
WIDE01010635T	173	201	11	0	159	73	147	128	71
WIDE01010636T	109	343	545	92	97	35	34	23	0
WIDE01010658T	23	63	561	79	135	32	18	33	43
WIDE01010504T	14	62	7	7	81	29	12	7	25
WIDE01010493T	4	202	12	30	16	44	0	7	23
WIDE01010304T	1	20	15	0	47	28	10	17	14
WIDE01010568T	22	38	34	182	18	27	35	22	15
WIDE01010464T	58	374	80	0	543	84	35	16	6
WIDE01010467T	6	13	28	0	44	20	4	10	10
WIDE01010486T	14	13	37	20	44	20	8	5	15
WIDE01010516T	277	589	25	54	45	41	26	23	18
WIDE01010510T	219	356	0	87	290	33	21	18	0
WIDE01010583T	11	56	13	107	107	24	6	23	7
WIDE01010566T	601	320	18	60	61	42	154	29	27
WIDE01010578T	21676	1377	8	0	362	109	570	46	0
WIDE01010599T	121	517	53	56	40	51	19	12	36
WIDE01010604T	111	462	32	29	171	66	52	20	87
WIDE01010614T	450	651	26	0	0	34	34	235	57
WIDE01010662T	56	325	17	0	146	106	21	25	8
WIDE01010672T	166	169	4	25	19	44	31	10	34
WIDE01010686T	0	1	6	10	49	41	5	18	7
WIDE01010532T	250	323	54	136	98	27	23	16	52
WIDE01010703T	10	5	28	27	68	44	13	13	0
WIDE01010712T	43	8	10	63	120	35	6	26	0
WIDE01010721T	40	135	34	71	148	44	34	15	25
WIDE01010663T	50	121	11	77	55	37	9	19	25
