Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP109953	50	260	11	27	4	2	10	14	16
SP107650	45	196	7	20	40	0	25	10	8
SP13206	152	86	25	39	14	0	21	11	10
SP13078	68	168	25	46	74	0	25	7	7
SP107607	39	107	21	42	74	0	19	7	6
SP109941	41	84	6	33	12	4	17	12	1
SP109801	150	129	33	26	0	0	30	11	16
SP13072	13	96	13	53	78	5	23	0	30
SP107595	122	277	0	266	0	0	31	7	9
SP107640	45	159	20	14	57	0	5	1	0
SP13084	49	226	9	64	30	1	28	6	4
SP107603	24	105	14	25	69	2	16	6	17
SP109957	35	155	10	22	183	18	39	6	78
SP114020	116	258	0	57	111	16	35	10	49
SP96540	48	103	4	2	58	2	7	0	4
SP114032	24	178	20	23	24	8	14	2	16
SP107624	16	61	8	41	22	2	15	0	0
SP107575	78	77	0	41	69	0	29	0	20
SP13242	43	109	8	16	47	3	35	2	7
SP114016	16	167	8	28	64	1	12	0	16
CPCT02070011T	63	562	76	183	139	100	1220	15	126
CPCT02020317T	10	41	43	15	64	76	39	11	8
CPCT02010352T	0	10	17	11	11	36	7	7	9
CPCT02010362T	10	7	21	16	36	30	5	9	8
CPCT02010366T	0	0	5	7	6	22	3	5	3
CPCT02010383T	5	0	23	0	14	83	20	2	0
CPCT02050049T	8	23	21	30	80	47	2	7	4
CPCT02020350T	3	42	27	80	63	44	14	4	5
CPCT02060023T	38	288	58	292	61	41	49	24	56
CPCT02080030T	64	183	2054	193	0	294	19	66	0
CPCT02060010T	211	85	185	131	198	58	63	34	70
CPCT02040037T	13	0	0	46	0	72	0	2035	0
CPCT02070018T	34	141	34	292	81	61	52	12	30
CPCT02080041T	5	9	106	437	191	79	53	8	23
CPCT02070029T	427	37	23	94	158	28	135	32	21
CPCT02060033T	100	109	44	55	122	123	82	48	67
CPCT02020399T	750	447	58	67	540	89	40	82	0
CPCT02140024T	4387	1247	107	100	0	101	140	18	0
CPCT02080050T	24	27	50	76	79	97	21	0	8
CPCT02030293T	39	91	27	21	106	64	43	12	16
CPCT02010441T	73897	1638	482	62	477	0	226	137	0
CPCT02090030T	317	310	33	60	15	117	47	14	8
CPCT02010718T	72	384	17	43	0	139	24	28	10
CPCT02020653T	20	102	46	132	19	148	14	12	6
CPCT02340008TII	31	108	17	18	8	173	9	22	7
CPCT02020876T	16	18	30	63	66	24	13	17	12
CPCT02370016T	36	82	52	108	166	113	14	14	0
CPCT02070275T	35	358	10	38	41	134	11	9	14
CPCT02011028T	342	156	35	192	179	46	48	31	45
CPCT02230072T	25434	6898	1061	147	3491	696	620	556	363
CPCT02130028T	142	259	10	14	49	151	21	17	0
CPCT02060182T	12	9	22	6	40	67	9	8	3
CPCT02020657T	0	45	16	34	38	117	17	10	9
DRUP01090026T	10	53	26	44	94	37	27	5	18
CPCT02130029T	1	0	24	13	28	76	0	8	0
CPCT02340010TII	252	17	9	92	0	230	2151	25	0
DRUP01020022T	6	27	32	44	56	48	13	10	29
CPCT02120103T	27	313	7	99	30	96	27	12	11
CPCT02300030T	63	306	31	73	34	113	6	10	5
CPCT02150044T	11	63	16	40	78	27	15	20	6
CPCT02020920T	5	3	30	106	98	44	14	24	21
CPCT02080192T	12	202	38	26	34	171	21	13	15
CPCT02130170T	92	0	96	49	156	24	1109	21	0
CPCT02260014T	923	754	27	70	132	99	52	247	25
CPCT02020922T	0	27	22	37	59	25	9	14	50
CPCT02011072T	10	33	20	42	18	18	13	19	0
CPCT02010758T	0	27	39	154	35	144	19	15	9
WIDE01010006T	0	10	5	0	27	38	9	19	25
CPCT02040220T	10	134	16	134	0	90	22	23	21
CPCT02100157T	238	467	22	59	52	134	69	11	26
CPCT02230088T	223	0	6822	152	979	178	124	177	0
CPCT02130178T	9	24	33	80	80	29	36	10	24
WIDE01010017T	64	142	50	64	107	50	37	13	46
WIDE01010025T	8	20	9	4	101	45	15	14	1
WIDE01010028T	209	156	57	321	315	62	110	35	92
WIDE01010012T	67	126	0	859	0	43	0	17	0
WIDE01010031T	508	570	147	86	0	34	26	834	38
CPCT02020956T	2	20	26	23	5	25	1	20	30
CPCT02010774T	2	40	27	91	60	51	4	4	0
CPCT02010756T	11	0	19	28	54	113	4	9	19
WIDE01010045T	11	49	17	189	41	44	15	17	23
CPCT02080204T	6	13	36	27	33	67	12	7	35
WIDE01010037T	689	1145	52	0	131	59	76	104	69
WIDE01010056T	186	471	15	49	69	71	41	34	81
CPCT02070298T	209	372	34	24	54	36	27	22	24
WIDE01010594T	9	89	19	48	80	39	29	16	14
WIDE01010078T	0	0	71	397	180	37	33	4	33
CPCT02130054T	40	162	53	32	51	140	35	1	23
CPCT02040228T	14	98	8	45	41	101	16	23	11
WIDE01010051T	7	29	26	13	158	57	64	64	20
CPCT02050319T	8	0	12	0	55	138	52	0	24
CPCT02020689T	4	107	20	179	0	144	8	7	32
WIDE01010043T	25	52	17	89	95	24	17	8	12
WIDE01010112T	242	256	56	300	110	52	50	22	38
WIDE01010092T	16	91	12	25	51	42	8	24	9
WIDE01010119T	110	171	31	61	104	25	81	38	17
CPCT02170022T	6	75	16	37	31	144	18	2	4
WIDE01010120T	2	34	31	46	26	34	10	4	19
WIDE01010127T	343	340	4431	223	88	16	85	137	33
CPCT02300036T	70	471	92	150	100	73	22	12	18
WIDE01010146T	8	14	41	139	61	12	7	11	5
CPCT02070309T	11	32	29	86	77	92	11	11	5
WIDE01010157T	114	168	1928	177	161	36	38	71	83
WIDE01010170T	73	96	21	24	59	33	12	14	19
CPCT02020696T	8	36	56	94	0	111	6	7	10
CPCT02030471T	7	65	14	46	0	296	24	1	9
CPCT02130032T	6	12	30	72	47	159	22	5	14
CPCT02070310T	459	390	11	112	35	97	7	1039	18
WIDE01010164T	62	110	64	171	241	40	0	85	23
WIDE01010190T	8	35	35	9	114	29	0	9	9
WIDE01010182T	325	340	103	353	210	61	61	100	22
DRUP01050040TII	592	479	36	0	543	88	8	93	0
WIDE01010225T	108	152	19	9	210	71	17	14	0
CPCT02050348T	32	27	41	49	226	47	4	2	0
WIDE01010275T	29	111	70	332	58	43	32	18	45
CPCT02010810T	16	73	25	22	37	74	14	13	5
CPCT02060206T	95	103	3754	151	118	224	10	133	0
WIDE01010284T	12	75	18	0	60	31	6	5	14
WIDE01010330T	8	58	12	31	80	16	13	4	8
WIDE01010312T	152	77	3666	184	0	56	47	125	81
WIDE01010317T	251	283	84	958	27	44	13	80	9
WIDE01010337T	47	364	389	154	74	70	12	56	0
CPCT02220043T	439	504	177	0	520	173	12	309	225
CPCT02130094T	65	468	62	471	41	82	45	31	44
WIDE01010329T	304	382	2000	413	0	78	22	93	0
WIDE01010331T	11	64	8	42	36	37	14	23	20
CPCT02010828T	80	235	935	125	0	94	18	27	0
WIDE01010101T	99	380	1974	118	133	40	50	87	51
WIDE01010349T	0	24	35	60	109	32	1	9	9
WIDE01010342T	14	199	46	59	16	39	17	23	16
WIDE01010359T	4	18	26	13	35	40	16	14	15
WIDE01010370T	9	0	31	93	78	27	17	0	12
WIDE01010369T	7	332	23	62	11	37	22	10	14
CPCT02340084T	112	221	352	130	104	53	12	25	8
DRUP01030015T	53	293	233	0	147	42	24	26	215
CPCT02060236T	9	64	24	25	39	122	19	5	13
CPCT02120125T	57	89	1702	30	182	45	26	62	51
CPCT02230098T	2244	165	0	0	47	125	35	38	28
DRUP01090015T	0	0	28	26	8	84	26	12	17
WIDE01010401T	41	50	26	112	187	44	64	3	0
CPCT02230105T	9	5	41	43	35	84	4	11	0
CPCT02080223T	37	70	26	685	0	128	10	19	14
CPCT02020730T	11	33	97	278	217	127	19	7	6
CPCT02010831T	255	92	1337	279	252	72	21	128	0
WIDE01010428T	22	64	4	14	78	36	12	8	17
CPCT02290039T	1236	930	16	66	232	201	29	69	73
CPCT02010843T	36	25	11	57	35	144	14	6	7
CPCT02130103T	47	322	47	213	48	152	16	0	56
CPCT02070337T	58	33	50	466	42	123	18	44	0
WIDE01010440T	2	47	37	88	41	32	7	23	13
WIDE01010404T	185	258	36	0	149	95	22	21	20
CPCT02080229T	35	74	302	76	18	104	40	31	0
CPCT02050363T	69	252	56	11	119	158	36	25	5
CPCT02040250T	32	123	0	70	52	98	4	14	6
CPCT02040251T	31	46	187	52	74	106	23	7	0
CPCT02260022T	389	478	0	26	125	40	28	53	16
CPCT02340090T	132	272	38	30	31	43	30	26	41
CPCT02450013T	29	92	26	70	9	101	37	4	14
CPCT02070347T	77	326	48	261	164	108	57	28	19
CPCT02060140T	4	41	46	18	80	73	16	5	15
CPCT02020720T	1	35	20	23	8	69	9	0	13
CPCT02230109T	415	698	24	31	51	149	44	102	4
DRUP01090019T	303	318	118	109	135	64	67	20	74
CPCT02120144T	12	3	6	143	94	28	1	6	19
CPCT02080240T	45	327	257	108	92	28	8	18	0
CPCT02130125T	42	95	27	99	101	58	48	19	19
CPCT02070355T	8	13	16	32	32	67	13	8	11
CPCT02010872T	7	12	19	5	47	65	24	5	23
CPCT02010878T	18	143	57	0	208	118	20	13	6
CPCT02090054T	730	941	288	96	739	68	177	443	0
CPCT02330117T	291	311	32	202	87	50	64	17	27
CPCT02170031T	348	907	38	0	0	97	41	67	62
CPCT02020765T	7	81	12	496	0	88	3	23	0
CPCT02010851T	3	15	26	31	38	133	2	3	0
CPCT02020756T	12	7	64	147	101	96	21	6	2
DRUP01170001T	46	475	60	0	313	84	0	6	0
WIDE01010617T	178	188	69	66	101	32	46	24	8
WIDE01010627T	4	37	18	67	65	22	27	8	3
CPCT02030502T	30	38	77	42	145	36	19	23	9
CPCT02030507T	232	130	14	44	42	82	21	16	8
WIDE01010595T	91	725	16	0	87	47	31	15	102
CPCT02040273T	2	131	36	83	45	51	28	26	38
CPCT02030520T	53	231	52	148	16	78	45	13	9
CPCT02110075T	801	829	8	80	116	127	38	91	2
CPCT02290050T	146	178	63	75	77	120	29	19	3
CPCT02290053T	3	61	3	31	36	87	3	7	17
CPCT02080257T	37	82	35	49	31	58	10	4	10
CPCT02290054T	12	165	56	74	15	62	16	5	17
CPCT02080256T	38	192	20	100	1	127	14	5	12
CPCT02030497T	139	45	1789	231	0	130	22	108	0
DRUP01290001T	1231	892	9	87	262	179	31	81	66
CPCT02070372T	8	27	39	49	8	88	19	13	8
CPCT02290051T	5	26	24	0	48	154	18	5	6
CPCT02020815T	176	47	6458	0	402	15	40	154	61
CPCT02040271T	13	16	40	100	44	164	9	16	0
CPCT02130154T	5	56	15	18	70	38	7	3	8
CPCT02120164T	273	682	1485	123	24	165	56	146	18
CPCT02020797T	4	24	0	28	18	81	6	14	7
DRUP01010099T	175	459	26	67	44	88	64	19	17
CPCT02340104T	5	17	24	69	55	86	30	2	8
CPCT02380018T	160	262	43	519	109	176	27	192	0
CPCT02340010TIII	260	42	0	133	0	265	2198	27	0
CPCT02060033TII	89	103	36	127	29	313	81	26	43
CPCT02020582T	1	71	19	61	62	71	26	13	10
DRUP01050040T	432	427	19	0	209	51	13	14	0
CPCT02180041T	116	184	60	76	41	141	33	34	25
CPCT02060137T	2	11	18	15	51	49	9	6	0
CPCT02070403T	1	7	10	25	14	32	3	0	21
CPCT02050264T	108	290	22	66	53	124	7	7	23
CPCT02060143T	527	484	1208	253	78	79	46	62	46
CPCT02010988T	9	55	11	27	67	79	16	23	16
CPCT02010993T	65	71	51	309	91	45	62	30	56
CPCT02450003T	38	268	84	57	11	81	24	17	28
CPCT02230049T	6	163	279	984	0	150	26	61	15
CPCT02010995T	29	145	68	72	84	69	50	26	4
CPCT02010878TII	11	110	49	0	220	70	32	123	20
CPCT02010656T	2	12	3	9	0	101	0	6	12
CPCT02010645T	10	57	15	17	34	93	6	14	8
DRUP01330016T	475	757	155	543	186	102	43	359	128
DRUP01080005T	63	38	3287	154	24	504	58	106	0
CPCT02020879T	65	89	32	124	43	36	19	14	20
DRUP01090004T	17	0	45	193	177	111	222	18	34
CPCT02020613T	16	123	63	132	160	74	15	32	6
DRUP01110006T	122	415	44	51	81	42	19	33	20
CPCT02010993TII	68	88	58	326	56	47	49	8	56
CPCT02060125T	73	253	54	136	4	217	43	20	28
CPCT02010647T	64	290	0	80	83	158	26	26	4
CPCT02170013T	1042	261	3	89	141	147	53	52	0
CPCT02170009T	18	39	33	34	55	190	3	8	10
CPCT02170012T	41	216	41	9	152	163	0	10	8
CPCT02020608T	4	24	6	42	0	176	13	0	0
CPCT02010653T	7	24	25	36	39	147	3	10	0
CPCT02230061T	333	456	51	64	43	140	71	5	31
CPCT02050282T	258	420	52	119	180	143	37	63	10
CPCT02010560T	10	14	5	13	44	27	7	5	14
CPCT02380007T	14	88	17	18	18	41	15	4	5
CPCT02380006T	117	84	1079	132	51	38	37	60	17
CPCT02080105T	229	316	2555	82	246	36	83	80	89
CPCT02340010T	264	36	18	128	12	51	2235	27	9
CPCT02010574T	17	87	29	22	59	44	17	13	15
CPCT02180026T	439	477	99	476	144	38	61	212	28
CPCT02100074T	7	223	28	35	63	79	45	7	23
CPCT02120018T	17	147	29	0	109	75	25	9	26
CPCT02380008T	0	455	60	45	1	29	7	1	24
CPCT02170003T	13	65	36	25	12	199	8	0	4
CPCT02020523T	67	78	0	132	91	56	18	28	35
CPCT02060081T	136	198	31	41	58	37	40	13	13
CPCT02110035T	8	21	10	41	51	62	23	10	21
CPCT02080118T	7	122	48	37	25	18	25	10	36
CPCT02010589T	0	18	2	27	53	49	16	0	11
CPCT02030349T	50850	3830	835	0	117	0	236	96	0
CPCT02110039T	74	246	22	0	8	120	11	11	27
CPCT02030353T	297	404	70	1354	100	42	31	70	0
CPCT02020540T	138	160	760	159	87	92	27	82	3
CPCT02010611T	0	5	6	14	22	42	12	0	1
CPCT02010608T	34	16	20	27	104	31	14	18	0
CPCT02330041T	568	328	339	0	986	0	166	821	0
CPCT02380013T	13	13	0	22	27	38	16	15	17
CPCT02010613T	5	8	7	34	85	54	17	7	14
CPCT02010577T	2	32	9	37	47	120	24	18	24
CPCT02050202T	29	83	22	11	71	115	22	17	23
CPCT02020559T	99	109	52	101	86	117	531	12	7
CPCT02050213T	10	92	35	68	53	149	7	7	0
CPCT02020568T	11	120	43	76	43	37	8	3	0
CPCT02030364T	5	35	41	38	18	117	8	11	28
CPCT02050192T	8	12	12	43	4	217	15	7	13
CPCT02010596T	1	11	2	26	42	111	8	9	11
CPCT02030365T	9	13	8	25	12	110	6	9	18
DRUP01010036T	9	38	33	114	22	194	27	4	10
CPCT02230043T	141	262	33	35	115	53	57	29	20
CPCT02080135T	172	113	100	335	141	200	42	61	35
