Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP95454	18577	1959	3936	3850	0	0	0	0
SP94741	39129	2810	7305	5888	0	0	0	0
SP90209	46182	54970	20571	5489	0	0	0	0
SP90989	42174	3833	4189	81	0	337	11	3
SP93540	74522	4215	6785	10518	0	0	0	0
SP93227	42964	84875	0	0	0	1422	78	0
SP94348	37262	1874	4691	6539	0	0	0	0
SP94588	11	81	150	35	11	181	9	55
SP90725	41	20	169	36	0	120	4	17
SP94236	23	20	93	16	39	272	12	36
SP93772	19	57	44	32	9	165	11	48
SP92195	0	119	101	11	0	210	13	60
SP89957	136	49	114	0	0	152	11	17
SP92268	93	40	139	17	0	120	8	21
SP92707	28	28	103	4	0	150	7	13
SP89687	88	43	76	0	0	235	0	58
SP90269	0	23	216	50	12	139	17	31
SP94933	25639	512	35890	1951	0	0	294	0
SP95126	155	131	22	3	0	428	0	77
SP95646	0	106	87	0	51	227	6	28
SP89443	0	36	62	0	92	150	4	27
SP89651	8	25	40	0	44	117	2	47
SP94060	27	2	136	21	0	175	7	9
SP92787	0	44	32	4	11	155	6	40
SP92723	40	29	164	33	0	153	1	14
SP92364	39004	6294	11312	2991	0	0	83	0
SP95406	7	65	22	46	0	141	0	23
SP91746	9	56	77	12	12	129	0	28
SP92332	6	198	25	8	0	364	0	119
SP91730	26	61	39	44	0	256	0	563
SP92947	62	27	219	33	7	146	0	13
SP91666	61	63	174	0	72	168	0	8
SP90245	0	85	60	11	30	278	6	60
SP90893	0	64	64	0	13	254	6	40
SP89519	66	1	149	40	0	148	0	4
SP94917	10442	1849	2326	3198	0	58	0	0
SP92659	41	904	2161	0	381	146	67	2
SP94332	68	0	0	0	29	16	32	931
SP94661	63	17	158	0	0	212	2	26
SP93652	6	77	141	5	5	143	15	49
SP90125	0	92	56	12	31	206	32	23
SP94540	23	46	320	0	0	107	17	54
SP95222	112	210	21	0	0	337	0	62
SP89389	103	41	80	22	0	248	6	47
SP90503	0	75	36	11	45	144	1	31
SP92460	8560	1167	1874	2585	0	0	0	0
SP92931	65	65	89	28	0	222	5	41
SP91265	110	149	77	31	0	343	7	41
SP89909	8174	1995	0	2493	0	0	0	0
SP90629	78	163	0	0	47	584	11	49
SP95550	123	98	77	1	0	250	0	92
CPCT02020389T	136	15	142	0	11	111	43	23
