Samples	ID83A	ID83B	ID83C
SP85623	3.56E-01	4.52E-01	3.49E-01
SP85491	3.65E-01	3.65E-01	8.13E-02
SP87582	3.11E-01	5.15E-01	4.69E-01
SP89090	3.29E-01	5.85E-01	6.00E-01
SP85511	6.33E-01	1.05E+00	1.08E+00
SP85952	1.77E-01	5.56E-01	5.65E-01
SP85840	3.64E-01	3.69E-01	3.15E-02
SP87675	4.66E-01	5.83E-01	5.55E-01
SP85836	3.98E-01	6.96E-01	6.02E-01
SP120767	5.14E-01	7.84E-01	6.59E-01
SP105708	4.77E-01	5.47E-01	3.87E-01
SP85818	0.00E+00	0.00E+00	0.00E+00
SP105922	2.05E-01	2.05E-01	0.00E+00
SP86118	5.16E-01	5.28E-01	9.25E-02
SP86306	7.44E-01	1.04E+00	1.27E+00
SP87099	6.31E-01	6.82E-01	6.49E-01
SP87434	5.36E-01	5.34E-01	5.54E-01
SP85864	3.15E-01	3.21E-01	3.67E-01
SP105807	4.74E-01	6.92E-01	6.98E-01
SP89291	3.43E-01	5.19E-01	4.78E-01
SP88050	3.04E-01	4.97E-01	4.83E-01
SP88593	3.57E-01	4.62E-01	3.59E-01
SP88158	2.08E-01	2.69E-01	2.42E-01
SP87534	6.00E-01	1.39E+00	1.40E+00
SP88776	2.19E-01	4.80E-01	4.83E-01
SP85725	3.27E-01	6.48E-01	6.74E-01
SP86660	5.20E-01	1.03E+00	1.09E+00
SP87903	0.00E+00	4.69E-01	4.70E-01
SP88098	2.74E-01	9.96E-01	1.07E+00
SP85487	1.03E+00	1.65E+00	1.83E+00
SP105759	4.24E-01	4.67E-01	3.45E-01
SP86775	0.00E+00	2.03E-01	2.03E-01
SP88322	4.22E-01	8.43E-01	8.77E-01
SP85582	3.45E-01	5.63E-01	5.96E-01
SP87446	7.58E-01	1.33E+00	1.58E+00
SP87337	2.52E-01	2.64E-01	1.53E-01
SP86929	5.10E-01	1.04E+00	1.06E+00
SP86130	3.77E-01	5.19E-01	4.37E-01
SP86425	7.59E-01	8.37E-01	6.22E-01
SP85495	2.45E-01	2.41E-01	7.34E-02
SP85787	0.00E+00	2.42E-01	2.42E-01
SP86836	1.47E-01	1.45E-01	0.00E+00
SP89245	3.89E-01	3.73E-01	2.59E-01
SP86989	5.48E-01	9.08E-01	7.34E-01
SP88757	0.00E+00	4.99E-01	4.99E-01
SP85733	3.22E-01	5.45E-01	4.46E-01
SP85737	0.00E+00	0.00E+00	0.00E+00
SP85647	2.66E-01	3.31E-01	2.40E-01
CPCT02011098T	8.33E-01	1.27E+00	1.49E+00
WIDE01010618T	4.22E+00	2.23E-02	4.23E+00
WIDE01010310T	3.89E+00	2.50E+00	4.26E+00
CPCT02080230T	1.11E+00	2.03E+00	2.29E+00
CPCT02010914T	6.45E-01	1.51E+00	1.58E+00
DRUP01010057T	2.33E+00	2.96E+00	3.61E+00
CPCT02010635T	2.46E+00	2.93E+00	3.64E+00
WIDE01010556T	2.18E+01	0.00E+00	2.18E+01
WIDE01010540T	1.74E+00	2.54E+00	2.88E+00
