Samples	ID83A	ID83B
SP99325	108092	17980
SP18310	124206	9776
SP17172	35469	4411
SP96133	71728	5660
SP110242	102863	21632
SP21017	99973	12406
SP22383	74929	4359
SP81312	3961	7628
SP19215	69467	4264
SP16886	911	6752
SP17905	7944	17722
SP18121	73857	26173
SP96118	7655	1810
SP21400	2049	8502
SP18946	6909	9892
SP80615	3744	15595
SP102897	9877	3597
SP98845	7749	1465
SP107012	22692	7081
SP55142	1612	4216
SP53810	807	4635
SP116697	2674	6710
SP102133	3097	17002
SP125732	6947	796
SP125746	40149	7308
SP125770	7453	14279
SP77956	507	4966
SP124384	18111	3889
SP135287	59496	4783
SP85122	92311	8129
SP84384	98981	2657
SP84982	52976	0
SP84392	95976	6199
SP84439	90043	5836
SP95454	22004	6318
SP94741	45447	9685
SP90209	71991	55221
SP90989	48687	1941
SP93540	87974	8066
SP93227	83666	45673
SP94348	43865	6501
SP94933	25609	38677
SP92364	45024	14660
SP94917	12940	4933
SP92460	10436	3750
SP89909	10851	1811
CPCT02020308T	61754	10162
CPCT02020323T	13365	1256
CPCT02010373T	2058	3912
CPCT02140022T	10122	5008
CPCT02070024T	21636	6467
CPCT02070023T	103167	23806
CPCT02020387T	87326	13218
CPCT02140024T	4403	1697
CPCT02010441T	72269	4650
DRUP01010007T	3018	1268
DRUP01070001T	98967	6215
CPCT02011015T	4456	5434
CPCT02230072T	28070	11196
CPCT02380035T	32364	1928
CPCT02020704TII	58410	7715
DRUP01010020T	65943	8220
CPCT02011050T	38226	4801
CPCT02080188T	1623	4568
CPCT02250005T	37855	0
DRUP01070038T	21426	2084
DRUP01010123T	176277	20513
CPCT02200005T	12501	0
CPCT02120105T	4594	16
CPCT02330076T	160618	0
CPCT02220071T	13479	1061
CPCT02020671T	5162	4447
CPCT02050424T	1597	3929
DRUP01340017T	190552	4521
CPCT02230088T	2432	6223
DRUP01010122T	147126	13217
CPCT02230086T	27064	7020
WIDE01010064T	2256	2390
CPCT02150052T	4507	1614
WIDE01010069T	94294	8033
DRUP01010078T	2618	5984
WIDE01010075T	22351	604
CPCT02020680T	39093	2798
WIDE01010127T	1692	4004
DRUP01030013T	46885	5909
DRUP01230004T	173258	5186
DRUP01230001T	28089	11194
WIDE01010139T	2408	4217
CPCT02130049T	3019	1834
CPCT02050443T	64888	5310
DRUP01340016T	135793	26439
CPCT02140091TII	3845	3143
DRUP01070026TII	85572	11316
CPCT02270029T	2713	4321
CPCT02010780T	1233	3927
CPCT02270026T	2182	3903
CPCT02020986T	66350	0
CPCT02020704T	55054	7389
DRUP01080031T	65869	6183
DRUP01070080T	133385	0
CPCT02050358T	1212	2853
DRUP01050049T	64427	5154
DRUP01330020T	217961	0
DRUP01070085T	76665	14436
DRUP01050048T	91003	19426
DRUP01020053T	187092	21345
DRUP01040016T	138874	14772
DRUP01010142T	47314	7541
CPCT02010786T	100648	6156
DRUP01010148T	104315	9320
WIDE01010451T	4271	2356
DRUP01070042T	35099	7306
CPCT02450014T	73864	193622
DRUP01030018T	198353	13452
DRUP01080014T	21092	1760
CPCT02180068T	3329	2842
CPCT02010870T	1518	3125
CPCT02010847T	2319	2761
DRUP01050028T	62672	1770
WIDE01010606T	101659	59210
CPCT02010867T	2012	8891
DRUP01010047TII	122322	0
WIDE01010460T	181762	22535
CPCT02010882T	171974	9175
CPCT02310017T	2200	2091
CPCT02050380T	2747	1695
CPCT02130140T	71590	3118
CPCT02210064T	2712	1460
CPCT02170035T	134148	8227
CPCT02010911T	2905	4016
CPCT02130146T	10017	23003
CPCT02020815T	1781	5572
CPCT02330125T	72440	7550
DRUP01010096T	2524	3496
CPCT02030532T	1337	109259
DRUP01070020TII	22204	5321
CPCT02030546T	72333	30831
CPCT02010654T	42965	9784
CPCT02140091T	3310	1520
CPCT02230056T	3966	3354
CPCT02040169T	12580	480
CPCT02080152T	19243	2638
CPCT02010986T	4310	417
DRUP01010047T	141263	0
CPCT02080273T	82144	14919
CPCT02080157T	27753	11249
DRUP01010108T	2636	2779
CPCT02030392T	13619	12764
CPCT02050279T	133656	7745
CPCT02160034T	3367	1386
CPCT02040280TII	1621	4901
CPCT02190020T	2670	4868
CPCT02100120T	2593	2679
DRUP01010051T	120349	10996
CPCT02020622T	1995	2321
CPCT02020630T	3673	2537
CPCT02340029T	1852	2253
CPCT02080162T	4452	7096
DRUP01010044T	3379	1369
CPCT02050252T	1932	2404
CPCT02210016T	197465	1120
CPCT02050170T	16123	3640
CPCT02010569T	2233	1643
CPCT02100019T	96300	15346
CPCT02020514T	33997	1796
CPCT02070140T	34412	7933
CPCT02030347T	167318	0
CPCT02180033T	13091	2799
CPCT02070164T	24007	6261
DRUP01070015T	60162	9169
DRUP01010022T	50181	3228
CPCT02030349T	49604	6360
CPCT02120032T	9662	2240
DRUP01010025T	142169	6847
CPCT02220023T	1639	4722
CPCT02100101T	2366	12763
CPCT02030357T	194508	14075
CPCT02070192T	42118	7763
CPCT02050211T	96180	10653
CPCT02380016T	7118	604
DRUP01090003T	115375	10798
CPCT02230039T	2672	1611
DRUP01010037T	34422	4476
CPCT02120042T	194860	0
DRUP01070020T	25220	6530
CPCT02340022T	1799	8570
CPCT02070041T	11996	2325
DRUP01140001T	9590	4989
CPCT02210004T	36303	9624
CPCT02050089T	2749	1671
CPCT02050104T	1769	3396
CPCT02050041T	2623	2315
DRUP01050001T	119810	8838
DRUP01050003T	0	104941
DRUP01070008T	97698	17677
CPCT02370001T	2886	1803
CPCT02020491T	1019	5983
CPCT02020486T	2351	1698
DRUP01010018T	153021	14698
DRUP01050002T	171500	13476
CPCT02040104T	3252	3690
CPCT02070131T	16182	3855
DRUP01070026T	46347	9678
CPCT02380029T	86292	0
CPCT02360007T	35876	6604
CPCT02340041T	2742	1519
CPCT02040196T	2063	1833
DRUP01110002T	70716	12780
CPCT02220030T	76122	24383
DRUP01050017T	66467	3818
CPCT02030430T	8956	6105
CPCT02070023TII	119958	18132
WIDE01010443T	1032	3098
WIDE01010470T	12522	16533
DRUP01010167T	38002	4682
CPCT02080048T	21345	8096
DRUP01070119T	7471	1429
WIDE01010539T	1693	2412
WIDE01010557T	1794	6517
WIDE01010578T	21599	2549
WIDE01010648T	1339	3996
