Samples	ID83A	ID83B
SP99325	2.11E+01	2.11E+01
SP18310	1.89E+01	1.89E+01
SP17172	1.09E+01	1.09E+01
SP96133	1.20E+01	1.20E+01
SP110242	2.24E+01	2.24E+01
SP21017	1.61E+01	1.61E+01
SP22383	1.36E+01	1.36E+01
SP81312	7.98E+00	7.98E+00
SP19215	1.22E+01	1.22E+01
SP16886	4.90E+00	4.91E+00
SP17905	1.35E+01	1.35E+01
SP18121	2.34E+01	2.34E+01
SP96118	5.34E+00	5.34E+00
SP21400	6.67E+00	6.67E+00
SP18946	9.12E+00	9.12E+00
SP80615	1.16E+01	1.16E+01
SP102897	6.83E+00	6.83E+00
SP98845	5.98E+00	5.98E+00
SP107012	1.08E+01	1.08E+01
SP55142	3.68E+00	3.68E+00
SP53810	2.46E+00	2.46E+00
SP116697	6.57E+00	6.57E+00
SP102133	1.18E+01	1.18E+01
SP125732	5.16E+00	5.16E+00
SP125746	1.35E+01	1.35E+01
SP125770	1.09E+01	1.09E+01
SP77956	3.30E-01	3.30E-01
SP124384	8.72E+00	8.72E+00
SP135287	1.12E+01	1.12E+01
SP85122	1.61E+01	1.61E+01
SP84384	1.37E+01	1.37E+01
SP84982	6.34E+00	6.34E+00
SP84392	1.52E+01	1.52E+01
SP84439	1.48E+01	1.48E+01
SP95454	9.99E+00	9.99E+00
SP94741	1.23E+01	1.23E+01
SP90209	3.14E+01	3.14E+01
SP90989	8.76E+00	8.76E+00
SP93540	1.61E+01	1.61E+01
SP93227	3.22E+01	3.22E+01
SP94348	9.94E+00	9.94E+00
SP94933	2.32E+01	2.32E+01
SP92364	1.57E+01	1.57E+01
SP94917	7.96E+00	7.96E+00
SP92460	8.42E+00	8.43E+00
SP89909	5.73E+00	5.73E+00
CPCT02020308T	1.60E+01	1.60E+01
CPCT02020323T	6.03E+00	6.03E+00
CPCT02010373T	4.21E+00	4.21E+00
CPCT02140022T	7.82E+00	7.82E+00
CPCT02070024T	1.19E+01	1.19E+01
CPCT02070023T	2.69E+01	2.69E+01
CPCT02020387T	2.02E+01	2.02E+01
CPCT02140024T	5.09E+00	5.09E+00
CPCT02010441T	1.12E+01	1.12E+01
DRUP01010007T	4.08E+00	4.08E+00
DRUP01070001T	1.45E+01	1.45E+01
CPCT02011015T	6.45E+00	6.45E+00
CPCT02230072T	1.44E+01	1.44E+01
CPCT02380035T	9.05E+00	9.05E+00
CPCT02020704TII	1.63E+01	1.63E+01
DRUP01010020T	1.56E+01	1.56E+01
CPCT02011050T	1.10E+01	1.10E+01
CPCT02080188T	4.03E+00	4.03E+00
CPCT02250005T	7.80E+00	7.80E+00
DRUP01070038T	8.31E+00	8.31E+00
DRUP01010123T	2.82E+01	2.82E+01
CPCT02200005T	3.61E+00	3.61E+00
CPCT02120105T	3.50E+00	3.50E+00
CPCT02330076T	9.96E+00	9.96E+00
CPCT02220071T	5.55E+00	5.55E+00
CPCT02020671T	6.36E+00	6.36E+00
CPCT02050424T	3.62E+00	3.62E+00
DRUP01340017T	2.20E+01	2.20E+01
CPCT02230088T	5.50E+00	5.50E+00
DRUP01010122T	2.13E+01	2.13E+01
CPCT02230086T	9.80E+00	9.80E+00
WIDE01010064T	4.69E+00	4.69E+00
CPCT02150052T	4.61E+00	4.61E+00
WIDE01010069T	1.75E+01	1.75E+01
DRUP01010078T	5.77E+00	5.77E+00
WIDE01010075T	5.83E+00	5.83E+00
CPCT02020680T	1.20E+01	1.20E+01
WIDE01010127T	3.93E+00	3.93E+00
DRUP01030013T	1.10E+01	1.10E+01
DRUP01230004T	2.17E+01	2.17E+01
DRUP01230001T	1.40E+01	1.40E+01
WIDE01010139T	4.49E+00	4.49E+00
CPCT02130049T	4.48E+00	4.48E+00
CPCT02050443T	1.50E+01	1.50E+01
DRUP01340016T	2.62E+01	2.62E+01
CPCT02140091TII	5.67E+00	5.67E+00
DRUP01070026TII	1.73E+01	1.74E+01
CPCT02270029T	4.89E+00	4.89E+00
CPCT02010780T	3.39E+00	3.39E+00
CPCT02270026T	4.73E+00	4.73E+00
CPCT02020986T	6.21E+00	6.21E+00
CPCT02020704T	1.45E+01	1.45E+01
DRUP01080031T	1.19E+01	1.19E+01
DRUP01070080T	1.15E+01	1.15E+01
CPCT02050358T	4.21E+00	4.21E+00
DRUP01050049T	1.33E+01	1.33E+01
DRUP01330020T	1.19E+01	1.19E+01
DRUP01070085T	1.88E+01	1.88E+01
DRUP01050048T	2.08E+01	2.08E+01
DRUP01020053T	2.91E+01	2.91E+01
DRUP01040016T	2.40E+01	2.40E+01
DRUP01010142T	1.27E+01	1.27E+01
CPCT02010786T	1.51E+01	1.51E+01
DRUP01010148T	2.02E+01	2.02E+01
WIDE01010451T	5.91E+00	5.91E+00
DRUP01070042T	1.21E+01	1.21E+01
CPCT02450014T	1.22E+02	1.22E+02
DRUP01030018T	2.66E+01	2.66E+01
DRUP01080014T	7.47E+00	7.47E+00
CPCT02180068T	4.71E+00	4.71E+00
