NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	451.595	12.074	102.242	6.143	0.03	0.997	1000000.0
2	511.166	12.034	121.761	6.094	3.096	0.997	1000000.0
3	451.454	12.091	103.124	6.172	1.563	0.997	1000000.0
4	452.253	12.004	102.351	6.067	3.097	0.997	1000000.0
5	470.851	12.196	108.614	6.199	1.563	0.997	1000000.0
6	448.808	12.061	101.306	6.134	7.698	0.997	1000000.0
7	450.977	12.088	101.387	6.123	0.029	0.997	1000000.0
8	533.819	12.119	133.096	6.108	0.029	0.997	1000000.0
9	449.296	12.037	101.067	6.097	1.563	0.997	1000000.0
10	510.909	12.037	121.17	6.082	0.029	0.997	1000000.0
11	453.37	11.99	102.003	6.013	1.563	0.997	1000000.0
12	453.137	12.039	103.684	6.191	1.563	0.997	1000000.0
13	454.813	11.972	103.935	6.061	0.029	0.997	1000000.0
14	447.901	12.053	101.313	6.114	1.563	0.997	1000000.0
15	453.389	11.982	103.025	6.061	3.097	0.997	1000000.0
16	519.434	12.085	126.55	6.122	0.029	0.997	1000000.0
17	511.793	12.093	121.761	6.133	0.03	0.997	1000000.0
18	452.023	12.127	102.655	6.228	1.564	0.997	1000000.0
19	519.198	12.043	125.011	6.092	0.029	0.997	1000000.0
20	450.112	12.053	102.244	6.137	1.563	0.997	1000000.0
21	455.351	12.079	104.13	6.108	10.765	0.997	1000000.0
22	456.295	12.049	104.211	6.076	0.029	0.997	1000000.0
23	427.063	12.004	92.739	6.089	0.029	0.997	1000000.0
24	483.698	12.125	109.522	6.218	0.029	0.997	1000000.0
25	451.553	12.022	101.621	6.048	0.029	0.997	1000000.0
26	489.085	12.096	111.022	6.15	0.029	0.997	1000000.0
27	454.877	12.003	104.191	6.082	0.029	0.997	1000000.0
28	530.606	11.937	126.905	5.986	0.029	0.997	1000000.0
29	451.566	12.056	103.718	6.107	4.63	0.997	1000000.0
30	453.097	11.94	102.368	6.0	3.096	0.997	1000000.0
