Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP135192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SP135335	8	0	0	0	0	12	0	0	0	0	1	0	0	13	0	0	0	7	15	0
SP135278	4	0	0	3	0	0	0	0	0	0	3	0	0	3	0	11	0	0	0	0
SP135287	47321	677	5882	0	0	5237	4599	563	0	0	0	0	0	0	0	0	0	0	0	0
SP135345	36	0	0	0	0	0	45	0	0	5	7	44	0	96	0	15	0	9	26	0
SP85122	72748	1349	13025	8720	0	4598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP84384	72944	269	21185	0	0	5297	1943	0	0	0	0	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0
SP135226	43	0	0	0	0	54	45	0	21	0	0	0	0	7	26	22	0	0	11	0
SP135436	159	54	0	1	0	203	116	0	77	14	33	549	0	0	44	0	40	0	16	0
SP135262	0	0	0	0	0	0	40	6	0	9	2	23	0	0	5	41	0	1	6	0
SP135431	155	17	0	0	460	401	514	0	0	80	5	0	0	0	0	0	0	0	0	0
SP135425	173	1	9	0	0	109	240	0	0	37	10	0	0	119	0	48	0	53	41	0
SP135222	92	23	0	67	24	89	97	0	0	6	7	0	0	0	0	58	0	0	9	0
SP135230	10	22	1	0	93	13	0	0	0	5	0	31	0	21	6	0	107	0	1	0
SP135205	5	4	7	0	0	0	3	0	5	0	0	55	0	1	11	8	0	0	0	0
SP135180	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
SP135213	97	2	9	0	0	67	0	0	0	3	72	0	1	0	56	38	0	0	7	0
SP135217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SP135405	85	0	0	215	118	0	114	0	0	6	58	0	0	39	34	139	0	0	0	0
SP135238	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	4
SP135270	3	5	0	0	235	232	0	0	0	7	157	0	4	0	28	62	1	111	20	0
SP135411	0	0	0	0	0	0	52	20	0	0	3	152	0	16	23	18	0	0	0	0
SP135188	27	0	10	0	0	4	48	0	0	25	2	0	0	34	16	0	0	23	11	0
SP135194	117	0	0	0	0	35	118	0	0	1	3	0	0	10	16	0	46	3	18	0
SP135186	80	0	0	0	0	0	109	2	0	8	13	8	0	17	60	0	136	0	0	0
SP135420	206	14	14	0	44	78	0	0	0	17	9	0	0	63	10	105	165	38	14	0
SP135258	17	6	2	0	0	25	8	0	0	0	5	0	0	3	3	1	0	0	0	0
SP135234	169	10	0	8	0	257	7	0	97	40	22	255	0	55	0	0	181	36	9	0
SP135293	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0
SP135393	66	3	0	0	0	20	124	0	0	98	9	131	0	36	5	0	54	9	42	0
SP135299	82	0	2	6	40	62	318	0	0	85	11	0	0	22	168	6	0	0	15	0
SP135415	15	0	4	0	0	6	44	0	0	3	2	15	0	0	37	17	36	19	0	0
SP135310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SP135323	8	0	5	0	0	4	0	5	0	0	0	0	0	3	63	0	0	41	18	0
SP135390	0	0	1	0	5	7	0	0	7	2	3	0	0	7	2	9	0	0	2	0
SP135209	0	0	1	6	12	0	15	0	0	7	0	0	1	0	13	16	0	0	5	0
SP135240	100	8	0	0	0	232	0	1	0	8	13	95	0	0	0	0	236	1	0	0
