Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
CPCT02100178T	30	81	13	83	42	0	73	106	81	8	56	53	272	49	7	0	32	28
CPCT02020767T	38	59	17	19	29	7	6	48	73	14	21	41	1	0	0	12	10	13
CPCT02140072T	298	238	37	196	85	165	22	133	48	24	123	1	0	30	0	66	38	24
CPCT02060112T	0	84	5	166	0	0	16	41	40	7	1	35	0	36	18	12	38	7
CPCT02170032T	37	103	5	32	8	28	3	50	35	10	17	6	0	0	2	19	24	5
DRUP01070046T	71	57	0	44	50	43	12	25	36	9	45	30	128	0	0	54	0	9
WIDE01010565T	52	42	5	17	774	34	144	119	0	47	23	243	0	0	0	69	46	13
CPCT02020787T	4	123	16	29	32	17	38	42	43	1	5	0	0	0	17	7	358	18
CPCT02020778T	532	85	0	68	53	38	25	24	33	102	53	52	168	0	5	239	23	62
CPCT02050385T	71	96	4	18	8	96	45	124	106	9	62	123	430	83	99	56	40	91
CPCT02130142T	49	131	43	57	51	146	21	133	81	32	23	0	0	97	3	44	28	18
CPCT02020800T	15	63	0	58	39	0	21	35	84	13	28	0	71	116	0	0	5	4
CPCT02050395T	36	93	24	117	9	41	131	135	61	13	0	79	0	89	117	10	46	17
DRUP01070048T	40	4	4	38	40	181	6	27	153	33	4	0	168	0	62	15	27	20
CPCT02020817T	40	119	0	94	0	42	0	43	26	28	15	51	0	29	24	4	12	12
CPCT02080263T	38	94	11	110	7	33	0	0	119	12	23	17	0	0	47	24	11	12
CPCT02010944T	52	49	31	70	27	124	32	91	47	41	36	28	0	36	6	30	34	11
CPCT02020832T	107	205	23	97	0	89	35	0	96	45	7	35	0	13	99	86	30	11
CPCT02050351TII	56	75	0	98	16	37	31	32	40	5	55	92	0	31	36	81	29	12
CPCT02120168T	12	15	0	67	35	7	10	75	19	20	53	50	0	0	28	28	13	10
CPCT02440016T	65	99	3	110	25	167	61	24	182	10	20	77	0	74	0	0	9	18
CPCT02010935T	90	152	8	43	69	117	24	73	50	28	110	127	0	0	0	0	3	23
CPCT02010963T	147	11	13	200	42	123	18	54	58	41	33	33	182	0	51	44	47	68
CPCT02070401T	121	62	0	100	7	60	15	9	69	15	39	64	0	9	29	69	19	10
CPCT02230056T	2522	0	40	2126	732	353	143	0	187	191	25	0	0	412	327	89	106	67
CPCT02040169T	9885	583	258	768	667	199	188	25	27	279	69	0	0	16	0	14	75	7
CPCT02020859T	63	43	15	0	52	32	14	0	101	38	65	0	0	0	9	21	15	19
CPCT02020633TII	154	45	0	41	70	174	43	12	87	50	99	28	153	66	24	119	9	36
CPCT02020621TII	31	121	28	38	100	442	0	2	116	46	69	0	105	0	26	38	12	19
CPCT02020586T	230	100	52	0	28	230	37	14	74	92	66	115	60	4	27	37	18	33
CPCT02070237T	513	90	0	81	101	57	23	0	43	35	57	0	368	209	0	3	69	5
CPCT02080273T	63911	17477	11290	1640	0	519	0	763	118	607	0	263	0	0	0	0	278	197
CPCT02070410T	234	288	14	281	318	0	384	185	101	50	20	195	0	31	23	117	58	38
CPCT02020600T	375	88	74	159	35	370	13	96	68	84	92	183	0	0	0	12	19	32
CPCT02010963TII	137	44	11	200	37	148	8	324	10	28	0	0	29	0	33	113	36	298
CPCT02120056T	107	145	29	184	40	132	0	64	75	19	19	30	0	0	30	38	15	7
CPCT02020840T	26	143	21	37	31	127	17	34	1	23	8	47	0	0	23	35	20	20
CPCT02040164T	517	300	87	357	494	77	76	16	119	49	50	0	0	128	50	28	29	10
CPCT02070244T	18	4	0	179	175	135	0	0	46	175	32	356	0	0	0	141	78	4
CPCT02020619T	131	108	19	228	56	77	173	64	130	70	31	113	0	0	54	72	4	37
CPCT02020633T	81	52	10	62	0	130	32	38	41	50	46	49	0	65	27	14	10	27
CPCT02010663T	148	57	1	60	192	59	109	43	76	90	86	164	0	0	9	0	14	35
CPCT02020614T	297	134	3	64	34	166	40	48	29	73	60	0	390	17	21	44	42	31
CPCT02290020T	83	80	40	189	51	10	4	64	68	7	34	0	10	0	0	59	10	28
CPCT02020632T	348	100	24	357	84	17	40	13	147	9	87	0	0	246	3	0	91	73
CPCT02050103T	37	190	0	118	20	46	23	19	20	10	42	68	0	37	14	19	30	5
CPCT02100072T	47	57	0	173	27	36	20	39	12	12	50	3	0	36	0	0	17	55
CPCT02100076T	64	35	39	72	196	377	30	138	25	118	142	0	0	0	35	146	30	25
CPCT02100077T	68	65	6	41	27	50	12	0	25	7	15	55	0	39	40	0	11	3
CPCT02070154T	115	177	0	141	494	111	86	31	88	76	50	141	0	0	0	22	24	19
CPCT02330034T	40	0	45	114	152	248	55	12	34	51	32	40	2	28	8	31	866	32
CPCT02070156T	356	78	0	155	32	27	42	23	39	24	55	0	0	192	34	36	15	14
CPCT02070162T	154	43	0	158	26	0	18	10	53	26	52	61	78	10	0	7	3	29
CPCT02070172T	16	0	6	50	135	56	66	0	32	31	39	72	0	75	0	16	20	3
CPCT02070188T	119	161	8	127	112	30	55	150	21	46	38	0	0	119	34	29	54	30
CPCT02270003T	42	72	3	144	25	32	6	49	27	11	33	46	18	0	0	7	38	3
CPCT02160026T	61	4	33	78	166	213	9	72	22	22	34	123	0	16	7	52	28	53
CPCT02070149T	114	0	29	79	51	30	249	44	27	18	0	139	0	148	0	23	43	3
CPCT02080119T	308	105	2	135	62	84	44	0	40	14	72	0	23	272	44	22	71	8
CPCT02110041T	459	387	0	278	9	45	62	130	46	36	99	83	0	302	90	23	44	138
CPCT02050216T	47	119	26	71	31	2	0	60	56	22	7	19	127	0	10	5	0	22
CPCT02070194T	60	33	4	65	37	47	10	57	62	13	35	51	33	0	0	40	0	6
CPCT02330046T	0	0	13	17	98	60	23	12	101	0	60	0	225	48	15	9	30	17
CPCT02070204T	225	176	25	111	546	164	88	29	117	64	9	327	0	0	162	23	58	12
CPCT02120020T	228	343	16	108	54	52	28	111	90	56	79	32	0	105	65	24	61	26
CPCT02260007T	6	20	7	135	24	33	6	20	64	28	2	0	0	0	17	6	15	5
CPCT02020583T	357	729	15	292	9	112	35	149	76	74	202	0	0	79	71	32	50	46
CPCT02070041T	9832	1995	739	836	1	0	0	841	58	0	0	0	0	0	0	0	0	19
CPCT02070043T	124	207	4	156	280	106	33	76	10	76	70	220	18	0	0	29	34	17
CPCT02050086T	66	67	0	71	5	3	14	58	26	0	14	35	0	0	18	23	23	10
CPCT02070044T	28	21	12	69	21	12	11	27	43	6	48	0	28	0	25	4	8	14
CPCT02220005T	132	9	17	26	15	53	20	19	24	20	24	0	249	0	6	129	6	28
CPCT02070057T	548	165	0	86	0	19	17	0	26	69	180	99	484	51	156	211	29	21
CPCT02330015T	317	261	10	93	88	78	77	89	50	95	66	123	0	0	29	20	23	25
CPCT02140037T	34	105	31	102	44	163	23	43	37	34	33	0	0	0	13	33	22	14
CPCT02070096T	64	189	26	82	38	175	34	56	32	34	21	73	0	0	27	84	3	25
CPCT02040064T	0	57	3	0	27	0	0	19	36	17	24	75	0	72	0	13	36	13
CPCT02070094T	95	132	16	88	50	285	42	47	47	36	72	0	0	51	35	41	62	50
CPCT02070102T	104	65	15	32	45	49	11	29	22	35	35	23	0	81	0	50	45	24
CPCT02050124T	67	314	17	117	45	28	57	23	44	38	55	27	0	89	16	28	54	22
CPCT02060073T	10	1	4	29	11	0	4	24	34	1	0	14	0	13	21	14	9	3
CPCT02060082T	131	353	12	91	4	0	19	70	63	81	115	12	0	322	36	25	57	230
CPCT02040105T	78	90	0	83	20	255	22	53	35	49	34	21	0	15	15	48	19	6
CPCT02010665T	23	21	13	0	182	8	804	0	125	67	97	91	0	0	6	0	6	12
CPCT02020629T	147	88	0	134	70	2	128	60	52	0	23	0	156	0	29	31	11	7
CPCT02080164T	20	39	0	133	308	0	882	78	205	21	47	0	0	57	17	24	44	46
CPCT02120080T	195	68	3	57	8	9	17	41	13	21	17	0	158	23	19	2	2	11
CPCT02050289T	120	60	2	60	194	51	45	40	99	33	21	0	0	33	88	20	2	72
CPCT02050297T	91	66	7	181	0	115	16	70	51	30	40	0	0	0	17	28	16	8
WIDE01010621T	50	53	25	17	32	289	35	22	48	56	0	152	0	0	5	44	24	31
WIDE01010461T	42	37	44	194	6	189	13	0	38	43	39	128	0	0	19	5	2	11
CPCT02120204T	162	337	33	179	32	179	24	0	35	25	83	0	0	0	0	193	19	4
CPCT02120206T	41	98	15	205	8	8	11	53	26	49	30	31	0	0	22	23	0	8
WIDE01010518T	135	175	2	207	276	108	101	164	21	99	60	29	169	34	0	32	54	23
CPCT02020991T	352	275	20	94	0	10	22	65	74	2	78	60	0	88	23	0	36	353
WIDE01010609T	146	26	21	96	246	311	61	6	34	63	66	70	0	13	0	126	52	23
CPCT02020993T	84	90	11	168	13	6	15	57	2	8	26	27	0	0	16	27	0	7
WIDE01010723T	84	18	17	58	68	43	90	78	47	18	103	0	368	118	21	62	26	69
