MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	0.0005254909808900265	0.012538747201833757	0.11109282460995018	0.1522792081022635	0.04862879060558043	0.03196183993815794	0.017944193955045193	0.0693570331321098	0.014487271348480135	0.0206899858021643	0.03673577197128907	0.06505650837905705	0.04154414021584671	0.004035069815399729
1:Del:C:1	0.00046420709797530437	0.006184180359123275	0.21912564650177957	0.10556086670258083	0.040967045156285166	0.0379823256272357	0.007061908425036059	0.07944340248592198	0.056492905362974855	0.008746482282622309	0.03495930698118173	0.014523249629128258	0.02243963717657607	0.003402971907053143
1:Del:C:2	0.002570402326491603	0.0008200358980684541	0.151842780187726	0.05548750054091215	0.03235628161113709	0.025969096156186425	0.004135607340431307	0.03741042839363217	0.01822449260216672	0.0005153650665306487	0.030877911706920714	0.01703933095675893	0.0045622931874822826	0.00395041849988047
1:Del:C:3	0.006642414545640349	0.0010046966523157154	0.06457920129410923	0.023446022359930794	0.019849728213157506	0.01323985182287288	0.006301640000801853	0.023151254188269375	0.011952518218022306	0.0007205536962283077	0.01055988467647694	0.010878333558648591	0.013630613787681796	0.005231971372268163
1:Del:C:4	0.014972996993456035	0.00026718865392467707	0.053013738235458734	0.004967872262204765	0.0106282552215513	0.008752407547435724	0.002125830593795399	0.0035642897009529407	0.006135116576367636	0.001780166552925948	0.011523886222275905	0.004532154778353288	0.0015601490958943032	0.008505739820975577
1:Del:C:5	0.03720170688475264	4.680088663008064e-05	0.017893244930269246	0.0065872807297391485	0.005603031161299441	0.0058253331750165675	0.0001677243594895117	0.00035808969743385434	0.0008155636290442203	0.0006609652020431156	0.00975443760980852	0.0049409751244820655	0.004285806672996841	0.004575284306422418
1:Del:T:0	0.0006840464504784905	0.004323631369503005	0.04213111157994717	0.05077240515500307	0.11633089002221823	0.03686191418557428	0.032979128300212324	0.1166006453812588	0.05070982164237648	0.010912198788137175	0.0372373381361831	0.010655634076101705	0.009827530332167954	0.00811561315524159
1:Del:T:1	0.0020643029746133836	0.0013215885548197549	0.032225488900439817	0.056949526765802144	0.08897243897663429	0.021654983736480064	0.0369658881938085	0.08648209244129249	0.03174080706667155	0.00027081445790827274	0.0313821559264224	0.028331165188276372	0.005804375642902253	0.006122745934990234
1:Del:T:2	0.0050155437178909775	0.0005660791445552604	0.02294399117003195	0.08678849450312555	0.08215588820516131	0.026616486735874786	0.04161792802507989	0.05557840754278004	0.01435523657943122	0.00344651867229004	0.04269977050484158	0.017169658066704868	0.02117616183270002	0.002741808368737111
1:Del:T:3	0.014932237584143877	0.009436301656533032	0.021878014181565958	0.07503105345647784	0.0830926719494164	0.03150937077589333	0.031975805804831905	0.018439725521893706	0.009280801917484496	0.010075412596634123	0.03200192144839093	0.0349598526956288	0.00681743724970147	0.012250319589365972
1:Del:T:4	0.04372994117438793	0.002525434036288061	0.02311944292712724	0.050975676014786586	0.0528574383398518	0.023310154151404278	0.009969847878674045	0.020734941604322304	0.021631559929810463	0.018524084803648293	0.02683672419632785	0.015521247744909488	0.021742670720559545	0.0002490183550980873
1:Del:T:5	0.6242091351747513	0.01897350867104251	0.003735947016921273	0.010673738778568804	0.015092351457174047	0.019746621595695613	0.012493692383286544	0.019928481820434173	0.005791253307252191	0.006313323260692414	0.03589116905813171	0.039858547404911	0.02201304029673338	0.007780013227763881
1:Ins:C:0	0.0006804233118600678	0.00036138003873929846	0.005069831036220194	0.0023245554695959926	0.004194303495192457	0.008869067976488622	0.006709883348905805	0.001482003889632324	0.0005066664970945567	0.0026828604829108827	0.007221277115668272	0.003443406398564548	0.11238079180009664	0.0012225338228745385
