Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP77443	0	365	74	55	138	27	21	18	7	0	13
SP72118	100	303	68	24	75	51	39	1	2	0	0
SP76891	130	242	26	0	70	49	0	0	13	0	17
SP125732	4179	347	3144	0	34	0	39	0	0	0	0
SP125716	108	328	0	37	60	24	24	62	12	85	24
SP125746	35952	5499	5272	0	0	0	716	0	18	0	0
SP125797	239	236	55	11	52	54	9	14	9	61	0
SP76057	68	272	0	19	64	46	57	3	0	0	44
SP69565	312	335	51	463	207	58	60	0	0	2	0
SP75202	63	128	0	8	88	72	2	7	4	0	0
SP110736	114	195	100	11	13	46	29	1	8	0	16
SP107774	3	365	0	20	44	36	32	1	5	0	36
SP110779	0	243	145	17	122	44	22	3	10	11	11
SP107805	0	201	133	26	94	45	3	6	6	8	10
SP110789	0	154	117	662	74	0	0	0	14	8	140
SP71846	101	235	46	23	165	32	22	0	7	0	0
SP70122	92	303	113	8	35	26	27	4	3	0	12
SP71404	245	507	318	14	124	57	11	5	0	0	0
SP76955	34	291	0	9	49	32	106	3	0	0	13
SP107781	80	75	3	19	67	54	0	2	4	0	16
SP70202	40	166	0	475	71	43	21	26	12	0	5
SP70677	15	56	4	18	29	55	2	4	8	1	18
SP70082	23	64	10	9	38	47	11	3	5	6	0
SP70288	265	308	102	15	35	61	29	5	15	0	0
SP70266	30	153	0	17	42	92	28	9	18	0	12
SP107956	21	342	294	33	64	69	7	4	9	0	0
SP70956	91	122	5	15	69	31	12	6	7	0	22
SP108017	60	101	10	4	57	29	12	0	3	2	11
SP71536	56	145	0	37	38	29	26	0	10	0	18
SP70756	84	146	77	15	63	67	0	2	9	0	0
SP76675	147	429	7	504	181	39	51	4	8	0	0
SP71480	39	294	101	15	25	61	29	4	1	0	0
SP70313	73	118	0	19	67	85	4	1	6	0	18
SP73319	52	165	0	35	41	33	26	11	3	0	2
SP107813	70	236	158	14	86	22	39	3	5	0	0
SP77339	46	259	5	19	76	49	22	1	7	0	0
SP76017	105	130	0	17	60	50	0	0	2	0	25
SP76915	19	94	152	33	116	36	26	3	8	0	0
SP71974	90	600	409	814	33	26	87	29	1	0	0
SP70178	105	370	148	30	71	75	10	2	5	0	0
SP107920	35	194	120	24	73	6	44	6	19	2	0
SP110798	16	197	59	11	55	42	37	0	0	0	0
SP107952	87	279	10	27	45	70	6	0	29	0	80
SP70465	22	154	0	18	112	62	8	5	11	0	20
SP70780	178	300	0	19	34	45	52	4	9	0	42
SP110803	28	69	0	74	69	57	0	16	10	0	58
SP107915	71	170	18	8	59	39	50	11	5	0	0
SP71132	153	393	95	10	71	52	50	0	5	3	0
SP71552	106	292	0	45	74	56	41	10	14	0	80
SP69573	51	137	0	17	40	17	17	2	6	0	22
