Samples	ID83A	ID83B	ID83C	ID83D
SP95454	5.37E+01	1.31E+02	8.24E+01	1.88E+00
SP94741	1.09E+02	2.30E+02	1.30E+02	3.95E+00
SP90209	1.12E+03	3.25E+03	2.14E+03	0.00E+00
SP90989	1.59E+02	2.55E+02	1.01E+02	3.97E+00
SP93540	2.20E+02	3.35E+02	1.27E+02	6.08E+00
SP93227	1.54E+03	4.11E+03	2.59E+03	2.57E+00
SP94348	9.99E+01	1.75E+02	8.24E+01	3.50E+00
SP94588	1.12E+00	6.87E+00	2.57E+00	9.11E+00
SP90725	1.03E+00	6.10E+00	1.38E+00	5.99E+00
SP94236	1.07E+00	1.41E+01	1.80E+00	1.30E+01
SP93772	1.29E+00	6.88E+00	1.61E+00	8.37E+00
SP92195	1.08E+00	3.79E+00	3.99E+00	8.23E+00
SP89957	1.87E+00	4.93E+00	2.46E+00	6.91E+00
SP92268	1.60E+00	4.79E+00	1.58E+00	5.63E+00
SP92707	1.08E+00	6.58E+00	1.35E+00	7.13E+00
SP89687	2.05E+00	6.88E+00	2.29E+00	9.26E+00
SP90269	6.48E-01	8.55E+00	1.41E+00	8.11E+00
SP94933	1.84E+02	1.18E+02	2.95E+02	2.23E+00
SP95126	4.15E+00	1.14E+01	2.04E+00	1.68E+01
SP95646	1.73E+00	6.95E+00	2.88E+00	1.06E+01
SP89443	1.08E+00	8.28E+00	1.45E+00	8.64E+00
SP89651	9.60E-01	5.70E+00	1.13E+00	5.97E+00
SP94060	9.74E-01	9.28E+00	1.52E+00	8.29E+00
SP92787	7.56E-01	5.99E+00	1.26E+00	7.03E+00
SP92723	1.27E+00	7.02E+00	1.57E+00	7.06E+00
SP92364	1.33E+02	3.62E+02	2.37E+02	3.67E+00
SP95406	1.12E+00	5.63E+00	1.60E+00	7.02E+00
SP91746	1.02E+00	5.20E+00	1.42E+00	6.37E+00
SP92332	3.41E+00	5.42E+00	5.20E+00	1.33E+01
SP91730	2.22E+00	5.51E+00	2.36E+00	8.13E+00
SP92947	1.42E+00	7.40E+00	1.90E+00	6.95E+00
SP91666	1.42E+00	5.40E+00	2.51E+00	7.20E+00
SP90245	1.57E+00	9.77E+00	2.04E+00	1.22E+01
SP90893	1.06E+00	9.26E+00	1.68E+00	1.08E+01
SP89519	1.29E+00	8.80E+00	1.74E+00	7.30E+00
SP94917	4.28E+01	9.59E+01	6.60E+01	1.11E+01
