NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	166.708	23.886	32.311	17.231	0.086	0.979	1000000.0
2	164.01	23.59	31.875	16.995	2.4	0.979	1000000.0
3	168.433	23.673	33.611	17.045	0.085	0.979	1000000.0
4	165.319	24.006	31.507	17.37	0.087	0.979	1000000.0
5	168.303	23.801	33.244	17.197	0.087	0.979	1000000.0
6	165.403	23.946	32.226	17.307	13.977	0.979	1000000.0
7	163.402	23.666	31.515	17.099	2.402	0.979	1000000.0
8	168.441	23.922	33.298	17.418	9.343	0.979	1000000.0
9	165.698	23.78	32.24	17.255	2.401	0.979	1000000.0
10	168.855	23.776	33.42	17.112	0.085	0.979	1000000.0
11	165.082	23.743	31.969	17.081	0.086	0.979	1000000.0
12	169.641	23.889	33.187	17.21	0.085	0.979	1000000.0
13	168.626	23.886	32.806	17.131	0.086	0.979	1000000.0
14	164.608	23.731	31.718	17.029	11.66	0.979	1000000.0
15	169.765	23.864	33.584	17.26	2.401	0.979	1000000.0
16	170.002	23.696	33.421	17.023	0.085	0.979	1000000.0
17	161.162	23.524	30.984	16.966	0.085	0.979	1000000.0
18	163.567	23.592	31.684	16.934	0.088	0.98	1000000.0
19	168.885	23.745	33.389	17.015	0.085	0.979	1000000.0
20	166.369	23.819	32.363	17.17	4.716	0.979	1000000.0
21	163.089	23.656	31.646	17.076	2.401	0.979	1000000.0
22	167.842	23.691	32.727	17.09	0.084	0.979	1000000.0
23	163.544	23.779	31.768	17.152	4.716	0.979	1000000.0
24	164.767	23.944	31.898	17.315	7.029	0.978	1000000.0
25	163.076	23.741	31.319	17.208	2.401	0.979	1000000.0
26	162.446	23.552	31.408	16.982	2.401	0.979	1000000.0
27	164.546	23.707	31.903	17.115	11.658	0.979	1000000.0
28	162.364	23.63	31.699	17.05	2.4	0.979	1000000.0
29	162.763	23.779	31.631	17.206	0.087	0.979	1000000.0
30	162.93	23.655	31.384	17.053	0.085	0.979	1000000.0
31	171.234	23.96	33.69	17.302	2.4	0.979	1000000.0
32	164.342	23.691	31.704	17.142	2.4	0.979	1000000.0
33	164.46	23.848	31.702	17.226	11.661	0.979	1000000.0
34	169.455	23.88	33.516	17.194	0.087	0.979	1000000.0
35	164.421	23.972	32.238	17.555	7.03	0.978	1000000.0
36	169.161	23.94	33.405	17.363	0.088	0.978	1000000.0
37	164.501	23.842	31.987	17.202	4.718	0.979	1000000.0
38	163.444	23.535	31.572	17.026	4.716	0.979	1000000.0
39	169.729	23.925	33.384	17.392	9.342	0.978	1000000.0
40	166.006	23.833	32.41	17.325	13.973	0.979	1000000.0
41	171.203	23.992	34.016	17.271	0.085	0.979	1000000.0
42	162.792	23.61	31.655	17.028	4.715	0.979	1000000.0
43	170.401	23.934	33.449	17.263	0.085	0.979	1000000.0
44	165.223	23.79	32.295	17.25	4.715	0.979	1000000.0
45	165.014	23.931	32.125	17.289	0.089	0.979	1000000.0
46	165.431	23.789	32.051	17.094	0.088	0.979	1000000.0
47	163.136	23.618	31.584	17.086	0.086	0.979	1000000.0
48	163.411	23.797	31.331	17.204	0.087	0.979	1000000.0
49	163.316	23.715	31.7	17.097	0.086	0.98	1000000.0
50	169.826	23.847	33.648	17.221	0.085	0.979	1000000.0
51	164.147	23.892	32.117	17.336	4.715	0.978	1000000.0
52	163.977	23.707	31.945	17.224	2.401	0.979	1000000.0
53	164.545	23.886	31.557	17.306	2.401	0.979	1000000.0
54	164.614	23.804	31.876	17.245	9.344	0.979	1000000.0
55	165.526	23.891	32.107	17.312	18.605	0.978	1000000.0
56	165.308	23.626	31.912	17.093	2.401	0.98	1000000.0
57	170.375	24.034	33.222	17.425	2.402	0.978	1000000.0
58	163.637	23.734	31.611	17.144	2.401	0.979	1000000.0
59	164.617	23.798	31.591	17.214	2.401	0.979	1000000.0
60	165.72	23.963	32.202	17.331	0.089	0.979	1000000.0
61	162.938	23.736	31.711	17.25	2.4	0.979	1000000.0
62	162.94	23.717	31.992	17.179	2.4	0.979	1000000.0
63	167.999	23.683	33.023	17.073	4.714	0.979	1000000.0
64	165.511	23.801	31.807	17.041	7.037	0.979	1000000.0
65	165.358	23.929	32.258	17.362	0.088	0.979	1000000.0
66	165.358	23.707	32.703	17.129	9.343	0.979	1000000.0
67	168.568	23.845	33.057	17.17	2.405	0.979	1000000.0
68	165.144	23.88	31.678	17.18	2.401	0.979	1000000.0
69	163.993	23.746	31.969	17.072	0.085	0.979	1000000.0
70	164.238	23.627	31.841	17.048	4.716	0.979	1000000.0
71	164.509	23.71	32.101	17.247	0.086	0.979	1000000.0
72	162.678	23.771	31.505	17.22	7.029	0.979	1000000.0
73	165.012	23.79	32.084	17.197	2.402	0.979	1000000.0
74	163.09	23.717	31.416	17.066	4.716	0.979	1000000.0
75	168.669	23.809	32.696	17.091	7.029	0.979	1000000.0
76	169.023	24.03	33.026	17.313	0.086	0.979	1000000.0
77	164.215	23.666	31.64	16.956	7.029	0.98	1000000.0
78	163.557	23.749	31.903	17.136	0.086	0.979	1000000.0
79	162.79	23.572	31.519	16.941	0.088	0.98	1000000.0
80	169.457	23.892	33.161	17.098	2.406	0.979	1000000.0
81	163.724	23.796	31.706	17.181	0.087	0.979	1000000.0
82	168.12	23.78	32.961	17.03	0.086	0.979	1000000.0
83	165.501	23.639	31.994	16.96	9.343	0.979	1000000.0
84	167.476	24.061	32.346	17.516	11.661	0.978	1000000.0
85	164.824	24.001	32.144	17.386	0.087	0.979	1000000.0
86	164.354	23.744	31.797	17.086	0.088	0.979	1000000.0
87	164.006	23.697	31.78	17.14	2.402	0.979	1000000.0
88	163.949	23.841	31.633	17.247	0.086	0.979	1000000.0
89	164.943	23.784	31.788	17.202	7.029	0.979	1000000.0
90	165.286	23.851	31.919	17.326	11.658	0.978	1000000.0
91	165.813	23.871	31.941	17.312	2.4	0.979	1000000.0
92	164.485	23.77	32.066	17.213	0.087	0.979	1000000.0
93	168.566	23.728	32.977	17.072	0.088	0.979	1000000.0
94	168.379	23.808	32.645	17.221	11.66	0.979	1000000.0
95	169.591	24.029	33.587	17.442	0.087	0.978	1000000.0
96	162.534	23.671	31.556	17.114	0.087	0.979	1000000.0
97	164.85	23.811	31.695	17.196	4.715	0.979	1000000.0
98	165.704	23.826	32.035	17.186	4.721	0.979	1000000.0
99	166.33	23.618	32.334	17.07	0.085	0.979	1000000.0
100	165.603	23.958	32.395	17.538	13.974	0.978	1000000.0
