MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.02433309786429163	0.0005115928056329722	0.020423760779048904	0.2357906559109688	0.028200985138537363	0.0827504843485076	0.008942689443647395	0.10532588148285868	0.017694814887363464	0.02931535778858233	0.05677627920696984	0.021013990905485117
1:Del:C:1	0.013315452156821266	0.0003289651829982176	0.008798145652981475	0.09787432417273521	0.004751887833117507	0.05227323257131502	0.005216322551495978	0.0495380776678212	0.02197284787253011	0.022224557189183543	0.040576790843333585	0.01564594471943565
1:Del:C:2	0.006210874871176202	0.0002987908199679623	0.005075412882652017	0.04085321051068604	0.004259199608932249	0.023887831550091505	0.0032314168266020715	0.02475501687731594	0.010522375381333405	0.011892134317804448	0.019064477342326427	0.02058534520678222
1:Del:C:3	0.004211367412935942	0.00035426338563411265	0.0036795194509613794	0.012859090317541018	0.002220983568331576	0.014865189036354422	0.0023748130883905105	0.017711557061120403	0.015047930410946719	0.004098236489808187	0.016731274569174275	0.0035871676007809584
1:Del:C:4	0.0017990049133004503	0.0010291509803937516	0.003437056879120064	0.016641019546077586	0.004048483547521755	0.012306220361497254	0.0019103239882679191	0.008787448843067978	0.004708523713052273	0.0016551605374843347	0.007362260280642658	0.004178780643978825
1:Del:C:5	0.0010547448699071537	0.0061223158612847325	0.0010462698911578626	0.005649149010714609	0.012441013888455928	0.004423598496432532	0.005606497131229844	0.009067328580204048	0.010111573072936152	0.002111572133435402	0.0090039153204998	0.0031878468999639153
1:Del:T:0	0.010921386110130698	0.0015390643815044313	0.025116279851645232	0.08196158843114972	0.0015456048724445282	0.05566226785071194	0.018325628044403856	0.03631484790239483	0.034090704283153174	0.05335509747732431	0.04165016132872552	0.0323751132725738
1:Del:T:1	0.0019651245248678605	0.00026189042946043626	0.015464560670079664	0.04899832401424646	0.007753735008300282	0.03704632117587607	0.01017457087757066	0.028384203825844452	0.014936936679296195	0.01690593100506523	0.0267453715094598	0.011113125348929316
1:Del:T:2	0.009325109190540389	0.001434325708542019	0.01082239866926102	0.06676242711022497	0.013225173254904804	0.04706768308766186	0.0026874276618400472	0.028318101227050647	0.020318244013469666	0.01474113781005144	0.025582992592826485	0.012320189538685326
1:Del:T:3	0.017770695155486464	0.002492200663982658	0.006645530829264317	0.09335377782583237	0.028674407275393606	0.03369475139275892	0.0009658468732959591	0.01201936708181165	0.008531399683852215	0.011738254898227751	0.01194474142510444	0.014962394998292439
1:Del:T:4	0.00742663581082533	0.006156940513756126	0.00411478832596913	0.08522836778312921	0.031242337161675095	0.02338262326316908	9.496979400864802e-05	0.015901525008230236	0.006866400757426163	0.022912667302880437	0.010292682719882578	0.0041726715894765225
1:Del:T:5	0.005410627648598165	0.11274436407722532	0.004521730389678879	0.022700778337602968	0.6884534567594528	0.01574431096902117	0.002162365179974586	0.01977422601543367	0.011902989188092761	0.006908181718317792	0.012752253795042634	0.008060567195061595
1:Ins:C:0	0.00014720775205773862	0.003809669554093489	0.003703445985047438	0.005838007122511044	0.006506908854125868	0.003365842004568549	0.0006123113998910412	0.004547183135728119	0.0007452792022377252	0.0017697933056479086	0.0010283793456619605	0.1351269482495263
1:Ins:C:1	0.0005842091298154628	0.0007153537674957989	0.0020352121307223568	0.0064427718163642565	0.0002902442487538792	0.004812139754503733	0.0005458771859412081	0.004671734520525206	0.0025795287170330993	0.004115272243361687	0.0028784883109619843	0.04302145766094327
1:Ins:C:2	0.00021602674848509196	0.00039260036690393465	0.0010177542760357028	0.0018508115103122692	0.002373057853837963	0.003455431234324351	0.0009817132320313249	0.004306063114199787	0.002651561345846858	0.0031915606067559566	0.004144865734851919	0.00876474086078815
1:Ins:C:3	4.590377739987161e-05	0.0019922227028291674	0.0001784911118011223	0.0008829733485981705	0.00025271419104683446	0.0015260530626983381	0.0032995202545134817	0.004079877409676556	0.00253342167554365	0.00041162393186823466	0.002177280053438153	0.013490440763998777
1:Ins:C:4	2.617049403852434e-09	0.008593418425880373	0.00017553800240619922	0.0009411837173968252	3.081522590946406e-06	0.0021215842159646313	0.0015886570416387257	0.0012436043166962917	0.0004839321191320778	0.0020837066597232477	0.0006862476092646829	0.007068560156158128
1:Ins:C:5	5.870381137356162e-06	0.04800235688686371	8.686292753623092e-05	1.1210387714598537e-46	0.00048792251702252544	0.0017068804481459665	0.0050338330661270445	0.0037486938722207696	0.0017646177464391143	0.005259650478305958	0.002766242359066382	0.028144623283296824
