MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	7.64E-05	4.96E-05	3.60E-04	7.34E-04
1:Del:C:1	8.81E-05	3.12E-05	3.03E-04	6.53E-04
1:Del:C:2	6.93E-05	2.57E-05	2.03E-04	3.60E-04
1:Del:C:3	5.15E-05	3.40E-05	1.88E-04	2.59E-04
1:Del:C:4	3.23E-05	4.35E-05	2.53E-04	2.56E-04
1:Del:C:5	2.05E-05	1.32E-04	1.19E-04	1.45E-04
1:Del:T:0	1.17E-04	4.38E-05	3.05E-04	6.50E-04
1:Del:T:1	1.08E-04	3.66E-05	3.18E-04	4.74E-04
1:Del:T:2	1.44E-04	4.22E-05	3.05E-04	5.06E-04
1:Del:T:3	1.21E-04	5.60E-05	2.88E-04	4.89E-04
1:Del:T:4	6.93E-05	9.30E-05	2.89E-04	5.61E-04
1:Del:T:5	1.99E-04	1.98E-03	3.84E-04	1.46E-08
1:Ins:C:0	3.95E-05	2.86E-05	8.05E-04	1.18E-03
1:Ins:C:1	3.20E-05	1.42E-05	2.79E-04	3.66E-04
1:Ins:C:2	2.56E-05	1.18E-05	1.00E-04	1.26E-04
1:Ins:C:3	1.89E-05	1.14E-05	1.50E-04	2.39E-04
1:Ins:C:4	1.22E-05	2.06E-05	9.94E-05	1.40E-04
1:Ins:C:5	2.16E-05	7.82E-05	3.36E-04	2.69E-04
1:Ins:T:0	3.64E-05	2.07E-05	5.08E-04	5.94E-04
1:Ins:T:1	8.78E-05	2.43E-05	5.04E-04	1.19E-03
1:Ins:T:2	8.23E-05	4.33E-05	2.30E-04	2.46E-04
1:Ins:T:3	4.55E-05	4.02E-05	2.63E-04	4.14E-04
1:Ins:T:4	3.99E-05	5.61E-05	3.08E-04	1.84E-04
1:Ins:T:5	1.63E-04	2.01E-03	1.15E-02	2.21E-03
2:Del:R:0	5.24E-05	2.61E-05	2.97E-04	5.91E-04
2:Del:R:1	7.33E-05	5.49E-05	1.05E-03	1.69E-03
2:Del:R:2	2.85E-05	3.11E-05	2.59E-04	3.62E-04
2:Del:R:3	1.65E-05	2.28E-05	9.92E-05	1.47E-04
2:Del:R:4	8.04E-06	2.29E-05	9.84E-05	1.61E-04
2:Del:R:5	5.06E-06	4.36E-05	3.24E-04	4.30E-04
3:Del:R:0	3.79E-05	1.34E-05	7.90E-05	2.06E-04
3:Del:R:1	1.03E-04	6.43E-05	7.91E-04	1.66E-03
3:Del:R:2	2.47E-05	2.82E-05	1.81E-04	3.25E-04
3:Del:R:3	9.05E-06	1.35E-05	6.44E-05	1.07E-04
3:Del:R:4	6.83E-06	6.54E-06	3.00E-05	6.61E-05
3:Del:R:5	4.28E-06	9.78E-06	2.76E-05	4.14E-05
4:Del:R:0	3.40E-05	1.50E-05	1.35E-04	1.85E-04
4:Del:R:1	1.12E-04	6.37E-05	9.12E-04	1.81E-03
4:Del:R:2	2.56E-05	1.69E-05	2.35E-04	4.01E-04
4:Del:R:3	1.40E-05	1.15E-05	1.11E-04	1.64E-04
4:Del:R:4	6.34E-06	9.78E-06	6.72E-05	9.92E-05
4:Del:R:5	9.64E-07	6.56E-06	2.33E-05	2.73E-05
5:Del:R:0	8.68E-05	8.96E-06	2.23E-03	2.61E-03
5:Del:R:1	4.43E-05	2.17E-05	2.87E-04	4.64E-04
5:Del:R:2	5.45E-06	8.54E-06	5.61E-05	8.50E-05
5:Del:R:3	3.13E-06	4.78E-06	3.40E-05	5.80E-05
5:Del:R:4	2.02E-10	1.25E-06	1.09E-05	1.30E-05
5:Del:R:5	3.95E-07	3.87E-06	3.37E-06	8.25E-07
2:Ins:R:0	3.86E-05	2.39E-05	9.73E-04	1.37E-03
2:Ins:R:1	4.93E-05	2.29E-05	1.64E-04	1.63E-04
2:Ins:R:2	2.74E-05	1.57E-05	1.35E-04	1.39E-04
2:Ins:R:3	1.45E-05	1.01E-05	9.67E-05	1.48E-04
2:Ins:R:4	7.48E-06	2.43E-05	9.08E-05	1.31E-04
2:Ins:R:5	0.00E+00	7.36E-05	3.62E-04	2.42E-04
3:Ins:R:0	2.39E-05	1.11E-05	3.29E-04	4.55E-04
3:Ins:R:1	2.95E-05	6.84E-06	1.41E-04	1.95E-04
3:Ins:R:2	1.09E-05	4.74E-06	2.62E-05	4.88E-05
3:Ins:R:3	2.90E-06	1.15E-06	1.25E-05	2.92E-05
3:Ins:R:4	1.59E-06	5.37E-06	1.44E-05	1.36E-05
3:Ins:R:5	4.27E-07	1.52E-05	3.95E-05	4.29E-05
4:Ins:R:0	2.39E-05	1.47E-05	5.30E-04	5.97E-04
4:Ins:R:1	2.19E-05	7.17E-06	1.05E-04	1.21E-04
4:Ins:R:2	7.16E-06	5.02E-06	3.19E-05	3.47E-05
4:Ins:R:3	4.09E-11	3.75E-06	2.31E-05	2.54E-05
4:Ins:R:4	9.33E-07	6.78E-06	3.01E-05	3.39E-05
4:Ins:R:5	6.94E-06	6.33E-06	5.93E-05	9.62E-05
5:Ins:R:0	1.94E-05	2.96E-05	6.90E-03	9.09E-03
5:Ins:R:1	4.85E-05	4.78E-06	2.82E-04	2.81E-04
5:Ins:R:2	8.33E-06	2.64E-06	5.32E-05	5.79E-05
5:Ins:R:3	2.21E-06	1.73E-06	2.91E-05	4.10E-05
5:Ins:R:4	1.63E-06	1.21E-06	2.64E-05	3.88E-05
5:Ins:R:5	1.83E-06	6.69E-07	1.51E-05	1.90E-05
2:Del:M:1	8.35E-05	5.42E-05	1.18E-03	2.04E-03
3:Del:M:1	3.05E-05	9.65E-06	4.95E-05	2.76E-04
3:Del:M:2	5.76E-05	4.50E-05	3.35E-04	8.27E-04
4:Del:M:1	3.22E-05	1.79E-05	1.10E-04	1.86E-04
4:Del:M:2	5.26E-05	2.37E-05	3.80E-04	7.84E-04
4:Del:M:3	8.49E-05	3.67E-05	6.06E-04	1.31E-03
5:Del:M:1	7.48E-05	1.90E-05	1.27E-03	1.13E-03
5:Del:M:2	7.07E-05	1.13E-05	4.65E-04	4.19E-04
5:Del:M:3	7.14E-05	1.20E-05	3.17E-04	6.49E-04
5:Del:M:4	4.48E-05	1.37E-05	2.00E-04	4.37E-04
5:Del:M:5	3.98E-05	8.59E-07	4.19E-04	3.13E-04
