Samples	ID83A	ID83B	ID83C
SP29914	3.13E+00	4.09E+00	4.38E+00
SP31046	1.11E+00	1.14E+00	5.59E-01
SP31334	1.30E+00	2.22E+00	2.42E+00
SP30011	1.26E+00	2.31E+00	2.49E+00
SP31174	1.75E+00	2.25E+00	2.05E+00
SP32662	1.95E+00	2.90E+00	2.49E+00
SP31126	1.87E+00	5.94E+00	6.06E+00
SP32958	2.96E+00	3.23E+00	1.77E+00
SP31422	1.99E+00	3.41E+00	3.76E+00
SP33496	3.10E+00	3.22E+00	3.17E+00
SP34005	1.42E+00	1.73E+00	1.41E+00
SP30113	2.04E+00	5.62E-01	2.08E+00
SP31030	2.52E+00	2.74E+00	1.58E+00
SP33544	2.40E+00	5.89E+00	6.41E+00
SP33688	1.44E+00	2.29E+00	1.75E+00
SP30907	1.35E+00	2.59E+00	2.27E+00
SP30185	6.75E-01	9.04E-01	8.41E-01
SP33837	1.11E+00	1.58E+00	1.43E+00
SP31790	1.52E+00	1.69E+00	1.58E+00
SP30143	1.49E+00	1.60E+00	1.29E+00
SP30071	2.11E+00	2.65E+00	3.04E+00
SP30493	8.83E-01	1.21E+00	1.06E+00
SP32014	1.54E+00	1.59E+00	1.01E+00
SP30332	3.10E+00	2.52E+00	3.73E+00
SP31814	1.49E+00	1.70E+00	1.29E+00
SP29987	2.58E+00	4.07E+00	4.07E+00
SP30083	1.37E+00	1.63E+00	1.33E+00
SP32742	2.17E+00	2.66E+00	1.97E+00
SP115162	9.79E-01	1.40E+00	1.42E+00
SP29940	1.81E+00	1.85E+00	1.24E+00
SP30843	1.09E+00	1.23E+00	6.75E-01
SP32222	1.63E-01	1.44E-01	1.20E-01
SP31190	2.19E+00	3.89E+00	3.97E+00
SP30077	2.40E+00	4.10E+00	4.19E+00
SP32694	2.06E+00	3.89E+00	3.66E+00
SP33774	1.38E+00	1.78E+00	1.26E+00
SP30093	1.49E+00	1.51E+00	1.20E+00
SP33094	2.06E+00	2.75E+00	2.48E+00
SP30803	1.06E+00	2.95E+00	3.12E+00
SP30675	2.42E+00	1.90E+00	2.90E+00
SP31854	2.91E+00	4.68E+00	5.26E+00
SP31606	2.23E+00	2.43E+00	1.10E+00
SP30213	1.60E+00	1.98E+00	1.37E+00
SP32894	1.37E+00	1.52E+00	1.10E+00
SP117260	9.92E-01	2.08E+00	2.19E+00
SP117124	1.72E+00	1.94E+00	1.39E+00
SP117932	1.80E+00	2.20E+00	1.92E+00
SP117189	7.48E-01	9.85E-01	6.73E-01
SP117217	2.43E-01	4.20E-01	4.02E-01
SP117779	1.40E+00	1.61E+00	1.10E+00
SP117376	2.55E+00	2.72E+00	2.08E+00
SP117681	8.06E-01	1.07E+00	9.51E-01
SP117408	6.41E-01	9.10E-01	8.51E-01
SP118015	1.53E+00	1.58E+00	1.60E+00
SP117509	2.24E+00	2.43E+00	2.03E+00
SP117482	1.56E+00	1.93E+00	1.97E+00
SP117003	1.36E+00	1.52E+00	9.83E-01
CPCT02060034T	4.55E-01	1.73E+00	1.77E+00
CPCT02020356T	1.67E+00	1.93E+00	1.50E+00
CPCT02050063T	1.03E+00	3.41E+00	3.77E+00
CPCT02030275T	1.37E+00	3.12E+00	3.25E+00
CPCT02070033T	1.45E+00	1.99E+00	1.85E+00
CPCT02030294T	1.32E+00	2.88E+00	3.18E+00
CPCT02070038T	2.17E+00	2.55E+00	1.86E+00
CPCT02080179T	1.02E+00	2.16E+00	2.15E+00
CPCT02010866TII	4.36E+00	4.89E+00	4.22E+00
CPCT02330133T	2.29E+00	4.63E+00	4.84E+00
CPCT02050427T	2.59E+00	4.32E+00	3.71E+00
DRUP01030028T	1.50E+00	2.55E+00	2.05E+00
CPCT02080193T	1.95E+00	3.19E+00	3.10E+00
CPCT02030556T	2.70E+00	5.49E+00	5.81E+00
CPCT02120111T	5.00E-01	5.39E-01	2.76E-01
CPCT02050341T	1.40E+00	1.61E+00	1.03E+00
WIDE01010210T	1.02E+00	1.24E+00	1.00E+00
WIDE01010208T	3.06E+00	3.14E+00	8.21E-01
CPCT02290033T	1.71E+00	2.89E+00	2.95E+00
CPCT02070323T	1.02E+00	1.35E+00	1.19E+00
WIDE01010450T	3.19E+00	3.14E+00	1.71E+00
CPCT02090049T	2.07E+00	2.19E+00	1.04E+00
CPCT02010866T	4.34E+00	4.93E+00	5.19E+00
CPCT02070363T	1.32E+00	2.20E+00	1.97E+00
CPCT02060222T	5.91E-01	9.05E-01	8.79E-01
CPCT02080251T	2.61E+00	6.50E+00	6.54E+00
CPCT02070384T	2.49E+00	2.69E+00	1.55E+00
CPCT02070386T	3.19E+00	5.69E+00	6.56E+00
DRUP01070051T	1.44E+00	3.11E+00	3.25E+00
CPCT02080137T	1.95E+00	2.51E+00	2.27E+00
CPCT02080157T	3.16E+01	2.78E+01	1.62E+01
CPCT02330128T	1.13E+00	3.27E+00	3.63E+00
CPCT02070030T	1.26E-01	5.40E-01	5.34E-01
DRUP01050009T	2.02E+00	3.66E+00	3.42E+00
CPCT02070225T	1.34E+00	1.66E+00	1.17E+00
CPCT02070230T	9.53E-01	3.18E+00	3.34E+00
DRUP01070022T	2.26E+00	2.70E+00	2.18E+00
DRUP01050010T	3.33E-01	2.39E+00	2.48E+00
CPCT02050161T	2.00E+00	2.92E+00	2.65E+00
CPCT02050174T	1.41E+00	1.71E+00	1.48E+00
CPCT02050172T	3.54E+00	4.76E+00	4.64E+00
CPCT02050186T	2.97E+00	3.26E+00	3.42E+00
DRUP01070016T	6.07E-01	4.18E+00	4.38E+00
CPCT02080120T	1.69E+00	2.71E+00	2.47E+00
CPCT02030351T	2.03E+00	3.48E+00	3.45E+00
CPCT02060119T	1.22E+00	1.67E+00	1.37E+00
CPCT02080136T	2.79E+00	2.93E+00	1.19E+00
DRUP01010035T	3.83E-01	5.32E-01	4.72E-01
