Samples	ID83A	ID83B	ID83C
CPCT02070039T	7.33E-01	2.40E+00	2.51E+00
CPCT02030302T	1.74E+00	2.11E+00	1.62E+00
CPCT02070053T	3.69E+00	5.00E+01	5.32E+01
CPCT02070065T	7.74E-01	1.10E+00	1.00E+00
DRUP01070003T	7.37E-01	1.21E+00	1.17E+00
CPCT02070099T	6.32E-01	1.07E+00	8.96E-01
CPCT02020473T	7.01E-01	1.19E+00	1.23E+00
DRUP01070009T	3.69E+00	3.76E+00	1.95E+00
CPCT02030324T	2.69E+00	3.04E+00	2.78E+00
CPCT02030330T	3.20E+00	4.02E+00	3.40E+00
CPCT02050151T	1.24E+00	1.64E+00	1.25E+00
CPCT02070128T	5.95E-01	4.09E+00	4.31E+00
CPCT02080099T	2.11E+00	3.01E+00	2.78E+00
DRUP01030004T	1.75E+00	3.58E+00	3.72E+00
CPCT02070265T	2.28E+00	2.52E+00	2.24E+00
CPCT02080040T	2.49E+00	2.80E+00	2.40E+00
WIDE01010705T	9.61E-01	1.43E+00	1.39E+00
