Samples	ID83A	ID83B	ID83C
SP29914	553	451	473
SP31046	40	143	3
SP31334	68	318	144
SP30011	47	549	110
SP31174	140	279	73
SP32662	204	434	101
SP31126	150	889	513
SP32958	112	412	32
SP31422	206	372	221
SP33496	416	505	277
SP34005	41	175	43
SP30113	0	0	3582
SP31030	433	492	57
SP33544	161	682	353
SP33688	60	1285	0
SP30907	99	244	394
SP30185	14	70	19
SP33837	38	146	53
SP31790	168	252	56
SP30143	60	224	40
SP30071	221	274	317
SP30493	23	119	44
SP32014	216	184	28
SP30332	134	0	2241
SP31814	87	259	39
SP29987	267	539	322
SP30083	107	191	39
SP32742	100	368	75
SP115162	28	142	34
SP29940	126	224	33
SP30843	30	129	11
SP32222	0	0	5
SP31190	154	380	169
SP30077	276	466	347
SP32694	222	396	200
SP33774	44	209	44
SP30093	238	162	41
SP33094	186	344	116
SP30803	29	336	279
SP30675	0	0	2514
SP31854	253	752	466
SP31606	56	249	14
SP30213	58	227	36
SP32894	40	171	21
SP117260	59	148	173
SP117124	287	197	82
SP117932	261	286	66
SP117189	19	73	19
SP117217	4	14	8
SP117779	155	130	47
SP117376	1220	0	35
SP117681	62	42	38
SP117408	29	38	42
SP118015	121	204	45
SP117509	382	282	81
SP117482	248	166	104
SP117003	161	387	0
CPCT02060034T	0	224	97
CPCT02020356T	95	270	63
CPCT02050063T	29	412	251
CPCT02030275T	59	657	158
CPCT02070033T	63	267	55
CPCT02030294T	73	520	450
CPCT02070038T	113	409	66
CPCT02080179T	56	406	165
CPCT02010866TII	494	1054	911
CPCT02330133T	112	770	808
CPCT02050427T	211	594	168
DRUP01030028T	13	1662	0
CPCT02080193T	129	577	169
CPCT02030556T	229	820	642
CPCT02120111T	13	183	0
CPCT02050341T	45	323	14
WIDE01010210T	50	127	50
WIDE01010208T	1417	119	0
CPCT02290033T	129	391	382
CPCT02070323T	33	311	32
WIDE01010450T	358	543	46
CPCT02090049T	139	1020	0
CPCT02010866T	386	1042	891
CPCT02070363T	45	997	38
CPCT02060222T	6	170	23
CPCT02080251T	249	1457	474
CPCT02070384T	164	549	24
CPCT02070386T	415	1041	410
DRUP01070051T	67	671	153
CPCT02080137T	393	311	395
CPCT02080157T	39002	0	0
CPCT02330128T	0	685	195
CPCT02070030T	0	106	0
DRUP01050009T	158	646	482
CPCT02070225T	61	505	0
CPCT02070230T	0	616	194
DRUP01070022T	678	89	188
DRUP01050010T	0	282	149
CPCT02050161T	130	464	212
CPCT02050174T	52	298	55
CPCT02050172T	440	1219	299
CPCT02050186T	653	329	373
DRUP01070016T	0	400	285
CPCT02080120T	84	350	122
CPCT02030351T	145	927	137
CPCT02060119T	50	396	25
CPCT02080136T	249	549	20
DRUP01010035T	0	161	0
CPCT02070039T	0	373	145
CPCT02030302T	87	322	59
CPCT02070053T	143	509	858
CPCT02070065T	25	128	35
DRUP01070003T	18	170	40
CPCT02070099T	13	102	39
CPCT02020473T	21	121	41
DRUP01070009T	217	657	34
CPCT02030324T	508	587	145
CPCT02030330T	210	1019	285
CPCT02050151T	56	212	28
CPCT02070128T	0	401	291
CPCT02080099T	242	623	120
DRUP01030004T	93	515	498
CPCT02070265T	191	632	86
CPCT02080040T	226	628	147
WIDE01010705T	56	125	72
