CV476.H.All.1	CV476.P.All.18	CV476.PH.All.4	CV476.PH.All.12	CV476.PH.All.6	CV476.H.MSI.4	CV476.H.All.8	CV476.P.Kidney.2	CV476.H.All.10	CV476.H.Lung.3	CV476.H.All.12	CV476.H.All.13	CV476.H.MSI.9	CV476.PH.Breast.5	CV476.PH.MSI.9	CV476.PH.All.29	CV476.H.MSI.6	CV476.PH.All.23	CV476.H.All.21	CV476.H.Colon.7	CV476.H.All.23	CV476.PH.All.32	CV476.PH.Prostate.7	CV476.PH.All.11	CV476.H.All.30	CV476.PH.All.34	CV476.H.All.32	CV476.H.Ovary.1	CV476.PH.Biliary.3	CV476.H.Kidney.1	CV476.H.Bladder.3	CV476.PH.Other.4	CV476.H.Bladder.9	CV476.H.Colon.13	CV476.PH.Other.3	CV476.PH.Breast.10	CV476.H.Prostate.2	CV476.PH.Liver.4	CV476.H.MSI.3	CV476.H.CNS.2	CV476.PH.CNS.2	CV476.PH.Colon.14	CV476.H.Colon.12	CV476.PH.MSI.8	CV476.PH.Lung.9	CV476.PH.MSI.16	CV476.PH.Prostate.13	CV476.PH.Skin.7	CV476.P.All.2	CV476.P.All.3	CV476.P.Other.12	CV476.P.All.10	CV476.P.All.11	CV476.P.Other.13	CV476.P.All.13	CV476.P.Other.8	CV476.P.Other.20	CV476.P.Other.25	CV476.P.Other.6	CV476.P.Other.10	CV476.P.Head.3	CV476.PH.Ovary.1	CV476.PH.Pancreas.6	CV476.P.Colon.6	CV476.PH.All.2	CV476.P.Other.7	CV476.P.Ovary.2	CV476.P.Uterus.5	CV476.PH.All.30	CV476.PH.Ovary.2
A[Del(T):R(1,4)]A	0.00607289582331344	0.00628753516561372	0.0141991951922487	0.00300488571417171	0.00705783406019526	0.18525481535656	0.011101165713968	0.057373437975407	0.00422263528783555	0.0232789488168271	0.00830153398623218	0.0166502087789533	0.00621625660523247	0.00948087505564567	0.0191021826704638	0.00652517997784516	0.000904170773740525	0.0284342449702138	0.274364883606423	0.0149441689641982	0.00392393926031999	0.0231067015842311	0.00928884620084995	0.00780428583671324	0.0311611230143802	0.0118602999280576	0.0135802640766078	0.0119741509907387	0.00899642400379981	0.00725786754909434	0.0192728296963986	0.0138454365368209	0.00871136154482054	0.012835250237906	0.0265093548061664	0.0208390311862016	0.0170267300476347	0.0162929412012919	0.00216328054148321	0.00360806146577199	0.00416549339425918	0.00464786246957303	0.022972086419159	0.00239850476725956	0.0039880128886192	0.00494064328325447	0.00909187310063708	0.00500929523393349	0.0309354426145288	0.216511885309039	0.0180858074493105	0.000757030984993007	0.0244143642579237	0.0155876358595961	0.0409801203777356	0.0116893961712049	0.00502275728556061	0.0155163229632017	0.00686570645547291	0.0121443038415273	0.0152817339951501	0.0289962621611328	0.0299540467014548	0.0864255606044551	0.00886493912537804	0.021978693932091	0.00342953828655824	0.0258141321954635	0.0203942712320468	0.0138382556259764
A[Del(T):R(1,4)]C	0.00220548325066722	0.00173175798743571	0.00566687884502766	0.00489278660313041	0.00296746537131489	0.00898603652158256	0.00413285956376852	0.0442988824653593	0.00158779852062389	0.0114991506050716	0.00417908838674611	0.00343415009438484	0.00337759730580725	0.00433099909992467	0.00411834040834784	0.00375867949887149	0.000472891439693407	0.0222512699853923	0.175619387330812	0.00439042015641956	0.000966445599803214	0.0105991263772138	0.0032387302750878	0.00380337048576783	0.0201603002082511	0.00477074181067715	0.012086775455168	0.00499303483316241	0.00271427915875666	0.00309771321530659	0.0102024514447169	0.00575792889014832	0.0032068322080698	0.00259943417495512	0.0195565189466205	0.00514930591481729	0.00210053940210125	0.0120527317621395	0.00135959331984621	0.00132200888752995	0.00315815506482972	0.00301035499562292	0.0191257684307432	0.000840360106925322	0.00364727235924418	0.00306533563856339	0.00672775697021368	0.00223680892435697	0.0238173342987122	0.00824388678847863	0.00211680965280468	0.000388287837397446	0.0138225810962779	0.0137305578696997	0.0176541893726728	0.00839784556273914	0.00629886191295392	0.0134175833254044	0.00566803795397543	0.00552170810205857	0.00811434321764526	0.0145428236431293	0.015282950175715	0.0660500402469679	0.00496994149798907	0.00665422051132707	0.00145038005091668	0.0157849800805514	0.00426463449919045	0.00280406006137115
A[Del(T):R(1,4)]G	0.00237291712543296	0.00187005453815407	0.0035423082280665	0.00141617988153225	0.00299969815115499	0.00831674239146975	0.00612936291647854	0.0404752968666401	0.00218574866400647	0.0108502366631421	0.00363634823370482	0.00760018016103589	0.00242064986740444	0.00556757951383033	0.0118295717316581	0.00369286040012713	0.000495189909807664	0.0219144472877323	0.0897250969979535	0.00513974397151269	0.000521269168437445	0.0158595256355138	0.00443001888257707	0.00237678776609567	0.00980265659016896	0.00394469135515529	0.00893586182268846	0.00616889209739649	0.00278573373470487	0.00288919120946491	0.0131286667450497	0.00440822879743484	0.00398902989348198	0.00381185843638511	0.0201335485969057	0.0063001261623292	0.00886186167709419	0.0105772752216093	0.000716780872457348	0.000432719760038129	0.00360218619841975	0.0010668797390663	0.0173784342727569	0.000377630328790971	0.00820630707710389	0.00293469974557293	0.00136346328919949	0.00234773518319081	0.020635281494124	0.0097876321090729	0.00287638603685821	0.000199548869952578	0.0156395952939245	0.00479313367917618	0.0237093754917626	0.0107538846483405	0.00177316528038123	0.00806094535891047	0.00513812233235635	0.00423111082151573	0.00694457535832175	0.0153447909312924	0.0195132863752624	0.0408204907407802	0.00446938231520206	0.00636910251750713	0.000817431995475687	0.0147325699211502	0.00348357692735461	0.00627005869593318
C[Del(T):R(1,4)]A	0.00280100466138012	0.00198299974213524	0.00790464160068882	0.0020374107568379	0.00767928363785349	0.0433753743418395	0.0063693664594274	0.026135625482067	0.00105277739167666	0.015006141409832	0.00558923613835727	0.0156448008456633	0.00384824203463984	0.0061208914462936	0.0244928446937981	0.00787813287682343	0.000547453778080709	0.0199113163384381	0.00313726980964238	0.0057637009184822	0.000779711234092946	0.0250762217759624	0.0056013915652075	0.0053234871838231	0.00214611612951227	0.00547764365298194	0.00638897503326191	0.00781415055172311	0.00334311949250507	0.00378829185307678	0.0117019130693714	0.00411318187264983	0.00508905110800538	0.00446580990936603	0.0202086807755501	0.00914372198966214	0.0220296981008409	0.0139199472540377	0.000306625187489222	0.00227836985418466	0.00215586502446824	0.00129505607062401	0.0187575523934423	0.000547821108385878	0.00385414655699361	0.00313280276729392	0.00260340988253845	0.00207665980589876	0.0224636925814248	0.0540705165694503	0.0073697459922265	0.000575579050042175	0.0182664256717073	0.000689856278020419	0.0353021144522539	0.0147474788028714	0.00294192018096337	0.0118212142249422	0.00791356095027112	0.00603591055196751	0.00898416120127412	0.0188061888024835	0.0210092218898373	0.0105880779686198	0.00472484993140756	0.00456598903142131	0.000955937031829031	0.0141754338806707	0.00434393338916786	0.00515895450019728
C[Del(T):R(1,4)]C	0.00348674365097356	0.000980825238223179	0.00513485149758579	0.00439000580514429	0.00801405506446161	0.00893680145761284	0.0071785490400941	0.0290490020872447	0.0017179134773601	0.0145951510721129	0.00891328688031236	0.00502476147857689	0.00420555766510436	0.00708157773876738	0.0130445092593252	0.0120323264915069	0.000480090158391711	0.0230511294140446	0.00360235957267338	0.00471272176361514	0.000813432866829391	0.0149056269781047	0.00411671913314478	0.0022965337286375	0.0027585795025955	0.00392644383825586	0.00685590684531279	0.00651690908231006	0.00176414882288844	0.00418761420104863	0.0108513627796861	0.00254327004978113	0.00480400773790055	0.00494650960175497	0.0247359631721176	0.00955450740888332	0.0118831748569224	0.0142928881528555	0.000519125170097111	0.000871298288062468	0.00361588479902583	0.00198201537870836	0.0177507692200497	0.000517988317282848	0.00516249210288959	0.0037175522698743	0.00420798103131683	0.00280695590878861	0.020070111187828	0.00885018665223365	0.00381743363724939	0.00019901802652586	0.0161235773975681	0.000964902387372223	0.0221446182467737	0.0155159046264814	0.00383686831915836	0.0199338662524082	0.0104080924916692	0.00455079208533097	0.00815750552299466	0.0148305188041362	0.0179802175842683	0.00920939473138132	0.00355226318794185	0.00243051161979412	0.00146851101444252	0.0134931491889695	0.00693598642430316	0.00932019181147677
C[Del(T):R(1,4)]G	0.00226281622799963	0.00142303465197888	0.00265637679110265	0.00130328395958036	0.00751556326903918	0.00448298004386542	0.00736049699381206	0.0277160786803015	0.00159933609949059	0.0116945701167173	0.00594327042071967	0.00721860792832647	0.00413874348019788	0.00552876086368538	0.0255052055544436	0.0142808227410896	0.000348172175091099	0.0228573291719587	0.00217333466843146	0.00496046888199209	0.000635491188369653	0.0274860008167884	0.00435973387351844	0.00342615583160575	0.00048589426084262	0.00428624404358075	0.00791569764676764	0.00940188418434887	0.0038408906920654	0.00253083154134313	0.012106849895501	0.00233874681701497	0.0058977198004813	0.00302514481170563	0.0217248324124429	0.00546476313945029	0.0194350921661444	0.0116498609239127	0.000175673880179752	0.00227422449947744	0.00225273759847541	0.000686064944180269	0.0179522056926312	0.000508167463777996	0.00493577759953703	0.00324595291361799	0.00210796802220587	0.00140680933577772	0.0250185117899261	0.00816957836982697	0.00263851202737166	0.000582528273082846	0.0192775888362221	0.000371356900009266	0.0341039433757914	0.017142691408733	0.00278628844889228	0.0185085559948371	0.0079712861293363	0.00512742711964321	0.0100993903393099	0.0177025713766058	0.0228795949181954	0.0040741165605193	0.0045621930756499	0.00227498739215464	0.00122834505568971	0.0172295010377924	0.00292083852336779	0.00725488585404504
G[Del(T):R(1,4)]A	0.00197969533174747	0.00121518985946807	0.00508331141637178	0.0141770341720602	0.00355285488193562	0.084868344004914	0.00404619787473504	0.0194372093083557	0.000886389615050163	0.00931995927656289	0.00332422610662153	0.105304290283403	0.00281733996408865	0.00447773395181902	0.00789763177119424	0.00518224233047314	0.000294708520368335	0.0144810477754811	0.0043039866168812	0.0043023530710367	0.000376832414820065	0.0110582330359326	0.00462336334313194	0.00439379941637187	0.00663711035590116	0.00508847505103808	0.00559856056379022	0.0057458370905744	0.00177175434184813	0.00224513816143177	0.00866677803843414	0.00302551685927237	0.00319788281319462	0.00182719562642528	0.0140601705792031	0.00469496025852717	0.00400999988299783	0.00791348175216042	0.000603167467640417	0.000618708007902263	0.00228480105606933	0.00881205722419599	0.015569579567071	0.000415127542602816	0.00392381055138661	0.00419962244198098	0.00970602164891235	0.00209250086431378	0.0134763659380106	0.103450896033645	0.0080360059414696	0.000202203087086167	0.0106906060188957	0.00239554381782498	0.0243121656487026	0.010248306941725	0.00266017798166521	0.00529785337361158	0.00630474219703317	0.00590748812085475	0.00648525092838885	0.013214367164728	0.0151080414269271	0.0164238993751664	0.00342369096059265	0.0168653227136911	0.00106013462573096	0.0109937111314829	0.00216818775401345	0.00302445592728212
G[Del(T):R(1,4)]C	0.00189482555269509	0.000587636483878071	0.00250194588521023	0.0161422724668197	0.00491787120085282	0.00538590172266957	0.00270632415857534	0.020271488513399	0.000631270386563912	0.00625442697267576	0.00258969096685407	0.0125032282406883	0.0022232037503669	0.00422380930833315	0.00363520724857219	0.0038392243897959	0.000276360566612904	0.0147249317185107	0.00248638467727921	0.0028881513676467	0.000417053399962657	0.00716648802792014	0.00375718060119627	0.00120907199175449	0.00577849286475537	0.00380412700456435	0.0125358387013804	0.00530963871493105	0.00133450262603511	0.00217567023528166	0.00862785511294573	0.00172237018252986	0.0017137919741621	0.00191214132563922	0.0123908146302048	0.0027197686690504	0.00143842528823408	0.00867626227643424	0.000430610615266776	0.00115354167222835	0.00150444471835582	0.0086649359686161	0.0128017718498377	0.000299753623559624	0.00242709356465198	0.00305159806571536	0.0101930998387609	0.00207029327383803	0.0103235804104081	0.00691679242218034	0.00258345439235109	1.1389004427765e-05	0.00820100572659672	0.00235863956553439	0.0146204948784962	0.00961942570555765	0.00283234637251457	0.00734380574371939	0.00653230887405474	0.00444062830948834	0.00546850830025401	0.00901623013110285	0.0101317405343446	0.0090777757308624	0.00240014287462268	0.0111824196271679	0.0010184389542587	0.00980805436086598	0.00222129305280919	0.00228251274948009
G[Del(T):R(1,4)]G	0.00231098106441293	0.00139924450352503	0.00333344690805716	0.0143633508384835	0.00569065685690432	0.00672026755831527	0.004516169147931	0.0185753994991131	0.000847081214286421	0.00816819886452096	0.00265516943538473	0.308882092241209	0.00255352594009726	0.00353221368605637	0.0105146325919012	0.00566708542480219	0.000239050134335114	0.0158682489841913	0.00268019584282582	0.00441428189246167	0.000808471198263027	0.0111699765043709	0.0049005349060659	0.00249858182637787	0.00282728030450989	0.00418328059593655	0.00817613969583157	0.00728146584740496	0.00245269351664463	0.00242402242701433	0.00850705753878625	0.00283667074442425	0.00363033403222049	0.00338113698822729	0.0146394324174045	0.00513614945649683	0.00659430815128209	0.00865575579432226	0.000384297906472217	0.00133361588071018	0.0020275293299455	0.00813472170015738	0.014399827274326	0.000401607630849939	0.00693686190567697	0.00494834595238578	0.00859353474299921	0.00261434281868587	0.0120278874351287	0.00740330086350019	0.00214095993362051	0.000199355835979226	0.0121711034852952	0.00141706962124296	0.0238621893684615	0.00780226625018655	0.001854743731129	0.0111408690102593	0.00621879924896041	0.00451957089837555	0.00625527452011685	0.0143422778048543	0.0145433599400947	0.00699434865153976	0.00315216326229894	0.00791681412997255	0.000756274647558258	0.0118663069008164	0.00344378621355953	0.0048221265762962
A[Del(T):R(5,7)]A	0.077979957483877	0.0100353704817234	0.0107088995519925	0.0168330495022022	0.00304267601507772	0.0183151251231873	0.00299439148099032	0.0153304319600473	0.00513960600863827	0.00776923972696714	0.00316700493836343	0.00676311576994607	0.0133069119784318	0.00326581604863986	0.003762719702253	0.0121512569352205	0.00981697462551153	0.00552570483064993	0.0477866247866422	0.024422109466533	0.00520462638188146	0.0114639327627002	0.0067405272983665	0.00144999493386337	0.0655527872125573	0.068352134182496	0.00594626591067742	0.00645137290306739	0.0137128612095647	0.0628756041443032	0.00718596263746104	0.0132691573650776	0.00493543697374944	0.00766923625242291	0.00547772865357939	0.00370939098848966	0.00476003170795434	0.00641108249375332	0.00680317068043777	0.00629643453619919	0.00639293497129666	0.0179981010158666	0.00787173598157109	0.0109241861254262	0.00641767008826484	0.00467137653935823	0.010388962698488	0.071008870099164	0.00827826465521862	0.0194189522681194	0.00404385816127144	0.00210204345281605	0.0094008095802635	0.0357165366017482	0.0238364577317646	0.00638936068460424	0.0154714460343253	0.0124831352243926	0.138637250086803	0.0577395936023483	0.0250154033268044	0.0184538714369847	0.0112149152028965	0.161818781211887	0.0101622576077521	0.154276693722543	0.0168159973760559	0.0129689460548353	0.00221518906313382	0.00234343434759084
A[Del(T):R(5,7)]C	0.0342460130584161	0.0068768053492434	0.00538679804673481	0.0682613654235974	0.00225979304577416	0.00258440268227529	0.00183857471645741	0.00973578057598965	0.0028737938990943	0.0062680093653151	0.00167544751275505	0.00379793307285083	0.00765936649442038	0.00663015811893928	0.00190608928455035	0.00286140716576104	0.0104154339592473	0.00353712876609335	0.0375730807518129	0.0152132829986973	0.00308181992156286	0.00538938961605883	0.00391363186835149	0.000742826591772088	0.0326985172563907	0.0427320587336541	0.00428795517331372	0.00314788764467946	0.00997658266929359	0.024404330111809	0.00438823280524074	0.0109176920926116	0.00152986647948602	0.0177046306815679	0.00414639491700444	0.00184524349944463	0.00304087505509159	0.00412507874647873	0.00296011933680996	0.00419476733533449	0.00305031269511807	0.0536853051386645	0.00424482706638457	0.00487530031343495	0.011880330410195	0.00419683710180404	0.0582767057065353	0.0315700299295965	0.00530480131150597	0.00268591828527974	0.00132113297851607	0.00133878712218244	0.00591067460475466	0.0255496163458753	0.0161491732169491	0.00466125008552591	0.0171723646498591	0.0192883163298358	0.0567516036665315	0.0380029184822543	0.0184664235229406	0.0103375658607028	0.00688026648672551	0.0710879085662701	0.0083109606032709	0.0367100613031331	0.0111333680547754	0.00980879381823737	0.0034003990314022	0.000943718967289412
A[Del(T):R(5,7)]G	0.0516106568205022	0.00433657382230545	0.00522571015961148	0.0124672835178006	0.00167689324975794	0.0022738553046798	0.00289161424012696	0.0111883588486885	0.0026138129981154	0.00622492830481787	0.00266345204347657	0.00631726955596471	0.00296167900476446	0.00288567321088987	0.00318435686381011	0.00411151504650773	0.0101007387524117	0.00371069696157181	0.0543042978256747	0.0105176996134804	0.00229067027949505	0.00690814215651083	0.00428849628375095	0.000701125739213666	0.0203081779717079	0.0333321648929013	0.00507548140477273	0.0049515609554301	0.00521834619447773	0.0372167196255895	0.0033473715920033	0.00764679590642951	0.00209988464195717	0.0226646927424692	0.00488869721243828	0.00239637786608405	0.00291006885521728	0.00435242506540356	0.0025531619934168	0.00227140565827652	0.00132216055092825	0.00742031880889888	0.00503439670887841	0.00233018423313867	0.00525411418831526	0.00638011396408463	0.00877091690066306	0.0412052541575931	0.00535513002675776	0.00280036745811393	0.00228927143795714	0.00116746947083259	0.00532013856834445	0.0128524068892969	0.0185873058377586	0.00318275989326368	0.00695018673972441	0.0145420007541501	0.0790091887389931	0.0295188894874656	0.0144196661130581	0.0112040708062085	0.00842011623935032	0.0705583668584712	0.00552292996142945	0.0646922652401177	0.00807672047907993	0.00763413986670253	0.0017379712628051	0.00203383699954237
C[Del(T):R(5,7)]A	0.0421196825839691	0.00474761847992679	0.00718485487676195	0.00830979134686298	0.00210421184327371	0.00462271839694456	0.00185321721758695	0.00606367471199142	0.00129098748607872	0.00347086646416999	0.00368357528733602	0.0134333105579176	0.00621222735286025	0.00289226405427368	0.00506460927396842	0.00387002490168393	0.00270209466326793	0.00213008388003177	0.00178034987506021	0.0110770478327668	0.0020318249487149	0.0106724343052552	0.00188293576047269	0.000776669763021982	0.0379284014353194	0.0271208000429006	0.00557868948626294	0.00236922208289887	0.00530552298763961	0.0331974487848118	0.00285813335906203	0.00567377770190453	0.00167480552982081	0.005158181210632	0.00337021659899337	0.00312671373533989	0.00604738764627716	0.00496330465321663	0.00133184725494022	0.00334618559106761	0.00335337376749092	0.0104142014422692	0.00332327992685687	0.00315822280626855	0.00477995317687878	0.00790070337920393	0.00707822486055851	0.0355395165351707	0.00582867382854214	0.00708555067712815	0.00239503840614153	0.00115231630392446	0.00512600189535425	0.0282828957050276	0.0143180881035317	0.00287511038601693	0.00564964600501783	0.0026187239410142	0.0818706252732876	0.0230839757393781	0.0101155843859333	0.00939217842484697	0.00626167311467777	0.0192828026127536	0.00527589780159563	0.0330175398496968	0.0069460442070317	0.00593302720158869	0.00118968936667046	0.00201379727088318
C[Del(T):R(5,7)]C	0.0350146640293213	0.00271273185366883	0.00187121827691036	0.098908307620177	0.00174373479328615	0.00286810181301352	0.00105232290440992	0.00612776115481332	0.00188281903676323	0.00404111177435887	0.00160762185561205	0.00497202385291787	0.00547932419747111	0.00283888176632902	0.00377356258403592	0.00347484801775394	0.00674891583199572	0.00257566590250733	0.00226383939305209	0.00614179356460988	0.00264049523746243	0.0100645573706934	0.00134283353230623	0.000413010757900933	0.014728981572257	0.0232133871581839	0.00622919770640013	0.00194221503218722	0.00380103252276715	0.0257106867836007	0.00235403123250998	0.00333084323955166	0.00158774609078602	0.0103829883558781	0.00439642416078339	0.00257312626941242	0.00421658066761875	0.00362540461338411	0.000614650778775393	0.00265178340621144	0.00968174521481547	0.0696970689095317	0.00408575911728892	0.0021083511579064	0.00389304693146266	0.00630628525593761	0.0700007659012608	0.0321753360994741	0.00634456889358901	0.00181365395681645	0.00225154444486919	0.000380373444490016	0.00360380660054028	0.00843975345175509	0.0134935044643452	0.0109920720594246	0.0138474561713583	0.00971950293952681	0.0597680381417133	0.0210477655110054	0.0119004510978019	0.00730041149379416	0.00524719765861584	0.0149950741625903	0.00422952162379777	0.0183823213808677	0.00672614389711282	0.00665715435918326	0.00327539379636284	0.00308183868213889
C[Del(T):R(5,7)]G	0.0388422162164702	0.00206145841437764	0.00207758301951369	0.0055868386265895	0.00203905895423892	0.0016664635122765	0.00142497958706372	0.00547026099963524	0.000844448796497717	0.00160275543615935	0.00172158190961843	0.00397180243244543	0.00242668099516413	0.00156397878726427	0.00438737377805823	0.00237095424583959	0.00267242189595054	0.00202219689231462	0.000817989375951729	0.00563398357448244	0.00099778909895411	0.00875652668589812	0.00247686063764826	0.000877050492954623	0.00506497374777733	0.0197687014246427	0.00374473536788777	0.00196041701718708	0.00201671974906733	0.029178993090785	0.00131766331364212	0.00214386578936559	0.00302997022045994	0.00968243796018212	0.00334134938832576	0.00140910938758015	0.00408444573659448	0.00249650906364863	0.000682041823429825	0.00162514485942024	0.00192882845665425	0.00092037436282155	0.00299608061218542	0.00104432630862686	0.00286982218181834	0.00831613170855844	0.00246365457785766	0.0295366246630303	0.0047272820381991	0.00139429304638527	0.00131863035874241	5.88753618723446e-06	0.00311140314678016	0.00295592075941757	0.0137994776750826	0.00484918549211335	0.00442606641241647	0.00579163314783228	0.0647160673832967	0.0166925261811263	0.00844597425164915	0.00692971451743789	0.00521380539925615	0.0186911066692114	0.00271259991126163	0.0177128305596599	0.00489882555020371	0.00616799429023482	0.00176897976580398	0.00156697716072742
G[Del(T):R(5,7)]A	0.0272694064575689	0.00250675518232369	0.00346731204812316	0.0905240400990662	0.00190903255824512	0.00434328152498042	0.00176885730123389	0.00505478406000761	0.00289261212896219	0.00284434549896309	0.00129616071842533	0.00518142324891694	0.00454870715827285	0.00264466449435776	0.00148513673255027	0.00290556313075309	0.00331050344561111	0.00253664773790762	0.00226900967460108	0.00474181181464813	0.00185555851649728	0.00456689711091234	0.0014307137000952	0.000510565479643665	0.012520863681681	0.0151050288374071	0.00394036535594703	0.00189855623876169	0.00184405858067739	0.0183303916595329	0.0035122679117478	0.00245673675893571	0.00236140584775406	0.00410679825901576	0.00345007932221919	0.00157250045258855	0.00195456352159818	0.00290558524129	0.0012392218373511	0.00188942503985482	0.00334698836402116	0.0675099100153056	0.00422478593825177	0.00140702725131935	0.00454019757377585	0.0147897093096918	0.0610493991513169	0.0255946972256061	0.00486088827544713	0.00538915341580853	0.0019549527189431	0.000581804395682776	0.0050188730250097	0.00611092826227595	0.0148590677172386	0.00440626769233933	0.00308708289445209	0.00835767788107045	0.0581031115461369	0.0126993114062836	0.00736707371456711	0.00969483843129003	0.00615326020770233	0.0194213047121798	0.00326037863121176	0.0482984538028137	0.00313226256501763	0.00492139541088787	0.00155185549660886	0.00171039289852917
G[Del(T):R(5,7)]C	0.0201467873012338	0.00220801409068936	0.00121944234285593	0.0734794453017347	0.000769361371317398	0.00169817153082011	0.00099075965248714	0.00406430552310911	0.000568744535213319	0.00250339528484733	0.00209005005298779	0.00351931554317428	0.00340897702127572	0.00307120899560826	0.00122731709904509	0.00153401430228246	0.00634432443068377	0.00169786574324168	0.00111873981814099	0.00425561492857105	0.00287798259196793	0.00487912269505865	0.00130566449507198	0.000633577250771926	0.00642124445445025	0.0147505240959603	0.00418709790191073	0.00220104567806767	0.00186520344310754	0.0146521072828453	0.00123835761597138	0.00294701747497193	0.00163533904130996	0.00763760482900879	0.00257191602838141	0.00194985471330403	0.00126284823044568	0.0020953266549835	0.000537583395627209	0.0014446008440716	0.00256862405388582	0.0531400419925382	0.00302809742575746	0.00157217120341871	0.00153840392097941	0.00499064185877648	0.0600588081177007	0.0203888699150154	0.00439078314147589	0.00130524229213266	0.00128703478409993	0.000393837564131316	0.00407092153852213	0.00442220024309345	0.00949854037693869	0.00471983311016835	0.00484303853342359	0.00717917646567468	0.0348920483337507	0.0133962900806026	0.00718258987866064	0.00591554327851619	0.00418989786711185	0.0111121809965539	0.00295836964846347	0.0186994418506385	0.00497678314872765	0.00468128819173329	0.00297689869469683	0.00182769937999775
G[Del(T):R(5,7)]G	0.0225641291163965	0.00192900789871717	0.00210925436590859	0.0589655957874088	0.00181948442193855	0.00156628051398857	0.00173209703813057	0.0048668849569426	0.00204825819436677	0.0037331314941864	0.00139765639152477	0.00374092990393997	0.00266934144420136	0.00369900454523694	0.00211407305002716	0.00164701374718273	0.00509124990474866	0.00155513506251897	0.00130432440860906	0.00462852895961825	0.00254887113984235	0.00532902742530998	0.00302878737152499	0.000926172488971101	0.0054700162868649	0.0129863410485162	0.00443348385931292	0.00289496812730238	0.00206035650044638	0.0158267648631852	0.00287644779940387	0.00208923294896553	0.00262882473906256	0.00689786350284035	0.00338486797875801	0.00212071378770576	0.00234384483933924	0.00276101526395162	0.000459178852724521	0.00125761771107773	0.00355713362949417	0.0403045468258045	0.00281287076994295	0.000983527301198183	0.00278890048593144	0.00597832004683086	0.0367157927520117	0.0203520353263956	0.00371893049839565	0.00187614122741492	0.00138100815660093	0.000777203035208287	0.00442422155396068	0.00322338225250106	0.0177095086079908	0.00649216901831867	0.00450969620059702	0.00424686265601217	0.0367956008068942	0.0114210941817269	0.00639711970618318	0.00902181494002427	0.00606155521313761	0.0101465131716941	0.00278042988710462	0.0303773014347635	0.00310207201566038	0.00567050179919898	0.00357695560836721	0.0015871917740823
A[Del(T):R(8,)]A	0.0583938608655539	0.00500188958764206	0.00560560881415145	0.00914445046012145	0.000812331818016875	0.000293617845081632	0.000312385231238519	0.000585998827219916	0.000629491725895869	0.00214401756623325	0.00112522063741576	0.00150593065622668	0.0109624736345361	0.000831597892219938	0.000374466667288992	0.00527890476420166	0.0076310222402951	0.000255055036145865	0.00575728828676559	0.0152819850341156	0.0069334428154177	0.000527759810079269	0.00131469010534042	0.000149112139451327	0.03055122523141	0.0472521082552046	0.000737116850677594	0.00115167075563006	0.00695694986830813	0.0451868947624824	0.00221392386799008	0.00783447752207588	0.000850878290527052	0.00291775598040544	0.000254445225293486	0.00302367883865307	0.000965212452853574	0.000593850981977645	0.00160063443532222	0.00484042014883371	0.00270956682705399	0.00543748939837362	0.000597051426569052	0.00796675495594482	0.00153918415771661	0.00146089372935162	0.00293382318763223	0.0460307406665086	0.000219791669162971	0.0012129691383867	0.000474340295350427	0.000753556373472673	0.000656430173957849	0.0209563408691744	0.00296163867327142	0.000783957858509499	0.00145420030377212	0.00634841185155745	0.00142919501079231	0.0357759474623757	0.00967271583037835	0.00446321113511509	0.000746318174961971	0.00203699932438036	0.00364431946889978	0.0358987676410783	0.0105596090010586	0.00258903864824451	0.00195144608783559	0.00198253405969463
A[Del(T):R(8,)]C	0.0349764711603995	0.00433783172277988	0.00378813397368254	0.0722008079065982	0.000305839311114611	0.000817915508487472	0.000243153943699895	0.000807201227268117	0.00106461141398804	0.00215161509888475	0.00203663127767229	0.00196147128668949	0.00175170471802501	0.00230034607951654	0.000252191251748251	0.00458454431919325	0.0136063391799805	0.00046317017068546	0.00230982638169761	0.010871771599434	0.00383836790840259	0.000404246790693877	0.00179797953733059	0.000565523297450688	0.0129900816067892	0.0341649161313469	0.0020505719693266	0.000840718296623466	0.005963369292425	0.0256232234039907	0.00137156388702914	0.007638113370036	0.00154423351570326	0.00957271958858944	0.0010912737222973	0.0030629567867914	0.00109594483433066	0.000831876257104356	0.000882733239827318	0.00512885392936238	0.00286955665843541	0.0678165857913739	0.00188088119561179	0.00354977250613155	0.00249408246166028	0.00228107325071567	0.0679150282887831	0.0288656863949065	0.000259074186781198	0.000323666443642901	0.00104650174110386	0.000765669255300508	0.000664059892697949	0.0083014149145672	0.0044915540780071	0.000333285119769936	0.00259492025943963	0.000406197214420747	0.000702296232528049	0.0256041192603135	0.00986551269749406	0.00426785555239777	0.000647125254912755	0.00381939768403914	0.00292432141351588	0.00978740112899694	0.00881418494505978	0.00294491603488601	0.00229953831293907	0.00107149795582937
