Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP23435	5.74E-01	1.37E+00	3.29E+00	2.52E+00	4.38E-01	2.31E-01	9.63E-01	1.10E+00	3.84E-01
SP112829	4.58E-01	2.25E+00	8.27E+00	5.27E+00	7.02E-01	2.37E-01	5.95E+00	1.12E+00	6.27E+00
SP112947	2.29E-01	2.01E+00	1.92E+00	3.63E+00	5.30E-01	2.33E-01	4.89E-01	3.26E+00	4.23E+00
SP112985	0.00E+00	8.90E-02	7.12E-01	6.62E-01	0.00E+00	0.00E+00	3.29E-01	7.61E-01	1.29E+00
SP112925	5.14E-01	2.02E+00	2.26E+00	3.42E+00	6.94E-01	6.08E-01	1.38E+00	2.98E+00	3.68E+00
SP112937	5.34E-01	6.81E-01	1.50E+00	1.34E+00	4.64E-01	0.00E+00	7.01E-01	7.82E-01	1.01E+00
SP112989	2.26E-01	9.72E-01	2.38E+00	1.65E+00	2.28E-01	0.00E+00	1.20E+00	6.40E-01	1.02E+00
SP111145	9.27E-01	1.84E+00	4.53E+00	3.05E+00	5.33E-01	1.56E-01	1.35E+00	1.54E+00	9.18E-01
SP111143	5.89E-01	1.34E+00	2.39E+00	2.18E+00	4.45E-01	0.00E+00	1.00E+00	9.10E-01	6.97E-01
SP125584	1.54E-01	1.83E-01	1.66E-01	1.26E-01	1.94E-01	1.35E-01	1.62E-01	9.61E-02	1.85E-01
SP111144	7.44E-01	2.30E+00	4.67E+00	3.48E+00	6.74E-01	0.00E+00	5.98E-01	1.65E+00	1.61E-01
SP116296	6.92E-02	7.82E-01	2.13E+00	1.79E+00	1.46E-01	0.00E+00	4.35E-01	4.93E-01	3.44E-01
SP116254	6.63E-01	1.22E+00	1.74E+00	1.63E+00	1.07E+00	0.00E+00	8.84E-01	2.84E-01	8.58E-01
SP116256	7.15E-01	1.40E+00	1.78E+00	1.68E+00	1.04E+00	0.00E+00	9.51E-01	4.57E-01	6.62E-01
SP116274	5.19E-01	1.15E+00	2.10E+00	1.59E+00	5.30E-01	0.00E+00	5.41E-01	9.39E-01	1.55E-01
SP116259	3.82E-01	1.59E+00	3.27E+00	2.12E+00	2.75E-01	0.00E+00	1.44E+00	9.73E-01	6.42E-01
SP116290	2.19E-01	5.14E-01	1.04E+00	1.11E+00	3.58E-01	0.00E+00	1.63E-01	6.58E-01	1.16E-01
SP116258	4.41E-01	1.31E+00	2.24E+00	1.95E+00	8.38E-01	0.00E+00	1.05E+00	6.90E-01	6.22E-01
SP116261	0.00E+00	4.09E-01	9.21E-01	9.80E-01	2.75E-01	6.67E-02	2.23E-01	6.17E-01	1.00E-02
SP23463	7.47E-02	5.69E-01	6.53E-01	7.61E-01	3.38E-01	1.67E-01	2.82E-01	5.12E-01	3.53E-01
SP116268	2.55E-01	5.14E-01	7.80E-01	7.81E-01	2.10E-01	0.00E+00	1.52E-01	5.72E-01	1.26E-01
SP23471	2.83E-01	7.60E-01	1.15E+00	1.14E+00	2.09E-01	0.00E+00	4.23E-01	5.67E-01	2.42E-01
SP116266	3.13E-01	8.92E-01	1.89E+00	1.75E+00	3.40E-01	0.00E+00	6.05E-01	9.00E-01	4.87E-01
SP116264	4.13E-01	1.55E+00	2.09E+00	1.88E+00	4.14E-01	3.33E-01	1.09E+00	9.84E-01	6.29E-01
SP116269	2.60E-01	1.25E+00	2.87E+00	2.00E+00	4.00E-01	0.00E+00	9.20E-01	1.19E+00	4.79E-01
SP116275	5.43E-01	9.62E-01	2.16E+00	1.58E+00	3.33E-01	0.00E+00	4.41E-01	9.24E-01	2.60E-01
SP23447	3.26E-01	9.15E-01	1.90E+00	1.58E+00	2.62E-01	0.00E+00	6.65E-01	6.14E-01	3.06E-01
SP116255	7.66E-01	1.46E+00	2.12E+00	1.88E+00	1.05E+00	0.00E+00	1.41E+00	4.09E-01	8.86E-01
SP23455	3.96E-01	6.38E-01	1.29E+00	1.14E+00	2.01E-01	0.00E+00	7.97E-01	7.38E-01	6.25E-01
SP23475	4.00E-01	6.57E-01	1.05E+00	1.06E+00	0.00E+00	0.00E+00	4.01E-01	7.00E-01	1.32E-01
SP116227	5.32E-01	1.24E+00	1.90E+00	1.44E+00	5.29E-01	0.00E+00	7.57E-01	7.95E-01	5.38E-01
SP116226	2.07E-01	6.26E-01	8.21E-01	8.59E-01	2.16E-01	0.00E+00	4.51E-01	6.52E-01	1.62E-01
SP23443	5.84E-01	1.56E+00	1.87E+00	1.80E+00	2.83E-01	3.08E-01	9.42E-01	6.38E-01	5.74E-01
SP116260	5.16E-01	1.07E+00	2.47E+00	1.97E+00	3.95E-01	0.00E+00	1.39E+00	8.08E-01	6.69E-01
SP116280	8.35E-01	2.19E+00	4.74E+00	3.19E+00	8.45E-01	3.84E-01	1.84E+00	1.86E+00	1.04E+00
SP116224	2.84E-01	9.19E-01	1.48E+00	1.28E+00	4.26E-01	0.00E+00	3.28E-01	5.12E-01	3.05E-01
SP116249	0.00E+00	0.00E+00	3.12E-02	0.00E+00	0.00E+00	6.74E-02	1.05E-01	1.09E-01	3.00E-02
SP116232	1.10E-01	9.01E-02	6.92E-02	3.85E-01	1.30E-01	4.00E-02	7.64E-02	2.82E-01	7.87E-02
SP116251	1.98E-01	4.79E-01	1.45E+00	6.61E-01	1.39E-01	0.00E+00	1.10E+00	5.20E-01	4.06E-01
