Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP23435	3	27	87	62	5	0	9	22	0
SP112829	0	0	181	152	4	0	9	0	65
SP112947	1	47	0	10	15	4	0	30	218
SP112985	0	0	0	0	0	0	0	0	32
SP112925	6	58	0	18	24	11	24	29	166
SP112937	8	0	35	24	10	1	0	17	27
SP112989	0	6	43	31	3	0	3	15	21
SP111145	20	20	107	51	10	0	6	55	0
SP111143	3	27	89	76	9	0	0	15	0
SP125584	2	1	6	0	3	2	0	0	0
SP111144	9	93	45	100	15	0	0	53	0
SP116296	0	10	6	32	0	0	10	4	8
SP116254	14	87	32	59	60	2	0	0	0
SP116256	16	82	20	56	64	1	0	0	2
SP116274	9	16	30	23	12	0	1	28	0
SP116259	1	58	46	50	1	0	17	18	0
SP116290	0	0	30	36	7	0	0	10	0
SP116258	0	77	57	53	35	0	0	3	1
SP116261	0	3	0	31	1	0	5	7	0
SP23463	0	16	4	15	7	2	1	12	3
SP116268	3	4	12	27	1	0	0	15	0
SP23471	2	19	27	25	4	0	0	11	0
SP116266	1	16	44	37	2	0	0	28	0
SP116264	4	36	44	57	4	7	3	24	0
SP116269	0	29	47	49	1	1	0	38	0
SP116275	11	23	45	30	5	0	0	27	0
SP23447	1	6	50	11	2	0	0	14	0
SP116255	22	94	31	47	66	1	0	0	4
SP23455	5	1	35	24	0	0	0	27	3
SP23475	8	3	23	29	0	0	0	19	0
SP116227	1	96	74	18	14	0	0	11	0
SP116226	4	14	0	27	2	0	10	10	0
SP23443	18	79	0	76	0	4	15	7	0
SP116260	9	29	71	41	4	0	2	13	0
SP116280	11	137	136	63	30	5	0	68	0
SP116224	3	22	13	23	11	0	0	8	1
SP116249	0	0	0	0	0	0	0	3	0
SP116232	1	0	0	12	0	0	1	3	0
SP116251	0	0	25	9	0	0	17	7	0
SP116272	6	21	53	15	6	0	0	22	0
SP116286	1	0	20	28	0	0	0	0	0
SP116282	4	31	5	56	0	0	13	11	0
SP116288	2	7	5	6	0	0	2	0	0
SP23467	2	31	14	30	5	0	7	22	3
SP116263	2	12	0	24	5	0	2	19	0
SP116292	4	8	10	30	0	0	0	9	0
SP116248	0	3	30	10	2	0	1	8	1
SP116276	1	0	0	12	2	1	1	0	0
SP116265	6	18	132	62	7	3	0	37	0
SP116267	3	16	91	48	1	0	0	26	0
SP116253	0	11	40	51	16	0	1	32	0
SP23481	2	1	0	34	1	0	0	12	0
SP116233	10	48	40	42	62	0	0	0	1
SP116284	11	37	53	24	12	0	4	5	0
SP116270	0	7	20	28	0	0	6	12	2
SP116257	0	71	51	46	14	0	0	14	0
SP116298	0	3	7	0	2	0	0	1	0
SP116294	0	1	0	22	8	0	0	1	0
SP23439	2	12	83	41	89	6	1	86	0
SP23483	0	0	0	6	0	0	4	0	0
SP116262	2	8	21	19	1	0	2	14	0
SP116228	30	91	22	111	98	1	21	48	0
SP116222	2	12	25	44	0	1	7	7	0
SP23451	0	0	53	37	0	0	4	9	0
SP116247	15	49	0	42	5	0	8	32	0
SP116225	0	0	13	48	11	0	2	16	11
SP116273	7	24	33	12	3	0	0	26	0
SP116221	3	8	36	18	6	0	1	6	0
SP116271	0	0	16	5	0	0	4	11	0
SP23459	1	23	15	20	0	0	8	17	1
SP23479	6	10	27	24	2	0	3	7	0
SP116223	4	6	32	28	0	0	2	11	0
SP116229	18	135	123	32	0	6	0	34	3
SP23477	0	1	30	24	8	0	5	0	1
SP116252	11	7	38	51	15	0	0	18	0
SP116278	0	0	0	4	1	0	0	1	0
SP23431	300	297	142	54	5	0	0	23	0
SP116231	0	49	25	26	3	1	0	9	1
SP116250	2	4	0	13	1	0	0	16	0
SP112815	11	121	16	100	26	3	14	20	41
SP112799	0	38	17	57	2	0	19	23	0
SP112835	0	1	67	84	0	0	18	49	19
