MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	9.14E-05	4.24E-05	3.19E-04	1.24E-03	1.72E-03	1.57E-03	3.30E-03	1.10E-03	3.73E-04
1:Del:C:1	2.89E-05	1.12E-04	1.51E-04	5.41E-04	8.37E-04	6.99E-04	2.24E-03	7.46E-04	2.13E-04
1:Del:C:2	4.61E-05	8.24E-05	1.34E-04	4.07E-04	4.09E-04	7.75E-04	1.70E-03	5.83E-04	1.74E-04
1:Del:C:3	1.92E-04	1.93E-04	1.52E-05	1.21E-03	8.90E-04	2.47E-04	4.75E-04	2.50E-04	1.17E-04
1:Del:C:4	5.01E-04	4.87E-04	3.05E-05	3.01E-03	2.41E-03	2.33E-04	3.49E-04	1.40E-04	1.02E-04
1:Del:C:5	9.84E-04	1.07E-03	4.88E-05	5.02E-03	4.96E-03	3.39E-05	3.92E-04	2.41E-04	5.30E-05
1:Del:T:0	7.08E-05	2.38E-04	4.68E-05	6.03E-04	1.17E-03	7.42E-04	2.90E-03	8.29E-04	2.15E-04
1:Del:T:1	4.76E-05	1.04E-04	1.44E-04	3.21E-04	5.99E-04	7.24E-04	2.04E-03	5.38E-04	1.60E-04
1:Del:T:2	4.59E-05	1.25E-03	1.89E-04	5.55E-04	9.04E-04	4.30E-04	1.50E-03	5.08E-04	2.01E-04
1:Del:T:3	2.56E-04	4.01E-03	2.63E-06	1.34E-03	2.79E-03	6.01E-04	7.92E-04	4.39E-04	2.96E-04
1:Del:T:4	5.97E-04	6.12E-03	2.05E-04	2.61E-03	4.74E-03	4.79E-04	3.84E-04	1.75E-04	3.93E-04
1:Del:T:5	3.63E-03	1.07E-02	3.25E-03	6.40E-03	2.54E-02	3.96E-03	4.39E-03	3.46E-04	1.54E-03
1:Ins:C:0	2.82E-05	7.39E-05	7.99E-04	2.25E-03	2.71E-03	4.39E-04	5.74E-03	1.65E-03	1.57E-04
1:Ins:C:1	7.55E-06	2.06E-05	1.07E-04	6.56E-04	7.43E-04	2.16E-04	1.52E-03	5.47E-04	9.58E-05
1:Ins:C:2	1.42E-06	1.84E-05	4.24E-05	7.24E-05	1.59E-04	1.01E-04	2.91E-04	1.45E-04	8.22E-05
1:Ins:C:3	2.98E-05	4.58E-05	6.27E-05	2.61E-04	2.89E-04	1.15E-04	4.82E-04	2.35E-04	2.81E-05
1:Ins:C:4	1.58E-04	3.16E-04	2.71E-04	6.71E-04	3.41E-04	8.73E-05	1.17E-03	2.48E-04	3.03E-05
1:Ins:C:5	6.53E-04	1.38E-03	1.30E-03	2.37E-03	8.51E-04	2.85E-04	4.47E-03	6.51E-04	6.96E-05
1:Ins:T:0	5.27E-05	8.37E-05	2.95E-04	1.24E-03	1.45E-03	3.91E-04	3.07E-03	1.03E-03	1.60E-04
1:Ins:T:1	1.68E-05	5.18E-05	1.42E-04	3.74E-04	5.76E-04	1.12E-03	2.44E-03	6.48E-04	1.61E-04
