Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
CPCT02070426T	22	45	57	37	129	38	61	79	32	39	0
CPCT02150047T	32	61	127	11	48	69	32	44	38	52	1
CPCT02070125T	110	0	176	1206	0	95	126	59	16	274	0
CPCT02190054T	130	52	357	130	295	86	61	56	39	96	0
CPCT02130169T	52	28	131	1189	251	171	185	100	24	128	11
CPCT02020918T	57	127	142	5	154	40	42	26	50	53	4
CPCT02070459T	56	12	353	33	172	8	63	53	46	72	3
CPCT02140055T	38	0	72	240	62	81	79	31	30	49	0
DRUP01070028T	129	41	289	19	11	117	376	32	0	24	0
CPCT02160061T	115	113	234	50	36	368	46	66	44	55	0
CPCT02020656T	42	97	249	46	98	367	133	43	57	38	0
CPCT02020931T	33	61	260	31	127	7	51	49	49	35	0
