MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.84E-04	2.39E-04	4.23E-05	3.06E-04
1:Del:C:1	2.39E-04	2.95E-04	3.84E-05	3.61E-04
1:Del:C:2	1.54E-04	1.91E-04	3.64E-05	2.02E-04
1:Del:C:3	8.82E-05	1.30E-04	5.48E-05	1.59E-04
1:Del:C:4	6.29E-05	8.55E-05	8.44E-05	1.10E-04
1:Del:C:5	5.78E-05	8.23E-05	1.28E-04	6.18E-05
1:Del:T:0	1.52E-04	1.98E-04	3.72E-05	2.85E-04
1:Del:T:1	1.35E-04	1.78E-04	3.15E-05	2.70E-04
1:Del:T:2	1.34E-04	1.63E-04	4.83E-05	2.33E-04
1:Del:T:3	1.03E-04	2.03E-04	8.54E-05	2.42E-04
1:Del:T:4	1.10E-04	1.71E-04	1.48E-04	2.02E-04
1:Del:T:5	5.37E-04	3.21E-04	4.68E-04	6.75E-04
1:Ins:C:0	5.37E-05	1.02E-04	2.22E-05	1.46E-04
1:Ins:C:1	3.40E-05	6.96E-05	1.54E-05	8.57E-05
1:Ins:C:2	3.06E-05	5.41E-05	1.52E-05	7.43E-05
1:Ins:C:3	2.73E-05	5.00E-05	3.17E-05	6.69E-05
1:Ins:C:4	2.40E-05	4.62E-05	4.80E-05	5.66E-05
1:Ins:C:5	6.47E-05	1.24E-04	7.77E-05	1.54E-04
1:Ins:T:0	5.43E-05	1.10E-04	2.08E-05	1.64E-04
1:Ins:T:1	1.02E-04	1.73E-04	1.93E-05	2.20E-04
1:Ins:T:2	6.96E-05	1.11E-04	6.53E-05	8.25E-05
1:Ins:T:3	5.62E-05	1.02E-04	5.19E-05	1.33E-04
1:Ins:T:4	5.25E-05	1.08E-04	4.53E-05	1.12E-04
1:Ins:T:5	1.21E-03	1.06E-03	3.58E-04	7.25E-04
2:Del:R:0	6.04E-05	1.03E-04	1.58E-05	1.47E-04
2:Del:R:1	6.66E-05	1.12E-04	4.59E-05	1.74E-04
2:Del:R:2	3.27E-05	7.82E-05	3.19E-05	8.58E-05
2:Del:R:3	2.23E-05	4.65E-05	3.83E-05	6.84E-05
2:Del:R:4	1.52E-05	3.36E-05	3.16E-05	5.25E-05
2:Del:R:5	1.33E-05	4.11E-05	4.00E-05	7.80E-05
3:Del:R:0	4.28E-05	5.41E-05	9.12E-06	1.23E-04
3:Del:R:1	5.45E-05	1.13E-04	3.52E-05	1.46E-04
3:Del:R:2	2.79E-05	5.68E-05	2.28E-05	6.74E-05
3:Del:R:3	1.64E-05	3.51E-05	1.08E-05	2.97E-05
3:Del:R:4	8.13E-06	1.76E-05	1.26E-05	2.71E-05
3:Del:R:5	4.24E-06	1.21E-05	1.28E-05	1.19E-05
4:Del:R:0	3.45E-05	4.97E-05	4.92E-06	1.02E-04
4:Del:R:1	4.57E-05	8.83E-05	2.63E-05	1.32E-04
4:Del:R:2	2.31E-05	4.80E-05	1.81E-05	6.65E-05
4:Del:R:3	1.66E-05	3.50E-05	1.17E-05	4.33E-05
4:Del:R:4	9.76E-06	2.06E-05	3.76E-06	7.65E-06
4:Del:R:5	5.30E-06	1.43E-05	4.82E-06	2.09E-05
5:Del:R:0	1.85E-04	7.35E-06	1.89E-05	4.04E-04
5:Del:R:1	3.10E-05	6.76E-05	1.49E-05	1.16E-04
5:Del:R:2	1.49E-05	2.69E-05	8.39E-06	3.94E-05
5:Del:R:3	3.68E-07	1.04E-05	2.72E-06	1.84E-05
5:Del:R:4	3.20E-06	4.22E-06	2.06E-06	9.57E-06
5:Del:R:5	1.95E-06	4.82E-09	5.65E-11	6.21E-10
2:Ins:R:0	3.97E-05	1.05E-04	1.47E-05	1.73E-04
2:Ins:R:1	4.45E-05	8.08E-05	1.72E-05	9.04E-05
2:Ins:R:2	3.01E-05	5.07E-05	1.60E-05	7.72E-05
2:Ins:R:3	1.69E-05	3.17E-05	1.49E-05	5.39E-05
2:Ins:R:4	1.56E-05	4.23E-05	3.52E-05	5.65E-05
2:Ins:R:5	2.27E-06	7.77E-05	7.46E-05	8.79E-05
3:Ins:R:0	1.95E-05	4.82E-05	1.15E-05	9.69E-05
3:Ins:R:1	3.79E-05	6.45E-05	0.00E+00	7.47E-05
3:Ins:R:2	1.53E-05	2.77E-05	1.17E-06	5.43E-05
3:Ins:R:3	4.91E-06	8.94E-06	1.60E-06	1.24E-05
3:Ins:R:4	3.93E-06	7.43E-06	8.99E-06	6.55E-06
3:Ins:R:5	4.79E-06	1.97E-05	1.59E-05	2.12E-05
4:Ins:R:0	1.07E-05	4.76E-05	7.04E-06	1.12E-04
4:Ins:R:1	2.93E-05	5.92E-05	9.38E-06	7.11E-05
4:Ins:R:2	9.85E-06	1.46E-05	2.24E-11	3.25E-05
4:Ins:R:3	5.46E-06	8.51E-06	2.88E-06	2.54E-05
4:Ins:R:4	3.06E-06	1.38E-05	1.09E-05	2.34E-05
4:Ins:R:5	1.22E-05	2.75E-05	3.81E-06	3.18E-05
5:Ins:R:0	3.73E-10	7.55E-09	8.34E-06	4.23E-04
5:Ins:R:1	8.24E-05	1.35E-04	0.00E+00	1.86E-04
5:Ins:R:2	1.29E-05	3.49E-05	6.15E-06	4.63E-05
5:Ins:R:3	7.51E-06	1.79E-05	8.79E-11	1.79E-05
5:Ins:R:4	6.94E-06	1.38E-05	4.58E-11	7.16E-06
5:Ins:R:5	5.63E-06	9.60E-06	1.87E-10	6.23E-06
2:Del:M:1	6.13E-05	1.19E-04	3.44E-05	1.87E-04
3:Del:M:1	3.94E-05	6.13E-05	8.54E-06	1.10E-04
3:Del:M:2	3.99E-05	7.58E-05	2.49E-05	1.06E-04
4:Del:M:1	3.07E-05	5.07E-05	1.25E-05	1.08E-04
4:Del:M:2	3.97E-05	6.81E-05	1.58E-05	1.02E-04
4:Del:M:3	4.49E-05	7.87E-05	2.60E-05	1.10E-04
5:Del:M:1	1.51E-04	7.96E-05	1.32E-05	3.84E-04
5:Del:M:2	1.14E-04	1.33E-04	1.68E-05	4.30E-04
5:Del:M:3	8.73E-05	9.02E-05	1.12E-05	3.00E-04
5:Del:M:4	4.98E-05	7.67E-05	8.05E-06	2.22E-04
5:Del:M:5	5.65E-05	1.08E-04	1.58E-05	1.95E-04
