MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
5:Ins:R:4	1.95E-06	4.08E-06	1.21E-05	1.86E-05	1.59E-05	9.18E-11	1.53E-05	2.25E-06
5:Ins:R:5	5.35E-06	3.19E-08	7.71E-06	1.72E-05	1.19E-05	5.36E-06	4.21E-05	2.92E-06
2:Del:M:1	2.01E-04	6.59E-05	2.61E-04	2.10E-04	2.12E-04	2.96E-04	4.61E-04	2.30E-03
3:Del:M:1	4.84E-05	1.10E-05	1.12E-04	7.50E-05	1.25E-04	7.03E-05	2.29E-04	1.06E-04
3:Del:M:2	6.95E-05	3.90E-05	1.78E-04	2.29E-04	1.45E-04	3.82E-05	3.03E-03	1.36E-03
4:Del:M:1	3.98E-05	1.86E-05	1.10E-04	9.49E-05	1.41E-04	3.78E-05	2.36E-04	1.07E-04
4:Del:M:2	2.54E-05	1.94E-05	1.02E-04	1.04E-04	1.08E-04	3.69E-05	1.06E-03	4.20E-04
4:Del:M:3	1.43E-05	2.52E-05	9.00E-05	1.59E-04	1.14E-04	6.93E-05	1.93E-03	7.68E-04
5:Del:M:1	4.79E-04	3.31E-05	6.01E-04	1.52E-04	6.90E-04	1.93E-04	1.20E-03	2.98E-04
5:Del:M:2	2.43E-04	7.10E-06	4.61E-04	1.37E-04	5.66E-04	1.70E-04	1.21E-03	2.26E-04
5:Del:M:3	1.61E-04	5.09E-07	2.59E-04	1.43E-04	3.29E-04	1.29E-04	5.00E-04	1.47E-04
5:Del:M:4	8.19E-05	3.93E-06	2.11E-04	7.72E-05	1.84E-04	1.02E-04	3.80E-04	1.08E-04
5:Del:M:5	3.01E-04	2.35E-05	9.81E-04	4.89E-05	3.54E-04	8.92E-05	2.47E-03	2.32E-04
