MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	7.33E-06	1.55E-05	3.48E-04	4.12E-04	2.82E-04	2.62E-04
1:Del:C:1	4.92E-06	6.36E-06	1.88E-04	2.49E-04	2.15E-04	1.73E-04
1:Del:C:2	4.40E-06	6.06E-06	1.20E-04	1.45E-04	1.34E-04	1.50E-04
1:Del:C:3	1.10E-05	1.69E-05	6.84E-05	5.66E-05	1.02E-04	1.08E-04
1:Del:C:4	1.92E-05	4.57E-05	4.86E-05	1.46E-05	8.73E-05	1.08E-04
1:Del:C:5	3.48E-05	1.11E-04	6.12E-05	1.59E-04	1.62E-04	3.02E-05
1:Del:T:0	6.59E-06	9.23E-06	3.02E-04	3.26E-04	2.80E-04	2.20E-04
1:Del:T:1	6.10E-06	7.49E-06	1.75E-04	2.60E-04	2.79E-04	1.58E-04
1:Del:T:2	7.31E-06	1.01E-05	1.64E-04	2.19E-04	2.04E-04	1.97E-04
1:Del:T:3	2.23E-05	5.05E-05	1.74E-04	2.17E-04	2.76E-04	2.09E-04
1:Del:T:4	3.56E-05	1.51E-04	2.50E-04	1.81E-04	2.80E-04	1.84E-04
1:Del:T:5	1.88E-04	1.87E-03	1.83E-03	3.33E-03	2.26E-03	9.89E-04
1:Ins:C:0	7.72E-06	6.06E-05	1.09E-09	1.15E-04	1.65E-03	1.99E-04
1:Ins:C:1	2.08E-06	1.14E-05	5.86E-05	8.22E-05	1.50E-04	6.20E-05
1:Ins:C:2	1.99E-06	7.85E-06	3.37E-05	3.93E-05	6.44E-05	3.70E-05
1:Ins:C:3	2.93E-06	1.49E-05	3.17E-05	5.23E-05	6.71E-05	1.44E-05
1:Ins:C:4	1.74E-05	5.22E-04	3.25E-06	8.14E-06	4.98E-05	1.90E-05
1:Ins:C:5	2.76E-05	3.61E-04	1.43E-04	2.38E-04	1.92E-04	1.11E-04
1:Ins:T:0	3.80E-06	1.82E-05	1.11E-04	2.06E-04	2.01E-04	8.91E-05
1:Ins:T:1	3.93E-06	1.20E-05	1.62E-04	2.38E-04	1.74E-04	1.09E-04
1:Ins:T:2	6.51E-06	1.29E-05	1.05E-04	1.29E-04	1.15E-04	7.35E-05
1:Ins:T:3	4.52E-06	1.08E-05	9.47E-05	1.07E-04	9.73E-05	6.72E-05
1:Ins:T:4	1.39E-05	1.87E-04	1.08E-04	1.53E-04	1.44E-04	8.87E-05
1:Ins:T:5	1.70E-04	1.89E-03	2.52E-03	2.73E-03	1.16E-03	5.75E-04
2:Del:R:0	5.83E-06	6.25E-06	1.41E-04	1.78E-04	1.16E-04	1.08E-04
2:Del:R:1	8.81E-06	5.54E-06	1.73E-04	2.75E-04	1.52E-04	1.42E-04
2:Del:R:2	6.18E-06	6.06E-06	7.72E-05	1.08E-04	6.97E-05	8.86E-05
2:Del:R:3	2.23E-05	4.03E-05	7.88E-06	7.96E-06	3.44E-05	4.34E-05
2:Del:R:4	1.20E-05	1.69E-05	1.71E-05	3.37E-05	1.18E-05	2.95E-05
2:Del:R:5	1.74E-05	3.08E-05	5.08E-05	6.50E-05	7.94E-05	4.49E-05
3:Del:R:0	2.55E-06	3.29E-06	4.93E-05	6.99E-05	7.07E-05	7.62E-05
3:Del:R:1	8.60E-06	1.02E-07	1.64E-04	2.40E-04	1.33E-04	1.25E-04
3:Del:R:2	4.20E-06	2.89E-06	5.95E-05	7.60E-05	7.05E-05	5.53E-05
3:Del:R:3	3.30E-06	1.48E-06	3.27E-05	4.70E-05	1.70E-05	2.42E-05
3:Del:R:4	2.07E-06	1.61E-06	2.18E-05	5.43E-06	0.00E+00	1.98E-05
3:Del:R:5	3.39E-06	3.22E-06	1.88E-05	1.30E-05	1.60E-05	2.13E-05
4:Del:R:0	1.79E-06	2.15E-06	4.52E-05	6.14E-05	7.32E-05	7.99E-05
4:Del:R:1	5.07E-06	1.77E-06	1.50E-04	2.02E-04	9.63E-05	8.36E-05
4:Del:R:2	2.45E-06	2.69E-06	5.09E-05	6.38E-05	4.83E-05	5.34E-05
4:Del:R:3	2.68E-06	2.70E-06	3.27E-05	5.18E-05	3.18E-05	3.10E-05
4:Del:R:4	2.49E-06	2.53E-06	1.93E-05	2.10E-05	3.72E-09	1.05E-09
4:Del:R:5	2.15E-06	1.69E-06	1.33E-05	2.31E-05	3.08E-07	4.11E-06
5:Del:R:0	3.18E-06	2.88E-06	2.57E-04	3.01E-04	1.78E-04	3.13E-04
5:Del:R:1	2.21E-06	3.10E-06	9.41E-05	1.23E-04	6.11E-05	1.10E-04
5:Del:R:2	1.61E-06	2.46E-06	3.62E-05	5.12E-05	1.24E-05	4.40E-05
5:Del:R:3	1.56E-06	5.48E-07	1.70E-05	3.20E-05	1.96E-05	2.71E-05
5:Del:R:4	1.52E-06	1.81E-06	4.28E-06	1.50E-05	9.33E-06	3.22E-06
5:Del:R:5	4.28E-07	3.44E-06	4.08E-06	1.13E-05	3.62E-06	9.48E-06
2:Ins:R:0	3.30E-06	2.77E-05	1.41E-04	2.56E-04	1.50E-04	3.06E-05
2:Ins:R:1	2.09E-06	1.16E-05	6.99E-05	8.46E-05	8.01E-05	4.98E-05
2:Ins:R:2	2.12E-06	1.45E-05	4.17E-05	5.36E-05	4.03E-05	5.98E-05
2:Ins:R:3	4.95E-06	7.03E-05	1.95E-05	5.27E-05	5.36E-05	2.91E-05
2:Ins:R:4	1.06E-05	1.85E-04	4.52E-05	8.42E-05	6.83E-05	4.00E-05
2:Ins:R:5	2.55E-05	3.32E-04	1.35E-04	3.22E-04	1.30E-04	8.35E-05
3:Ins:R:0	0.00E+00	1.10E-05	7.42E-05	1.35E-04	1.08E-04	1.77E-05
3:Ins:R:1	1.45E-06	3.90E-06	6.95E-05	7.36E-05	1.05E-04	6.01E-05
3:Ins:R:2	8.55E-07	1.57E-05	2.48E-05	2.67E-05	3.48E-05	3.38E-05
3:Ins:R:3	1.14E-06	2.09E-05	5.38E-06	7.22E-06	1.79E-05	8.45E-06
3:Ins:R:4	2.25E-06	1.42E-05	1.47E-05	2.46E-05	8.03E-06	9.81E-10
3:Ins:R:5	5.23E-06	3.21E-05	3.60E-05	5.38E-05	7.29E-05	7.59E-06
4:Ins:R:0	1.26E-07	2.66E-05	1.11E-04	2.43E-04	1.22E-04	1.52E-05
4:Ins:R:1	2.00E-06	5.43E-06	6.20E-05	7.83E-05	7.78E-05	4.96E-05
4:Ins:R:2	1.21E-06	1.70E-05	2.20E-05	2.66E-05	3.06E-05	3.10E-05
4:Ins:R:3	2.01E-06	5.31E-05	2.41E-06	1.94E-05	1.70E-05	1.53E-05
4:Ins:R:4	1.91E-06	4.16E-05	2.27E-05	5.07E-05	5.02E-05	2.43E-05
4:Ins:R:5	2.23E-06	1.30E-05	3.66E-05	6.06E-05	1.09E-05	6.95E-10
5:Ins:R:0	3.87E-11	1.00E-04	6.21E-04	1.09E-03	1.09E-04	6.74E-05
5:Ins:R:1	0.00E+00	1.69E-05	1.12E-04	2.31E-04	2.25E-04	1.38E-04
5:Ins:R:2	4.26E-07	2.26E-05	2.73E-05	4.27E-05	2.93E-05	4.20E-05
5:Ins:R:3	8.27E-07	9.08E-06	1.55E-05	2.47E-05	1.55E-05	0.00E+00
5:Ins:R:4	9.63E-07	1.04E-05	1.39E-05	2.11E-05	2.54E-05	6.95E-07
5:Ins:R:5	7.12E-07	5.93E-06	9.45E-06	1.38E-05	1.64E-05	1.57E-06
2:Del:M:1	6.32E-06	7.15E-06	1.64E-04	2.24E-04	1.21E-04	1.19E-04
3:Del:M:1	2.08E-06	2.02E-06	5.27E-05	6.83E-05	6.18E-05	6.75E-05
3:Del:M:2	5.08E-06	4.35E-06	9.53E-05	1.40E-04	1.15E-04	1.07E-04
4:Del:M:1	2.54E-06	3.43E-06	5.05E-05	8.12E-05	5.69E-05	7.12E-05
4:Del:M:2	2.93E-06	2.10E-07	7.38E-05	9.72E-05	6.33E-05	1.00E-04
4:Del:M:3	3.95E-06	3.79E-06	1.23E-04	1.74E-04	1.12E-04	1.15E-04
5:Del:M:1	2.36E-06	5.41E-06	1.73E-04	2.08E-04	1.75E-04	3.93E-04
5:Del:M:2	2.40E-06	2.23E-06	1.81E-04	1.77E-04	2.15E-04	5.39E-04
5:Del:M:3	2.77E-06	2.88E-06	6.25E-05	1.14E-04	1.39E-04	4.85E-04
5:Del:M:4	1.94E-06	2.85E-06	1.01E-04	8.16E-05	9.88E-05	3.17E-04
5:Del:M:5	1.96E-06	4.99E-06	9.93E-05	1.28E-04	1.31E-04	3.16E-04
