Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP108017	1.76E+00	3.01E+00	2.86E+00	3.23E-01	3.43E+00	1.70E+00	6.72E-01	1.21E+00	5.86E-01	1.29E+00	0.00E+00	9.42E-01	2.35E-01	1.05E+00	3.33E-01	5.01E-01
SP71536	1.76E+00	3.83E+00	2.58E+00	7.96E-01	4.32E+00	1.54E+00	1.05E+00	9.98E-01	9.62E-01	1.02E+00	0.00E+00	8.77E-01	4.47E-01	1.64E+00	2.81E-01	5.40E-01
SP70756	3.20E+00	3.92E+00	3.87E+00	6.24E-01	4.54E+00	2.25E+00	3.98E-01	1.65E+00	1.08E+00	2.23E+00	2.15E-01	1.24E+00	3.87E-01	1.39E+00	1.80E-01	5.11E-01
SP76675	3.35E+00	1.00E+01	5.11E+00	5.39E+00	1.16E+01	4.61E+00	1.72E+00	4.07E+00	3.70E+00	4.33E+00	3.54E-01	1.46E+00	4.92E-01	2.86E+00	1.18E+00	1.17E+00
SP71480	2.52E+00	6.72E+00	2.99E+00	5.67E-01	7.88E+00	3.39E+00	1.07E+00	1.08E+00	4.60E-01	1.86E+00	2.71E-01	1.25E+00	2.69E-01	2.21E+00	1.14E-01	7.81E-01
SP70313	1.55E+00	4.04E+00	1.56E+00	5.99E-01	4.73E+00	2.69E+00	4.52E-01	1.78E+00	1.06E+00	2.34E+00	0.00E+00	1.25E+00	4.24E-01	1.56E+00	2.52E-01	4.26E-01
SP73319	1.46E+00	3.87E+00	1.88E+00	6.26E-01	4.84E+00	1.30E+00	8.37E-01	1.33E+00	1.42E+00	2.07E+00	2.71E-01	8.87E-01	1.54E-01	9.47E-01	5.63E-02	4.42E-01
SP107813	4.05E+00	7.83E+00	6.25E+00	7.14E-01	9.12E+00	1.87E+00	1.36E+00	1.63E+00	7.76E-01	1.73E+00	3.10E-01	8.52E-01	4.76E-01	1.35E+00	2.65E-01	1.10E+00
SP77339	1.45E+00	5.57E+00	1.81E+00	5.45E-01	5.99E+00	2.08E+00	9.82E-01	1.45E+00	7.92E-01	1.70E+00	1.60E-01	1.05E+00	3.75E-01	1.58E+00	1.38E-01	3.87E-01
SP76017	2.61E+00	4.42E+00	2.62E+00	6.63E-01	4.68E+00	2.20E+00	2.16E-01	1.49E+00	8.82E-01	1.57E+00	0.00E+00	1.17E+00	2.98E-01	1.32E+00	2.61E-01	6.84E-01
SP76915	2.13E+00	3.73E+00	2.37E+00	7.84E-01	4.43E+00	2.52E+00	1.08E+00	2.31E+00	9.45E-01	2.65E+00	2.18E-01	1.13E+00	4.48E-01	1.99E+00	1.57E-01	8.90E-01
SP71974	6.87E+00	1.59E+01	9.13E+00	8.43E+00	1.86E+01	5.30E+00	3.36E+00	2.08E+00	6.84E+00	4.30E+00	7.19E-01	1.16E+00	5.75E-01	3.07E+00	2.23E+00	2.17E+00
SP70178	4.16E+00	8.32E+00	5.73E+00	7.60E-01	9.28E+00	3.54E+00	9.80E-01	1.72E+00	1.46E+00	2.68E+00	1.93E-01	1.35E+00	4.48E-01	1.84E+00	4.19E-01	8.58E-01
SP107920	2.60E+00	5.04E+00	3.56E+00	6.91E-01	5.87E+00	2.61E+00	1.51E+00	1.60E+00	8.86E-01	1.46E+00	3.14E-01	6.14E-01	5.87E-01	2.26E+00	1.30E-01	8.53E-01
SP110798	1.69E+00	5.43E+00	2.15E+00	4.77E-01	6.02E+00	1.51E+00	1.33E+00	1.55E+00	9.66E-01	1.41E+00	0.00E+00	9.60E-01	2.36E-01	8.69E-01	1.20E-01	5.13E-01
SP107952	2.20E+00	6.46E+00	3.15E+00	8.47E-01	7.43E+00	3.01E+00	1.06E+00	1.74E+00	1.93E+00	3.30E+00	0.00E+00	1.57E+00	7.83E-01	2.16E+00	2.77E-01	1.29E+00
SP70465	9.52E-01	4.08E+00	1.01E+00	5.70E-01	4.48E+00	2.14E+00	4.23E-01	2.11E+00	1.27E+00	2.87E+00	2.55E-01	1.44E+00	4.48E-01	1.70E+00	1.96E-01	5.81E-01
SP70780	4.02E+00	8.94E+00	6.91E+00	7.98E-01	1.03E+01	4.12E+00	2.70E+00	1.41E+00	9.68E-01	1.76E+00	1.98E-01	1.15E+00	4.04E-01	1.70E+00	3.49E-01	8.52E-01
SP110803	9.75E-01	2.30E+00	1.18E+00	1.11E+00	3.01E+00	1.96E+00	2.21E-01	2.11E+00	2.48E+00	3.69E+00	1.73E-01	8.72E-01	4.11E-01	1.48E+00	1.40E-01	3.69E-01
SP107915	2.27E+00	4.71E+00	3.53E+00	4.01E-01	5.58E+00	2.07E+00	1.67E+00	1.14E+00	7.39E-01	1.41E+00	4.30E-01	1.04E+00	3.96E-01	1.54E+00	3.65E-01	4.59E-01
SP71132	4.18E+00	1.00E+01	6.91E+00	5.28E-01	1.19E+01	3.58E+00	2.32E+00	1.43E+00	9.64E-01	1.97E+00	0.00E+00	1.16E+00	4.56E-01	2.69E+00	3.81E-01	5.68E-01
SP71552	2.32E+00	7.28E+00	3.50E+00	9.06E-01	8.29E+00	2.25E+00	1.66E+00	2.19E+00	1.59E+00	2.72E+00	4.11E-01	1.04E+00	6.22E-01	1.57E+00	2.62E-01	9.90E-01
SP69573	1.60E+00	4.01E+00	1.94E+00	5.46E-01	4.30E+00	1.58E+00	7.37E-01	1.27E+00	8.56E-01	1.42E+00	0.00E+00	5.64E-01	2.97E-01	1.38E+00	1.02E-01	5.98E-01
SP75681	1.16E+00	5.89E+00	1.54E+00	4.89E-01	7.18E+00	2.55E+00	1.39E+00	1.45E+00	9.34E-01	1.67E+00	0.00E+00	8.98E-01	5.14E-01	3.41E+00	1.99E-01	1.02E+00
SP107874	4.37E+00	9.09E+00	6.68E+00	7.81E-01	1.05E+01	4.67E+00	1.82E+00	1.68E+00	1.05E+00	2.23E+00	0.00E+00	1.28E+00	3.03E-01	1.70E+00	3.97E-01	1.10E+00
SP110816	1.36E+00	4.38E+00	1.88E+00	5.41E-01	5.13E+00	1.93E+00	1.73E+00	1.06E+00	8.88E-01	1.25E+00	2.43E-01	9.30E-01	3.12E-01	1.25E+00	2.40E-01	3.99E-01
SP77203	1.22E+01	1.16E+01	1.74E+01	1.13E+01	1.38E+01	6.63E+00	2.72E+00	2.66E+00	8.12E+00	6.38E+00	2.53E-01	1.84E+00	5.00E-01	4.08E+00	2.96E+00	2.63E+00
SP76515	2.07E+00	4.98E+00	2.43E+00	7.38E-01	5.85E+00	3.02E+00	1.29E+00	1.71E+00	1.28E+00	2.52E+00	2.01E-01	1.45E+00	4.15E-01	2.22E+00	3.09E-01	3.75E-01
SP110770	3.84E+00	4.25E+00	4.44E+00	4.87E-01	4.36E+00	2.41E+00	1.35E+00	1.83E+00	1.63E+00	2.49E+00	1.95E-01	1.07E+00	4.29E-01	1.69E+00	1.33E-01	8.46E-01
SP69812	1.41E+00	3.08E+00	2.18E+00	3.73E-01	3.93E+00	1.79E+00	0.00E+00	1.10E+00	1.16E+00	1.89E+00	0.00E+00	1.30E+00	4.00E-02	7.38E-01	1.78E-01	5.25E-01
SP76136	4.03E+00	6.86E+00	5.62E+00	1.44E+00	8.35E+00	2.89E+00	6.71E-01	3.18E+00	4.38E+00	6.03E+00	3.05E-01	2.09E+00	5.81E-01	3.08E+00	3.78E-01	1.39E+00
SP70106	2.06E+00	2.42E+00	1.74E+00	3.53E+00	2.78E+00	2.02E+00	3.82E+00	1.67E+00	2.85E+00	2.16E+00	3.63E-01	5.57E-01	4.00E-01	1.66E+00	9.33E-01	1.69E+00
SP108059	1.83E+00	4.04E+00	2.51E+00	6.50E-01	4.67E+00	2.23E+00	6.46E-01	1.29E+00	8.95E-01	1.56E+00	3.01E-01	9.90E-01	5.38E-01	1.29E+00	2.26E-01	5.85E-01
SP108020	2.43E+00	5.04E+00	3.34E+00	1.03E+00	5.62E+00	2.85E+00	9.98E-01	1.08E+00	1.01E+00	1.51E+00	2.62E-01	1.20E+00	2.76E-01	1.77E+00	2.69E-01	4.38E-01
SP76867	2.93E+00	5.83E+00	3.96E+00	5.01E-01	6.22E+00	2.69E+00	1.02E+00	1.55E+00	7.74E-01	1.63E+00	3.22E-01	9.45E-01	5.15E-01	1.10E+00	2.06E-01	5.50E-01
SP108088	2.59E+00	5.83E+00	3.48E+00	5.62E-01	6.53E+00	2.45E+00	9.91E-01	1.40E+00	1.03E+00	1.63E+00	2.73E-01	1.30E+00	2.63E-01	8.68E-01	4.25E-01	7.34E-01
SP71734	2.23E+00	4.06E+00	2.78E+00	5.90E-01	4.52E+00	1.84E+00	8.92E-01	1.22E+00	9.33E-01	1.71E+00	2.60E-01	1.11E+00	3.94E-01	1.50E+00	1.82E-01	7.36E-01
SP76001	1.16E+00	3.10E+00	1.49E+00	5.48E-01	3.86E+00	1.49E+00	5.87E-01	1.66E+00	1.03E+00	1.76E+00	2.55E-01	9.09E-01	2.14E-01	1.26E+00	7.47E-02	4.13E-01
SP108033	3.03E+00	6.35E+00	3.32E+00	5.13E-01	6.99E+00	2.53E+00	6.05E-01	1.35E+00	1.54E+00	2.13E+00	2.64E-01	9.21E-01	3.11E-01	1.10E+00	1.82E-01	8.29E-01
SP110822	3.14E+00	7.17E+00	4.11E+00	9.09E-01	7.84E+00	4.06E+00	1.11E+00	2.21E+00	8.68E-01	1.68E+00	3.78E-01	1.22E+00	4.69E-01	1.43E+00	3.17E-01	1.90E+00
SP69762	2.72E+00	4.41E+00	3.71E+00	6.26E-01	5.25E+00	2.09E+00	1.03E+00	1.36E+00	1.04E+00	2.06E+00	3.63E-01	1.23E+00	1.58E-01	1.42E+00	2.00E-01	7.18E-01
SP107945	2.76E+00	6.44E+00	4.18E+00	8.04E-01	7.95E+00	1.75E+00	1.99E+00	1.38E+00	9.91E-01	2.26E+00	0.00E+00	1.49E+00	4.05E-01	1.79E+00	1.53E-01	8.13E-01
SP107770	1.72E+00	3.92E+00	2.35E+00	6.77E-01	3.98E+00	2.52E+00	7.04E-01	1.39E+00	1.01E+00	1.64E+00	3.88E-01	1.10E+00	3.26E-01	1.12E+00	9.39E-02	6.76E-01
SP73263	2.80E+00	6.40E+00	3.45E+00	5.59E-01	7.63E+00	2.89E+00	1.34E+00	1.40E+00	7.17E-01	1.80E+00	0.00E+00	9.85E-01	5.29E-01	1.52E+00	2.01E-01	9.55E-01
SP77131	2.96E+00	7.74E+00	4.18E+00	4.47E-01	9.31E+00	3.25E+00	1.61E+00	1.24E+00	8.89E-01	1.85E+00	1.89E-01	1.30E+00	4.73E-01	2.02E+00	2.52E-01	8.27E-01
SP75322	1.04E+01	1.16E+01	1.52E+01	9.83E-01	1.40E+01	5.69E+00	4.33E+00	2.67E+00	1.72E+00	2.94E+00	4.27E-01	1.12E+00	5.44E-01	3.63E+00	5.82E-01	4.41E+00
SP70046	8.08E-01	3.77E+00	1.04E+00	3.81E-01	4.51E+00	1.42E+00	8.86E-01	1.28E+00	5.41E-01	1.46E+00	3.35E-01	5.50E-01	4.03E-01	1.87E+00	1.99E-01	7.89E-01
SP70932	2.26E+00	7.33E+00	3.31E+00	5.30E-01	8.44E+00	2.83E+00	1.28E+00	1.66E+00	1.57E+00	1.99E+00	5.00E-02	9.46E-01	3.38E-01	1.60E+00	3.71E-02	3.85E-01
SP71758	3.77E-01	2.13E+00	2.88E-01	9.79E-01	2.67E+00	1.17E+00	7.58E-01	1.44E+00	2.19E+00	2.74E+00	0.00E+00	7.85E-01	4.22E-01	1.14E+00	0.00E+00	2.50E-01
SP71228	5.90E+00	6.78E+00	7.08E+00	8.84E-01	6.93E+00	5.00E+00	1.14E+00	2.23E+00	1.49E+00	3.44E+00	2.34E-01	2.37E+00	5.77E-01	2.47E+00	4.91E-01	1.49E+00
SP76353	1.30E+00	2.51E+00	1.65E+00	3.16E-01	3.29E+00	1.32E+00	7.61E-01	1.36E+00	5.87E-01	1.72E+00	2.49E-01	1.18E+00	2.72E-01	1.10E+00	5.70E-02	9.12E-01
SP69587	1.06E+00	3.68E+00	1.00E+00	2.34E-01	4.05E+00	1.77E+00	5.12E-01	5.41E-01	2.66E-01	1.03E+00	0.00E+00	6.29E-01	1.69E-01	1.42E+00	7.77E-02	3.71E-01
SP69898	7.76E+00	1.41E+01	1.30E+01	7.40E-01	1.62E+01	7.55E+00	2.57E+00	1.93E+00	9.11E-01	2.38E+00	4.40E-01	2.33E+00	2.89E-01	2.59E+00	4.77E-01	8.75E-01
SP75977	1.60E+00	3.71E+00	2.03E+00	3.78E-01	4.37E+00	1.94E+00	5.81E-01	1.67E+00	1.58E+00	2.59E+00	3.00E-02	1.10E+00	4.11E-01	1.29E+00	2.10E-01	6.72E-01
SP70226	1.71E+00	4.88E+00	2.09E+00	4.89E-01	5.25E+00	2.05E+00	1.23E+00	1.78E+00	1.55E-01	1.76E+00	2.05E-01	7.88E-01	2.73E-01	1.87E+00	3.08E-01	1.00E+00
SP108068	1.98E+00	5.27E+00	2.13E+00	7.64E-01	6.57E+00	2.97E+00	9.44E-01	2.02E+00	1.50E+00	3.37E+00	0.00E+00	1.60E+00	5.04E-01	2.43E+00	1.65E-01	8.68E-01
SP107784	3.80E+00	1.78E+01	5.17E+00	8.20E-01	2.00E+01	4.96E+00	3.66E+00	2.12E+00	1.06E+00	3.18E+00	3.77E-01	1.51E+00	5.04E-01	3.62E+00	3.21E-01	1.28E+00
SP110824	1.31E+00	3.99E+00	1.67E+00	1.15E-01	4.76E+00	2.14E+00	7.86E-01	1.24E+00	1.19E+00	1.91E+00	0.00E+00	1.09E+00	4.46E-01	1.82E+00	7.00E-02	6.12E-01
SP76843	3.64E+00	9.14E+00	5.31E+00	6.02E-01	1.08E+01	2.83E+00	1.96E+00	1.88E+00	8.69E-01	1.76E+00	0.00E+00	1.02E+00	4.68E-01	1.26E+00	4.82E-01	7.01E-01
SP71456	2.53E+00	7.57E+00	3.37E+00	1.09E+00	8.97E+00	2.24E+00	1.08E+00	2.17E+00	1.43E+00	2.18E+00	1.68E-01	1.57E+00	5.04E-01	2.45E+00	1.70E-01	8.94E-01
SP108065	3.17E+00	4.32E+00	4.51E+00	3.49E-01	5.55E+00	1.72E+00	1.69E+00	1.45E+00	1.06E+00	2.07E+00	1.00E-02	1.13E+00	5.34E-01	1.32E+00	5.00E-02	7.22E-01
SP70860	4.16E+00	5.88E+00	5.53E+00	7.85E-01	6.70E+00	2.37E+00	1.33E+00	1.57E+00	8.09E-01	1.77E+00	2.94E-01	1.42E+00	4.20E-01	1.49E+00	4.75E-01	1.06E+00
SP71084	2.41E+00	6.26E+00	3.76E+00	1.63E-01	7.59E+00	1.77E+00	1.54E+00	1.71E+00	1.27E+00	2.19E+00	3.85E-01	1.27E+00	2.95E-01	7.50E-01	1.92E-01	6.87E-01
SP72262	1.17E+00	4.55E+00	1.27E+00	8.07E-01	5.79E+00	1.82E+00	6.09E-01	1.44E+00	1.14E+00	1.96E+00	3.68E-01	1.14E+00	5.90E-01	3.11E+00	1.20E-01	4.00E-01
SP69705	3.31E+00	4.07E+00	5.06E+00	7.77E-01	4.88E+00	2.00E+00	1.41E+00	1.38E+00	8.22E-01	1.83E+00	3.37E-01	1.12E+00	4.02E-01	1.41E+00	1.10E-01	9.33E-01
SP107786	3.40E+00	8.68E+00	4.68E+00	1.70E+00	1.03E+01	3.40E+00	1.92E+00	1.93E+00	2.90E+00	4.49E+00	2.06E-01	1.80E+00	5.07E-01	2.53E+00	4.95E-01	1.01E+00
SP71576	1.48E+00	3.99E+00	2.12E+00	3.50E-01	4.56E+00	1.69E+00	6.04E-01	1.33E+00	1.01E+00	2.00E+00	0.00E+00	1.09E+00	2.36E-01	2.07E+00	1.31E-01	1.06E+00
SP108123	1.63E+00	3.74E+00	1.91E+00	5.08E-01	4.40E+00	1.82E+00	5.31E-01	1.27E+00	6.87E-01	1.59E+00	2.87E-01	9.25E-01	5.81E-01	1.60E+00	1.62E-01	3.31E-01
SP74896	1.66E+00	5.78E+00	2.58E+00	4.90E-01	6.55E+00	2.81E+00	8.54E-01	1.92E+00	6.43E-01	1.84E+00	2.33E-01	1.02E+00	3.29E-01	1.27E+00	2.23E-02	3.60E-01
SP71950	2.07E+00	6.54E+00	2.68E+00	6.11E-01	7.09E+00	3.28E+00	1.17E+00	1.68E+00	1.05E+00	2.00E+00	1.75E-01	1.57E+00	4.22E-02	1.98E+00	0.00E+00	5.24E-01
SP108049	9.41E-01	3.02E+00	9.05E-01	7.40E-01	3.20E+00	9.81E-01	5.19E-01	9.64E-01	9.34E-01	8.95E-01	8.23E-02	5.40E-01	3.76E-01	7.02E-01	2.02E-01	5.19E-01
SP116965	5.12E+00	1.09E+01	5.02E+00	1.17E+01	1.14E+01	1.04E+01	2.91E+00	7.91E+00	8.44E+00	8.99E+00	3.92E-01	2.37E+00	5.88E-01	6.27E+00	2.66E+00	2.59E+00
SP77930	7.63E-01	2.69E+00	8.37E-01	4.66E-01	3.06E+00	1.20E+00	6.57E-01	9.21E-01	7.04E-01	9.53E-01	3.00E-02	6.99E-01	2.42E-01	1.25E+00	6.37E-02	3.67E-01
SP125807	2.74E+00	9.97E+00	3.60E+00	5.65E-01	1.14E+01	3.00E+00	1.70E+00	1.65E+00	8.57E-01	1.69E+00	3.75E-01	1.08E+00	3.89E-01	2.20E+00	7.44E-01	7.10E-01
SP125696	2.70E+00	5.63E+00	3.18E+00	7.12E-01	6.92E+00	2.07E+00	3.78E+00	1.90E+00	1.36E+00	2.14E+00	3.35E-01	9.49E-01	4.19E-01	1.64E+00	1.14E+00	7.97E-01
SP125725	2.97E+00	6.01E+00	3.75E+00	8.01E-01	6.91E+00	2.36E+00	1.57E+00	1.74E+00	1.57E+00	2.87E+00	3.67E-01	1.67E+00	2.70E-01	1.74E+00	1.19E+00	1.16E+00
SP125752	2.93E+00	1.00E+01	4.06E+00	6.70E-01	1.13E+01	2.81E+00	1.51E+00	1.44E+00	1.19E+00	1.83E+00	2.60E-01	1.12E+00	3.24E-01	2.61E+00	6.89E-01	8.00E-01
SP118048	9.89E+00	1.28E+01	1.53E+01	8.44E-01	1.50E+01	7.23E+00	3.52E+00	2.05E+00	9.87E-01	2.07E+00	3.52E-01	1.88E+00	6.96E-01	2.30E+00	5.58E-01	4.85E+00
SP117981	3.03E-01	3.29E+00	5.43E-01	6.13E-01	4.01E+00	1.64E+00	9.45E-01	1.91E+00	1.36E+00	1.76E+00	2.25E-01	9.08E-01	4.00E-01	1.93E+00	1.48E-01	6.66E-01
SP125749	1.05E+00	2.78E+00	1.18E+00	4.41E-01	3.20E+00	1.33E+00	5.21E-01	1.90E+00	1.31E+00	2.16E+00	2.08E-01	9.46E-01	2.59E-01	1.14E+00	7.08E-01	5.71E-01
SP125762	1.41E+00	6.04E+00	1.77E+00	5.03E-01	7.02E+00	2.13E+00	1.24E+00	1.50E+00	9.48E-01	1.92E+00	2.57E-01	1.34E+00	5.32E-01	1.34E+00	5.24E-01	1.02E+00
SP117164	2.08E+00	5.29E+00	2.94E+00	6.01E-01	5.85E+00	1.77E+00	1.11E+00	1.02E+00	8.45E-01	1.35E+00	0.00E+00	8.41E-01	5.92E-01	7.23E-01	4.43E-01	5.34E-01
SP117002	3.71E+00	7.57E+00	4.57E+00	7.24E-01	8.78E+00	2.51E+00	2.27E+00	1.53E+00	1.19E+00	1.86E+00	1.98E-01	1.35E+00	3.15E-01	1.67E+00	4.32E-01	9.80E-01
SP117158	1.15E+00	2.87E+00	1.29E+00	5.54E-01	3.27E+00	1.53E+00	8.91E-01	1.51E+00	1.18E+00	1.90E+00	0.00E+00	1.08E+00	6.26E-01	1.09E+00	1.71E-01	4.45E-01
SP125691	9.10E+00	1.35E+01	1.29E+01	7.86E-01	1.52E+01	6.32E+00	3.25E+00	2.80E+00	1.76E+00	3.68E+00	2.46E-01	1.61E+00	5.91E-01	2.41E+00	3.66E-01	1.10E+00
SP125721	2.18E+00	6.53E+00	2.64E+00	5.96E-01	7.30E+00	1.17E+00	1.06E+00	1.47E+00	1.08E+00	1.92E+00	2.67E-01	1.01E+00	3.05E-01	4.43E-01	1.61E+00	7.12E-01
SP125753	3.67E+00	6.64E+00	5.99E+00	5.35E-01	7.60E+00	2.93E+00	2.60E+00	1.47E+00	1.02E+00	1.45E+00	2.96E-01	9.55E-01	4.30E-01	1.30E+00	9.28E-01	4.83E-01
SP117972	1.89E+00	5.55E+00	2.69E+00	5.67E-01	6.62E+00	1.44E+00	1.40E+00	1.89E+00	8.88E-01	1.82E+00	2.48E-01	7.22E-01	3.59E-01	9.13E-01	8.51E-01	7.10E-01
SP125726	2.78E+00	6.62E+00	3.84E+00	3.06E-01	7.58E+00	2.21E+00	1.05E+00	1.49E+00	1.15E+00	1.81E+00	2.01E-01	6.17E-01	3.99E-01	1.80E+00	3.12E-01	6.99E-01
SP125800	8.85E-02	7.06E-01	1.35E-01	2.23E-01	6.03E-01	4.80E-01	7.61E-01	2.18E-01	0.00E+00	2.23E-01	0.00E+00	3.13E-01	2.78E-02	2.56E-01	5.94E-01	1.10E-01
SP117745	4.57E+00	1.27E+01	6.96E+00	3.68E-01	1.49E+01	3.11E+00	2.08E+00	1.37E+00	8.44E-01	1.67E+00	2.27E-01	1.28E+00	3.92E-01	1.34E+00	3.65E-01	5.27E-01
