MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027	CPCT02060044T	CPCT02030247T	CPCT02050043T	CPCT02020342T	CPCT02010371T	CPCT02030256T	CPCT02050045T	CPCT02050047T	CPCT02010393T	CPCT02020358T	CPCT02090002T	CPCT02010403T	CPCT02030272T	CPCT02020373T	CPCT02050052T	CPCT02030270T	CPCT02050056T	CPCT02050055T	CPCT02030279T	CPCT02020320T	CPCT02060037T	CPCT02100033T	CPCT02010436T	CPCT02010439T	CPCT02060043T	CPCT02030284T	CPCT02020410T	CPCT02020408T	CPCT02030291T	CPCT02050079T	CPCT02050073T	CPCT02220001T	CPCT02010440T	CPCT02011020T	CPCT02340050T	CPCT02080280T	CPCT02080282T	CPCT02060163T	CPCT02011025T	CPCT02010754TII	CPCT02010716T	CPCT02170039T	CPCT02080284T	CPCT02030555T	CPCT02011037T	CPCT02120180T	CPCT02050304T	CPCT02020895T	CPCT02090032T	CPCT02020662T	DRUP01080025T	CPCT02020891T	CPCT02080266TII	CPCT02020901T	CPCT02080287T	CPCT02011045T	CPCT02020897T	CPCT02120101T	CPCT02020910T	CPCT02120095T	CPCT02080294T	CPCT02080292T	CPCT02120098T	CPCT02120105T	CPCT02020914T	CPCT02160035T	CPCT02050310T	CPCT02290061T	CPCT02050308T	CPCT02090035T	CPCT02020933T	CPCT02020930T	CPCT02020934T	CPCT02020939T	CPCT02020670T	CPCT02020837TII	CPCT02030459T	CPCT02350019T	CPCT02050424T	CPCT02340064T	CPCT02011045TII	CPCT02120189T	CPCT02010754T	CPCT02020868T	CPCT02060286T	CPCT02060288T	CPCT02120193T	CPCT02120187T	CPCT02120191T	CPCT02080304T	CPCT02080307T	CPCT02080303T	CPCT02340067T	CPCT02030461T	CPCT02020919T	CPCT02050432T	CPCT02120110T	CPCT02080308T	CPCT02020951T	DRUP01060009T	CPCT02020949T	CPCT02020960T	WIDE01010033T	CPCT02340115T	CPCT02050322T	CPCT02050046T	CPCT02050331T	WIDE01010071T	CPCT02020895TII	CPCT02030468T	CPCT02020959T	CPCT02080313T	CPCT02080311T	CPCT02011108T	CPCT02080314T	CPCT02020694T	CPCT02020672T	WIDE01010123T	CPCT02020665T	CPCT02080207T	CPCT02060291T	CPCT02050441T	CPCT02050440T	CPCT02050438T	DRUP01230001T	CPCT02080205T	CPCT02020714T	WIDE01010172T	CPCT02340081T	CPCT02010801T	CPCT02010794T	CPCT02340083T	CPCT02050347T	CPCT02120198T	CPCT02120199T	WIDE01010255T	CPCT02040241T	WIDE01010305T	WIDE01010314T	CPCT02060228T	WIDE01010328T	CPCT02030479T	CPCT02040246T	WIDE01010376T	WIDE01010381T	WIDE01010392T	CPCT02080221T	CPCT02020723T	CPCT02020736T	CPCT02020743T	CPCT02020739T	CPCT02050365T	CPCT02020670TII	CPCT02030490T	CPCT02300042T	CPCT02020700T	CPCT02220050T	CPCT02050370T	CPCT02050373T	CPCT02080234T	CPCT02030499T	CPCT02020770T	CPCT02050376T	CPCT02080239T	CPCT02050301T	CPCT02080242T	CPCT02020789T	CPCT02020796T	CPCT02220057T	CPCT02340098T	CPCT02340097T	CPCT02170038T	CPCT02010920T	CPCT02050399T	CPCT02050404T	CPCT02050402T	CPCT02060256T	CPCT02080259T	CPCT02020813T	CPCT02020785T	CPCT02020810T	CPCT02020821T	CPCT02340100T	CPCT02080266T	CPCT02010941T	CPCT02020822T	CPCT02020819T	CPCT02050405T	CPCT02020837T	CPCT02340102T	DRUP01060021T	DRUP01060019T	DRUP01060018T	CPCT02070394T	CPCT02080269T	CPCT02030459TII	CPCT02050411T	CPCT02030547T	CPCT02020828T	CPCT02080270T	CPCT02060133T	CPCT02050276TII	CPCT02080271T	CPCT02050243T	CPCT02060126T	DRUP01010106T	CPCT02050245T	CPCT02030548T	CPCT02050415T	CPCT02020853T	CPCT02020506TII	DRUP01080021T	CPCT02020854T	CPCT02010994T	DRUP01080022T	CPCT02020863T	CPCT02050276T	CPCT02030552T	CPCT02080275T	CPCT02030553T	CPCT02120062T	CPCT02020615T	CPCT02050421T	CPCT02120053T	CPCT02020626T	CPCT02120055T	CPCT02070422T	CPCT02120058T	CPCT02170017T	CPCT02020609T	CPCT02050249T	CPCT02060146T	CPCT02060049T	CPCT02050159T	CPCT02010550T	CPCT02010534T	CPCT02050079TII	CPCT02050170T	CPCT02050168T	CPCT02020509T	CPCT02050073TII	CPCT02020511T	CPCT02010565T	CPCT02020517T	CPCT02010393TII	CPCT02050181T	CPCT02020519T	CPCT02020520T	CPCT02060092T	CPCT02080116T	CPCT02080113T	CPCT02050194T	CPCT02050193T	CPCT02030350T	CPCT02080123T	CPCT02020542T	CPCT02010505T	CPCT02020553T	CPCT02170006T	CPCT02050212T	CPCT02050214T	CPCT02050217T	CPCT02020573T	CPCT02180032T	CPCT02010503TII	CPCT02010622T	CPCT02030370T	CPCT02030339TII	CPCT02040142T	CPCT02120050T	CPCT02120037T	CPCT02050235T	CPCT02050236T	CPCT02050232T	CPCT02050240T	CPCT02020574T	CPCT02020578T	CPCT02090005T	CPCT02020423T	CPCT02020426T	CPCT02050092T	CPCT02010403TII	CPCT02020412T	CPCT02010469T	CPCT02180012T	CPCT02020445T	CPCT02050105T	CPCT02050055TII	CPCT02010493T	CPCT02010503T	CPCT02010501T	CPCT02020464T	CPCT02090009T	CPCT02020468T	CPCT02340001T	CPCT02080079T	CPCT02010526T	CPCT02010532T	CPCT02060051T	CPCT02050141T	CPCT02110024T	CPCT02120013T	CPCT02050158T	CPCT02050149T	CPCT02010557T	CPCT02220014T	CPCT02050052TII	CPCT02020506T	CPCT02030339T	CPCT02080163T	CPCT02050281T	CPCT02070243T	CPCT02340040T	CPCT02120077T	CPCT02030437T	CPCT02010641TII	CPCT02050291T	CPCT02020643T	CPCT02150006T	WIDE01010503T	WIDE01010567T	WIDE01010459T	CPCT02060041T	WIDE01010561T	WIDE01010651T
A[Ins(T):R(0,4)]C	2	9	3	3	0	1	6	2	2	9	4	0	8	8	5	14	3	2	11	4	0	2	2	3	9	1	3	1	1	0	26	29	16	5	3	3	4	1	2	0	1	2	0	2	1	4	22	1	36	0	7	8	2	4	5	2	5	1	7	3	26	1	8	3	2	0	3	4	8	8	17	0	6	1	2	0	5	2	11	2	0	5	0	2	2	8	2	4	3	4	8	9	0	0	2	2	2	15	5	3	2	4	1	11	4	0	0	3	2	1	3	6	4	6	6	8	2	4	0	3	4	5	2	4	3	0	5	1	1	8	1	2	4	7	5	14	2	4	0	0	6	0	4	4	2	4	6	10	3	1	6	9	5	16	1	7	8	12	8	4	6	2	4	3	1	4	7	1	1	3	5	6	8	1	15	5	2	2	4	11	0	13	6	1	0	74	2	2	9	4	2	10	3	0	2	3	0	5	2	6	26	2	5	0	1	2	2	12	4	1	6	5	5	1	4	3	4	1	1	1	4	4	3	1	1	6	4	6	2	6	7	188	5	3	12	1	5	8	4	0	5	1	15	5	4	8	4	0	6	4	0	12	3	1	0	3	3	13	11	16	4	5	2	4	10	2	19	5	6	0	0	3	6	8	6	5	6	0	6	1	1	2	2	2	2	3	54	2	2	18	5	8	7	5	3	3	2	7	3	3	17	10	1	6	1	2	5	0	2	2	0	2	6	3	4	4	3	14	6	2	1	12	11	2	2	9	14	28	6	3	8	4	0	12	2	5	24	4	3	2	10	0	1	2	24	5	0	5	12	3	3	9	7	3	10	0	10	3	7	4	2	19	1	1	0	3	6	1	3	2	3	1	1	2	4	3	1	8	8	15	0	16	1	9	15	6	14	2	0	4	6	3	4	9	5	2	4	8	3	4	2	2	1	0	4	1	5	3	5	5	3	3	2	4	12	4	1	5	4	2	2	3	2	4	8	6	2	15	6	23	10	0
A[Ins(T):R(0,4)]G	5	4	1	4	1	4	8	3	3	6	1	1	3	9	2	10	4	3	4	7	1	2	2	2	10	2	4	0	1	0	10	15	11	4	2	1	4	1	1	4	2	2	0	4	1	6	19	6	69	1	2	6	4	0	6	4	5	2	5	8	32	2	10	2	2	3	5	0	4	5	22	2	6	0	3	0	4	3	8	3	1	7	2	4	0	9	2	12	7	5	9	3	4	5	3	2	3	10	5	4	2	6	1	12	6	4	1	7	2	1	3	5	1	3	6	11	1	2	0	2	1	6	0	2	2	4	2	1	3	2	6	1	5	2	2	2	1	3	2	1	5	5	5	1	0	4	3	4	1	0	2	9	1	14	3	6	2	18	2	7	7	6	1	2	0	5	1	5	1	1	12	4	2	7	6	6	4	5	3	5	3	8	2	2	0	39	2	1	6	1	4	3	4	0	2	2	1	4	1	10	22	5	0	3	1	1	5	4	4	0	6	2	5	0	4	4	4	7	2	4	3	6	0	4	2	4	0	10	1	1	3	87	8	7	8	2	5	7	2	2	4	2	13	2	5	3	4	4	9	4	2	5	1	1	1	5	1	11	4	8	2	5	0	4	9	1	29	1	2	1	2	4	3	4	15	4	6	4	0	3	1	2	2	5	3	2	32	4	4	12	3	7	7	2	5	0	1	9	7	5	4	9	3	5	1	1	4	2	0	1	1	3	121	4	0	3	2	6	7	2	1	23	1	0	2	5	8	10	6	8	7	3	1	73	1	2	11	2	1	1	7	5	1	1	26	4	1	4	6	6	1	10	7	2	7	0	10	3	6	7	1	9	6	0	0	2	3	3	3	4	1	5	2	1	2	3	2	3	8	8	3	12	0	9	7	11	12	2	0	2	3	0	2	4	1	1	5	7	1	8	1	2	2	1	4	1	8	10	4	5	2	4	1	6	7	2	0	2	2	2	2	3	2	2	8	12	5	20	2	7	5	2
C[Ins(T):R(0,4)]A	5	7	5	3	0	4	3	3	3	7	6	1	3	5	11	16	2	6	8	3	2	0	2	2	9	2	1	0	5	1	13	19	10	10	0	0	7	3	1	1	2	2	1	2	1	5	17	6	28	1	4	2	4	3	0	4	3	0	3	4	15	3	6	2	2	2	4	5	2	4	15	3	8	3	2	0	3	5	10	4	2	5	4	3	3	4	2	4	1	3	8	5	3	2	6	3	1	11	2	3	3	2	2	9	2	2	2	2	1	3	6	2	1	6	2	5	1	6	1	2	1	2	3	5	1	1	6	2	0	3	4	1	4	5	4	10	1	5	1	2	1	4	5	3	0	8	3	5	2	1	2	5	5	16	1	3	1	10	4	4	0	7	3	2	1	5	1	2	0	3	8	4	5	2	4	5	3	1	6	9	4	5	2	4	0	40	1	3	5	5	0	4	3	2	2	4	3	3	0	4	21	3	1	0	1	2	3	4	3	0	3	3	3	0	4	1	8	1	2	4	6	4	2	2	2	1	5	12	2	3	1	165	6	3	4	0	5	10	3	0	1	1	11	3	8	4	4	5	10	4	3	13	2	1	0	4	2	10	4	6	6	8	2	4	13	1	31	1	3	3	2	4	4	7	9	12	2	2	4	2	4	0	3	5	6	2	35	5	2	18	4	2	7	5	2	2	3	12	1	2	8	10	4	3	1	0	3	0	6	5	2	4	10	3	2	5	2	9	7	2	3	24	11	5	3	11	10	19	1	6	2	7	4	12	3	3	18	2	2	0	5	2	0	1	11	4	2	6	9	2	3	8	3	2	10	2	13	3	3	5	0	7	5	3	1	3	3	2	2	1	4	7	2	0	5	3	2	2	4	5	4	17	0	14	18	6	11	2	1	4	6	2	2	9	4	2	7	6	1	4	1	0	2	0	3	2	7	5	3	5	5	3	2	2	9	4	3	3	3	1	1	2	0	3	1	13	3	22	7	10	9	0
C[Ins(T):R(0,4)]C	6	16	7	4	0	4	7	2	2	6	5	1	9	20	8	26	3	6	17	2	0	0	2	3	22	1	4	1	0	0	31	97	29	14	7	2	7	0	6	4	2	2	0	2	2	12	43	5	43	1	5	3	1	4	8	3	10	2	7	5	49	0	10	2	2	6	6	5	14	7	51	4	10	1	4	0	3	5	31	9	1	6	2	3	5	6	5	19	7	9	11	11	0	5	7	4	0	23	6	1	4	6	1	13	5	8	2	20	9	1	19	5	4	5	3	30	3	7	0	5	6	6	0	7	8	3	11	0	3	14	6	8	7	6	9	27	1	10	2	2	23	4	17	5	1	13	10	31	2	3	6	22	4	25	6	2	7	32	5	12	11	6	5	3	1	12	16	2	1	6	23	9	18	5	32	10	5	5	12	20	6	25	11	5	1	161	4	6	12	5	1	20	8	6	6	7	3	8	5	5	54	11	8	6	1	0	5	18	6	2	15	6	8	0	7	7	1	7	6	11	15	11	6	1	8	7	4	33	3	6	11	349	12	4	16	1	2	20	14	1	13	6	51	9	26	20	4	6	18	7	3	20	6	2	2	5	5	36	9	29	9	19	8	9	25	0	48	3	17	3	7	8	21	16	2	17	8	5	4	2	3	3	8	6	7	5	101	9	10	45	8	16	33	10	10	3	3	28	6	3	7	22	10	17	5	2	4	0	5	6	3	7	13	10	9	8	5	20	12	6	11	30	27	5	4	26	43	69	5	14	15	6	2	16	7	6	59	3	3	1	21	8	0	1	17	10	2	10	26	10	4	23	2	13	35	0	31	10	18	12	3	25	5	0	3	8	8	3	2	8	1	28	9	3	13	3	2	15	31	26	4	51	0	34	36	21	26	7	2	8	8	6	3	18	9	7	25	20	3	8	1	3	5	1	20	1	6	9	13	12	4	6	3	5	20	13	0	9	10	2	5	3	0	5	13	20	5	22	17	84	19	3
C[Ins(T):R(0,4)]G	4	6	2	3	0	2	1	4	1	4	1	0	2	3	6	5	2	2	7	1	3	2	2	5	3	1	3	0	0	0	11	12	15	4	0	0	1	1	2	1	7	4	1	0	3	1	10	4	62	2	0	3	3	3	6	3	3	2	2	3	13	3	5	4	3	0	6	2	4	6	7	1	5	1	3	0	4	1	4	3	1	4	1	2	4	7	2	8	9	3	5	2	1	3	3	4	2	10	5	1	5	5	1	8	4	0	3	5	3	2	5	4	0	2	12	9	0	1	1	0	2	3	3	0	3	0	5	0	2	3	1	2	4	5	4	11	0	3	3	2	9	3	2	8	1	2	1	3	0	2	3	2	0	12	1	2	0	4	2	1	5	1	1	2	1	4	3	3	0	2	6	3	3	1	7	3	2	2	5	7	2	12	3	4	0	23	1	2	3	2	2	10	1	3	5	4	3	0	3	2	15	2	2	0	1	0	2	3	3	1	4	2	2	1	2	2	2	0	3	6	5	1	3	1	3	6	1	3	1	2	4	249	2	2	6	0	0	7	3	0	4	2	7	2	5	4	1	5	4	3	3	7	1	1	2	4	4	9	3	12	6	5	3	4	13	0	17	2	4	4	1	2	4	11	2	6	1	1	2	0	0	2	0	2	2	2	20	1	3	12	2	4	8	4	3	2	0	12	3	4	9	4	6	3	4	1	4	3	3	0	5	2	112	1	1	1	0	7	3	0	1	13	5	3	3	5	9	11	7	2	4	4	4	58	1	6	15	4	1	0	8	1	0	0	29	4	4	4	6	4	1	8	6	4	5	2	9	5	5	5	1	5	2	1	0	2	2	2	1	0	1	7	3	3	3	3	2	1	11	9	0	7	1	17	3	6	5	1	2	4	2	1	1	4	5	1	5	8	0	4	0	1	1	2	6	0	7	5	5	1	3	5	4	3	4	1	1	1	1	2	3	4	1	1	7	6	2	22	3	10	3	3
G[Ins(T):R(0,4)]A	1	2	2	2	0	2	3	4	0	3	1	2	4	5	2	11	3	4	8	1	1	4	1	5	3	2	2	3	4	1	4	7	11	3	0	1	3	2	2	0	1	1	0	1	4	3	10	5	10	1	1	9	2	2	5	2	2	1	2	2	16	2	7	5	3	2	4	5	3	4	8	3	6	1	3	0	2	5	9	1	2	1	4	1	1	4	3	7	1	2	6	3	1	3	3	4	2	4	0	2	2	4	0	9	5	0	1	7	2	2	1	3	2	3	0	6	1	2	1	1	4	1	1	4	5	2	3	0	2	1	3	1	2	5	0	4	1	1	1	2	13	3	5	3	1	2	28	4	3	1	6	4	2	3	1	6	5	24	3	24	5	7	3	8	2	3	1	6	0	5	3	1	3	2	6	2	3	1	4	2	2	5	15	5	0	22	2	3	2	2	4	7	3	3	4	5	2	4	2	4	8	1	3	3	1	1	3	9	3	3	6	2	4	1	1	1	2	6	1	6	2	3	0	0	4	2	2	4	0	4	3	32	6	3	8	0	1	6	5	0	2	4	8	3	5	2	2	5	6	3	1	7	3	0	2	3	2	10	4	4	1	2	0	6	9	1	12	3	2	2	1	1	2	6	11	6	3	3	1	1	2	1	3	3	3	1	17	3	1	6	3	4	1	2	2	3	4	10	1	1	125	3	7	2	0	1	1	0	4	2	3	1	17	6	0	2	1	4	6	3	2	24	6	5	0	13	7	2	8	6	5	4	1	7	3	6	10	5	1	4	6	3	4	1	6	1	0	1	7	3	6	6	1	4	2	1	7	2	4	2	4	5	7	0	2	1	4	6	0	1	1	5	5	1	4	3	2	8	6	4	4	6	0	7	7	0	7	4	2	3	0	0	1	8	4	1	6	6	0	6	1	3	0	2	0	1	4	4	4	2	1	1	3	0	4	3	0	3	4	3	1	1	2	3	3	4	2	17	6	6	2	0
G[Ins(T):R(0,4)]C	1	6	2	3	0	4	2	0	1	4	4	1	2	3	4	5	0	0	3	1	0	0	2	0	9	0	3	0	2	0	8	15	3	4	6	0	0	0	0	1	2	0	0	1	2	5	6	1	13	0	4	4	5	2	4	0	1	2	2	4	12	2	5	1	1	0	0	2	3	4	8	1	2	2	1	0	1	1	8	0	2	3	1	0	0	6	0	4	2	3	5	3	0	1	3	0	1	5	1	5	0	1	2	4	1	2	0	3	1	1	5	1	0	7	2	4	1	1	0	0	1	0	0	2	2	1	4	0	0	1	0	1	1	3	2	4	0	0	0	1	4	2	3	0	0	7	3	7	0	0	0	6	1	8	1	2	1	5	2	1	1	0	1	1	6	4	7	0	1	0	6	1	1	1	3	0	2	3	1	5	1	7	1	1	1	28	1	1	2	4	1	1	1	3	0	2	0	2	1	1	11	2	1	2	1	0	1	1	0	0	2	1	2	1	2	2	1	1	2	0	3	3	3	0	1	0	0	6	0	2	1	59	1	2	5	1	1	10	0	1	3	0	10	1	5	3	2	2	6	1	0	4	1	0	1	1	1	7	2	8	2	0	3	2	8	1	10	3	7	3	2	1	1	2	2	2	1	2	1	4	1	0	0	1	3	1	21	1	1	6	1	9	5	1	2	0	2	6	4	3	128	5	3	10	0	3	0	0	1	1	0	1	7	1	0	2	0	8	3	0	1	8	7	0	2	7	8	10	1	3	3	2	0	13	2	2	8	3	2	0	8	6	2	0	6	1	2	0	2	2	2	2	1	3	7	1	7	4	5	4	1	4	1	1	0	2	0	1	1	1	0	2	0	0	4	3	0	6	7	6	0	6	0	12	7	2	9	1	0	4	4	0	1	1	2	3	2	3	0	2	0	0	1	0	6	1	2	3	3	0	2	1	1	1	6	3	0	2	3	0	2	1	0	0	3	7	1	5	4	10	1	1
G[Ins(T):R(0,4)]G	2	3	3	2	0	2	2	2	2	5	2	0	1	8	0	6	1	0	4	5	0	1	0	3	4	1	1	1	2	0	9	4	16	3	1	0	3	0	0	3	2	2	0	1	2	2	5	1	49	0	3	4	4	1	3	1	1	1	0	1	8	0	1	1	3	0	4	2	3	1	2	3	4	1	4	0	0	3	2	1	1	6	3	1	1	6	0	3	2	3	2	2	2	2	3	2	1	5	2	1	2	0	2	8	1	1	1	2	0	5	1	2	2	4	8	6	1	2	0	3	2	4	1	2	2	2	5	0	1	3	1	0	1	3	0	4	2	4	0	0	0	7	5	4	0	3	2	0	0	1	1	2	2	9	4	1	3	7	1	2	1	4	0	0	1	1	1	4	1	3	3	2	4	3	4	3	2	2	0	5	1	2	3	2	1	8	2	1	1	4	0	3	3	2	5	1	1	3	0	6	6	1	1	3	0	1	3	0	7	0	2	5	2	1	5	3	3	2	5	3	5	4	2	1	2	2	0	2	1	1	1	78	2	2	3	2	4	10	4	0	1	1	9	4	3	3	3	0	4	1	1	2	4	1	1	2	5	7	3	1	4	1	2	10	6	0	16	3	2	3	2	0	4	2	6	2	2	4	5	5	3	2	1	2	1	2	13	5	2	6	2	3	2	4	8	0	1	7	1	1	213	4	8	1	3	0	1	0	2	3	4	1	108	3	0	1	1	3	5	2	3	15	4	1	0	1	3	2	4	6	3	3	2	56	0	3	5	6	0	0	4	2	1	3	36	1	1	4	2	3	2	5	12	1	2	0	4	3	2	1	6	8	2	1	4	3	0	1	3	2	2	6	3	4	2	1	2	5	8	8	0	4	3	5	3	4	3	0	1	2	1	2	2	5	1	0	5	2	3	6	2	0	0	0	1	1	5	3	3	2	3	1	2	3	4	1	0	0	1	1	1	0	2	3	4	2	4	7	4	2	0	3
A[Ins(T):R(5,7)]A	7	8	2	12	1	9	5	23	4	13	11	5	5	15	10	22	2	10	9	12	2	10	3	18	6	0	7	5	10	2	9	16	27	7	5	1	1	5	4	3	3	21	3	3	13	4	22	10	337	1	9	26	11	5	8	11	3	6	4	10	23	2	11	4	15	13	11	9	16	11	11	8	7	6	14	0	7	2	8	5	4	12	15	9	4	43	3	7	8	7	6	16	2	7	4	18	7	18	6	4	6	3	6	7	2	4	11	13	7	3	7	2	3	10	9	3	2	8	2	6	12	3	4	4	6	4	20	1	3	6	1	13	11	8	1	10	0	6	1	7	3	13	6	6	1	4	4	14	4	0	12	13	4	13	5	6	3	9	2	3	3	6	9	2	9	6	2	0	0	0	32	5	9	4	5	23	9	2	4	6	2	12	5	12	0	21	4	7	6	2	2	10	19	8	2	9	7	2	3	22	28	3	5	13	0	5	18	10	9	2	5	7	8	7	3	3	6	4	5	4	8	2	1	1	5	2	4	3	6	9	4	506	17	1	12	2	10	22	6	1	9	7	21	6	13	10	12	5	3	4	3	35	5	0	2	14	2	11	8	13	11	13	5	8	4	5	18	6	6	4	2	0	4	6	45	9	5	7	5	2	9	6	4	6	4	6	42	0	9	26	4	6	4	12	4	4	7	28	15	12	35	9	9	9	2	3	4	1	6	1	7	4	18	17	1	1	4	6	18	5	4	6	9	4	4	10	14	8	5	13	6	5	7	19	3	9	20	11	13	9	14	8	1	0	192	15	2	6	12	7	6	3	46	9	6	3	17	8	9	9	5	12	3	4	4	3	5	3	3	5	0	13	3	4	3	6	1	12	22	12	4	35	0	14	5	12	22	4	1	6	4	1	5	7	7	3	8	10	1	8	1	3	1	2	4	1	1	11	11	3	7	12	10	3	6	3	2	1	3	3	3	5	9	3	12	10	2	8	6	5	14	7
A[Ins(T):R(5,7)]C	9	14	7	12	4	9	7	16	2	19	9	7	3	18	16	16	7	19	17	10	3	12	6	23	10	4	2	9	6	1	17	26	20	17	7	0	8	8	3	8	4	7	3	2	13	8	23	17	262	1	10	31	15	2	6	5	7	12	7	8	25	5	7	3	19	10	8	9	22	5	24	3	9	7	16	1	3	5	7	11	5	12	6	1	5	37	5	12	9	8	2	7	3	12	9	16	5	17	3	7	4	8	7	9	8	5	6	5	7	8	6	3	2	9	24	13	4	3	1	6	8	4	2	7	12	2	10	2	5	6	5	16	6	7	8	16	1	6	0	2	7	21	3	11	0	8	8	10	3	1	10	6	6	20	9	8	2	15	3	3	6	7	9	4	2	8	6	6	4	2	18	9	13	7	8	28	10	1	10	3	7	15	6	9	0	43	5	11	1	9	6	7	15	6	5	12	7	4	1	16	42	5	4	17	2	3	34	7	6	5	9	7	6	8	8	8	9	4	3	6	19	5	4	2	4	6	11	7	6	2	8	415	16	5	18	2	11	24	3	1	3	2	17	10	11	8	8	3	4	6	1	55	8	1	1	13	9	19	9	15	7	9	6	13	14	5	21	5	7	6	3	1	10	4	10	11	4	4	7	1	7	8	3	5	8	5	42	1	6	22	4	6	9	9	2	6	3	25	10	11	37	15	15	1	6	0	10	1	3	0	8	7	17	17	5	4	2	5	17	1	10	18	6	3	1	10	12	11	8	12	4	6	8	11	4	9	25	17	9	3	24	3	1	1	149	12	3	6	13	9	2	12	40	12	6	0	13	6	12	10	12	22	6	3	0	3	10	3	0	2	3	11	6	9	5	6	2	14	22	17	2	57	1	16	15	12	20	7	3	6	9	2	10	16	13	2	9	9	1	6	1	4	2	0	8	2	6	7	9	7	7	10	6	4	5	7	0	4	7	7	3	4	5	4	8	11	6	20	9	12	29	6
A[Ins(T):R(5,7)]G	6	18	4	10	4	4	5	15	6	12	11	2	12	21	20	26	6	11	15	8	1	15	3	17	9	1	2	3	7	2	12	10	23	13	2	2	7	4	4	6	5	12	2	4	11	5	26	8	361	0	6	21	13	8	10	7	4	8	6	19	17	8	6	6	15	11	6	6	17	6	9	5	10	4	14	2	3	3	12	5	2	8	10	6	3	36	4	7	8	10	2	6	2	16	4	28	6	16	8	3	8	7	2	8	4	5	8	5	2	11	8	2	4	8	22	15	5	1	0	5	11	0	5	6	5	5	9	2	2	1	6	7	13	4	4	9	0	6	3	1	9	16	8	8	2	7	2	11	2	1	7	14	7	10	10	2	2	7	1	3	4	2	5	5	7	8	4	6	2	5	19	1	6	7	17	26	14	1	2	8	6	14	6	13	1	21	7	5	3	6	8	7	12	8	7	18	7	3	1	15	18	2	8	13	2	1	21	6	4	2	4	6	8	4	3	9	7	5	4	5	4	5	4	7	5	5	3	6	7	4	4	589	18	7	12	0	7	19	2	2	3	9	21	5	9	11	12	9	5	2	3	37	5	2	3	10	6	18	11	14	15	9	6	8	9	1	9	2	7	10	1	4	5	11	15	6	7	9	7	0	4	5	6	6	4	4	35	1	8	22	3	7	4	3	5	5	3	21	14	13	37	8	13	6	2	3	14	1	3	3	3	6	29	24	6	4	2	9	17	1	6	7	9	4	4	9	9	8	6	11	5	10	8	23	7	7	25	11	11	3	14	1	1	2	210	11	1	7	9	9	7	14	59	9	15	5	17	7	10	8	13	17	10	4	6	2	10	11	5	9	0	7	4	2	8	4	3	9	27	13	4	38	2	8	14	9	23	6	1	5	4	2	7	10	8	8	7	17	2	7	0	1	0	0	6	1	8	4	6	9	10	10	7	0	9	6	0	3	7	4	8	3	8	3	8	8	3	13	3	6	24	5
