MutationType	SP24708	SP24301	SP27201	SP28791	SP23739	SP24702	SP25332	SP28335	SP26709	SP25350	SP25380	SP24565	SP25833	SP25905	SP26439	SP24236	SP23925	SP24815	SP27957	SP27603	SP27825	SP24135	SP26499	SP25518	SP28659	SP23622	SP27939	SP23754	SP29697	SP27339	SP29559	SP29331	SP26475	SP23775	SP28275	SP28581	SP23639	SP24391	SP28041	SP25494	SP26649	SP78927	SP78913	SP107375	SP107408	SP107439	SP78816	SP78663	SP78709	SP107462	SP78951	SP107435	SP78679	SP107360	SP78819	SP78821	SP107552	SP78865	SP107470	SP78673	SP78824	SP107550	SP78718	SP107451	SP107557	SP107358	SP78731	SP107455	SP107549	SP78814	SP107357	SP78919	SP107453	SP78719	SP78662	SP107457	SP107404	SP78714	SP107454	SP107359	SP78664	SP78931	SP78815	SP107466	SP78901	SP107384	SP107467	SP78680	SP78672	SP107365	SP78660	SP78659	SP107449	SP78813	SP78953	SP78804	SP107460	SP107548	SP78730	SP78727	SP78822	SP78818	SP78923	SP107405	SP107437	SP78675	SP107371	SP107556	SP78807	SP78945	SP107480	SP107448	SP107436	SP79150	SP107546	SP107459	SP78823	SP78666	SP78721	SP78665	SP78935	SP107458	SP79160	SP107479	SP107377	SP78937	SP107444	SP79144	SP107469	SP107373	SP107406	SP107369	SP107403	SP107363	SP78955	SP78711	SP78677	SP78805	SP107461	SP107472	SP107356	SP78825	SP107468	SP78851	SP78726	SP107379	SP107474	SP107438	SP107478	SP78716	SP78676	SP107443	SP107361	SP107464	SP78717	SP78671	SP78817	SP107381	SP107463	SP107477	SP78661	SP78939	SP78674	SP107553	SP107555	SP107446	SP78713	SP78720	SP78947	SP78875	SP107554	SP107407	SP78820	SP78668	SP107547	SP79148	SP107386	SP78921	SP107545	SP107440	SP79066	SP107473	SP107362	SP78722	SP78729	SP107441	SP78873	SP47708	SP47990	SP48414	SP48135	SP47652	SP48888	SP48426	SP48480	SP48263	SP47628	SP47808	SP48850	SP48189	SP48073	SP48008	SP48504	SP48534	SP48010	SP79365	SP79237	SP79462	SP79201	SP79371	SP79439	SP79175	SP79354	SP79184	SP79312	SP79252	SP79294	SP79246	SP79458	SP79222	SP79178	SP79474	SP79387	SP79306	SP79270	SP79210	SP79427	SP79297	SP79368	SP79351	SP79300	SP79435	SP79288	SP79447	SP79403	SP79377	SP79327	SP79324	SP79359	SP79330	SP79391	SP79399	SP79243	SP79192	SP79395	SP79195	SP79318	SP79282	SP79261	SP79228	SP79431	SP79172	SP79234	SP79345	SP79342	SP79415	SP79407	SP79374	SP79291	SP79336	SP79380	SP79455	SP79181	SP79207	SP79190	SP79303	SP79258	SP79249	SP79321	SP79423	SP79219	SP79240	SP79255	SP79466	SP79357	SP79443	SP79285	SP79470	SP79309	SP79383	SP79187	SP79315	SP79264	SP79333	SP79204	SP79419	SP79198	SP79339	SP79411	SP79279	SP79451	SP79231	SP79225	SP79267
1:Del:C:0	32	34	39	21	24	27	6	27	9	27	42	23	34	27	10	56	23	38	30	33	33	61	20	61	76	33	24	12	15	24	47	44	28	60	12	31	35	34	38	157	23	4	2	11	10	43	1	3	1	5	10	5	11	2	0	11	3	2	4	4	3	3	7	0	1	5	2	3	0	9	10	4	3	0	5	5	6	6	4	14	6	0	2	7	2	30	8	4	2	6	0	1	9	3	0	7	5	6	3	4	13	4	1	12	4	5	20	4	1	3	2	4	7	1	3	2	0	3	0	0	6	5	1	1	3	28	2	6	3	8	30	5	23	8	1	0	2	2	3	4	4	3	1	13	16	15	10	9	8	10	5	0	8	5	1	1	0	5	4	3	4	2	5	2	7	5	5	9	2	5	9	18	5	0	2	3	8	2	0	2	11	3	6	2	2	9	2	8	9	11	14	7	2	3	11	3	5	11	48	11	3	17	6	12	8	0	1	2	1	1	1	0	0	0	2	1	2	2	2	6	0	0	0	2	1	0	0	3	0	1	0	1	1	0	0	1	0	0	1	0	2	1	0	0	1	0	0	2	0	0	0	0	4	0	0	1	1	0	0	5	1	2	0	1	0	0	0	1	0	1	0	1	0	0	0	1	2	1	0	2	1	0	1	4	1	2	1	0	2	2	1	0	0	2
1:Del:C:1	12	26	15	6	9	9	4	13	9	18	12	15	15	11	7	22	22	24	13	21	22	52	7	14	31	12	15	8	11	11	36	20	10	52	16	12	22	17	12	70	11	0	0	9	3	0	0	9	3	0	2	5	5	2	0	4	0	6	2	0	2	0	1	0	0	2	3	3	0	2	7	0	1	0	3	3	4	0	0	5	1	1	2	9	0	19	4	2	3	1	0	0	3	2	0	6	2	0	4	1	6	0	0	6	6	2	18	5	1	2	4	1	2	1	3	3	0	1	0	2	2	4	3	4	3	7	5	7	1	5	33	11	8	6	0	0	1	5	0	1	7	5	2	7	4	7	1	5	2	3	0	1	8	2	0	1	2	1	3	6	6	1	4	0	1	0	7	1	2	0	5	4	3	1	0	3	2	3	4	0	2	1	5	0	0	5	1	9	6	6	14	3	3	0	5	2	2	3	19	3	4	9	3	9	8	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
1:Del:C:2	3	5	10	1	1	5	1	9	4	7	4	3	3	6	0	6	10	9	6	6	8	20	3	9	38	2	4	1	2	2	24	4	6	17	9	5	9	7	3	27	7	0	1	3	0	1	0	2	0	0	0	2	2	2	0	1	2	0	3	0	2	2	1	0	0	0	1	0	1	2	3	2	1	0	1	2	3	0	0	2	0	1	0	2	0	15	0	0	2	0	1	1	3	0	1	2	2	0	0	1	2	1	0	5	1	1	7	1	1	0	0	2	3	0	3	1	0	0	2	1	0	3	1	1	1	6	2	3	0	4	17	5	3	1	2	0	0	3	1	0	5	1	1	6	2	7	1	0	0	4	1	2	4	1	0	2	0	2	4	0	0	0	2	0	1	2	2	0	0	0	4	2	1	0	0	1	1	1	3	2	2	2	3	0	0	2	0	5	1	1	4	0	1	1	5	0	1	3	8	5	1	2	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1:Del:C:3	4	4	1	1	1	3	2	5	2	8	5	3	3	5	1	5	4	7	2	1	1	12	1	4	10	3	2	1	3	6	11	4	1	11	2	1	5	3	1	33	3	1	0	2	3	0	1	1	1	4	1	0	1	1	0	1	0	0	2	0	2	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	3	0	0	0	1	0	0	1	1	9	0	0	0	0	0	0	1	0	0	3	1	5	0	0	1	0	0	1	3	0	7	2	2	1	2	0	0	0	0	1	0	1	0	0	0	1	0	1	3	4	0	1	0	0	9	4	0	0	0	0	0	1	0	0	0	0	0	2	2	6	3	1	2	1	0	0	1	0	0	0	1	0	2	1	0	0	1	0	2	1	0	2	1	0	1	2	3	1	0	0	1	0	1	2	0	0	0	0	1	2	0	0	2	1	2	2	2	0	5	2	0	4	4	3	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Del:C:4	1	4	2	3	0	1	0	1	1	3	7	2	1	2	0	3	6	3	2	1	6	9	3	2	3	2	0	1	1	1	4	3	6	7	3	4	4	3	3	15	1	0	1	1	1	0	0	0	0	0	2	1	3	1	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	3	0	0	0	0	1	3	0	0	3	2	0	0	1	0	4	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	2	2	1	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	3	0	2	4	3	3	2	0	0	0	0	1	0	2	0	0	3	2	2	1	1	1	1	0	0	3	1	0	0	0	0	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	2	4	0	0	0	4	3	1	2	2	1	3	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Del:C:5	9	10	9	1	1	4	2	4	2	7	7	2	4	2	1	1	15	3	6	6	6	3	0	8	6	4	5	0	4	2	2	6	6	5	4	7	9	5	8	14	8	0	1	1	6	0	0	0	0	1	2	2	2	2	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	2	0	1	1	0	3	2	0	0	3	0	0	0	0	3	3	1	0	0	2	0	1	1	0	0	0	1	1	0	0	1	0	0	1	2	2	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	3	0	2	0	1	5	6	3	6	0	0	0	1	1	0	3	1	1	3	0	4	0	1	0	1	0	0	8	0	0	0	0	2	2	0	2	1	1	0	0	0	0	1	0	0	2	3	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	2	1	1	2	2	0	0	2	2	0	2	3	6	0	2	4	4	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1:Del:T:0	16	24	17	8	10	20	5	15	6	16	18	6	16	10	12	20	24	15	16	20	21	71	9	26	60	17	22	6	11	14	49	18	21	51	9	24	17	18	22	104	18	0	0	11	1	35	1	2	4	1	1	6	2	4	1	5	2	1	2	4	1	0	1	4	0	4	0	1	0	4	13	2	3	0	0	0	2	2	0	8	1	0	1	5	0	50	4	0	1	3	3	1	2	2	0	3	1	3	3	4	14	2	0	9	5	3	9	3	5	0	1	1	3	1	3	2	1	1	0	4	2	5	1	0	7	7	2	6	0	7	37	8	17	8	1	0	0	3	0	0	11	3	6	8	3	11	0	2	1	7	4	0	10	8	1	4	0	8	5	3	5	0	2	1	1	1	2	3	3	0	5	9	2	0	1	2	8	3	2	0	0	0	8	1	2	2	2	14	7	8	9	6	1	3	11	5	6	4	19	7	10	10	5	10	3	0	0	1	1	1	0	0	0	0	0	1	1	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	3	0	0	1	0	1	0	1	4	1	0	0	1	0	0	4	0	0	0	0	2	0	0	1	1	1	0	1	1	0	0	0	1	0	0	2	2	0	0	1	0	1	0	1	0	0	0	1	0	0
1:Del:T:1	9	12	8	0	2	10	4	5	1	4	11	3	9	3	5	8	8	10	10	11	9	48	7	15	36	3	7	1	7	7	33	12	10	31	5	7	12	9	9	83	8	0	0	4	3	7	0	3	1	1	1	4	2	2	1	3	2	2	1	2	0	1	0	2	1	1	0	0	2	2	5	0	1	0	0	2	2	1	1	2	1	0	2	2	0	26	0	0	0	1	1	3	1	0	0	0	3	0	4	1	2	0	0	2	0	2	16	4	0	1	0	2	1	0	0	0	2	2	0	4	1	1	2	0	3	4	0	4	0	2	36	2	10	1	1	0	0	3	0	0	2	3	1	3	2	3	2	1	2	2	2	0	1	3	1	2	0	6	4	0	3	0	2	0	2	1	2	0	0	0	2	3	1	1	0	1	2	3	0	0	1	1	3	0	1	1	0	1	3	7	4	3	0	1	8	4	2	7	7	2	4	5	2	2	3	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
1:Del:T:2	12	8	8	6	6	14	2	7	3	5	12	7	10	8	5	21	13	14	18	17	16	31	6	15	44	8	8	9	9	6	39	11	8	40	8	8	8	10	11	58	11	0	1	3	1	5	1	1	1	4	3	6	6	1	4	6	0	0	1	0	1	0	1	0	3	3	1	0	0	3	5	0	2	0	1	2	2	0	0	6	3	0	0	1	1	15	0	0	1	3	3	1	3	3	0	2	3	1	1	0	5	1	1	3	3	0	11	3	0	0	0	1	0	0	1	1	0	0	0	1	2	2	2	0	2	5	3	4	0	2	28	7	5	1	0	0	2	2	1	1	5	2	1	4	2	6	2	1	2	1	2	0	4	4	1	1	0	6	2	1	1	3	1	0	2	0	2	2	1	1	5	6	1	2	2	2	0	1	1	0	1	0	3	0	0	0	1	2	2	5	6	2	1	1	3	2	5	7	23	5	2	7	0	3	2	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1:Del:T:3	14	15	14	8	11	16	4	13	2	17	14	6	11	6	5	37	11	23	4	8	16	23	10	28	29	9	10	4	5	9	24	12	9	23	7	11	11	13	20	67	6	0	2	5	5	4	0	3	1	2	2	2	9	2	1	4	0	0	0	3	0	1	1	3	3	1	0	1	1	2	6	2	2	0	1	2	2	0	1	3	1	1	1	1	0	18	4	1	0	0	0	1	5	1	1	2	2	2	2	3	5	1	2	8	2	1	5	2	2	2	3	2	3	0	2	1	0	2	0	2	2	5	0	1	2	11	1	6	0	4	17	3	10	5	0	0	1	2	2	2	1	4	1	4	6	8	1	0	4	7	4	1	7	3	0	1	2	3	5	2	1	0	3	0	4	1	8	0	0	0	6	9	1	1	0	3	5	2	2	3	3	3	6	0	1	3	0	3	3	4	9	2	1	0	5	5	2	3	26	4	6	1	1	2	3	0	1	0	2	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
