MutationType	SP1086	SP1003	SP1677	SP1305	SP963	SP1144	SP1132	SP1712	SP1114	SP1431	SP975	SP1059	SP1419	SP1009	SP1724	SP96136	SP967	SP1781	SP1174	SP953	SP1377	SP1365	SP1491	CPCT02060013T	CPCT02100026T	CPCT02070020T	CPCT02030269T	CPCT02010944TIII	CPCT02020867T	CPCT02070272T	CPCT02020648T	CPCT02020362T	CPCT02440020T	CPCT02210077T	CPCT02070445T	CPCT02020894T	CPCT02020896T	CPCT02140101T	CPCT02210040T	DRUP01010020T	CPCT02020902T	CPCT02070443T	CPCT02080295T	CPCT02020916T	CPCT02020915T	CPCT02160036T	CPCT02120184T	CPCT02050315T	CPCT02120182T	CPCT02020940T	CPCT02010712T	CPCT02070294T	CPCT02070299T	CPCT02050437T	CPCT02050436T	CPCT02020952T	CPCT02020642TII	CPCT02020958T	CPCT02020684T	WIDE01010111T	CPCT02020958TII	CPCT02020972T	CPCT02020971T	CPCT02330103T	WIDE01010148T	CPCT02070480T	CPCT02360014T	CPCT02140107T	CPCT02070485T	WIDE01010202T	CPCT02020583TII	CPCT02020703T	CPCT02020973T	CPCT02020940TII	WIDE01010230T	CPCT02320002T	CPCT02050351T	CPCT02020979T	CPCT02080315T	CPCT02120203T	DRUP01050023T	CPCT02020983T	CPCT02140034T	WIDE01010280T	CPCT02020984T	CPCT02070154TII	CPCT02020986T	CPCT02020988T	CPCT02050445T	CPCT02070331T	CPCT02020989T	CPCT02050356T	WIDE01010412T	CPCT02140110T	CPCT02020717T	CPCT02130095T	DRUP01030012T	CPCT02070336T	CPCT02070332T	CPCT02050371T	CPCT02100178T	CPCT02020767T	CPCT02140072T	CPCT02060112T	CPCT02170032T	DRUP01070046T	WIDE01010565T	CPCT02020787T	CPCT02020778T	CPCT02050385T	CPCT02130142T	CPCT02020800T	CPCT02050395T	DRUP01070048T	CPCT02020817T	CPCT02080263T	CPCT02010944T	CPCT02020832T	CPCT02050351TII	CPCT02120168T	CPCT02440016T	CPCT02010935T	CPCT02010963T	CPCT02070401T	CPCT02230056T	CPCT02040169T	CPCT02020859T	CPCT02020633TII	CPCT02020621TII	CPCT02020586T	CPCT02070237T	CPCT02080273T	CPCT02070410T	CPCT02020600T	CPCT02010963TII	CPCT02120056T	CPCT02020840T	CPCT02040164T	CPCT02070244T	CPCT02020619T	CPCT02020633T	CPCT02010663T	CPCT02020614T	CPCT02290020T	CPCT02020632T	CPCT02050103T	CPCT02100072T	CPCT02100076T	CPCT02100077T	CPCT02070154T	CPCT02330034T	CPCT02070156T	CPCT02070162T	CPCT02070172T	CPCT02070188T	CPCT02270003T	CPCT02160026T	CPCT02070149T	CPCT02080119T	CPCT02110041T	CPCT02050216T	CPCT02070194T	CPCT02330046T	CPCT02070204T	CPCT02120020T	CPCT02260007T	CPCT02020583T	CPCT02070041T	CPCT02070043T	CPCT02050086T	CPCT02070044T	CPCT02220005T	CPCT02070057T	CPCT02330015T	CPCT02140037T	CPCT02070096T	CPCT02040064T	CPCT02070094T	CPCT02070102T	CPCT02050124T	CPCT02060073T	CPCT02060082T	CPCT02040105T	CPCT02010665T	CPCT02020629T	CPCT02080164T	CPCT02120080T	CPCT02050289T	CPCT02050297T	WIDE01010621T	WIDE01010461T	CPCT02120204T	CPCT02120206T	WIDE01010518T	CPCT02020991T	WIDE01010609T	CPCT02020993T	WIDE01010723T
Ins2:U1:R1	0	0	1	2	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	1	0	1	1	3	1	1	0	4	1	5	4	3	1	2	0	1	1	13	2	4	3	1	2	0	2	1	0	2	2	3	2	1	2	2	5	1	0	2	1	2	1	2	0	1	5	2	2	3	3	4	0	4	2	1	1	0	2	4	1	2	1	3	1	3	11	0	0	0	1	1	0	0	2	2	1	5	1	2	2	2	3	1	0	2	3	2	2	4	0	1	2	1	3	0	3	1	0	2	1	4	2	2	3	4	0	4	2	2	2	18	4	3	7	0	1	1	5	1	2	4	2	1	0	0	3	1	2	0	3	0	1	1	3	1	1	2	0	5	5	3	0	0	1	0	6	3	0	2	2	1	2	1	1	2	1	2	0	2	0	2	0	3	1	1	0	2	2	1	1	1	2	4	2	0	2	2
Ins2:U1:R2	1	1	1	1	1	0	3	0	1	1	1	1	2	0	0	1	0	0	0	2	0	0	1	2	0	2	0	1	2	2	0	1	1	0	0	1	0	1	1	9	3	0	0	0	0	0	1	0	2	3	3	1	0	3	1	1	4	1	0	1	1	0	0	1	0	1	0	7	0	0	0	0	0	3	2	0	1	0	0	1	1	2	4	0	0	1	6	2	0	1	0	0	0	0	0	0	1	2	0	2	2	0	1	1	0	1	2	0	0	2	0	1	1	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	0	0	2	4	4	1	1	0	0	0	5	1	1	1	2	0	1	1	0	1	1	1	2	0	2	1	1	1	0	0	2	1	0	1	0	2	1	0	1	0	0	0	0	2	3	0	4	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	2	1	1	1	1
Ins2:U1:R3	2	0	0	0	0	0	1	1	1	1	2	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	0	1	0	0	0	0	0	1	1	0	2	1	2	1	2	1	0	3	1	5	0	0	4	0	0	4	0	1	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	2	4	1	0	0	0	0	2	2	1	0	2	0	0	0	2	0	1	0	2	1	4	0	1	3	1	0	2	0	0	0	1	0	0	1	3	1	4	1	4	0	2	0	0	1	2	9	2	0	1	2	1	1	3	1	0	0	2	0	0	0	2	1	0	1	2	0	0	0	0	0	0	1	0	2	1	0	2	3	0	0	0	1	2	0	0	2	5	1	1	1	0	1	2	0	0	3	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0
Ins2:U1:R4	1	0	2	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	1	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	4	1	2	0	1	1	1	1	3	0	4	1	1	1	1	0	0	0	1	0	0	0	2	1	0	2	1	0	0	4	3	1	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	1	1	0	3	0	0	0	0	1	1	15	2	0	0	0	1	1	2	0	0	2	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	4	0	0	4	2	0	0	0	0	3	2	1	0	0	3	0	1	0	1	1	0	0	2	0	0	0	0	0	0	1	1	2	1	0	0
Ins2:U1:R(5,9)	0	0	0	3	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	2	0	1	0	0	1	1	0	1	2	3	2	4	1	0	1	1	0	2	0	156	0	1	1	1	1	0	1	3	0	0	3	0	1	3	0	0	3	1	0	5	3	1	0	1	2	0	1	1	2	1	2	1	0	0	1	1	0	0	1	2	0	1	0	1	2	2	36	0	0	2	2	1	1	0	3	0	0	1	0	3	4	1	2	0	0	0	3	2	1	4	1	1	1	0	0	0	1	0	0	0	1	1	2	0	4	7	1	2	0	1	1	314	4	3	2	1	1	1	1	2	0	0	3	2	1	0	1	1	0	1	2	0	0	0	2	1	1	0	0	2	2	0	0	5	0	0	2	20	0	0	0	1	3	5	1	1	0	1	1	2	0	2	1	2	2	1	0	0	0	1	1	1	3	0	1	1	0	1
Ins2:U2:R1	4	1	3	7	1	3	4	1	1	0	6	2	2	2	2	5	2	1	1	3	1	1	7	2	1	5	5	3	2	6	3	3	3	3	1	5	2	7	3	23	5	2	5	1	3	2	4	6	4	2	9	2	1	5	4	3	11	2	3	2	2	6	2	12	4	1	2	9	5	4	2	1	4	3	2	4	3	3	4	9	3	2	5	1	5	2	22	2	2	1	1	2	3	0	5	1	7	8	2	4	5	0	0	3	1	3	3	3	5	7	1	1	6	2	0	3	4	4	5	3	4	2	9	4	5	4	0	4	2	4	3	28	4	5	11	2	4	2	2	9	1	4	1	2	4	2	1	6	1	1	3	1	0	3	2	5	2	2	5	6	0	3	3	8	2	1	3	14	2	2	2	0	19	0	3	2	1	3	0	0	1	1	3	1	0	3	1	4	4	9	2	2	3	7	2	3	0	5
Ins2:U2:R2	4	3	2	4	1	0	1	1	0	0	2	1	1	1	0	0	0	0	0	4	2	1	1	2	0	4	0	0	1	5	3	0	3	0	5	1	1	4	1	46	3	2	2	3	1	2	1	0	1	2	5	2	2	3	4	2	1	4	1	2	4	1	0	5	2	1	1	3	5	2	3	2	0	1	0	1	1	1	2	2	0	2	2	3	1	1	28	1	1	1	0	0	1	1	3	2	3	4	0	4	5	0	4	1	0	1	3	0	3	2	0	2	5	1	0	1	0	1	2	0	1	2	2	0	8	9	1	6	3	2	2	44	5	1	3	2	0	4	2	2	2	4	2	0	2	3	1	4	1	1	0	3	1	0	1	0	3	2	4	2	1	0	0	4	2	0	4	20	1	3	0	0	8	0	3	2	1	1	0	0	0	1	3	2	1	0	1	2	0	3	0	5	1	0	7	3	0	2
Ins2:U2:R3	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	1	1	3	0	1	1	2	0	0	1	1	0	3	1	1	0	55	1	3	1	1	1	1	0	1	1	2	3	1	1	3	2	1	1	1	0	3	1	6	0	3	1	1	0	3	1	0	2	0	0	2	1	1	1	1	0	0	2	2	1	0	1	1	45	0	0	2	0	0	3	2	1	2	2	3	0	2	2	0	0	0	0	0	5	0	1	0	1	1	0	0	1	0	2	1	2	2	3	1	0	0	2	6	0	0	0	3	5	72	0	3	1	0	0	3	0	3	0	0	2	1	3	0	0	0	1	0	0	0	0	1	1	1	0	0	1	2	1	0	0	4	3	0	3	28	0	2	0	0	4	1	0	0	0	1	2	0	1	2	1	0	0	1	1	0	1	2	1	1	0	3	2	1	1	4
Ins2:U2:R4	2	1	0	4	2	0	1	1	0	2	5	1	0	1	0	1	0	3	1	2	1	1	0	1	1	7	2	1	2	6	4	2	10	0	1	1	3	12	6	197	2	2	9	2	1	0	0	0	3	2	7	2	1	5	2	3	2	1	1	3	0	5	0	4	2	1	1	5	2	1	13	2	3	1	1	1	1	1	1	1	0	0	1	4	1	10	102	0	0	2	2	2	2	2	2	1	9	3	1	3	2	1	2	3	0	2	1	0	2	7	2	3	3	0	2	3	2	3	0	3	3	3	1	0	2	18	1	1	2	1	2	260	3	1	3	2	2	7	1	2	0	1	2	0	4	2	1	1	3	7	0	3	2	1	3	1	0	3	3	2	2	2	1	0	4	2	12	46	5	1	0	1	5	6	1	2	0	5	2	1	0	6	1	1	2	2	0	0	0	1	0	3	2	0	8	1	2	2
Ins2:U2:R(5,9)	2	5	1	9	2	5	6	3	2	2	7	2	11	4	2	5	1	10	19	7	8	8	6	8	7	36	4	9	13	50	10	27	53	33	26	15	4	38	26	1671	11	20	60	7	8	12	13	4	11	2	50	13	21	64	9	23	45	7	0	24	7	40	7	25	34	6	12	29	35	29	62	17	24	4	13	15	7	16	21	6	10	8	1	20	6	29	644	21	13	21	12	5	9	16	13	10	99	8	4	8	17	8	30	11	12	9	8	15	17	25	19	11	16	6	14	11	8	22	11	3	14	19	8	9	31	129	7	13	16	18	26	2293	36	17	9	17	16	39	7	15	10	10	26	10	21	22	8	6	9	19	11	16	8	4	22	9	4	2	22	56	17	5	6	23	42	2	77	273	25	8	4	7	34	30	12	23	10	17	10	36	1	47	11	9	13	11	13	11	9	8	7	37	11	25	35	7	11	16
Ins3:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
Ins3:U1:R2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Ins3:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
Ins3:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins3:U1:R(5,9)	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	11	3	0	2	0	0	0	0	0	0	0	3	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	1	0	1	0	22	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R1	2	2	3	8	2	1	3	0	0	2	3	1	7	1	2	4	0	1	0	7	2	0	6	5	1	3	0	2	4	11	4	2	7	0	1	2	5	5	3	8	11	1	3	2	1	1	4	2	3	2	5	2	0	2	3	1	11	2	2	4	2	8	0	7	3	1	3	13	6	4	6	3	0	3	0	2	1	1	2	1	1	5	5	2	2	3	5	5	3	1	1	1	3	0	1	3	5	6	3	6	1	0	2	2	0	2	0	2	3	9	4	3	5	2	1	3	1	2	1	3	0	2	4	2	8	1	0	4	1	3	1	8	3	6	4	1	1	3	0	1	2	1	4	0	2	1	3	3	2	2	1	0	2	0	2	0	2	1	1	6	0	2	0	5	4	0	7	3	1	1	1	1	22	3	2	1	5	6	2	3	0	4	3	0	2	4	1	0	1	2	5	0	1	4	2	4	1	1
Ins3:U3:R2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	2	1	0	1	0	0	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	2	0	0	4	1	3	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	2	0	1	1	0	0	0	1	1	1	0	1	1	0	1	4	1	0	3	0	1	0	4	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	2	0	0	0	0	7	0	0	1	0	2	0	0	0	0	0	2	1	1	2	1	1	0	1	0	0	0	0	0	0	1
Ins3:U3:R3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	19	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
Ins3:U3:R(5,9)	0	0	1	1	0	0	2	0	0	1	0	0	2	1	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	2	0	0	2	1	2	108	1	2	7	1	1	0	2	0	0	0	1	1	0	0	1	2	5	0	0	3	0	2	2	2	0	0	0	1	4	1	2	3	0	0	1	2	0	1	1	2	0	0	2	0	0	0	41	0	0	3	0	1	1	0	0	0	4	1	0	2	2	0	2	0	0	1	1	2	1	2	0	1	0	1	1	0	0	1	0	0	1	1	0	0	2	3	1	0	0	0	1	159	2	1	1	1	0	3	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	4	1	0	3	1	1	0	5	8	0	0	0	2	2	2	0	1	0	2	1	2	1	1	0	1	2	0	0	1	0	0	1	1	1	3	2	0	2	5
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ins4:U2:R1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ins4:U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Ins4:U2:R(5,9)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	74	2	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	116	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	5	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1
