MutationType	CPCT02020307T	CPCT02020333T	CPCT02080024T	CPCT02030259TII	CPCT02040038T	CPCT02030250T	CPCT02050058T	CPCT02020393T	CPCT02030280T	CPCT02030278T	CPCT02100030T	CPCT02060056T	CPCT02030296T	CPCT02060046T	CPCT02130056T	CPCT02180051T	CPCT02070434T	DRUP01210006T	CPCT02020659T	CPCT02080191T	CPCT02330084T	CPCT02360009T	CPCT02060196T	CPCT02290028T	CPCT02030455T	CPCT02080198T	CPCT02010679T	CPCT02100152T	CPCT02070465T	CPCT02040224T	DRUP01060007T	CPCT02040223T	CPCT02270023T	CPCT02220079T	CPCT02230082T	CPCT02090043T	CPCT02130051T	CPCT02030259TIII	DRUP01020026T	CPCT02210046T	CPCT02120120T	WIDE01010205T	CPCT02340080T	WIDE01010216T	CPCT02130087T	WIDE01010264T	CPCT02130085T	WIDE01010292T	WIDE01010277T	CPCT02120118T	WIDE01010301T	CPCT02220045T	CPCT02130093T	CPCT02030482T	CPCT02030477T	CPCT02370026T	WIDE01010385T	WIDE01010397T	WIDE01010414T	WIDE01010420T	CPCT02270031T	CPCT02120132T	DRUP01010084T	CPCT02020741T	CPCT02020740T	CPCT02030492T	CPCT02070349T	CPCT02070348T	CPCT02060226T	CPCT02230111T	CPCT02080236T	CPCT02030498T	DRUP01050029T	CPCT02030505T	CPCT02120149T	CPCT02070358T	CPCT02060168T	CPCT02030509T	CPCT02210066T	CPCT02030495T	CPCT02060251T	CPCT02380049T	CPCT02300049T	CPCT02140079T	CPCT02110074T	CPCT02210065T	CPCT02120153T	CPCT02110078T	CPCT02030517T	CPCT02020466T	CPCT02070397T	CPCT02050203T	CPCT02020572T	CPCT02060142T	CPCT02230050T	CPCT02070222T	CPCT02010646T	CPCT02070418T	CPCT02080160T	CPCT02100112T	CPCT02100119T	CPCT02340032T	CPCT02020513T	CPCT02180025T	CPCT02120022T	CPCT02020516T	CPCT02060089T	CPCT02090018T	CPCT02060094T	CPCT02120028T	CPCT02090019T	CPCT02060105T	CPCT02020544T	CPCT02060110T	CPCT02030355T	CPCT02040127T	CPCT02070190T	CPCT02090020T	DRUP01020004T	CPCT02060120T	CPCT02070210T	CPCT02040144T	CPCT02040143T	CPCT02020593T	CPCT02180005T	CPCT02030299T	CPCT02020420T	CPCT02030303T	CPCT02070058T	CPCT02040050T	CPCT02020434T	CPCT02220006T	DRUP01140003T	CPCT02020459T	CPCT02330021T	CPCT02110016T	CPCT02330023T	CPCT02040095T	CPCT02160017T	CPCT02080093T	CPCT02060088T	CPCT02290021T	CPCT02340042T	CPCT02040192T	CPCT02300026T	CPCT02450007T	CPCT02170020T	CPCT02030440T	CPCT02190003T	WIDE01010536T	WIDE01010554T
Del(3,):U(3,):R(3,)	7	7	11	7	5	18	15	7	8	6	11	11	9	3	9	6	7	3	3	10	5	9	7	13	6	3	3	6	9	5	3	6	17	11	5	1	2	7	3	5	2	11	2	9	15	2	9	3	2	4	5	7	5	20	2	3	7	6	8	28	3	2	16	7	8	10	5	12	11	5	5	3	3	6	6	4	3	3	4	2	5	6	0	4	13	10	20	13	9	5	7	5	6	1	15	4	5	11	10	11	13	10	2	12	3	4	5	6	4	13	8	5	2	1	3	9	8	4	9	11	16	18	2	13	7	4	4	3	3	5	11	7	6	9	3	2	4	12	8	3	2	18	12	4	2	3	2	4	9	1	8
Ins(2,4):R0	15	24	16	15	10	16	16	14	25	25	26	12	32	9	12	10	15	63	6	38	11	33	5	14	17	7	3	30	26	15	13	13	19	9	8	6	9	16	15	8	13	21	8	15	16	11	16	8	8	9	11	26	15	24	3	1	17	11	13	30	10	9	16	16	24	25	8	15	23	8	15	10	12	13	5	2	15	6	17	7	6	11	7	6	17	9	9	22	26	16	7	12	26	17	29	6	9	8	36	14	16	11	8	11	11	10	12	8	6	11	34	17	22	5	11	15	7	6	9	21	20	44	8	14	18	17	18	10	10	11	16	17	10	8	10	6	3	15	39	6	4	14	13	18	22	12	17	12	19	6	7
Ins(5,):R0	34	56	41	47	48	37	69	38	49	29	49	43	63	21	31	40	15	33	43	107	19	52	35	60	45	51	55	62	38	40	61	51	38	22	50	24	159	33	117	69	34	33	59	15	83	11	47	9	10	38	25	63	39	29	33	5	23	15	15	44	66	67	53	59	116	53	47	103	49	60	26	36	23	46	45	62	22	32	29	44	14	25	39	55	28	37	34	51	76	56	47	59	114	49	48	46	51	11	96	99	38	25	18	16	13	33	15	16	14	37	40	49	31	13	10	34	26	26	27	47	80	87	42	39	36	32	33	34	32	17	26	18	17	41	12	12	15	25	62	15	6	55	47	36	57	33	55	56	35	13	12
Ins(2,4):R1	8	10	5	6	5	7	19	8	9	6	8	14	4	4	10	7	12	9	6	5	6	4	5	1	6	3	4	11	8	4	1	5	7	16	5	4	12	6	13	9	8	5	2	6	7	7	7	1	5	5	5	12	9	9	1	3	5	8	3	24	2	3	19	12	7	20	6	7	6	9	4	3	5	2	5	5	2	5	4	2	2	10	2	3	5	8	9	10	6	6	5	6	13	8	6	5	5	4	12	5	9	7	2	5	9	10	5	8	5	3	7	10	4	0	4	9	5	1	1	7	11	15	4	13	8	13	4	9	10	1	6	5	4	3	1	2	1	4	17	5	5	5	9	6	7	7	6	6	3	3	5
Ins(5,):R1	4	8	10	7	7	15	7	7	3	14	6	5	7	1	3	5	6	3	2	19	4	5	1	7	10	0	1	9	13	5	4	5	3	4	10	2	13	5	9	10	3	13	2	2	8	6	13	2	5	3	1	35	3	6	2	1	17	2	9	34	1	6	7	3	17	14	3	8	4	6	3	3	1	3	6	6	2	9	4	1	1	2	3	2	5	9	4	6	8	10	1	9	10	6	9	1	3	4	11	3	7	6	1	5	4	9	8	7	2	6	13	4	6	3	5	7	4	3	3	6	10	13	3	10	5	7	3	6	16	6	5	4	3	7	4	2	4	2	17	1	3	10	11	3	9	5	8	5	10	3	3
Ins(2,):R(2,4)	5	6	4	7	3	10	9	11	10	11	7	16	14	7	16	4	11	12	10	9	6	16	2	4	8	2	2	10	8	9	6	5	8	11	4	7	10	9	13	5	11	9	6	6	3	6	11	4	6	2	8	22	8	6	1	2	11	1	6	19	5	4	12	8	10	16	8	4	10	8	9	8	6	7	3	4	3	3	10	3	1	7	0	2	9	11	7	6	6	8	7	7	13	6	13	3	8	4	10	3	6	10	10	11	2	13	5	5	5	4	12	9	5	5	5	5	5	5	3	7	19	14	3	5	12	11	5	11	6	2	7	11	3	4	5	0	3	7	16	6	7	6	9	7	10	6	4	5	7	0	4
Ins(2,):R(5,)	13	8	10	9	3	12	17	29	18	13	11	8	6	4	16	11	6	11	6	14	10	39	3	11	15	8	0	3	9	8	2	6	17	6	8	5	7	7	31	7	9	12	4	12	9	6	46	8	24	7	9	23	9	9	2	3	7	13	6	17	13	7	8	7	15	19	16	19	12	8	17	1	14	10	6	7	9	5	7	2	3	11	6	3	12	22	4	12	16	14	3	16	10	11	14	1	10	11	19	9	22	15	11	6	6	34	10	3	7	9	6	4	6	2	5	10	16	2	7	17	29	21	2	27	32	4	11	6	8	3	13	15	15	2	14	0	3	15	19	9	1	11	19	8	16	5	6	11	19	3	9
Del(2,5):M1	4	24	21	19	24	25	28	18	32	21	25	24	33	5	20	11	28	31	13	33	10	22	9	15	20	5	4	28	22	21	5	20	26	17	10	7	17	17	15	8	3	13	9	11	31	10	17	3	4	11	8	34	7	22	2	8	10	11	12	71	10	9	27	10	24	31	30	24	19	18	14	1	7	11	10	20	8	23	27	11	3	10	5	16	16	14	23	26	15	21	6	23	27	17	27	9	17	8	36	18	13	12	6	29	14	11	6	10	6	17	31	14	22	6	6	20	12	4	1	23	15	38	8	16	11	29	9	13	28	9	13	19	7	14	13	0	8	25	39	5	4	20	21	10	15	17	11	11	32	2	9
Del(3,5):M2	12	19	18	11	34	25	22	16	34	22	19	17	20	8	17	6	14	17	11	49	12	16	8	12	11	4	3	21	26	21	3	21	19	12	8	4	12	10	7	10	1	20	1	13	16	4	15	5	8	3	10	23	7	26	3	3	12	10	10	70	6	7	24	14	18	20	18	15	15	10	9	15	4	13	13	7	5	14	16	7	1	6	5	6	14	18	14	15	9	8	3	14	13	9	38	6	9	6	37	16	17	9	5	18	13	8	5	11	3	12	30	12	15	2	8	14	8	2	9	23	13	33	3	18	11	18	2	21	14	11	15	9	7	16	3	6	4	28	43	8	0	24	15	19	13	17	22	7	34	2	4
Del(4,5):M(3,4)	1	12	7	10	23	9	9	12	24	11	13	7	13	4	8	4	6	15	8	25	4	5	2	7	11	2	0	16	11	14	1	9	13	9	2	5	4	10	6	0	2	12	4	8	7	3	6	0	1	4	8	16	3	13	1	2	6	6	9	31	2	6	17	4	17	13	7	9	2	8	7	3	1	5	10	0	2	11	14	4	3	3	2	2	7	4	10	9	5	10	1	6	13	5	32	4	6	7	18	12	9	6	0	7	4	7	5	3	4	8	17	4	7	2	4	4	5	1	1	10	14	25	6	8	4	8	6	12	10	8	12	12	3	9	7	1	3	16	15	3	1	20	10	5	5	15	12	2	31	0	6
Del(6,):M1	12	125	11	86	103	12	32	27	120	108	21	44	102	7	22	15	42	71	23	136	9	11	12	15	83	9	4	128	263	76	7	20	68	16	48	8	88	75	30	19	6	69	13	8	38	5	12	0	3	10	35	259	13	18	5	6	22	9	83	287	15	6	38	22	146	38	34	24	20	19	15	9	6	58	18	17	10	40	62	17	1	3	15	9	14	12	20	23	11	73	13	109	112	75	129	14	19	10	129	19	23	3	3	35	15	11	13	10	10	16	163	79	67	3	7	16	6	1	6	79	13	88	11	15	7	136	15	122	150	36	16	17	12	58	5	3	10	14	136	4	0	32	18	45	15	91	62	17	136	5	8
Del(6,):M2	9	183	17	93	180	11	38	19	199	266	51	65	158	5	20	11	36	189	40	219	6	25	12	6	91	1	8	148	306	88	3	6	104	19	48	6	68	80	11	18	3	58	6	9	31	4	7	1	1	7	37	371	11	16	4	4	33	5	89	448	6	7	32	11	165	36	21	9	25	9	7	3	3	80	7	7	6	98	182	5	0	7	1	6	5	16	17	18	5	102	1	225	108	125	236	8	9	10	232	15	37	4	5	37	6	10	2	9	3	13	234	97	123	3	7	12	9	2	0	94	12	162	10	19	9	128	5	151	142	69	15	6	4	111	7	7	11	11	208	2	1	43	15	72	17	204	121	23	272	5	4
Del(6,):M3	8	114	15	68	136	5	24	4	159	184	24	44	128	0	14	5	21	129	24	183	3	11	3	3	75	2	0	100	189	52	3	4	81	8	35	4	48	62	9	7	3	55	3	2	10	2	2	1	1	2	31	272	3	13	3	2	17	1	49	314	3	6	15	10	112	19	6	4	10	5	5	0	4	69	2	3	3	62	121	3	0	2	7	0	6	8	13	15	7	55	2	189	93	76	181	2	2	1	201	9	13	0	2	34	6	5	3	5	5	9	143	62	126	0	7	8	2	1	2	68	7	136	3	11	5	89	4	81	101	38	10	2	1	55	0	5	6	10	179	3	1	22	6	59	8	160	93	8	221	0	1
Del(6,):M(4,)	5	134	20	44	148	10	22	11	142	223	37	50	144	1	15	4	24	165	41	219	6	15	4	6	70	1	2	109	221	49	2	6	86	8	38	4	54	39	14	4	1	80	2	8	18	1	12	1	2	8	37	282	6	22	3	1	18	4	47	326	1	1	20	15	103	39	6	8	16	8	5	3	4	55	7	9	3	78	159	9	1	3	5	1	5	11	16	16	10	60	5	187	86	95	200	4	2	8	167	6	20	11	2	35	3	7	1	1	4	10	185	71	126	3	4	11	6	1	2	61	22	137	4	14	8	84	4	87	88	61	16	7	3	57	5	7	2	10	188	2	3	31	6	70	18	180	105	14	274	2	3
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
