MutationType	CPCT02030245T	CPCT02030257T	CPCT02070015T	CPCT02040043T	CPCT02100032T	CPCT02160007T	CPCT02030286T	CPCT02100140T	CPCT02100141T	CPCT02330072TII	CPCT02330132T	CPCT02130030T	CPCT02060183T	CPCT02130033T	CPCT02300031T	CPCT02180054T	CPCT02090037T	CPCT02130041T	CPCT02060200T	WIDE01010009T	CPCT02330094T	CPCT02110061T	WIDE01010016T	CPCT02230070T	CPCT02340070T	CPCT02340073T	CPCT02050330T	CPCT02340077T	WIDE01010064T	CPCT02050314T	CPCT02220037T	WIDE01010073T	CPCT02210045T	CPCT02100163T	CPCT02130049T	CPCT02050343T	CPCT02020712T	CPCT02130070T	CPCT02130071T	DRUP01020027T	CPCT02050349T	CPCT02040242T	CPCT02300039T	CPCT02010815T	CPCT02010813T	WIDE01010355T	CPCT02330072T	CPCT02130091T	CPCT02230097T	CPCT02050357T	CPCT02010833T	CPCT02060213T	CPCT02130107T	CPCT02070342T	CPCT02050362T	CPCT02150012T	DRUP01210002T	CPCT02130105T	CPCT02100176T	CPCT02230106T	CPCT02060199T	DRUP01330005T	CPCT02120150T	CPCT02060248T	CPCT02060255T	DRUP01010088T	CPCT02440014T	CPCT02050384T	CPCT02030519T	CPCT02050380T	CPCT02130140T	CPCT02220056T	DRUP01210003T	DRUP01050030T	CPCT02210067T	CPCT02150021T	CPCT02080255T	CPCT02330124T	CPCT02100186T	CPCT02050403T	DRUP01330013T	DRUP01050033T	DRUP01440001T	CPCT02040156T	DRUP01340013T	CPCT02080141T	CPCT02010662T	CPCT02120069T	CPCT02100126T	CPCT02380021T	CPCT02020622T	CPCT02340034T	CPCT02210033T	CPCT02050163T	CPCT02030277T	CPCT02100064T	CPCT02010569T	CPCT02110032T	CPCT02340011T	CPCT02330033T	CPCT02040119T	CPCT02020536T	CPCT02340012T	CPCT02020527T	CPCT02020526T	CPCT02100098T	CPCT02230029T	CPCT02230030T	CPCT02230034T	CPCT02070034T	CPCT02030363T	CPCT02230039T	CPCT02080130T	CPCT02340019T	CPCT02050233T	CPCT02100044T	CPCT02050100T	CPCT02030243T	CPCT02050041T	CPCT02030310T	CPCT02220007T	CPCT02030307T	CPCT02030304T	CPCT02110018T	CPCT02100061T	CPCT02070120T	CPCT02120011T	CPCT02120012T	CPCT02050147T	CPCT02030335T	CPCT02040108T	CPCT02400002T	CPCT02340041T	CPCT02380030T	CPCT02040196T	CPCT02230068T	CPCT02100127T	CPCT02100133T	CPCT02090026T	CPCT02050287T	CPCT02050292T	DRUP01050016T	CPCT02250004T	WIDE01010644T	WIDE01010539T	WIDE01010590T	WIDE01010691T	WIDE01010704T	WIDE01010725T
Del5:U5:R(5,9)	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	9	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	1	1	1	0	1	1	0	0	0	0	0	2	1	0	0	2	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0	1	1	2	0	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	2	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Del(6,):U3:R(3,9)	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	1	1	0	0	1	0	1	0	0	2	0	0	3	0	2	0	1	1	0	3	1	0	4	2	0	0	0	0	1	0	1	0	0	2	0	5	1	6	0	0	1	0	1	1	0	0	1	1	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	1	1	0	0	3	1	0	1	1
Del(6,):U(4,):R(2,9)	6	8	8	4	3	4	6	7	5	7	15	6	11	7	2	11	15	7	8	3	6	9	2	4	19	0	6	3	20	5	5	7	15	4	16	10	11	5	2	9	1	10	0	11	4	19	4	14	5	9	12	3	13	6	9	14	16	2	10	7	1	7	8	3	5	3	13	1	10	17	36	2	3	5	8	31	9	4	3	1	7	4	15	8	7	4	5	15	15	2	26	4	10	10	10	3	15	3	1	0	3	9	2	5	4	6	4	12	7	10	2	20	7	7	7	7	2	2	16	8	4	11	7	2	5	7	12	16	16	9	3	2	12	4	15	2	6	3	2	11	6	12	2	3	13	20	9	6	13
Ins(2,4):M	15	22	51	18	15	6	24	45	36	21	26	39	37	31	21	40	34	28	31	10	15	28	11	32	22	4	15	9	34	11	25	20	28	28	52	15	39	24	9	23	18	16	22	25	10	22	12	40	11	21	20	14	18	3	34	32	30	5	26	25	9	39	16	22	17	13	48	25	62	29	158	16	27	15	12	40	33	28	24	15	31	20	55	25	38	20	39	20	54	41	55	25	30	26	38	14	43	13	20	54	22	23	15	9	22	20	15	27	26	23	6	35	36	26	29	17	20	11	63	16	9	31	10	20	35	24	43	42	39	28	18	18	58	13	60	23	30	15	13	11	29	31	46	14	51	81	13	16	23
Ins(5,):M	19	28	50	30	19	11	38	37	43	36	42	35	38	31	23	58	37	50	41	27	32	52	11	37	22	15	20	20	45	19	26	18	38	37	65	21	45	39	29	41	33	13	28	42	21	35	25	48	15	30	24	21	34	20	29	68	40	17	39	24	7	53	16	33	24	26	38	30	56	58	218	29	33	20	28	56	41	36	23	29	36	29	54	34	34	36	43	25	73	31	84	24	54	45	39	14	54	16	31	40	28	25	25	9	29	19	18	26	19	25	8	35	41	27	45	23	27	7	86	19	16	14	21	22	37	28	46	36	47	32	12	29	61	21	64	15	39	38	26	30	53	40	18	13	65	63	26	22	46
Ins2:U1:R0	1	1	1	2	1	1	0	1	2	12	1	2	0	1	1	1	0	1	1	2	1	0	1	1	0	0	0	0	18	4	0	2	1	0	0	0	2	1	0	1	5	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	3	1	0	4	1	1	2	0	2	3	1	3	6	3	0	3	0	1	0	2	1	0	4	0	3	4	1	2	3	2	1	1	5	1	1	0	2	1	2	0	1	1	3	2	0	0	3	0	0	2	1	3	0	3	1	1	1	1	0	0	3	0	2	0	2	2	0	1	1	0	1	2	1	2	3	1	1	0	0	0	1	1	3	2	1	0	4	3	2	0	2
Ins3:U1:R0	1	0	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2
Ins4:U1:R0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
Ins2:U2:R0	3	9	1	4	1	2	0	9	4	17	9	4	6	2	1	6	5	5	6	3	5	1	0	4	1	3	5	5	12	6	0	2	3	3	11	2	9	4	0	4	2	3	3	7	3	5	3	4	1	2	5	1	3	0	1	9	1	2	1	5	1	7	2	2	2	2	4	8	2	2	16	5	8	2	1	5	3	0	3	1	7	3	5	6	7	7	4	4	9	4	4	1	6	9	4	3	8	2	0	2	2	5	5	3	7	3	4	2	4	1	1	10	6	3	12	2	2	2	6	2	3	1	1	3	0	2	7	7	8	5	3	2	8	2	5	2	6	0	1	6	10	5	7	0	9	6	2	1	6
Ins3:U3:R0	1	3	0	2	1	2	3	6	0	4	4	4	4	3	2	2	3	2	2	0	3	1	1	3	0	1	0	3	5	4	4	1	2	0	7	2	3	2	0	1	1	2	0	1	1	4	1	2	1	1	1	1	1	0	2	4	1	0	5	4	1	3	0	0	2	0	1	0	2	2	10	1	1	2	0	2	2	1	1	0	2	0	2	0	0	3	1	1	3	2	4	2	0	1	1	3	2	0	3	0	2	1	3	0	4	2	2	0	0	1	0	5	1	1	3	1	1	1	3	4	1	1	0	0	2	1	4	3	4	4	0	4	1	0	3	1	0	0	1	2	4	5	3	0	2	1	0	1	9
Ins4:U2:R0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Ins4:U4:R0	0	2	3	0	2	0	3	3	1	4	1	1	2	1	0	2	4	5	3	3	3	6	2	0	3	1	0	1	9	0	1	0	1	0	4	3	0	4	0	1	2	4	2	3	2	0	0	1	0	2	0	0	1	3	1	4	1	4	0	2	0	1	0	3	1	0	4	0	1	4	6	1	2	1	0	2	1	1	1	0	2	0	7	1	2	0	3	1	2	0	2	1	4	0	1	1	1	0	1	1	0	3	0	1	0	2	1	3	0	2	0	6	4	1	3	1	3	0	5	1	1	1	1	0	0	3	1	1	7	0	2	0	4	1	0	2	5	0	2	2	3	4	1	0	3	5	0	2	2
Ins(5,):R0	21	13	6	26	11	1	15	25	16	12	7	30	9	22	36	48	21	34	32	7	23	27	0	15	20	31	33	14	13	38	16	8	51	36	83	25	35	57	31	61	27	20	28	51	39	10	17	18	9	17	20	24	11	66	29	24	48	46	15	15	8	22	14	27	3	14	12	51	66	20	47	19	19	24	32	42	14	27	12	37	12	29	38	52	36	41	30	13	16	36	39	29	61	71	18	5	16	3	11	9	11	12	9	5	19	8	12	9	23	30	9	37	96	25	30	12	12	5	19	9	5	9	6	4	12	11	14	11	21	7	7	19	32	26	43	12	30	70	26	29	52	29	22	6	6	11	5	4	22
Ins2:U1:R1	0	2	0	1	2	1	1	3	1	6	1	2	3	2	2	1	5	1	3	2	1	4	2	4	0	0	1	1	12	0	1	0	4	0	2	5	3	0	1	3	7	0	3	2	1	3	0	2	1	2	1	2	2	2	4	6	2	0	4	3	0	4	1	0	1	2	5	5	1	2	7	0	1	3	1	4	1	2	4	1	2	1	5	2	1	3	2	1	2	2	5	0	1	1	2	1	5	1	0	1	0	1	0	0	1	1	1	0	3	1	0	4	3	4	2	0	1	2	6	0	1	1	2	1	1	3	1	1	2	1	2	0	2	1	4	1	1	2	3	2	2	2	4	2	2	8	2	3	2
Ins2:U1:R2	0	3	2	3	0	1	1	2	0	1	0	1	1	0	3	0	2	1	1	2	0	0	1	2	0	0	2	4	4	3	1	0	2	1	2	2	0	1	4	2	2	1	2	1	1	2	1	0	0	1	2	0	0	0	1	3	3	2	2	1	0	5	2	1	0	1	2	0	2	1	3	0	0	4	1	1	1	1	0	1	5	1	2	2	2	0	1	1	0	6	1	1	2	1	2	0	3	1	0	2	1	0	2	1	1	0	3	0	0	2	0	1	2	2	1	0	2	2	4	1	0	1	2	0	1	2	4	3	1	3	0	1	3	0	0	1	1	2	0	2	0	1	1	1	0	0	0	0	0
Ins2:U1:R3	2	1	1	0	0	1	1	1	3	0	0	0	3	1	0	0	1	0	0	1	2	2	2	0	0	0	0	1	2	0	0	1	0	2	2	0	1	1	0	0	7	1	1	3	1	3	0	5	0	3	1	0	3	0	0	3	0	1	3	2	0	3	2	0	1	1	2	0	1	6	4	1	2	0	0	0	0	2	2	0	1	0	1	4	3	1	0	1	1	2	3	2	1	1	2	0	3	1	1	1	0	1	2	0	0	0	0	0	1	0	1	1	2	2	3	0	1	3	1	2	0	1	0	0	1	3	1	1	1	2	4	0	6	0	3	1	1	0	0	1	0	3	0	0	1	2	0	0	1
Ins2:U1:R4	0	2	1	1	1	1	1	0	1	2	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	2	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	2	0	2	2	1	0	2	1	1	1	1	1	0	0	1	1	2	0	0	0	1	0	2	0	0	1	1	1	1	2	1	1	1	4	3	0	2	0	0	1	1	0	0	1	2	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	4	0	0	1	0	0	0	0	1	4	3	1	2	2	1	0	2	2	1	1	4	0	0	0	1	0	1	1	0	0	1
Ins2:U1:R(5,9)	1	3	1	3	1	1	4	3	8	4	6	0	7	1	2	5	1	3	2	1	1	6	0	2	3	1	0	2	7	0	1	3	1	2	5	1	2	3	0	2	2	4	2	2	0	0	3	1	0	2	1	0	1	0	7	7	1	0	3	2	1	1	5	1	2	3	2	0	3	2	56	1	3	0	1	6	5	4	1	1	2	0	2	1	4	1	4	2	6	3	14	4	2	1	4	1	3	0	2	1	0	2	4	1	1	1	2	2	3	3	0	4	0	3	2	3	1	3	9	1	0	4	1	2	0	2	3	3	6	1	2	1	10	0	8	0	2	1	2	2	2	2	1	0	4	5	4	3	3
Ins2:U2:R1	5	3	6	4	2	1	8	8	4	8	1	5	9	4	1	6	3	6	5	4	6	9	3	9	4	0	2	0	11	2	5	7	8	5	10	6	7	5	2	7	2	4	4	8	3	7	2	11	2	2	3	1	2	1	5	7	6	1	6	14	1	7	2	7	4	3	2	4	7	4	22	0	4	3	3	5	10	2	8	3	5	3	5	3	6	3	6	9	8	15	14	5	2	7	3	3	5	2	4	2	3	7	4	0	2	0	5	3	6	7	4	8	4	10	5	4	8	11	12	6	3	3	0	2	6	2	8	3	3	10	8	5	5	0	6	2	3	5	5	1	5	10	6	3	3	4	2	0	2
Ins2:U2:R2	1	3	2	1	0	2	2	4	1	1	6	0	4	1	1	3	1	7	2	3	1	5	0	5	1	2	1	4	3	2	1	1	6	1	5	5	6	3	1	4	2	2	2	4	2	5	0	0	1	2	4	1	8	1	6	5	5	3	2	1	1	4	4	4	3	6	3	2	5	8	21	0	2	4	4	3	5	1	0	1	3	2	3	0	2	1	0	1	4	2	4	4	3	2	1	2	3	0	1	0	4	3	4	1	3	2	1	3	2	4	2	2	1	3	3	1	4	2	9	2	0	1	2	2	3	1	4	4	6	4	2	2	2	2	6	5	0	2	2	5	1	4	1	1	9	3	4	1	1
Ins2:U2:R3	1	2	1	2	0	0	5	1	4	0	0	1	4	1	3	2	3	1	3	2	4	1	3	5	2	0	0	1	2	0	1	0	3	1	4	0	2	1	1	2	5	0	1	2	2	2	0	1	0	2	2	1	1	1	2	1	3	0	1	4	0	3	1	0	0	1	1	1	2	5	31	1	1	1	0	2	1	1	0	0	2	0	1	6	2	3	2	1	2	3	6	1	1	0	1	3	4	0	1	2	0	1	0	0	4	0	1	2	3	2	0	2	2	2	3	3	0	3	7	3	0	1	2	0	0	1	4	2	3	2	1	4	3	2	1	2	3	4	1	0	3	2	5	1	3	2	1	2	3
Ins2:U2:R4	4	7	7	3	2	2	6	4	8	12	8	6	10	7	8	8	6	7	5	9	2	5	1	16	8	1	4	4	9	1	4	7	12	5	12	5	3	8	1	3	1	2	6	5	2	4	5	1	0	2	4	2	3	3	6	7	11	2	4	6	2	8	7	1	3	5	9	5	12	11	105	5	10	2	2	8	6	3	2	0	6	3	10	12	6	7	6	8	3	13	16	1	9	6	10	8	10	4	1	4	1	2	3	1	5	12	1	4	5	2	2	7	8	4	3	5	5	2	12	4	5	4	5	6	0	6	3	10	14	8	5	4	9	2	11	7	7	3	7	5	5	4	8	2	11	12	3	6	1
Ins2:U2:R(5,9)	9	59	69	18	18	14	41	32	58	75	61	26	79	39	46	76	42	40	23	44	15	37	22	79	36	4	24	29	111	10	44	31	51	27	88	15	27	49	27	23	2	34	30	57	26	29	42	17	5	15	57	18	29	18	54	99	56	2	23	32	1	70	37	26	31	28	55	28	89	105	856	32	65	15	26	46	34	31	41	13	56	24	58	52	58	36	31	58	75	52	113	21	78	29	43	29	85	17	30	18	11	18	38	12	66	32	34	67	36	39	14	67	54	73	21	53	26	3	82	38	31	44	23	31	9	67	49	95	90	52	51	39	81	11	69	32	46	15	35	42	43	21	50	24	132	84	27	33	30
Ins3:U1:R1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2
Ins3:U1:R2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Ins3:U1:R3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	2	1
Ins3:U1:R4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R(5,9)	0	0	0	0	0	0	0	1	2	0	0	0	1	1	1	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	1	0	3	1	0	0	0	1	0	0	1	7	0	0	0	0	1	1	0	0	0	2	0	1	1	0	0	0	1	1	2	5	0	0	1	0	0	1	0	1	1	0	2	2	0	0	0	0	0	1	0	0	3	0	2	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	4
Ins3:U3:R1	2	2	5	1	1	2	4	11	5	7	4	4	6	3	4	7	5	6	5	9	2	0	3	5	2	1	3	3	5	0	4	7	6	6	12	6	5	1	2	5	2	3	4	5	2	3	3	6	1	4	7	0	3	3	9	5	5	2	5	4	2	5	4	2	2	2	12	3	3	4	9	3	8	0	5	2	5	8	2	0	3	4	11	2	6	2	3	5	9	4	10	4	6	6	3	3	3	0	4	2	7	3	3	4	1	4	2	2	4	6	2	4	2	7	2	5	6	5	9	3	2	8	0	4	3	3	4	4	6	6	3	8	7	2	11	4	9	5	4	4	3	5	7	2	8	7	2	8	3
Ins3:U3:R2	0	0	0	0	0	0	0	2	2	2	0	1	1	1	0	0	2	1	1	0	1	0	1	3	0	0	0	0	1	0	1	1	1	0	4	1	2	2	1	3	0	0	0	2	0	0	2	0	0	3	1	0	1	1	2	1	1	0	0	1	1	0	0	0	1	1	3	0	2	1	4	2	2	0	0	1	0	1	0	0	0	0	3	1	1	2	1	0	1	0	0	1	3	0	4	0	1	1	2	0	0	1	0	1	1	0	0	1	0	3	0	1	0	2	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	1	0	3	1	0	0	1	1	0	2	2	2	2	0	1	2	3	0	2	1
Ins3:U3:R3	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	4	0	2	0	1	0	1	0	2	0	0	0	1	1	2	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
Ins3:U3:R4	0	1	3	0	0	0	0	0	1	1	1	0	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	1	0	0	1	1	0	2	17	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	1	3	0	0	0	0	1	3	0	2	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	3	0	0	1
Ins3:U3:R(5,9)	1	1	7	1	2	0	6	3	2	6	0	5	9	6	1	4	3	3	2	6	3	2	0	9	2	0	0	3	14	2	2	1	10	3	8	4	1	5	1	1	0	4	4	3	2	4	5	1	0	3	7	3	5	1	3	5	9	0	2	3	0	7	0	1	1	3	8	3	5	4	75	1	3	1	3	8	3	6	6	0	2	0	8	7	6	7	2	0	4	4	8	1	3	4	4	1	14	1	0	4	2	3	3	0	5	1	2	12	3	6	0	6	5	2	2	1	2	0	10	1	1	3	3	2	1	4	4	4	8	2	1	3	9	3	6	1	5	3	3	2	2	2	5	2	7	11	1	0	2
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	1	0	0	0
Ins4:U1:R4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Ins4:U1:R(5,9)	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	3	0	0	2	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
