MutationType	CPCT02030245T	CPCT02030257T	CPCT02070015T	CPCT02040043T	CPCT02100032T	CPCT02160007T	CPCT02030286T	CPCT02100140T	CPCT02100141T	CPCT02330072TII	CPCT02330132T	CPCT02130030T	CPCT02060183T	CPCT02130033T	CPCT02300031T	CPCT02180054T	CPCT02090037T	CPCT02130041T	CPCT02060200T	WIDE01010009T	CPCT02330094T	CPCT02110061T	WIDE01010016T	CPCT02230070T	CPCT02340070T	CPCT02340073T	CPCT02050330T	CPCT02340077T	WIDE01010064T	CPCT02050314T	CPCT02220037T	WIDE01010073T	CPCT02210045T	CPCT02100163T	CPCT02130049T	CPCT02050343T	CPCT02020712T	CPCT02130070T	CPCT02130071T	DRUP01020027T	CPCT02050349T	CPCT02040242T	CPCT02300039T	CPCT02010815T	CPCT02010813T	WIDE01010355T	CPCT02330072T	CPCT02130091T	CPCT02230097T	CPCT02050357T	CPCT02010833T	CPCT02060213T	CPCT02130107T	CPCT02070342T	CPCT02050362T	CPCT02150012T	DRUP01210002T	CPCT02130105T	CPCT02100176T	CPCT02230106T	CPCT02060199T	DRUP01330005T	CPCT02120150T	CPCT02060248T	CPCT02060255T	DRUP01010088T	CPCT02440014T	CPCT02050384T	CPCT02030519T	CPCT02050380T	CPCT02130140T	CPCT02220056T	DRUP01210003T	DRUP01050030T	CPCT02210067T	CPCT02150021T	CPCT02080255T	CPCT02330124T	CPCT02100186T	CPCT02050403T	DRUP01330013T	DRUP01050033T	DRUP01440001T	CPCT02040156T	DRUP01340013T	CPCT02080141T	CPCT02010662T	CPCT02120069T	CPCT02100126T	CPCT02380021T	CPCT02020622T	CPCT02340034T	CPCT02210033T	CPCT02050163T	CPCT02030277T	CPCT02100064T	CPCT02010569T	CPCT02110032T	CPCT02340011T	CPCT02330033T	CPCT02040119T	CPCT02020536T	CPCT02340012T	CPCT02020527T	CPCT02020526T	CPCT02100098T	CPCT02230029T	CPCT02230030T	CPCT02230034T	CPCT02070034T	CPCT02030363T	CPCT02230039T	CPCT02080130T	CPCT02340019T	CPCT02050233T	CPCT02100044T	CPCT02050100T	CPCT02030243T	CPCT02050041T	CPCT02030310T	CPCT02220007T	CPCT02030307T	CPCT02030304T	CPCT02110018T	CPCT02100061T	CPCT02070120T	CPCT02120011T	CPCT02120012T	CPCT02050147T	CPCT02030335T	CPCT02040108T	CPCT02400002T	CPCT02340041T	CPCT02380030T	CPCT02040196T	CPCT02230068T	CPCT02100127T	CPCT02100133T	CPCT02090026T	CPCT02050287T	CPCT02050292T	DRUP01050016T	CPCT02250004T	WIDE01010644T	WIDE01010539T	WIDE01010590T	WIDE01010691T	WIDE01010704T	WIDE01010725T
Ins4:U2:R1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Ins4:U2:R2	0	0	0	0	0	0	2	1	1	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	1	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	1	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Ins4:U2:R4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	2	1	1	1	0	2	1	0	3	2	1	0	2	5	0	0	0	0	0	1	1	1	2	0	0	0	2	2	0	0	1	1	1	1	1	2	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	1	2	2	1	4	4	16	1	0	2	0	0	0	1	2	0	0	0	2	0	1	0	1	1	1	2	1	0	1	0	0	0	4	2	1	0	0	0	3	0	1	1	0	2	0	0	0	1	1	0	2	0	1	0	1	1	1	3	0	0	1	1	2	3	0	2	2	1	2	1	3	0	1	0	0	2	1	1	2	0	4	4	0	0	0
Ins4:U4:R1	0	10	10	7	1	0	3	15	5	13	6	7	9	3	6	5	5	7	2	3	6	8	2	8	5	2	5	2	8	2	3	7	8	3	7	7	6	3	2	8	4	10	5	7	1	3	9	7	2	5	11	6	4	3	6	7	8	3	6	21	2	7	2	3	6	4	10	3	3	7	5	3	7	2	4	6	1	8	7	2	4	5	9	5	8	4	7	8	19	5	7	13	10	7	6	4	9	3	3	6	4	5	4	4	2	1	0	6	4	3	1	7	7	5	4	4	5	2	12	5	7	5	0	3	5	8	5	7	10	7	7	10	9	2	11	1	5	5	5	7	9	5	9	0	3	7	4	1	2
Ins4:U4:R2	2	0	2	0	0	0	0	1	0	0	2	1	1	0	0	0	2	2	2	0	1	1	0	0	0	0	0	1	2	0	0	1	1	1	0	1	1	0	1	1	0	0	0	2	1	0	0	0	0	1	0	1	2	0	0	2	1	0	0	0	1	0	0	2	0	1	2	0	3	1	3	0	0	0	0	1	0	1	0	0	0	0	2	0	3	0	2	0	3	1	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	1	1	0	1	0	2	1	1	1	1	0	0	0	2	1	0	1	1	2	3	1	2	1	0	0	0	0	1	2	5	0	1	1	0	0	3
Ins4:U4:R3	0	1	0	0	0	0	0	1	2	2	0	0	1	0	3	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	5	0	2	0	0	3	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	1	1	0	2	0	0	0	0	1	0	3	1	0	1	1	0	0	2	0	0	1	0	0	1	0	0	2	0	1	0	1	0	2	0	0	0	2	1	0	0	0
Ins4:U4:R4	1	1	2	1	0	0	3	1	0	1	0	3	3	1	1	4	1	1	2	1	0	2	0	4	0	0	0	0	1	0	0	2	1	0	3	1	1	5	0	0	0	1	3	0	1	0	1	1	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	2	2	2	0	3	2	7	0	0	0	0	3	2	1	3	0	0	0	2	1	2	1	0	2	3	1	3	1	1	2	0	0	3	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	3	1	0	3	0	0	2	0	0	1	0	0	0	2	4	1	1	0	0	0	3	1	1	0	3	1	0	3	1	1	2	0	2	3	2	1	1
Ins4:U4:R(5,9)	1	4	5	1	0	1	6	2	2	4	6	6	7	2	3	5	3	6	1	4	1	2	1	8	4	0	2	2	4	1	5	4	4	2	6	1	4	3	0	0	1	1	4	1	0	5	3	1	0	0	0	3	5	1	3	7	4	1	4	2	1	7	0	2	1	3	2	2	6	2	22	2	3	2	2	8	2	0	1	4	1	2	2	2	2	6	1	0	9	2	14	0	7	2	4	0	7	0	3	2	4	0	4	1	5	1	1	4	0	4	0	6	4	5	1	2	1	0	5	6	1	5	2	0	2	5	1	4	5	1	4	2	5	1	11	1	5	2	1	2	4	3	5	2	7	10	2	1	1
Ins(5,):U1:R1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Ins(5,):U1:R2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Ins(5,):U1:R4	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Ins(5,):U1:R(5,9)	2	1	0	1	0	1	1	0	1	0	2	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	3	0	0	1	3	0	0	0	1	0	2	0	0	0	1	1	1	0	1	1	1	0	1	1	2	0	0	0	2	0	2	1	3	3	0	0	0	0	0	0	1	0	2	3	0	1	1	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	1	0	1	2	1	0	1	1	6	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	3	1	0	0	0	1	2	0	0	1	0	1	1	1	0	3	1	2	2	0	0	1	2	0	3	0	0	0	2	0	0	1	1	1	1	0	0	1	0	0	2	0	1	0	1	0	1	1	2	0	1	0	0	1	0
Ins(5,):U(3,):R1	9	22	16	16	8	9	16	18	22	24	20	17	26	15	22	24	18	21	11	9	6	18	22	23	12	5	11	16	32	5	18	7	28	15	22	12	33	17	8	26	8	19	17	17	12	15	16	54	3	13	23	12	12	9	27	24	25	12	25	24	3	27	27	9	5	13	20	16	19	17	29	14	30	6	21	14	25	18	18	13	22	12	24	14	28	24	16	9	34	18	59	24	37	27	26	8	23	4	7	11	19	26	13	11	14	10	15	16	17	17	8	33	26	19	13	19	13	7	45	12	14	26	8	20	8	18	19	19	26	19	19	27	36	9	37	14	16	12	29	12	10	18	10	9	29	45	19	27	29
Ins(5,):U(3,):R2	1	1	0	0	1	0	1	3	0	1	1	0	1	3	0	1	1	3	0	1	0	0	0	2	1	0	0	0	3	0	3	0	1	1	4	0	0	0	0	3	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	3	1	3	1	1	0	0	3	0	0	2	4	1	0	0	1	4	0	1	0	0	1	0	3	0	0	0	0	1	4	0	3	3	0	0	3	0	2	0	0	0	0	0	1	1	1	0	1	3	2	2	0	1	1	0	1	0	1	0	2	0	0	0	1	2	0	0	1	1	1	0	1	1	2	0	2	1	0	1	1	2	0	1	1	0	1	1	0	2	4
Ins(5,):U(3,):R3	0	1	0	0	2	0	2	0	0	1	1	2	0	0	1	2	0	1	0	1	0	1	0	0	2	0	0	2	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	1	1	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	1	0	0	1	0	0	0	1	1	2	1	0	2	5	0	2	1	0	0	0	0	2	1	0	0	2	3	0	0	0
Ins(5,):U(3,):R4	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	2	0	3	2	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0	3	1	1	0	1	1	0	0	0	1	1	1	1	0	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	2	1	0	0	0	1	0	0	1	0	0	1	0	2	0	2	0	1	0	1	2	3	0	1	0	0	1	0	2	0	0	2	0	0	1	0
Ins(5,):U(3,):R(5,9)	0	2	1	0	1	0	3	2	2	2	1	2	2	2	0	4	1	0	3	1	0	2	0	2	1	0	1	0	2	1	0	0	3	0	1	2	0	1	0	1	1	1	0	4	2	1	0	2	1	1	1	1	2	0	1	2	4	1	1	0	0	1	2	0	1	2	4	2	2	0	8	0	1	0	1	0	1	1	0	0	2	2	2	1	0	4	0	1	2	3	7	1	1	0	1	0	3	1	1	3	1	0	0	0	1	1	0	2	2	0	1	1	3	4	1	2	0	0	5	2	0	1	0	1	0	0	0	5	1	0	0	1	0	0	2	1	2	0	0	0	0	1	1	2	3	3	0	0	1
Del2:M1	13	15	9	10	10	11	14	18	18	20	23	8	27	8	11	16	14	14	12	12	18	14	0	10	10	8	15	5	38	8	13	15	13	6	29	8	10	11	5	18	24	11	10	20	6	14	8	13	8	16	13	5	10	7	6	29	12	3	16	18	2	23	15	7	7	17	24	8	17	26	232	17	9	9	14	20	19	12	18	6	18	14	30	8	19	20	14	20	14	14	25	20	12	12	29	7	30	10	11	8	11	16	10	5	22	13	11	24	11	12	4	15	16	14	12	9	11	12	30	22	9	12	11	12	14	11	19	19	20	32	14	13	30	11	20	7	18	8	10	13	12	25	13	11	23	17	4	9	14
Del3:M1	3	3	1	4	2	3	6	1	3	3	12	1	1	3	3	2	3	4	1	2	7	6	2	3	0	0	1	5	5	2	2	4	4	3	11	3	5	5	2	10	2	5	2	1	4	5	1	7	3	4	7	0	1	2	4	12	5	1	4	8	2	7	8	1	0	6	2	6	2	8	36	2	1	4	0	1	2	1	6	2	5	1	3	4	3	3	1	6	4	3	9	3	3	3	11	3	6	5	2	1	5	1	4	0	5	3	1	6	3	4	1	6	2	7	8	2	1	12	15	8	5	2	4	1	4	5	4	0	3	3	11	5	5	4	3	4	2	1	2	3	1	11	1	5	2	5	2	2	8
Del3:M2	9	17	15	6	5	8	12	12	15	24	13	7	18	9	7	16	13	8	8	15	12	11	9	21	7	5	7	7	16	4	13	8	20	11	36	13	8	7	5	11	5	12	8	11	7	17	13	16	4	12	12	3	11	6	10	29	18	0	11	14	6	16	11	5	7	14	14	8	10	22	196	6	8	7	12	12	8	12	9	4	12	5	16	12	14	5	10	19	13	7	29	16	11	9	22	7	20	2	7	5	7	15	5	3	15	13	8	19	9	10	4	19	23	16	18	16	9	4	36	10	10	8	6	8	10	10	21	10	16	31	16	12	14	8	34	10	16	7	11	13	5	17	10	5	14	19	6	5	9
Del4:M1	5	5	1	1	1	10	2	4	5	4	13	2	11	5	1	3	6	4	4	4	5	10	0	6	6	0	2	2	7	3	4	2	3	1	14	3	3	7	4	11	1	8	2	4	4	3	3	12	3	6	5	2	6	5	2	15	3	2	8	11	0	8	6	2	1	3	5	5	7	8	61	2	1	3	4	7	6	2	3	3	4	2	6	7	6	4	2	7	6	4	7	7	2	8	11	2	7	7	5	1	4	7	5	4	8	0	1	6	2	5	2	9	10	7	4	3	0	1	18	12	2	2	4	2	2	5	8	6	8	6	8	5	6	5	9	2	5	1	4	2	4	7	3	5	4	6	7	4	11
Del4:M2	7	7	5	3	7	7	8	6	10	7	11	1	10	7	5	9	4	4	4	2	5	8	6	12	8	3	6	5	7	3	16	6	9	6	21	7	10	8	4	12	6	9	5	8	5	7	5	16	2	13	11	7	9	6	4	21	7	6	7	11	4	15	12	3	4	6	4	7	3	12	72	9	3	6	3	8	10	2	7	4	12	4	4	5	5	4	5	9	12	9	26	9	5	4	10	4	19	10	7	2	11	9	6	5	13	8	6	12	4	5	6	9	15	8	4	4	7	12	22	8	5	12	2	4	3	6	12	7	8	22	6	4	9	6	12	3	11	4	5	14	7	12	7	3	10	13	2	3	15
Del4:M3	7	8	6	3	2	4	3	3	13	11	19	4	12	9	6	6	7	5	11	8	6	8	2	5	6	2	5	5	10	3	10	6	15	3	19	8	9	5	5	7	3	8	2	8	4	8	7	11	2	11	4	6	12	4	7	16	15	3	5	4	1	26	10	9	4	6	11	6	15	11	75	2	5	5	3	7	9	2	5	3	17	5	11	4	11	8	1	9	11	2	16	15	4	13	14	3	13	3	2	1	1	12	10	2	7	3	7	4	3	5	4	10	15	9	13	4	1	6	19	6	5	4	1	5	11	11	13	7	8	18	17	1	14	2	16	7	15	7	7	5	7	17	5	5	5	12	4	9	9
Del5:M1	3	3	0	1	0	6	2	2	2	3	5	2	4	0	3	1	5	5	1	2	3	5	2	0	1	1	1	2	2	0	8	2	3	3	15	6	8	3	0	7	5	3	3	6	2	3	3	7	2	3	2	1	4	2	0	10	4	4	6	9	0	1	5	1	0	1	0	1	6	6	14	3	1	0	2	3	4	2	5	4	0	2	1	0	4	7	4	2	4	3	6	3	4	0	5	0	7	4	3	1	2	6	2	0	3	1	3	3	1	0	2	4	5	0	2	3	0	8	7	6	2	2	0	1	0	1	3	1	3	3	6	4	4	0	7	3	3	3	0	2	1	5	0	0	2	2	3	4	7
Del5:M2	2	2	0	1	5	3	3	0	5	2	7	1	5	2	1	1	4	2	5	3	3	7	3	3	1	0	4	1	1	4	3	1	3	1	9	7	14	9	2	1	2	8	1	1	1	0	0	4	1	4	2	0	1	4	2	15	3	1	2	6	1	5	5	0	3	5	2	3	1	2	11	3	2	3	1	2	4	3	1	0	4	2	3	1	8	2	1	6	3	2	8	5	2	6	8	1	3	5	2	2	0	2	4	2	6	1	4	8	2	1	2	1	7	2	3	2	1	4	8	4	1	2	1	2	2	3	5	2	2	4	4	2	10	2	2	1	1	0	3	5	1	2	1	2	2	1	1	5	17
Del5:M3	0	1	1	4	4	3	1	3	1	4	3	0	4	0	1	0	2	1	4	6	2	1	0	2	2	2	2	1	4	0	1	2	2	1	2	1	3	3	0	2	0	4	0	2	0	2	4	3	1	3	1	1	2	2	2	6	2	2	1	6	0	3	3	3	1	1	4	6	2	3	22	1	0	1	2	2	1	0	0	0	1	2	5	1	1	0	2	3	0	1	6	3	1	1	2	2	3	2	1	1	1	1	1	0	4	1	2	0	0	2	2	3	4	1	2	2	0	3	9	1	0	3	0	0	2	2	4	2	2	6	7	0	1	1	7	0	4	1	1	1	1	2	3	4	1	5	0	2	11
Del5:M4	1	1	1	2	2	1	2	2	0	1	0	0	3	1	3	3	0	2	2	1	2	4	2	2	3	1	1	1	5	0	0	1	4	0	1	1	2	1	1	6	1	4	0	4	1	2	6	3	1	2	2	1	0	0	3	3	4	3	0	3	0	2	3	2	0	0	3	1	3	4	16	1	3	0	3	1	3	0	1	0	3	0	5	1	2	1	0	2	5	0	6	2	0	1	3	1	2	0	2	0	2	6	5	3	3	1	2	0	0	1	1	4	2	1	3	0	2	2	2	0	1	2	1	3	0	4	2	3	1	6	3	1	1	1	7	2	3	0	1	3	0	1	0	2	1	1	0	3	4
Del6:M1	6	2	3	0	5	2	2	6	2	1	8	4	2	5	0	3	4	7	3	5	1	8	3	1	2	5	7	1	1	1	2	1	8	1	18	8	5	12	1	11	0	6	4	2	2	4	2	5	4	4	2	0	3	2	4	6	5	5	5	6	0	2	5	4	0	4	3	5	9	3	62	4	3	5	1	7	3	4	4	2	3	6	7	6	2	5	3	7	3	3	11	1	4	6	7	0	8	3	1	2	5	5	4	2	4	2	1	2	0	2	1	3	6	3	2	2	2	5	9	9	3	6	4	1	5	2	3	3	2	6	6	4	6	2	3	4	9	0	6	3	4	1	3	1	2	7	1	3	7
Del6:M2	5	0	0	1	3	2	2	3	1	3	4	1	2	0	2	1	3	3	1	2	0	2	0	2	0	1	1	2	2	1	1	5	1	1	6	2	3	6	3	2	7	9	4	2	3	2	1	1	1	4	5	2	2	1	0	6	2	3	3	7	1	4	1	1	0	1	2	3	0	4	6	1	1	2	0	1	1	2	1	1	3	2	2	0	3	6	2	0	4	2	10	3	1	2	3	1	0	3	0	2	2	4	1	0	6	2	3	2	1	3	1	3	3	0	1	1	1	3	10	5	2	3	2	3	2	1	2	3	5	2	2	3	5	2	4	2	2	1	4	5	1	0	4	1	3	5	1	4	22
Del6:M3	1	2	0	1	2	2	0	1	3	2	2	1	1	3	1	0	5	0	2	0	0	4	4	0	0	3	1	0	0	0	4	0	1	0	4	1	1	1	0	3	1	6	1	2	1	1	0	2	1	1	1	0	0	2	0	8	1	0	1	3	0	2	2	0	1	1	0	1	1	1	6	0	1	0	0	1	0	1	0	1	2	1	0	1	2	1	2	0	1	5	3	1	0	1	1	1	4	1	2	0	0	1	0	1	4	0	1	1	0	2	0	6	3	1	2	0	0	4	10	0	1	1	2	0	3	0	2	0	0	2	2	2	4	0	1	1	0	0	2	2	1	2	2	1	0	1	0	3	11
Del6:M4	3	2	3	1	0	1	1	2	1	2	2	0	1	0	1	0	2	0	1	3	2	0	0	2	0	0	0	0	3	0	2	2	0	0	2	1	1	3	5	3	1	4	1	6	0	0	2	0	1	0	1	1	1	0	0	3	1	2	2	1	1	2	3	0	0	1	2	0	1	2	6	0	2	1	0	2	1	1	0	0	2	0	2	0	1	1	0	4	1	1	5	1	0	0	1	1	1	1	0	0	2	1	1	0	3	0	1	0	1	0	1	1	4	1	1	0	0	2	7	0	0	0	0	1	0	0	0	1	2	1	1	0	1	0	1	0	2	2	0	2	4	1	1	1	1	1	1	1	11
Del6:M5	1	0	0	0	2	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	3	2	0	1	0	1	1	3	1	0	1	2	1	1	0	0	1	0	2	0	1	4	1	0	0	1	0	0	1	0	1	0	1	0	0	1	3	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	2	1	0	0	3	0	1	0	2	0	0	0	0	0	1	0	3	0	1	1	0	2	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	1	0	2	0	0	1	0	1	0	4
