MutationType	SP117956	SP117975	SP2149	SP117113	SP117245	SP117402	SP117136	SP117378	SP116947	SP117369	SP117244	SP117162	SP117079	SP117344	SP118074	SP117598	SP117312	SP118038	SP117552	SP118073	SP117933	SP118012	SP117108	SP117812	SP117354	SP117370	SP116991	SP117629	SP124199	SP124195	SP117850	SP117127	SP117614	SP116948	SP117409	SP117593	SP117372	SP118077	SP117840	SP117363	SP117887	SP116946	SP117901	SP117454	SP124197	SP117919	SP117250	SP117983	SP117676	SP117011	SP117057	SP117126	SP117728	SP117618	SP117257	SP116963	SP117078	SP117944	SP117639	SP117834	SP117105	SP117785	SP117882	SP117778	SP117032	SP117710	SP117538	SP124207	SP117800	SP117724	SP124193	SP2293	SP2357	SP2144	SP2145	SP2147	SP2146	SP2148	SP2150	SP2152	SP2349	SP2155	SP2154	SP2158	SP2156	SP2159	SP2153	SP2160	SP2151	SP116341	SP116331	SP116351	SP116371	SP116361	SP116343	SP116333	SP116373	SP116363	SP116353	SP116345	SP116365	SP116375	SP116335	SP116355	SP116347	SP116367	SP116339	SP116349	SP116357	SP116359	SP116369	SP116377	SP116379	SP7692	SP5052	SP7785	SP3415	SP2799	SP9979	SP5393	SP11292	SP13036	SP7421	SP4875	SP8795	SP4820	SP4593	SP8085	SP11235	SP6730	SP10635	SP5381	SP10084	SP9251	SP3016	SP11045	SP2826	SP11171	SP5784	SP8564	SP5844	SP6519	SP6766	SP5448	SP12049	SP2714	SP2801	SP8891	SP9481	SP5808	SP6429	SP5017	SP8229	SP8157	SP5279	SP8660	SP11878	SP9433	SP2881	SP7378	SP9816	SP4265	SP2793	SP6825	SP4523	SP9930	SP5820	SP10470	SP9648	SP4535	SP11808	SP96163	SP11948	SP4557	SP96147	SP10150	SP4472	SP6813	SP96511	SP5636	SP5559	SP3631	SP5473	SP8394	SP6115	SP7291	SP2997	SP8831	SP2731	SP6223	SP7171	SP10563	SP8987	SP5980	SP12186	SP10944	SP2766	SP6673	SP117698	SP124201	SP2143	SP124191	SP117247	SP117362	SP117470	SP117586	SP117709	SP2157	SP3368	SP5666	SP2781	SP8532	SP12856	SP7456
[Del(C):R1]A	1	1	10	3	3	2	1	4	4	25	2	8	3	7	2	12	2	3	3	2	0	7	1	5	4	3	4	7	3	2	2	1	5	7	10	0	16	3	0	19	9	6	15	5	29	14	6	2	4	17	4	1	2	1	4	1	0	8	5	5	2	6	0	3	2	14	21	9	3	3	3	42	13	3	8	20	7	10	1	4	8	4	14	5	5	12	9	2	5	13	5	8	4	7	8	8	6	3	14	4	9	7	6	8	3	7	5	2	5	12	9	14	2	30	20	10	12	4	5	9	5	6	5	10	4	9	3	5	1	2	6	1	13	5	8	5	3	3	9	8	8	4	6	7	15	11	7	8	2	9	10	4	8	1	12	9	7	8	23	4	9	7	19	10	8	12	5	9	17	5	6	6	8	3	5	15	10	16	15	3	17	33	10	6	2	1	2	11	9	8	7	5	14	13	16	18	9	33	5	14	2	2	4	1	4	5	4	1	1	8	5	10	20	6
[Del(C):R1]T	2	1	23	4	2	2	1	4	0	16	3	6	3	12	6	12	4	6	1	4	2	3	2	3	4	3	1	15	0	3	0	0	5	2	17	0	4	3	2	18	25	2	16	2	54	21	6	6	0	3	4	4	1	0	1	1	6	14	6	6	4	1	2	8	2	11	22	20	7	3	2	40	29	14	21	29	9	11	3	3	4	25	25	3	0	7	20	2	2	21	11	4	9	11	8	19	24	13	17	3	14	13	5	26	3	17	4	2	12	18	29	18	3	13	69	47	14	3	2	6	6	22	17	35	12	26	4	5	3	6	3	2	45	9	10	1	6	17	22	10	4	1	3	14	51	35	7	21	2	29	19	5	2	5	15	18	10	9	45	1	22	9	41	11	5	23	5	30	36	4	6	21	10	5	6	8	10	17	40	1	19	37	17	6	3	0	11	32	7	20	4	8	25	40	7	18	29	92	5	11	1	3	4	0	19	0	4	1	1	3	0	7	25	3
[Del(C):R2]A	0	0	5	3	4	5	2	1	2	3	3	6	3	2	8	13	1	1	3	1	3	5	3	4	2	1	2	3	4	3	2	0	2	5	4	0	1	1	4	15	3	4	3	2	6	6	3	1	3	2	1	0	3	1	1	0	4	8	5	4	0	0	0	9	1	9	7	4	4	4	3	10	5	5	3	7	1	1	3	0	5	10	11	2	1	2	5	3	0	3	2	1	8	3	0	3	4	1	5	1	1	1	3	6	3	4	3	2	3	5	16	6	1	5	11	13	7	3	2	6	2	8	6	10	8	9	2	1	2	5	4	1	3	1	11	0	1	4	4	4	5	2	3	7	11	10	8	6	1	3	5	4	5	0	5	5	3	6	5	2	7	2	8	5	6	8	8	5	9	3	6	2	3	4	9	4	6	7	11	2	6	6	7	4	0	1	2	4	4	8	1	4	8	6	4	7	9	19	3	8	0	2	4	2	3	2	3	1	3	3	1	0	3	3
[Del(C):R2]T	3	1	10	0	3	0	1	4	4	5	0	2	4	3	3	13	0	1	1	0	2	3	0	1	2	2	0	6	5	4	2	4	6	4	10	4	0	5	5	11	9	5	8	7	17	4	2	2	1	3	3	3	2	3	0	1	3	4	6	2	3	1	0	6	1	8	7	1	1	2	2	13	11	5	11	15	2	2	4	0	3	9	17	2	0	3	8	2	0	13	2	4	4	6	7	6	17	1	9	1	8	4	1	6	4	8	6	2	7	10	20	8	2	9	21	23	7	2	1	6	2	11	4	14	6	19	4	3	1	5	2	1	24	3	12	2	2	12	7	5	4	3	2	6	23	16	11	9	1	7	7	5	2	1	11	10	3	4	19	6	15	4	13	4	5	12	1	12	20	4	0	5	6	5	8	5	4	4	18	0	9	8	6	3	2	3	3	17	1	8	6	8	9	14	1	6	13	36	1	8	4	3	2	1	8	3	0	1	2	8	3	9	8	2
[Del(C):R3]A	0	1	2	0	0	2	1	1	6	2	0	2	0	3	6	9	0	1	0	1	1	2	2	2	2	0	1	2	1	1	1	0	2	1	9	1	2	1	1	14	3	4	0	0	10	4	1	1	2	2	2	1	0	1	0	0	9	1	1	0	2	4	0	5	1	6	5	3	2	2	0	2	4	1	6	5	1	1	0	1	2	22	15	3	1	2	4	1	0	7	1	3	0	4	0	2	2	2	4	0	1	3	0	1	1	3	5	1	2	3	10	4	0	3	3	6	4	5	1	6	1	5	1	8	5	15	1	1	1	2	1	0	5	2	5	1	0	1	3	2	1	1	0	2	7	3	4	6	1	4	1	1	1	0	3	5	2	2	3	1	6	3	7	3	4	1	2	10	7	3	1	2	5	2	4	1	6	10	6	2	1	0	7	5	4	2	1	12	1	3	4	0	11	10	4	4	6	12	4	5	1	1	1	3	3	1	1	1	3	3	0	1	2	1
[Del(C):R3]T	0	0	0	0	1	1	1	1	2	2	0	1	0	2	0	5	1	0	0	2	0	2	1	1	3	1	1	0	1	0	0	2	3	0	4	5	1	1	2	4	2	0	3	1	7	7	0	0	0	0	1	0	1	1	0	0	2	1	2	2	3	2	0	2	1	4	6	4	1	1	1	3	4	2	3	8	1	3	3	0	1	7	6	3	0	4	3	0	0	2	2	0	3	3	4	1	6	1	0	1	1	3	0	2	1	1	2	0	3	3	7	2	1	5	3	9	1	0	1	4	1	2	2	3	3	6	1	3	0	2	1	0	1	2	5	1	0	1	2	2	4	2	0	0	4	2	2	4	3	3	2	4	2	3	3	3	4	1	5	1	3	0	4	6	1	0	2	6	3	1	2	0	5	1	1	4	0	2	6	1	5	0	4	3	0	2	0	8	0	0	4	0	4	5	0	3	2	10	2	4	0	2	2	2	3	1	0	0	1	2	2	2	3	3
[Del(C):R(4,5)]A	3	0	1	0	1	2	1	1	2	2	1	0	0	4	6	5	1	0	2	0	0	1	1	0	1	1	1	3	0	2	1	0	2	1	3	1	0	1	1	9	1	1	2	0	2	4	5	1	3	2	0	0	0	0	0	0	3	4	0	1	1	2	0	3	2	3	2	2	0	2	0	3	1	1	1	5	2	0	1	1	0	7	3	2	1	1	3	3	1	2	1	2	0	2	3	2	1	2	5	1	0	5	1	3	0	6	2	3	1	5	5	2	0	6	4	2	2	1	3	4	2	3	2	3	3	10	1	1	4	5	5	0	10	0	3	0	1	1	2	2	2	1	0	4	4	3	2	5	0	5	2	2	1	1	5	3	0	0	7	0	4	1	2	7	6	1	1	7	4	0	2	1	2	3	4	1	1	3	3	1	3	8	1	4	0	2	0	7	0	4	6	1	4	10	0	5	6	11	1	7	0	0	2	0	5	2	0	0	2	2	1	1	2	1
[Del(C):R(4,5)]T	1	1	2	1	0	0	0	0	2	0	0	1	0	1	2	5	0	1	0	0	0	0	0	1	1	1	1	2	1	0	1	1	2	1	3	0	2	0	0	4	3	0	0	1	3	4	0	1	1	1	0	3	1	0	0	0	0	2	2	2	5	4	2	4	0	3	2	4	2	1	0	1	2	1	3	0	2	0	0	0	2	7	7	0	0	2	1	1	0	3	3	1	3	1	1	1	1	1	2	0	1	1	0	1	0	1	3	2	2	1	7	5	0	2	7	3	3	1	2	3	3	1	5	7	2	7	4	2	2	2	1	0	2	2	0	0	1	2	2	3	1	1	0	2	1	2	3	1	0	4	4	1	2	2	4	1	2	3	6	2	3	0	5	3	3	2	1	1	5	1	1	3	3	3	1	4	4	3	2	0	4	0	0	1	1	1	2	5	0	4	3	1	5	5	0	3	0	5	0	1	0	0	0	0	3	1	0	0	0	1	1	0	0	0
[Del(C):R(1,5)]G	3	0	1	1	2	2	2	4	4	0	0	1	2	3	3	6	0	1	0	2	1	2	0	3	4	1	3	0	2	2	2	1	3	2	1	1	4	0	2	10	6	1	1	1	9	4	5	5	0	0	1	1	0	2	2	3	6	4	3	1	1	8	1	2	2	6	5	4	3	2	1	8	4	1	3	3	2	1	1	1	2	2	5	4	0	2	4	2	0	3	4	1	1	3	4	4	5	5	11	3	3	5	1	4	2	12	6	2	1	3	5	11	4	5	7	7	1	4	4	7	0	4	1	10	1	8	2	2	2	2	0	1	6	3	7	1	1	4	4	8	14	1	4	4	5	8	5	5	0	3	2	0	1	1	6	4	15	3	2	1	5	4	4	6	0	5	6	3	4	0	0	3	6	2	5	0	5	2	7	2	3	3	7	6	7	1	6	10	1	5	5	2	6	3	4	5	2	7	2	2	0	2	0	1	3	1	2	0	3	3	2	3	2	4
Del(C):R(6,9)	1	1	3	0	0	1	1	0	0	0	1	2	0	1	7	1	0	0	0	1	0	1	0	1	1	2	1	3	0	1	2	0	3	3	6	3	0	1	0	3	0	0	1	1	3	4	0	0	0	0	0	3	1	0	2	2	1	0	6	1	1	0	2	3	0	2	1	12	2	2	0	5	3	0	4	2	1	1	0	0	6	1	2	5	0	1	4	0	0	2	3	4	3	2	1	2	1	0	6	2	4	5	4	0	1	2	4	1	0	2	5	1	2	6	5	8	1	0	1	1	0	10	2	2	4	8	0	0	1	3	0	0	4	3	2	0	0	1	2	3	5	1	0	0	2	1	5	0	0	4	1	9	0	3	4	3	1	1	9	1	1	0	5	5	4	0	1	2	4	1	0	1	4	2	3	4	3	5	2	4	5	3	10	1	1	4	1	5	2	0	2	2	3	4	2	3	1	4	1	3	1	1	1	1	1	0	2	1	3	1	4	2	1	3
A[Del(T):R(1,4)]A	2	3	15	2	5	6	0	2	4	4	1	1	7	8	7	11	2	0	1	4	1	5	3	4	3	1	1	2	3	1	2	0	2	3	8	3	3	0	6	15	7	3	5	1	19	11	4	5	2	4	3	7	4	2	2	2	0	8	8	7	3	3	1	8	4	9	22	13	5	2	1	2	8	5	5	22	5	4	5	0	6	16	13	2	4	3	8	3	2	15	3	6	8	4	7	12	13	3	16	2	7	6	6	8	6	6	12	0	5	8	20	8	6	8	30	12	6	1	4	7	6	12	6	15	10	18	5	4	3	7	2	2	22	5	7	2	2	9	13	9	6	1	5	7	12	11	15	11	2	16	15	9	5	4	9	8	6	5	11	5	11	3	19	6	3	10	3	13	21	6	8	2	9	1	5	6	10	5	21	7	9	10	5	8	6	6	1	14	4	11	11	1	7	15	7	14	6	24	5	19	3	5	5	1	10	4	4	1	1	5	5	3	2	0
A[Del(T):R(1,4)]C	2	1	3	2	3	2	1	1	1	3	1	1	1	3	1	17	0	3	2	2	2	2	0	1	1	1	3	5	1	4	0	1	6	7	7	2	4	3	2	7	9	8	2	3	10	10	0	1	1	1	1	2	2	0	1	0	4	3	7	3	3	0	1	3	2	8	8	6	0	3	1	2	7	2	8	9	1	3	2	0	3	8	10	2	0	1	4	0	0	3	5	1	1	2	2	1	5	1	7	3	3	4	3	4	1	7	2	1	5	3	3	1	3	6	8	11	4	4	6	3	0	4	1	11	3	8	2	4	3	7	2	0	7	5	7	0	0	6	6	4	2	3	1	5	11	4	8	5	6	6	10	2	7	1	4	6	7	6	7	4	5	0	9	8	4	3	2	4	6	3	0	5	4	3	2	3	1	2	11	2	11	1	4	3	2	6	1	11	2	9	2	1	11	6	3	5	2	13	2	14	1	5	3	3	7	0	1	0	4	3	4	2	1	0
A[Del(T):R(1,4)]G	1	1	5	4	3	2	3	0	2	1	1	2	0	7	3	10	1	0	1	1	0	2	0	0	1	1	3	4	2	3	3	1	6	3	5	4	3	2	3	6	7	2	4	1	11	9	1	1	0	2	1	3	2	2	2	0	4	6	6	4	3	0	1	2	1	9	15	4	1	0	0	0	5	2	10	11	2	1	1	1	4	6	12	4	0	0	3	1	0	5	6	3	3	5	6	3	5	0	10	2	3	6	3	4	3	6	4	6	2	5	7	4	3	7	11	15	2	2	3	6	1	4	3	5	3	11	2	1	0	1	1	1	13	4	8	3	4	3	9	3	5	3	2	6	9	12	6	5	1	6	11	3	3	2	11	5	1	1	11	0	4	1	7	6	3	5	3	6	8	3	5	7	3	2	6	1	5	5	10	3	4	3	2	2	6	1	4	6	1	6	7	1	10	5	2	5	3	21	2	10	0	5	2	2	8	0	4	0	2	3	5	2	1	2
C[Del(T):R(1,4)]A	4	2	6	0	3	4	1	4	2	2	0	1	3	4	3	13	0	0	1	1	1	1	2	5	3	1	3	7	3	2	3	0	6	4	10	1	2	2	2	5	7	5	4	2	11	7	1	2	0	3	2	0	2	0	1	2	5	9	4	7	1	4	0	5	3	10	8	4	2	1	3	1	5	1	4	12	3	2	1	2	3	10	13	0	2	3	4	0	1	3	3	2	5	3	3	4	7	3	16	3	3	3	5	5	0	5	2	4	8	12	16	7	2	0	13	12	7	1	0	3	0	11	4	16	8	13	3	0	6	7	2	1	22	5	2	1	4	7	7	3	5	1	1	1	10	10	6	4	0	4	8	3	4	2	7	7	8	0	8	1	10	3	11	5	2	12	8	7	10	2	4	9	4	2	5	5	6	1	9	1	13	3	6	1	5	1	3	13	1	8	6	1	10	10	6	6	7	18	5	7	4	3	6	0	5	1	2	0	3	4	4	1	3	0
C[Del(T):R(1,4)]C	2	1	3	5	2	2	2	2	4	1	2	3	2	4	2	9	2	0	0	3	0	3	1	1	3	2	2	3	1	1	2	1	5	2	6	1	1	5	4	1	7	8	4	2	13	2	2	4	0	0	1	3	0	1	2	0	4	2	4	4	2	3	0	2	3	9	3	7	0	1	1	3	10	1	10	8	5	4	1	1	3	4	9	1	0	2	2	0	2	3	3	3	3	5	5	2	1	4	9	4	5	6	0	4	2	2	1	0	4	6	15	9	1	3	7	9	5	0	3	7	1	11	12	9	6	9	3	1	0	5	4	2	8	0	5	2	5	6	5	5	4	1	3	2	15	13	7	5	2	5	6	2	3	4	1	1	6	0	12	0	11	0	7	7	4	8	2	4	5	3	2	4	6	6	5	1	4	2	4	4	6	5	7	4	1	3	3	15	0	8	4	6	7	7	2	5	7	12	0	10	3	3	4	2	10	1	5	0	2	4	6	9	2	3
C[Del(T):R(1,4)]G	3	1	7	0	3	1	0	1	2	1	3	1	3	10	4	16	4	4	1	2	1	2	3	1	0	2	2	7	3	1	2	2	2	4	9	2	5	4	1	10	6	3	3	2	7	7	4	2	1	3	1	3	0	1	4	2	6	5	1	4	1	1	0	4	2	10	19	7	1	1	1	2	12	1	6	12	3	2	1	0	3	8	12	0	3	2	7	1	3	6	4	3	7	2	4	2	7	3	11	2	6	4	3	5	0	7	3	4	5	3	8	6	4	5	25	15	10	3	2	3	2	12	4	15	9	6	5	3	3	3	1	0	9	6	6	2	4	5	9	6	7	3	3	6	15	8	5	6	0	8	14	4	6	1	8	11	3	1	11	2	8	2	17	10	5	10	5	11	10	4	2	5	3	4	11	7	3	4	11	1	6	3	7	2	8	4	2	10	2	9	3	4	8	13	4	11	9	14	3	4	1	0	4	2	4	1	4	0	1	4	3	3	1	3
G[Del(T):R(1,4)]A	3	1	4	0	1	1	1	0	0	0	1	2	1	1	1	1	2	1	1	3	2	1	0	1	2	1	1	5	2	1	2	0	4	1	5	2	2	1	0	6	6	2	2	2	7	5	3	2	1	1	1	3	1	0	1	0	0	3	3	6	3	2	0	3	1	4	4	7	1	2	0	0	5	2	2	5	4	0	0	1	4	6	14	1	0	0	4	1	1	6	1	0	4	0	2	0	3	1	4	1	3	3	1	3	0	3	0	1	4	6	6	3	0	4	13	7	6	2	3	1	3	14	2	8	3	7	2	3	6	1	2	0	7	5	6	1	1	4	7	2	3	1	1	3	7	8	2	4	1	3	7	1	4	2	3	4	1	2	5	1	5	1	5	5	3	5	2	7	5	3	1	3	3	3	1	3	1	3	10	0	5	1	6	2	3	2	2	9	2	3	3	2	4	8	3	4	9	15	5	1	2	4	1	0	3	0	3	1	3	1	1	2	1	1
