MutationType	SP123975	SP124044	SP123972	SP123850	SP123902	SP123884	SP123964	SP123995	SP123846	SP124003	SP123876	SP123878	SP123842	SP123900	SP123978	SP123897	SP124013	SP124021	SP123852	SP123998	SP123967	SP123988	SP123984	SP123858	SP123890	SP123950	SP123886	SP124033	SP123892	SP123840	SP123969	SP123953	SP123955	SP123882	SP123894	SP124017	SP123856	SP123854	SP123888	SP123870	SP123958	SP123844	SP123872	SP123874	SP123836	SP43633	SP36498	SP37516	SP39997	SP35617	SP37636	SP39907	SP40736	SP42154	SP39594	SP41453	SP34452	SP42829	SP37970	SP34186	SP37903	SP35849	SP36586	SP34431	SP37432	SP35989	SP39102	SP34493	SP36036	SP35951	SP39248	SP34246	SP35412	SP39298	SP38044	SP38271	SP43201	SP34191	SP40047	SP39349	SP37369	SP38759	SP36218	SP43510	SP43770	SP43651	SP106656	SP97249	SP106638	SP97161	SP43696	SP97113	SP97124	SP43808	SP43822	SP43514	SP97258	SP97194	SP109470	SP97278	SP109544	SP97104	SP106577	SP109457	SP109478	SP43688	SP97243	SP97269	SP113926	SP106560	SP43792	SP106602	SP97145	SP43664	SP43532	SP102816	SP102795	SP103197	SP102827	SP103233	SP103507	SP103100	SP103416	SP103005	SP102759	SP102741	SP102945	SP103826	SP103706	SP102897	SP102881	SP103715	SP102929	SP103619	SP103844	SP103128	SP103300	SP103057	SP103340	SP102913	SP102783	SP103080	SP103436	SP102804	SP102957	SP102873	SP103213	SP103467	SP103261	SP103156	SP103288	SP103444	SP103685	SP103140	SP103673	SP102839	SP103245	SP103037	SP103408	SP103021	SP103679	SP103065	SP102965	SP103221	SP103547	SP102973	SP103515	SP102747	SP103730	SP103535	SP102718	SP103483	SP103428	SP102755	SP103694	SP103595	SP103396	SP102716	SP102733	SP102989	SP103603	SP102921	SP103742	SP103555	SP103523	SP103575	SP103045	SP103455	SP103856	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
G[Ins(T):R(0,4)]A	6	0	2	3	5	4	4	4	1	1	3	1	3	3	0	0	2	0	2	2	1	3	1	2	2	1	2	3	2	3	1	4	3	4	5	2	1	7	4	2	3	4	3	1	3	0	4	1	4	2	5	3	5	4	9	5	11	2	12	8	17	1	4	5	9	5	2	4	3	9	4	7	9	11	10	10	6	3	11	6	3	12	3	11	6	18	10	6	5	13	4	8	16	7	0	4	5	19	8	14	6	3	17	5	4	13	4	7	5	12	8	5	6	10	12	15	8	7	8	10	4	7	3	4	12	3	6	7	7	12	4	2	6	2	4	3	6	2	10	4	8	10	5	14	8	4	5	4	8	6	2	12	6	8	8	3	8	0	10	7	1	12	6	12	4	8	10	3	3	12	5	4	8	7	9	3	2	7	4	11	6	7	13	1	1	6	6	8	0	5	6	10	5	3	5	14	23	12	4	9	8	11	9	38	13	4	3	7	15	9	7	1	17	7	4	5	8	12	24	1	9	6	16	4	10	4	11	6	2	14	9	13	4	10	5	4	2	1	2	5	7	8	7	6	6	2	4	8	14	5	8	3	6	3	2	2	4	2	6	6	9	9	9	2	6	9	2	5	13	6	7	9	7	6	2	9	1	2	8	0	3	5	4	7	6	5	0	9	2	7	4	4	3	5	9	5	7	9	25	8	8	6	7	6	5	2
G[Ins(T):R(0,4)]C	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	1	0	1	0	1	0	7	2	2	1	0	0	6	1	2	3	6	3	7	7	3	0	1	1	0	1	2	2	1	6	2	5	3	5	6	5	1	1	2	4	0	3	0	8	1	6	2	3	6	1	8	8	11	5	1	2	6	9	4	5	7	1	9	0	0	4	3	4	0	4	4	4	4	3	2	4	6	6	7	4	2	4	2	0	6	4	3	4	6	6	2	4	2	0	2	1	3	3	2	3	4	9	4	5	3	2	0	1	13	3	5	2	3	11	3	1	4	3	7	2	1	4	1	5	2	6	2	1	2	1	6	1	3	9	7	2	1	1	1	5	0	2	4	0	1	2	2	3	1	3	2	4	5	0	4	6	10	1	6	2	3	1	4	5	3	1	3	2	2	5	1	0	7	5	5	1	6	3	2	0	2	4	7	2	7	0	6	1	4	2	1	1	1	4	2	3	0	0	1	1	0	5	3	3	1	0	4	1	6	1	0	2	6	0	0	0	1	0	1	3	4	0	3	3	3	3	1	1	4	1	5	3	7	1	4	5	0	0	3	0	3	4	5	5	4	1	1	2	0	1	4	4	3	1	1	2	0	2	25	3	3	2	6	0	2	2
G[Ins(T):R(0,4)]G	3	1	1	1	2	0	0	0	2	0	1	0	1	0	1	2	0	0	3	1	0	0	1	1	0	0	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	3	6	4	2	7	5	7	5	6	0	14	2	14	11	8	1	3	3	3	4	4	3	0	9	0	3	4	10	8	7	0	4	5	4	2	3	0	3	9	7	8	5	10	9	11	6	18	3	2	1	8	12	9	8	3	1	9	0	1	10	3	10	6	3	12	10	1	14	5	8	10	6	9	5	6	1	5	3	17	6	6	4	7	41	2	4	4	1	2	7	4	7	8	9	7	8	4	4	9	1	7	4	9	2	2	6	3	7	11	6	5	1	5	3	0	8	3	13	2	4	5	0	4	8	6	4	7	12	8	6	2	2	3	9	3	4	6	1	4	3	5	5	2	7	8	10	5	3	4	9	17	4	4	9	8	1	6	15	9	8	2	5	8	5	9	1	13	4	0	2	9	16	3	0	2	3	15	3	8	3	11	2	8	8	2	6	3	9	1	2	2	1	3	2	1	8	5	5	6	2	8	8	10	5	2	6	13	1	1	2	9	4	2	7	8	10	5	4	5	9	2	2	9	4	9	7	31	3	4	6	1	1	8	0	2	3	6	8	7	5	0	3	1	2	3	8	5	6	8	5	4	8	90	7	1	3	7	2	7	4
A[Ins(T):R(5,7)]A	18	1	5	1	1	0	1	0	2	1	0	1	0	1	0	2	1	1	1	3	0	1	0	2	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	2	2	0	1	0	0	3	3	4	1	4	7	5	4	4	3	1	2	11	6	1	6	0	3	3	3	2	3	5	5	3	2	8	3	2	3	3	8	3	0	1	1	0	3	5	8	15	5	8	6	1	4	4	24	4	3	10	3	4	1	3	8	13	1	5	3	4	2	3	4	2	1	7	5	4	11	4	1	4	3	3	4	2	2	6	8	2	2	202	0	2	1	2	0	3	4	1	3	2	6	8	0	5	1	0	1	1	4	6	3	2	0	6	7	2	3	1	1	0	2	7	1	3	4	2	4	1	5	3	4	2	3	4	1	1	0	1	2	5	3	0	5	0	0	11	4	2	0	6	8	13	3	8	5	12	6	14	2	12	10	4	6	2	28	11	24	21	14	14	6	0	8	6	12	8	5	14	16	2	2	4	13	4	5	2	9	5	7	9	3	13	4	3	1	5	0	9	7	3	9	29	3	16	3	5	5	8	12	5	9	9	6	4	39	2	6	6	5	11	11	5	18	3	1	6	2	2	5	6	14	3	185	7	16	5	2	1	8	1	7	4	5	7	8	5	1	3	2	4	7	5	4	4	7	8	6	8	480	5	5	4	6	1	21	1
A[Ins(T):R(5,7)]C	16	0	3	0	0	0	2	0	1	0	1	1	0	1	0	0	0	1	0	0	0	2	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	3	1	1	0	4	2	2	3	3	2	0	7	1	6	4	6	1	6	3	2	11	0	1	2	0	8	2	0	3	2	4	1	3	2	1	2	1	1	4	4	3	0	0	5	3	16	3	0	1	1	2	4	33	1	0	11	13	4	9	5	4	22	1	2	0	4	1	1	2	2	1	6	0	1	18	4	1	3	3	1	2	4	6	4	4	0	1	173	7	1	0	1	0	6	8	0	5	3	4	5	1	4	1	4	2	2	3	2	0	3	0	3	5	4	2	0	0	1	1	4	0	2	1	4	1	2	5	5	4	0	7	0	2	2	2	0	3	10	6	4	7	2	1	9	2	3	0	6	3	7	2	8	4	15	12	21	1	7	13	1	2	4	25	10	21	18	11	24	5	2	6	6	4	8	5	16	31	3	3	3	17	8	8	0	8	5	5	7	6	6	5	8	4	6	1	11	8	6	9	25	2	18	8	3	4	1	17	7	8	7	2	10	31	3	4	2	8	6	10	3	16	3	3	13	1	1	1	4	19	8	159	7	20	16	3	2	13	0	8	4	5	5	8	5	1	1	5	5	5	2	1	8	5	7	5	5	460	0	7	6	6	2	12	4
A[Ins(T):R(5,7)]G	22	0	11	1	4	0	0	1	1	0	1	1	1	0	1	3	1	0	0	6	0	1	0	0	1	0	0	1	0	1	0	2	0	1	2	0	0	2	1	1	2	2	4	1	1	1	1	0	1	2	3	2	2	9	1	2	1	3	7	5	2	4	8	0	4	0	5	4	3	1	2	1	3	4	4	4	4	1	5	1	0	4	1	2	2	9	2	20	1	9	3	1	5	1	22	2	2	7	10	3	9	8	7	14	2	1	2	6	0	2	3	5	0	15	2	3	15	2	6	7	5	6	1	4	8	4	0	2	2	281	5	1	3	0	0	8	1	2	8	5	7	11	2	2	0	0	1	0	10	1	1	2	3	3	5	4	2	0	1	2	1	5	1	7	1	7	1	0	4	6	2	2	1	5	3	4	1	1	1	3	4	3	9	0	1	8	1	2	0	6	6	9	5	8	10	20	6	19	5	6	8	3	3	4	27	13	19	28	10	17	2	1	9	3	6	10	6	9	26	5	3	8	18	6	15	2	8	5	3	4	6	11	5	3	1	6	1	18	2	6	9	29	3	29	8	3	8	8	11	9	14	5	4	6	51	2	4	2	8	15	8	4	23	0	3	7	2	4	3	5	15	9	281	10	17	11	3	1	9	1	15	4	5	4	10	10	0	10	3	2	13	6	8	7	5	9	2	17	611	11	8	7	7	0	29	5
C[Ins(T):R(5,7)]A	16	0	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	1	2	1	0	2	3	0	0	1	4	3	5	1	2	5	2	0	1	2	0	0	1	0	0	3	3	3	2	1	2	1	0	0	1	0	3	1	3	2	5	1	4	2	4	0	2	9	0	1	5	2	0	2	2	2	7	2	0	1	2	0	0	2	0	3	3	0	0	3	1	1	1	1	1	0	0	4	4	1	0	1	70	1	0	1	0	2	1	2	0	0	2	2	5	1	1	1	0	1	0	5	1	2	0	0	0	0	0	1	1	0	0	2	2	0	7	0	2	1	0	2	4	0	1	0	2	1	0	0	0	2	3	0	1	2	0	0	4	1	2	0	0	1	1	4	6	3	4	4	9	0	2	10	2	0	0	8	3	10	8	3	9	1	1	7	1	2	5	2	3	6	0	1	2	15	1	2	1	2	0	2	3	1	2	2	5	0	2	0	1	2	0	3	9	2	6	4	1	3	6	6	1	2	0	2	1	12	0	1	2	2	4	6	2	8	4	2	2	2	2	1	3	6	6	64	1	8	2	3	3	5	0	1	0	3	4	10	3	1	2	3	2	2	0	2	3	3	1	2	5	186	2	0	0	2	0	8	1
C[Ins(T):R(5,7)]C	5	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	3	0	2	1	1	1	5	5	2	2	2	6	0	1	3	5	2	1	3	0	6	0	2	1	1	3	1	2	1	0	1	1	1	1	1	0	1	3	0	2	1	1	0	3	2	7	0	4	5	0	2	2	15	1	2	12	9	2	4	3	4	10	1	1	0	3	1	0	2	0	0	5	3	0	4	3	1	1	1	1	0	2	2	4	2	0	1	98	1	0	0	1	1	1	0	1	1	1	8	6	2	2	0	0	0	0	3	1	0	2	0	0	0	1	1	0	1	2	1	0	2	2	3	2	2	0	2	2	2	0	0	3	3	0	0	2	2	2	2	2	3	1	1	5	0	0	0	0	1	7	6	6	4	11	4	14	0	5	4	0	0	2	17	6	11	13	7	7	3	1	5	1	5	4	3	3	7	0	2	4	16	2	5	1	7	1	3	4	2	5	2	3	1	3	2	15	5	2	5	21	2	13	4	5	1	1	10	2	6	6	3	4	12	3	0	4	3	7	1	0	11	1	0	3	0	0	2	0	7	4	86	4	10	9	1	3	4	0	2	3	5	2	10	5	0	9	4	2	5	1	0	6	3	3	6	3	243	4	2	2	2	1	15	2
C[Ins(T):R(5,7)]G	8	0	3	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	2	1	0	0	1	1	1	1	1	0	1	3	4	0	0	2	1	3	2	2	0	3	3	4	4	0	2	1	2	2	0	0	0	0	1	4	0	0	0	2	1	1	0	8	3	1	2	5	0	6	2	2	3	4	2	2	13	1	0	3	5	2	4	1	2	12	0	1	3	3	0	1	3	1	0	3	0	1	4	2	2	3	5	0	1	1	3	4	3	2	0	143	3	1	0	0	1	0	2	0	2	0	3	5	1	0	0	1	0	0	2	1	1	0	1	3	2	0	2	1	2	2	2	1	0	3	2	2	0	0	6	2	1	3	2	2	2	0	0	0	3	2	4	1	0	0	1	1	2	3	1	1	5	2	2	0	1	8	12	15	0	4	11	0	2	2	17	2	10	11	6	12	3	0	9	1	3	2	1	2	16	0	4	3	10	4	8	0	4	1	2	3	3	1	1	3	2	4	1	3	1	3	1	9	2	7	3	4	1	2	6	1	4	1	3	9	17	2	3	4	3	3	5	4	13	1	1	1	2	2	1	2	10	3	132	4	8	1	3	0	8	1	7	1	1	4	3	0	1	6	6	1	8	2	1	6	3	6	2	7	301	1	5	0	3	0	7	0
G[Ins(T):R(5,7)]A	12	0	1	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	1	1	0	1	3	2	0	3	2	0	3	2	1	0	0	1	1	0	1	1	1	1	2	0	0	1	3	2	0	2	1	0	0	0	1	1	3	2	5	2	3	0	2	0	0	12	2	0	1	0	4	1	1	0	4	0	1	0	1	0	0	1	0	0	3	1	1	4	2	1	1	0	2	0	0	1	0	2	0	0	106	0	2	3	0	1	1	1	0	0	2	3	2	2	1	1	1	0	0	2	0	1	0	0	4	0	3	1	0	0	2	0	1	1	2	2	3	0	0	0	2	0	1	0	1	3	0	1	1	0	0	2	1	3	0	1	3	0	2	0	1	0	1	4	4	1	7	0	6	0	6	2	1	0	0	8	7	9	5	4	6	1	1	6	1	0	2	1	4	7	2	0	0	5	2	1	0	1	0	4	0	1	2	0	3	2	1	1	4	1	1	3	4	1	13	1	2	2	3	5	1	1	1	1	1	7	0	2	1	1	4	3	0	4	0	1	4	1	2	2	0	5	2	68	1	3	7	1	0	3	0	2	1	2	1	2	3	0	3	2	3	5	0	0	3	0	0	0	4	203	1	0	2	0	1	10	2
G[Ins(T):R(5,7)]C	3	1	1	0	0	1	1	0	1	0	0	0	0	0	0	2	1	1	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	5	1	3	3	2	7	0	1	0	0	1	3	2	0	3	0	2	1	2	2	0	6	2	0	2	1	0	2	3	0	5	0	4	1	0	0	0	12	0	1	6	8	2	5	0	3	6	1	0	2	1	1	1	2	1	0	6	2	0	7	1	2	0	2	1	1	0	3	4	0	3	2	118	2	1	0	0	0	1	2	0	1	3	4	4	1	0	2	2	1	0	0	3	0	0	0	1	2	2	2	0	0	0	1	3	0	1	2	5	1	0	5	3	2	0	0	0	0	3	1	0	1	5	2	1	3	0	1	5	1	4	1	3	1	3	2	8	5	8	5	6	1	3	5	0	1	3	12	2	7	6	3	8	2	0	2	2	6	4	3	2	10	1	1	1	9	1	3	2	5	4	0	4	2	8	2	3	2	3	1	0	4	3	1	10	2	9	3	5	0	3	10	2	3	1	2	5	16	2	6	2	2	4	6	3	12	2	1	3	0	2	0	5	14	5	106	5	11	4	0	0	4	0	3	1	1	1	1	2	1	2	3	5	3	1	3	4	2	1	1	7	233	1	0	0	1	0	14	0
G[Ins(T):R(5,7)]G	16	1	4	1	0	0	1	0	0	0	1	2	0	0	1	1	0	0	0	2	0	0	1	2	0	2	1	0	3	0	3	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	5	2	0	1	2	4	2	6	1	6	1	1	2	1	3	0	1	0	1	2	2	2	2	0	3	1	1	2	1	2	2	2	2	1	1	1	3	4	1	5	3	2	2	0	3	1	21	1	2	7	3	0	4	2	0	8	1	4	3	4	0	2	0	1	1	9	0	1	4	2	2	1	1	1	3	0	4	1	2	3	4	262	1	1	1	1	1	0	1	1	3	3	5	4	3	2	0	2	0	0	3	4	1	0	0	1	2	4	3	0	3	0	0	2	1	2	1	5	1	1	7	2	1	2	2	5	4	1	0	0	2	3	3	3	3	0	1	2	0	3	0	0	1	1	6	7	7	7	4	10	2	3	4	2	0	1	10	6	9	12	12	19	1	0	4	3	3	9	6	5	14	2	1	3	10	7	4	3	4	3	2	3	2	4	3	2	3	2	1	4	3	4	6	13	2	10	3	4	6	1	2	1	1	5	1	6	16	1	5	2	9	5	4	1	12	1	1	2	0	1	3	1	7	2	212	8	9	7	2	2	7	0	1	2	4	1	10	6	0	1	4	2	5	1	1	5	1	5	3	2	445	4	4	2	1	0	16	1
A[Ins(T):R(8,)]A	21	0	7	1	3	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2	0	2	0	3	0	2	0	2	1	0	1	1	2	0	1	1	3	8	0	1	1	0	2	1	0	0	0	1	1	2	1	0	0	0	0	0	2	0	1	0	2	2	9	2	1	1	3	4	2	26	0	0	1	6	1	2	1	0	9	0	0	1	1	0	0	1	0	0	8	0	1	6	0	0	0	0	0	1	0	1	4	2	0	2	173	2	2	2	0	0	2	1	0	0	1	1	2	2	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	1	1	1	0	1	4	3	0	0	2	3	0	0	0	0	1	3	0	0	3	0	3	1	2	0	1	4	0	3	0	2	3	4	6	4	3	10	6	18	3	11	7	1	0	4	27	9	5	9	11	8	3	1	7	4	5	5	7	12	22	1	2	5	9	10	4	0	5	1	6	5	2	3	0	3	2	0	2	11	4	4	6	16	1	25	8	8	4	8	8	1	6	2	2	8	14	7	4	5	8	9	10	3	16	3	3	5	2	5	2	3	17	4	214	8	21	7	1	0	4	0	2	3	2	3	7	12	0	8	7	5	14	4	2	10	1	6	4	6	528	8	4	3	5	0	21	3
A[Ins(T):R(8,)]C	20	1	5	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	1	1	1	0	5	0	4	2	4	2	0	8	0	1	0	1	1	1	0	0	0	0	2	1	3	0	1	3	0	0	0	0	1	2	7	0	12	0	0	0	0	1	2	17	0	0	1	4	1	2	3	1	16	0	0	1	0	0	1	2	0	1	6	0	2	9	0	0	3	1	2	3	2	2	1	1	1	1	158	4	0	0	0	1	3	1	0	0	3	1	2	2	0	0	1	0	0	1	1	0	0	0	0	3	1	0	0	1	1	0	0	1	0	0	3	2	1	4	5	2	0	0	0	0	2	0	0	2	1	4	1	7	0	1	3	0	1	1	3	1	0	3	6	4	7	9	17	4	8	10	3	1	1	14	6	20	13	12	12	3	1	6	6	4	7	8	14	23	1	3	3	14	5	5	1	7	2	4	7	3	3	1	8	4	4	1	12	3	4	11	13	1	18	4	8	2	3	7	6	6	4	1	9	27	3	2	5	9	13	8	3	12	1	2	5	1	2	3	2	18	5	175	5	21	16	2	0	8	0	4	0	5	3	11	8	0	9	4	4	8	6	2	10	1	4	3	3	526	3	4	4	1	0	21	5
A[Ins(T):R(8,)]G	14	1	3	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	3	1	3	3	1	8	0	0	0	2	1	1	3	0	2	0	0	1	0	1	0	4	0	0	1	1	0	4	1	1	9	0	2	0	0	2	1	21	2	2	4	7	0	5	1	2	7	0	1	1	0	0	1	1	1	1	10	2	0	4	1	0	3	0	2	2	1	4	2	2	0	0	185	1	1	0	0	0	0	1	0	2	0	0	2	1	0	1	3	0	0	2	0	1	1	0	1	6	0	1	0	0	0	0	1	0	2	2	3	0	0	1	0	3	0	1	0	1	1	0	0	0	2	1	2	3	1	0	2	0	0	0	1	0	1	1	9	6	8	13	18	5	9	5	0	0	1	15	5	7	13	8	15	1	0	11	4	3	10	10	3	25	4	1	1	20	5	5	0	6	3	5	4	3	3	0	3	0	3	0	8	3	5	2	15	3	25	6	9	0	6	11	2	2	2	1	1	24	2	2	3	8	9	6	3	8	2	1	5	1	2	3	2	8	5	191	15	15	16	2	2	4	0	7	1	4	0	10	8	1	6	8	5	9	3	0	4	4	4	4	7	518	3	9	5	6	2	22	0
C[Ins(T):R(8,)]A	11	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	3	1	2	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	7	1	0	0	1	0	0	13	2	0	3	5	0	5	0	0	5	0	0	0	0	0	0	3	1	1	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	100	3	0	0	0	0	0	0	0	1	0	1	3	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	2	0	0	4	2	0	1	1	1	2	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	2	4	2	7	3	5	2	3	0	12	4	0	1	1	14	1	5	14	8	8	4	0	3	3	3	3	2	4	16	1	0	4	7	2	3	1	5	2	1	0	2	1	1	4	1	0	0	4	2	1	3	9	1	8	4	4	3	5	4	5	3	3	1	3	12	1	3	1	0	7	3	3	10	0	1	1	1	0	0	3	11	2	101	1	8	11	0	0	4	0	3	0	1	4	4	2	0	2	1	2	7	0	2	3	1	4	0	2	304	3	0	1	5	0	18	1
C[Ins(T):R(8,)]C	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	1	1	0	1	0	1	1	0	0	1	2	0	1	2	0	2	1	0	0	0	0	2	0	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0	4	0	9	1	0	2	2	0	0	12	0	0	1	7	1	2	0	3	2	1	1	0	2	1	0	1	1	0	6	1	0	3	3	1	0	3	0	0	1	1	0	0	0	0	112	5	0	1	0	0	1	0	0	1	4	1	2	0	0	1	2	0	1	1	0	0	0	0	0	3	2	1	0	0	0	2	1	0	1	1	0	0	0	4	3	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	1	5	1	2	3	7	9	8	1	3	3	2	0	1	12	6	9	6	11	6	2	0	5	1	4	3	6	6	10	0	1	3	12	3	2	0	4	4	1	0	2	0	1	2	2	2	1	3	3	1	2	15	2	26	5	1	0	0	9	4	3	4	0	2	21	2	0	3	4	4	7	1	7	2	0	4	0	2	2	2	10	4	121	4	10	6	1	1	1	0	2	3	3	2	6	5	1	3	5	0	6	2	2	8	3	4	2	6	337	2	0	1	6	0	18	2
C[Ins(T):R(8,)]G	17	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	1	0	1	1	0	2	1	2	0	1	4	0	0	1	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	1	11	3	0	2	1	0	2	13	1	0	1	2	1	2	3	1	11	0	1	0	0	0	0	1	1	0	2	0	0	7	1	0	0	3	1	1	1	3	1	1	0	1	178	2	0	3	0	0	2	1	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	1	0	0	5	0	1	2	0	4	2	1	0	0	1	0	0	0	1	1	3	0	0	6	0	0	3	1	1	0	2	3	1	3	6	2	10	9	13	3	3	3	2	1	3	14	1	4	12	4	14	2	0	4	3	1	5	2	6	11	0	1	2	5	5	2	0	7	2	0	5	2	1	1	1	0	3	0	7	2	1	6	11	0	15	6	6	1	3	9	4	3	3	2	4	20	1	2	4	4	5	1	1	8	2	0	4	1	0	0	3	13	1	182	0	13	5	0	0	2	0	2	1	2	5	6	3	1	5	6	3	7	2	3	1	2	5	6	2	476	2	1	1	3	1	10	2
G[Ins(T):R(8,)]A	13	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	2	0	0	3	0	1	1	1	0	1	5	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	4	1	0	0	0	0	2	7	2	0	2	1	0	2	0	1	4	0	1	1	0	1	0	1	1	0	3	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	125	1	0	0	0	0	1	0	0	0	2	2	3	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	2	1	1	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	4	1	3	4	2	13	6	5	1	4	2	0	2	2	9	2	5	5	5	7	1	1	3	0	0	1	3	6	12	0	0	3	8	2	5	0	5	1	2	1	1	1	1	1	2	1	1	7	5	2	5	8	2	9	2	2	1	2	12	3	0	2	3	2	14	3	2	4	2	2	5	2	8	0	2	3	0	0	2	3	8	2	113	6	12	4	3	0	7	1	1	1	3	1	7	3	0	4	5	2	8	1	0	2	1	3	1	1	322	7	0	0	2	0	17	0
