MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.49E-04	6.45E-04	2.27E-03	2.87E-04	1.22E-03	2.38E-04	2.12E-04	2.70E-03	6.83E-03	1.58E-03	2.85E-03	3.37E-03	5.37E-04	1.66E-03	4.76E-04
1:Del:C:1	2.69E-06	1.16E-04	9.12E-04	2.44E-04	7.75E-04	6.03E-04	1.24E-04	1.23E-03	2.46E-03	5.41E-04	4.31E-04	1.09E-03	2.35E-04	1.08E-03	2.13E-04
1:Del:C:2	4.60E-05	2.48E-05	9.61E-04	1.46E-04	5.47E-04	3.92E-04	6.50E-05	2.77E-04	9.98E-04	3.75E-04	8.95E-04	6.47E-04	2.15E-04	4.77E-04	1.42E-04
1:Del:C:3	9.51E-05	6.71E-05	3.46E-04	7.48E-04	3.27E-04	2.02E-04	3.12E-05	6.68E-04	6.41E-04	1.25E-04	4.81E-04	3.97E-04	8.22E-05	5.19E-04	7.76E-05
1:Del:C:4	1.87E-04	6.12E-05	2.76E-04	1.95E-03	8.28E-05	1.12E-05	1.67E-05	2.81E-04	6.21E-05	1.90E-04	1.54E-04	1.37E-04	3.90E-05	1.62E-04	4.91E-05
1:Del:C:5	3.85E-04	6.14E-05	2.11E-04	4.69E-03	4.20E-47	0.00E+00	8.18E-05	0.00E+00	1.40E-47	6.03E-05	4.99E-04	2.16E-04	2.59E-04	2.83E-04	0.00E+00
1:Del:T:0	3.35E-05	3.16E-04	3.36E-04	4.46E-04	1.15E-03	5.04E-04	1.01E-04	2.91E-03	7.75E-04	6.17E-04	6.95E-04	2.24E-03	8.57E-04	1.46E-03	3.54E-04
1:Del:T:1	7.65E-05	2.13E-04	2.50E-04	5.78E-04	6.93E-04	4.33E-04	1.36E-04	1.87E-03	9.26E-04	6.03E-05	9.70E-04	9.93E-04	5.59E-04	7.10E-04	3.34E-04
1:Del:T:2	7.95E-05	1.96E-04	2.18E-04	4.16E-04	7.88E-04	2.54E-04	7.58E-05	1.78E-03	4.65E-04	4.35E-04	8.60E-04	8.43E-04	6.29E-04	8.95E-04	1.87E-04
1:Del:T:3	1.42E-04	1.51E-04	2.47E-04	7.18E-04	1.06E-03	3.13E-04	1.38E-04	2.33E-03	7.16E-04	7.68E-04	7.57E-04	6.22E-04	8.55E-04	5.24E-04	0.00E+00
