MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	5.63E-05	1.61E-04	2.65E-04	9.33E-04	5.60E-04	6.39E-04
1:Del:C:1	2.40E-05	9.79E-05	1.69E-04	4.98E-04	4.88E-04	5.60E-04
1:Del:C:2	1.35E-05	3.47E-05	4.29E-05	2.80E-04	3.85E-04	4.87E-04
1:Del:C:3	2.68E-05	5.38E-05	7.83E-05	1.33E-04	1.72E-04	1.78E-04
1:Del:C:4	2.51E-05	4.47E-05	7.15E-05	4.52E-05	1.25E-04	1.30E-04
1:Del:C:5	6.89E-05	7.88E-05	9.87E-05	1.88E-04	1.51E-04	1.63E-04
1:Del:T:0	6.22E-05	1.60E-04	3.86E-04	4.52E-04	3.96E-04	3.42E-04
1:Del:T:1	1.10E-04	1.38E-04	4.52E-04	4.19E-04	3.95E-04	3.14E-04
1:Del:T:2	6.13E-05	1.19E-04	2.06E-04	2.89E-04	2.58E-04	2.52E-04
1:Del:T:3	8.17E-05	1.17E-04	2.85E-04	2.34E-04	3.13E-04	3.29E-04
1:Del:T:4	1.16E-04	2.55E-04	2.84E-04	0.00E+00	3.64E-04	3.48E-04
1:Del:T:5	1.14E-03	2.81E-03	2.03E-03	3.42E-03	6.90E-04	4.11E-03
1:Ins:C:0	7.72E-05	8.85E-05	1.57E-03	3.41E-04	4.97E-05	1.71E-04
1:Ins:C:1	1.95E-05	5.61E-05	9.44E-05	1.39E-04	8.98E-05	7.97E-05
1:Ins:C:2	1.69E-05	3.48E-05	4.38E-05	7.15E-05	7.77E-05	7.06E-05
1:Ins:C:3	1.86E-05	3.79E-05	4.10E-05	6.72E-05	6.81E-05	4.57E-05
1:Ins:C:4	2.50E-05	4.50E-05	6.51E-05	6.52E-05	7.10E-05	6.37E-05
1:Ins:C:5	7.35E-05	1.13E-04	2.15E-04	3.36E-04	1.34E-04	1.69E-04
1:Ins:T:0	2.76E-05	7.76E-05	1.13E-04	3.19E-04	1.60E-04	1.56E-04
1:Ins:T:1	0.00E+00	9.09E-05	1.06E-04	3.59E-04	2.53E-04	2.64E-04
1:Ins:T:2	1.33E-05	5.95E-05	7.69E-05	1.87E-04	1.97E-04	2.30E-04
1:Ins:T:3	1.99E-05	6.30E-05	8.30E-05	1.45E-04	1.55E-04	1.38E-04
1:Ins:T:4	3.60E-05	9.69E-05	1.18E-04	1.72E-04	1.48E-04	1.32E-04
1:Ins:T:5	1.12E-03	2.48E-03	4.34E-03	1.09E-02	1.96E-03	2.43E-03
2:Del:R:0	3.73E-05	6.98E-05	9.03E-05	2.60E-04	1.83E-04	1.91E-04
2:Del:R:1	5.81E-05	1.27E-04	1.26E-04	1.90E-04	2.72E-04	1.93E-04
2:Del:R:2	2.72E-05	5.52E-05	6.13E-05	1.04E-04	1.28E-04	1.21E-04
2:Del:R:3	2.22E-05	1.08E-05	1.74E-05	7.96E-05	5.23E-05	3.41E-05
2:Del:R:4	1.53E-05	3.85E-06	1.67E-05	6.07E-05	3.89E-05	3.35E-05
2:Del:R:5	3.00E-05	0.00E+00	0.00E+00	1.61E-04	3.89E-05	6.78E-05
3:Del:R:0	1.70E-05	1.10E-05	3.88E-05	1.04E-04	1.16E-04	1.58E-04
3:Del:R:1	6.14E-05	1.17E-04	1.08E-04	1.99E-04	2.56E-04	1.62E-04
