Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP99141	158	73	27	0	30	68	34	32	30	45	10	30	0	0	7	9	0	7	13	38
SP50125	115	21	46	94	35	7	62	66	0	40	12	0	33	37	22	9	0	4	6	0
SP99145	129	45	14	0	1	21	29	7	0	0	11	141	6	0	12	0	0	0	7	23
SP99149	116	33	83	60	44	0	94	44	0	20	36	9	8	29	0	0	0	0	16	12
SP50129	99	20	22	160	17	46	50	0	67	22	20	0	0	29	7	0	0	5	3	14
SP99153	11	5	37	0	2	85	11	82	0	0	1	0	14	0	0	17	0	2	0	3
SP99157	26	29	38	12	27	0	13	13	85	43	12	70	1	42	47	0	30	6	0	0
SP99161	62	15	32	0	48	0	4	50	30	54	32	59	12	0	27	0	0	4	11	26
SP99165	88	35	17	85	27	80	0	0	11	36	19	0	14	0	33	35	0	5	0	23
SP50131	145	146	67	41	86	69	27	34	82	51	56	312	136	24	11	0	0	5	15	22
SP50133	97	8	42	43	18	36	10	36	11	2	19	0	9	4	0	20	0	1	0	5
SP99169	26	10	0	76	4	19	0	3	5	0	5	0	7	0	0	6	0	0	1	2
SP50135	61	23	7	142	42	0	40	0	0	5	37	0	14	0	51	25	0	7	2	2
SP50137	70	10	9	0	12	4	23	11	68	0	0	0	16	0	28	10	0	2	0	12
SP99173	59	4	19	138	51	91	9	0	41	33	46	45	5	0	6	2	0	4	16	3
SP99177	140	33	70	84	9	136	0	0	36	8	0	0	3	0	0	27	0	1	23	30
SP99181	74	3	20	63	6	51	44	33	1	0	28	0	9	24	0	45	0	2	0	4
SP50139	50	2	16	0	8	30	0	23	0	14	2	0	12	71	0	13	0	0	2	28
SP107010	123	24	44	66	33	0	23	39	0	96	27	0	21	0	22	75	0	12	26	0
SP99189	38	10	13	24	16	42	9	24	0	30	21	0	3	0	0	0	0	0	0	9
SP50141	0	0	2	0	3	5	0	0	0	0	0	0	2	6	4	7	0	0	1	0
SP99193	114	3	59	0	3	43	49	39	0	5	4	0	10	56	0	17	0	0	0	0
SP50145	50	13	19	85	16	0	23	19	0	93	10	21	7	12	29	12	0	7	8	0
SP50147	96	24	160	77	63	0	42	134	0	74	24	0	6	0	8	48	21	8	20	0
SP107012	2374	25213	63	0	0	0	392	0	1585	0	141	0	0	0	0	0	0	4	1	0
SP50149	160	46	94	0	77	0	54	27	0	55	37	0	19	49	0	25	0	0	21	37
SP107017	56	16	17	15	31	15	4	87	50	0	12	61	16	0	0	0	0	0	3	49
SP107019	136	22	4	105	11	112	91	6	32	0	20	0	11	75	0	18	0	4	14	0
SP107023	82	11	95	0	41	0	41	66	0	33	17	0	2	0	25	23	2	3	11	6
SP50151	66	18	48	0	23	34	7	18	0	95	24	0	8	8	10	20	0	2	6	23
SP50153	124	27	187	0	58	0	34	39	0	98	41	55	22	23	0	16	76	0	12	0
SP99197	203	53	31	32	445	0	102	89	0	206	7	0	328	73	11	112	0	7	0	21
SP50155	65	38	137	220	64	10	0	131	79	69	41	0	0	0	50	0	36	8	0	35
SP99201	124	18	14	0	26	0	0	62	12	23	17	0	0	27	11	8	23	1	0	0
