Sample Names	MutationType	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID13	ID14	ID19	ID25
SP111062	1:Del:C:0	0.032608419609026516	0.9673915803909734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:C:1	0.9726749986842237	0.027325001315776327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:C:2	1.0824160127389983e-12	0.9999999999989176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:C:3	0.43971090052176914	0.5602890994782308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:C:4	0.15694092998178663	0.8430590700182133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:C:5	0.18996149148058405	0.810038508519416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:T:0	0.14436538423560846	0.8556346157643916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:T:1	0.4601106365607068	0.5398893634392933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:T:2	0.11921499148057611	0.880785008519424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:T:3	0.1034537131105065	0.8965462868894936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:T:4	0.08477201878806953	0.9152279812119305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Del:T:5	4.1319814135342926e-18	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:C:0	0.4601106365607068	0.5398893634392933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:C:1	1.4827877862543845e-14	0.9999999999999852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:C:2	1.28485259527538e-13	0.9999999999998715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:C:3	0.6667387244942413	0.33326127550575874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:C:4	0.3840945710241922	0.6159054289758078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:C:5	0.7326349868408484	0.2673650131591515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:T:0	0.6361351934970101	0.3638648065029898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:T:1	0.9999999999999036	9.637523407159125e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:T:2	0.2326269953153967	0.7673730046846032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SP111062	1:Ins:T:3	0.7994051016132361	0.20059489838676398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
