MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	9.32E-04	3.07E-04	4.64E-05	1.45E-03	5.02E-04	7.91E-04
1:Del:C:1	2.88E-03	3.58E-04	5.09E-05	2.59E-03	3.96E-04	6.69E-04
1:Del:C:2	1.98E-03	1.64E-04	4.43E-05	1.90E-03	2.73E-04	5.14E-04
1:Del:C:3	8.66E-04	1.11E-04	5.59E-05	7.95E-04	1.67E-04	3.36E-04
1:Del:C:4	8.32E-04	4.94E-05	8.17E-05	7.17E-04	1.01E-04	3.26E-04
1:Del:C:5	4.05E-04	4.49E-05	1.26E-04	3.73E-04	4.58E-05	2.98E-04
1:Del:T:0	9.45E-04	2.50E-04	4.03E-05	1.04E-03	6.81E-04	6.89E-04
1:Del:T:1	1.05E-03	2.16E-04	3.17E-05	1.07E-03	6.68E-04	5.46E-04
1:Del:T:2	1.03E-03	2.15E-04	4.71E-05	9.89E-04	6.77E-04	5.64E-04
1:Del:T:3	6.74E-04	2.27E-04	8.39E-05	6.71E-04	4.36E-04	5.91E-04
1:Del:T:4	2.74E-04	2.07E-04	1.49E-04	3.88E-04	2.54E-04	2.93E-04
1:Del:T:5	6.97E-04	7.48E-04	4.49E-04	4.65E-04	7.06E-04	1.34E-03
1:Ins:C:0	2.62E-04	1.16E-04	2.15E-05	2.50E-04	1.37E-04	3.64E-04
1:Ins:C:1	1.33E-04	7.39E-05	1.52E-05	1.78E-04	8.93E-05	2.14E-04
1:Ins:C:2	1.19E-04	5.22E-05	1.51E-05	1.70E-04	8.72E-05	2.13E-04
1:Ins:C:3	8.08E-05	5.11E-05	3.13E-05	1.06E-04	7.97E-05	1.60E-04
1:Ins:C:4	1.14E-04	5.36E-05	4.77E-05	1.10E-04	6.56E-05	1.33E-04
1:Ins:C:5	2.16E-04	1.70E-04	7.62E-05	2.06E-04	5.65E-05	4.69E-04
1:Ins:T:0	1.75E-04	1.23E-04	1.89E-05	2.34E-04	1.18E-04	4.99E-04
1:Ins:T:1	4.41E-04	4.73E-04	3.59E-05	3.25E-03	5.46E-04	9.43E-04
1:Ins:T:2	2.57E-04	1.92E-04	6.80E-05	1.11E-03	1.69E-04	4.53E-04
1:Ins:T:3	2.25E-04	1.52E-04	5.31E-05	6.84E-04	1.64E-04	3.31E-04
1:Ins:T:4	1.92E-04	1.32E-04	4.57E-05	2.99E-04	1.46E-04	2.46E-04
1:Ins:T:5	3.79E-03	1.39E-03	3.85E-04	5.23E-03	2.44E-03	2.66E-03
2:Del:R:0	4.57E-04	1.15E-04	1.59E-05	4.19E-04	2.57E-04	3.59E-04
2:Del:R:1	5.42E-04	1.29E-04	4.76E-05	4.86E-04	2.98E-04	4.47E-04
2:Del:R:2	1.23E-04	8.39E-05	3.16E-05	1.80E-04	1.02E-04	2.05E-04
2:Del:R:3	6.11E-05	4.82E-05	3.83E-05	9.22E-05	5.48E-05	1.77E-04
2:Del:R:4	3.86E-05	1.70E-05	2.91E-05	3.96E-05	2.84E-05	1.43E-04
2:Del:R:5	3.11E-05	1.18E-05	3.71E-05	4.87E-05	3.56E-06	2.29E-04
3:Del:R:0	3.12E-04	5.30E-05	9.25E-06	2.48E-04	2.31E-04	2.34E-04
3:Del:R:1	3.10E-04	1.33E-04	3.54E-05	3.16E-04	1.92E-04	4.03E-04
3:Del:R:2	7.88E-05	6.90E-05	2.27E-05	9.30E-05	6.33E-05	1.60E-04
3:Del:R:3	3.80E-05	3.71E-05	1.05E-05	2.68E-05	2.47E-05	9.25E-05
3:Del:R:4	1.48E-05	1.50E-05	1.24E-05	2.60E-05	2.60E-05	6.86E-05
3:Del:R:5	7.89E-06	9.99E-06	1.19E-05	1.37E-05	9.71E-11	5.07E-05
4:Del:R:0	2.41E-04	5.59E-05	5.20E-06	1.90E-04	2.05E-04	2.51E-04
4:Del:R:1	3.00E-04	1.02E-04	2.60E-05	3.14E-04	1.63E-04	2.78E-04
