NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	110.276	37.349	19.878	26.946	3.653	0.938	1000000.0
2	110.287	37.533	20.065	27.28	0.253	0.934	1000000.0
3	110.116	37.124	20.014	27.07	7.051	0.936	1000000.0
4	110.134	37.588	20.238	27.366	7.118	0.935	1000000.0
5	109.66	37.049	19.867	26.963	3.634	0.939	1000000.0
6	110.545	37.497	20.182	27.102	10.485	0.938	1000000.0
7	111.058	37.328	20.274	27.29	13.905	0.936	1000000.0
8	109.286	36.994	19.843	26.614	13.951	0.94	1000000.0
9	109.714	37.061	20.012	26.843	7.052	0.938	1000000.0
10	109.539	37.115	19.912	26.955	0.304	0.938	1000000.0
11	110.024	37.415	19.899	27.216	3.668	0.937	1000000.0
12	109.916	37.501	20.066	27.321	7.056	0.937	1000000.0
13	110.105	37.191	20.018	27.111	7.083	0.936	1000000.0
14	108.905	36.894	19.607	26.494	7.092	0.939	1000000.0
15	111.022	37.314	20.302	27.125	0.224	0.937	1000000.0
16	109.307	37.107	19.768	26.925	0.246	0.939	1000000.0
17	109.819	37.227	19.895	26.991	7.049	0.937	1000000.0
18	109.438	37.151	19.795	26.955	3.786	0.938	1000000.0
19	110.586	37.06	20.187	26.799	3.627	0.941	1000000.0
20	109.81	37.285	19.986	27.107	10.49	0.937	1000000.0
21	110.506	37.458	20.137	27.308	3.724	0.936	1000000.0
22	110.041	37.29	19.797	26.827	0.295	0.937	1000000.0
23	110.658	37.454	20.131	27.044	10.49	0.938	1000000.0
24	109.872	37.529	19.883	27.121	3.635	0.936	1000000.0
25	111.258	37.465	20.319	27.222	7.124	0.937	1000000.0
26	110.772	37.328	20.29	27.177	3.672	0.937	1000000.0
27	110.057	37.373	20.034	27.148	7.119	0.937	1000000.0
28	110.641	37.421	20.12	27.293	0.271	0.937	1000000.0
29	110.541	37.288	20.11	26.949	10.475	0.939	1000000.0
30	110.428	37.358	20.011	27.192	3.77	0.935	1000000.0
31	109.569	37.33	19.744	26.968	3.716	0.937	1000000.0
32	109.62	37.275	20.011	27.005	7.08	0.937	1000000.0
33	110.211	37.307	19.87	26.914	3.643	0.937	1000000.0
34	110.513	37.397	19.916	26.819	0.248	0.937	1000000.0
35	110.048	37.319	19.828	26.92	7.229	0.938	1000000.0
36	111.347	37.518	20.27	27.219	0.212	0.936	1000000.0
37	109.591	37.092	19.882	26.881	7.133	0.938	1000000.0
38	110.264	37.173	19.876	26.996	7.138	0.937	1000000.0
39	110.534	37.249	20.259	27.212	17.318	0.935	1000000.0
40	109.377	37.281	19.695	26.995	0.293	0.938	1000000.0
41	108.706	36.869	19.6	26.776	13.911	0.938	1000000.0
42	110.442	37.561	20.024	27.221	0.33	0.936	1000000.0
43	110.074	37.399	20.172	27.418	7.111	0.939	1000000.0
44	109.86	37.239	19.712	26.967	0.291	0.937	1000000.0
45	110.242	37.079	19.963	26.859	0.299	0.938	1000000.0
46	109.826	37.459	19.855	27.182	7.042	0.938	1000000.0
47	110.755	37.197	20.091	27.011	3.67	0.938	1000000.0
48	111.081	37.46	20.209	27.138	3.642	0.938	1000000.0
49	109.524	37.163	20.18	27.197	7.067	0.938	1000000.0
50	110.149	37.57	20.001	27.253	7.058	0.937	1000000.0
51	110.526	37.543	20.03	26.966	0.214	0.938	1000000.0
52	109.356	36.913	19.913	27.028	17.389	0.937	1000000.0
53	110.542	37.182	20.162	26.896	7.19	0.939	1000000.0
54	110.096	37.143	19.816	26.98	3.654	0.938	1000000.0
55	110.323	37.422	19.997	26.978	0.38	0.937	1000000.0
56	110.024	37.404	19.911	27.065	3.64	0.938	1000000.0
57	110.099	37.054	20.06	27.005	7.052	0.936	1000000.0
58	108.959	37.299	19.687	27.016	7.059	0.937	1000000.0
59	110.782	37.565	20.134	27.284	0.255	0.936	1000000.0
60	109.822	37.532	19.696	26.999	3.675	0.937	1000000.0
61	109.456	37.426	19.919	26.992	0.216	0.937	1000000.0
62	110.717	37.203	19.998	26.995	10.47	0.938	1000000.0
63	109.676	37.118	20.006	27.118	3.629	0.94	1000000.0
64	109.293	37.268	19.702	26.997	10.47	0.937	1000000.0
65	110.312	37.362	19.9	26.972	10.483	0.937	1000000.0
66	110.185	37.258	20.07	27.145	3.637	0.936	1000000.0
67	110.567	37.45	20.144	27.316	3.636	0.936	1000000.0
68	110.489	37.251	20.15	27.049	0.309	0.938	1000000.0
69	108.904	36.903	19.506	26.722	7.082	0.938	1000000.0
70	109.752	37.231	19.977	26.997	0.395	0.938	1000000.0
71	111.407	37.623	20.494	27.579	3.689	0.936	1000000.0
72	109.527	37.49	20.03	27.508	7.057	0.936	1000000.0
73	109.201	37.085	19.892	26.937	7.128	0.937	1000000.0
74	109.5	37.187	19.706	26.898	7.068	0.936	1000000.0
75	109.941	37.266	20.159	26.958	3.67	0.938	1000000.0
76	110.334	37.255	20.053	27.225	10.523	0.936	1000000.0
77	109.803	37.254	19.932	27.214	3.676	0.938	1000000.0
78	109.553	37.35	19.928	27.231	7.058	0.936	1000000.0
79	110.899	37.343	20.302	27.203	17.396	0.937	1000000.0
80	110.604	37.546	20.317	27.623	7.113	0.934	1000000.0
81	109.927	37.159	19.877	26.787	7.073	0.939	1000000.0
82	109.994	37.427	20.028	27.136	7.062	0.937	1000000.0
83	111.334	37.416	20.222	27.089	0.27	0.939	1000000.0
84	111.138	37.334	20.118	27.013	24.172	0.938	1000000.0
85	109.678	37.412	19.849	27.088	0.229	0.936	1000000.0
86	110.16	37.468	19.978	27.309	0.279	0.937	1000000.0
87	109.709	37.468	19.799	26.974	0.243	0.938	1000000.0
88	110.432	37.2	20.158	27.076	17.331	0.938	1000000.0
89	108.51	36.932	19.416	26.462	0.208	0.939	1000000.0
90	110.072	36.952	20.045	26.882	3.62	0.939	1000000.0
91	108.943	37.205	19.492	26.806	3.655	0.938	1000000.0
92	111.269	37.445	20.263	27.223	7.059	0.937	1000000.0
93	109.381	36.943	20.107	27.027	7.07	0.937	1000000.0
94	109.754	37.125	19.729	26.688	10.512	0.939	1000000.0
95	109.799	37.333	19.706	26.832	3.654	0.939	1000000.0
96	109.698	37.033	20.032	27.01	10.488	0.938	1000000.0
97	108.622	37.328	19.58	27.333	7.059	0.935	1000000.0
98	111.58	37.208	20.519	27.36	7.092	0.936	1000000.0
99	110.647	37.357	20.168	26.993	0.236	0.939	1000000.0
100	110.08	37.239	19.934	27.123	3.651	0.936	1000000.0
