MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	1.19E-03	5.31E-04	3.34E-03	1.88E-03	5.79E-04	6.18E-04	2.99E-03
1:Del:C:1	3.29E-04	2.44E-04	1.26E-03	1.28E-03	4.04E-04	3.39E-04	1.19E-03
1:Del:C:2	2.20E-04	1.32E-04	5.92E-04	6.78E-04	2.35E-04	2.24E-04	6.53E-04
1:Del:C:3	1.90E-04	1.30E-04	7.63E-04	4.72E-04	8.27E-05	1.40E-04	4.79E-04
1:Del:C:4	4.77E-04	1.06E-04	1.90E-03	2.97E-04	1.64E-04	8.68E-05	6.78E-04
1:Del:C:5	8.28E-04	1.72E-04	3.05E-03	2.38E-04	2.40E-04	1.42E-04	6.43E-04
1:Del:T:0	4.11E-04	1.31E-04	1.19E-03	5.58E-04	7.15E-04	4.26E-04	1.31E-03
1:Del:T:1	2.92E-04	1.88E-04	8.98E-04	5.25E-04	5.33E-04	3.20E-04	1.17E-03
1:Del:T:2	4.31E-04	1.80E-04	8.04E-04	5.84E-04	4.52E-04	3.07E-04	9.59E-04
1:Del:T:3	3.77E-04	1.90E-04	6.87E-04	7.14E-04	4.45E-04	3.69E-04	1.39E-03
1:Del:T:4	5.05E-04	1.99E-04	1.52E-03	6.24E-04	2.81E-04	2.48E-04	2.56E-03
1:Del:T:5	5.53E-03	1.72E-03	1.61E-02	5.73E-04	4.21E-04	7.99E-04	3.64E-03
1:Ins:C:0	7.40E-04	1.00E-04	3.16E-03	1.32E-04	3.20E-04	4.98E-04	6.52E-03
1:Ins:C:1	4.76E-05	6.60E-05	2.69E-04	1.80E-04	2.69E-04	9.72E-05	6.57E-04
1:Ins:C:2	1.10E-05	7.26E-05	7.25E-05	1.11E-04	1.69E-04	1.20E-04	1.36E-04
1:Ins:C:3	5.04E-05	5.90E-05	1.35E-04	1.04E-04	1.88E-04	6.07E-05	2.29E-04
1:Ins:C:4	8.15E-05	9.00E-05	3.02E-04	7.82E-05	1.90E-04	6.18E-05	2.63E-04
1:Ins:C:5	2.04E-04	2.66E-04	5.97E-04	1.75E-04	4.22E-04	9.86E-05	8.89E-04
1:Ins:T:0	2.28E-04	1.38E-04	7.90E-04	1.95E-04	4.67E-04	2.15E-04	1.39E-03
1:Ins:T:1	1.81E-04	2.05E-04	5.69E-04	4.40E-04	4.41E-04	1.87E-04	9.30E-04
1:Ins:T:2	1.71E-04	1.97E-04	7.01E-04	2.94E-04	3.43E-04	1.15E-04	7.98E-04
1:Ins:T:3	1.35E-04	1.63E-04	4.75E-04	2.32E-04	1.50E-04	1.74E-04	5.47E-04
1:Ins:T:4	1.29E-04	1.96E-04	4.48E-04	2.50E-04	2.61E-04	9.23E-05	6.69E-04
1:Ins:T:5	2.32E-03	2.09E-03	6.92E-03	3.05E-03	6.28E-03	1.64E-03	1.05E-02
2:Del:R:0	1.59E-04	1.38E-04	5.32E-04	3.64E-04	4.00E-04	1.31E-04	9.18E-04
2:Del:R:1	2.78E-04	3.63E-04	9.87E-04	5.65E-04	4.72E-04	2.70E-04	1.74E-03
2:Del:R:2	9.08E-05	1.17E-04	3.45E-04	1.71E-04	2.22E-04	8.83E-05	4.08E-04
2:Del:R:3	3.23E-04	7.44E-05	1.28E-03	1.55E-04	1.56E-04	6.71E-05	3.68E-04
