Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP127630	1.17E+01	1.76E+01	1.37E+01	1.72E+01	1.84E+00	3.57E+00	1.50E+00	2.13E+00	2.79E+00	6.17E-01	1.18E+01
SP127634	1.09E+01	1.38E+01	9.98E+00	1.71E+01	6.75E+00	9.86E+00	4.23E+00	6.55E+00	4.29E+00	6.06E-01	1.36E+01
SP127636	1.32E+01	1.65E+01	1.22E+01	1.56E+01	3.21E+00	3.95E+00	1.41E+00	2.86E+00	2.05E+00	5.47E-01	1.16E+01
SP127628	7.30E+00	1.04E+01	7.70E+00	9.27E+00	1.87E+00	2.56E+00	3.42E-01	1.20E+00	2.03E+00	2.86E-01	6.72E+00
SP127640	1.07E+01	2.02E+01	1.71E+01	1.22E+01	3.41E+00	4.37E+00	1.15E+00	2.18E+00	2.24E+00	3.91E-01	9.67E+00
SP127638	2.46E+01	2.32E+01	1.25E+01	2.78E+01	3.60E+00	4.37E+00	1.48E+00	1.39E+00	3.62E+00	4.34E-01	2.12E+01
SP127632	1.10E+01	3.57E+01	2.94E+01	1.95E+01	4.25E+00	7.11E+00	2.25E+00	1.73E+00	8.01E+00	5.61E-01	1.44E+01
SP59388	4.49E+00	5.67E+00	4.21E+00	5.94E+00	5.52E-01	1.62E+00	3.66E-01	1.01E+00	1.71E+00	1.47E-01	4.51E+00
SP116649	1.15E+01	1.49E+01	1.22E+01	1.22E+01	4.18E+00	3.57E+00	9.96E-01	2.53E+00	2.05E+00	0.00E+00	9.89E+00
SP59416	5.13E+00	9.05E+00	7.10E+00	6.22E+00	2.39E+00	2.00E+00	8.83E-01	1.59E+00	1.22E+00	2.03E-01	4.41E+00
SP124977	6.37E+00	1.36E+01	1.19E+01	9.24E+00	2.31E+00	2.44E+00	7.51E-01	9.41E-01	1.94E+00	5.03E-01	6.31E+00
SP59356	3.53E+00	5.32E+00	3.73E+00	5.04E+00	1.86E+00	2.20E+00	5.63E-01	1.19E+00	1.90E+00	0.00E+00	3.69E+00
SP116612	5.54E+00	1.37E+01	1.20E+01	7.09E+00	2.40E+00	2.87E+00	1.40E+00	1.36E+00	2.61E+00	0.00E+00	5.72E+00
SP116659	8.86E+00	1.02E+01	4.16E+00	1.00E+01	3.83E+00	3.88E+00	1.21E+00	2.36E+00	2.42E+00	2.17E-01	7.85E+00
SP116668	1.68E+01	2.34E+01	1.95E+01	2.01E+01	1.31E+01	1.41E+01	1.23E+00	9.57E+00	2.07E+00	2.95E-01	1.74E+01
SP116630	1.36E+01	3.71E+01	3.15E+01	2.02E+01	2.31E+00	3.03E+00	1.77E+00	9.18E-01	2.24E+00	0.00E+00	1.13E+01
SP59412	8.90E+00	1.51E+01	1.26E+01	1.10E+01	3.10E+00	2.83E+00	1.08E+00	1.83E+00	2.74E+00	2.52E-01	7.38E+00
SP116686	3.58E+00	6.14E+00	4.44E+00	5.16E+00	2.16E+00	2.59E+00	1.24E+00	7.15E-01	1.62E+00	0.00E+00	3.69E+00
SP116694	8.81E+00	1.51E+01	1.22E+01	1.08E+01	4.41E+00	5.76E+00	1.29E+00	2.81E+00	2.22E+00	4.73E-01	8.31E+00
SP116712	1.87E+00	1.92E+00	1.64E+00	2.02E+00	7.76E-01	8.41E-01	4.80E-01	3.96E-01	5.68E-01	1.96E-01	1.31E+00
SP116726	9.92E+00	1.25E+01	6.87E+00	1.42E+01	2.21E+00	3.42E+00	9.48E-01	1.51E+00	3.10E+00	3.94E-01	9.84E+00
SP116723	1.68E+00	3.50E+00	2.90E+00	2.87E+00	2.00E+00	1.83E+00	6.55E-01	1.34E+00	1.04E+00	1.60E-01	1.99E+00
SP59276	3.38E+00	2.66E+00	1.52E+00	3.29E+00	8.56E-01	1.26E+00	4.85E-01	4.41E-01	1.17E+00	1.00E-02	3.05E+00
SP116703	1.64E+00	3.73E+00	3.33E+00	2.39E+00	2.16E+00	1.78E+00	5.96E-01	1.44E+00	1.09E+00	6.50E-02	2.16E+00
SP59312	1.34E+01	1.66E+01	1.28E+01	1.62E+01	2.76E+00	3.33E+00	1.05E+00	1.57E+00	2.80E+00	4.66E-01	1.07E+01
SP116701	5.61E+00	9.57E+00	7.02E+00	8.30E+00	2.99E+00	3.10E+00	1.25E+00	1.98E+00	2.59E+00	2.90E-01	5.47E+00
SP59296	4.60E+00	4.06E+00	2.95E+00	5.16E+00	1.04E+00	1.15E+00	0.00E+00	7.41E-01	5.80E-01	3.01E-01	3.45E+00
SP59280	6.26E+00	6.32E+00	5.33E+00	6.95E+00	1.71E+00	2.34E+00	3.83E-02	9.13E-01	1.18E+00	2.29E-01	4.51E+00
SP59344	3.16E+00	3.01E+00	1.39E+00	3.67E+00	1.20E+00	1.18E+00	2.71E-01	8.65E-01	8.58E-01	0.00E+00	2.73E+00
SP59460	9.24E+00	9.64E+00	5.52E+00	1.11E+01	2.92E+00	2.54E+00	8.23E-01	1.67E+00	2.72E+00	8.95E-02	8.83E+00
SP59404	4.31E+00	5.04E+00	2.74E+00	5.74E+00	6.66E-01	1.08E+00	4.00E-01	6.05E-01	7.51E-01	0.00E+00	3.97E+00
SP116709	4.37E+00	6.02E+00	3.96E+00	6.43E+00	2.16E+00	1.96E+00	9.75E-01	1.30E+00	1.87E+00	4.01E-01	3.24E+00
SP59448	3.04E+01	5.23E+01	4.34E+01	3.83E+01	4.57E+00	5.87E+00	1.99E+00	2.20E+00	5.13E+00	2.63E-01	2.67E+01
SP116614	1.49E+01	1.55E+01	9.82E+00	1.61E+01	3.20E+00	3.51E+00	1.06E+00	2.29E+00	2.18E+00	0.00E+00	1.21E+01
