Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP116657	572	873	125	0	32	210	52	45	72	0	0
SP116670	174	67	756	0	21	0	35	40	104	7	0
SP116642	205	0	395	278	55	117	119	40	0	10	0
SP116606	0	0	91	70	60	0	187	13	0	0	9
SP116604	26	167	0	0	61	0	3	56	22	0	31
SP59376	17	69	0	17	0	5	13	0	22	2	0
SP59272	135	63	26	4	0	26	6	0	0	2	17
SP124969	53	0	497	830	30	38	65	57	101	7	67
SP116608	0	0	48	0	28	3	3	5	0	0	44
SP59396	51	111	14	52	4	5	3	2	0	4	0
SP116688	0	0	28	227	14	21	12	0	10	0	0
SP59392	109	89	0	0	0	2	0	0	13	0	0
SP59456	174	211	78	0	70	19	23	33	36	0	0
SP59348	115	4	131	0	48	41	15	15	20	0	0
SP59300	42	276	73	0	0	77	294	6	10	1	0
SP59340	116	62	73	0	67	11	0	9	20	0	7
SP59380	24	32	4	0	41	1	8	16	4	0	0
SP59440	0	185	237	208	0	0	95	18	5	10	0
SP59428	42	0	31	13	49	0	14	15	1	3	7
SP59400	257	0	754	0	27	0	144	25	206	8	0
SP116624	131	0	217	120	20	54	16	10	0	1	0
SP59432	0	55	0	90	92	0	7	22	16	0	0
SP59452	243	362	419	0	1	61	18	35	93	13	141
SP116679	16	0	29	0	9	41	8	0	0	0	0
SP116676	314	0	1133	6	17	195	51	51	101	4	0
SP59360	205	273	327	17	1	0	0	13	0	0	0
SP59384	166	289	0	12	20	16	0	0	0	0	0
SP59332	80	0	76	0	0	60	2	0	0	0	0
SP116616	238	120	237	0	87	0	3	58	12	0	0
SP124981	151	40	185	0	60	26	1	12	0	0	0
SP59368	67	541	227	271	89	98	57	44	23	16	0
SP116648	1035	0	897	0	3	296	17	0	0	0	0
SP59420	0	0	17	109	61	0	6	16	23	2	0
SP116706	163	197	61	0	61	174	0	43	0	0	0
SP116654	32	159	0	133	116	0	2	6	0	3	0
SP59308	68	84	60	56	46	0	3	13	5	0	20
SP59288	76	0	497	183	7	8	10	14	0	6	46
SP116622	0	0	66	82	33	0	15	9	5	2	0
SP59316	61	100	41	22	46	0	2	31	14	0	0
SP59324	24	83	0	38	54	34	14	0	8	4	0
SP116697	2411	0	5493	0	186	0	1142	3	135	14	0
SP59304	1061	889	519	0	132	0	535	67	181	26	0
SP116620	336	0	968	386	186	62	0	71	0	0	0
SP13289	15	0	6	0	11	15	1	9	6	3	0
SP116742	10	0	0	0	15	0	6	6	12	0	0
SP115134	4	0	0	0	0	0	2	16	7	3	12
SP96884	10	6	0	2	9	0	5	22	12	3	0
SP13385	15	0	1	0	0	0	0	1	169	0	0
SP13291	5	0	8	27	63	8	3	0	16	4	0
SP13514	22	81	9	14	23	0	9	1	5	6	0
SP115117	7	29	6	2	3	0	3	7	0	5	0
SP115114	55	92	18	0	12	21	8	8	0	0	0
SP13279	0	11	0	28	29	22	5	0	0	2	0
SP13487	26	0	7	0	19	10	2	13	9	0	0
SP13361	0	0	35	75	0	48	12	3	5	0	0
SP13421	23	65	41	0	4	29	6	3	0	5	0
SP116738	2	20	0	0	19	40	2	8	9	2	0
SP13293	0	0	1	0	49	0	0	13	9	0	31
SP13281	22	27	16	0	11	0	3	0	12	2	0
SP13677	0	0	3	0	22	0	12	8	19	3	25
SP13399	0	0	10	0	7	58	0	9	0	0	24
SP116732	36	0	40	0	0	29	22	11	0	0	0
SP115073	16	0	0	11	24	0	5	4	4	3	0
SP13307	13	0	0	11	11	85	0	8	0	6	0
SP13299	17	46	0	15	21	31	11	20	42	3	11
SP13481	0	10	0	11	38	0	20	0	2	0	0
SP116780	0	2	0	15	17	59	6	18	0	0	0
SP13433	9	0	27	0	7	19	4	13	40	0	0
SP115064	49	0	38	0	13	22	0	3	32	0	3
SP13359	0	15	2	0	20	22	9	7	16	4	0
SP116734	0	83	50	0	25	0	5	4	0	1	18
SP116770	0	0	18	0	0	9	16	1	0	2	32
SP13323	14	0	12	0	50	6	9	0	3	1	0
SP13367	90	0	86	0	28	4	24	5	0	5	0
SP96882	9	25	0	0	55	0	37	27	61	5	0
SP13283	6	0	0	11	9	18	3	2	13	1	0
SP116728	15	3	9	0	17	36	7	0	5	1	0
SP13478	0	0	1	11	35	0	5	2	6	0	0
SP116744	2	0	10	20	1	60	9	6	0	11	0
SP115093	9	101	24	0	0	83	7	0	0	2	0
SP13315	3	0	0	0	14	0	1	1	1	0	14
SP13331	13	46	26	0	15	28	13	10	13	0	0
SP115108	0	94	15	35	24	12	13	3	0	0	0
SP116752	12	1	2	0	10	56	0	2	41	0	0
SP115085	12	0	3	0	26	46	10	20	6	0	0
SP115102	17	0	12	10	24	0	6	22	21	3	0
SP13379	29	0	4	0	15	41	8	7	4	1	0
SP116750	54	0	59	0	0	37	8	24	0	3	0
SP115125	3	0	0	13	30	0	1	0	11	0	6
SP115089	33	0	47	8	9	18	7	11	0	2	32
SP13297	26	12	0	0	16	48	12	9	0	0	0
SP13339	0	0	0	14	16	18	6	0	0	0	6
SP13671	0	6	0	0	52	36	6	8	0	0	27
SP116776	0	15	0	1	0	53	9	9	0	0	0
SP13683	4	0	33	39	2	0	0	12	0	0	0
SP116758	24	0	80	0	6	5	4	5	0	6	26
SP116782	0	0	79	87	21	32	4	1	0	0	0
SP13317	25	0	3	0	0	35	2	5	32	1	0
SP115128	42	0	31	5	9	0	3	0	6	0	0
SP116754	19	57	6	0	12	0	11	5	2	5	4
SP116766	109	72	79	0	47	14	7	14	5	3	0
SP116748	45	0	18	61	0	81	5	12	0	5	0
SP115070	0	0	7	18	29	0	8	0	35	0	0
SP115131	7	13	3	37	3	22	0	6	0	1	0
SP115097	3	0	7	25	35	0	22	14	11	7	0
SP115060	0	35	26	31	10	33	8	2	1	0	0
SP13594	69	0	51	0	6	22	11	0	0	0	0
SP96834	0	0	8	53	14	17	18	10	17	0	0
SP115057	10	0	0	17	67	0	1	19	40	0	0
SP116768	36	39	24	0	10	18	0	5	0	5	0
SP13442	60	0	57	0	20	48	6	0	1	2	0
SP13325	16	0	0	20	0	10	0	6	7	0	0
SP116736	0	9	0	26	58	0	0	0	10	2	0
SP13619	20	15	10	0	30	0	7	2	32	0	10
SP115111	58	112	0	0	31	34	2	21	23	0	0
SP116760	13	50	0	0	24	0	7	12	6	5	0
SP13311	12	7	0	0	20	18	6	11	13	3	0
SP13509	0	21	0	12	21	25	9	0	5	0	0
SP13539	0	0	6	0	19	2	3	12	0	5	31
SP13624	13	0	2	0	23	46	5	19	0	1	0
SP116746	0	0	32	54	0	0	8	4	11	5	0
SP13490	0	0	2	0	18	31	7	14	15	2	40
SP116774	25	0	21	0	35	0	0	17	0	0	0
SP115105	10	7	0	12	12	45	3	4	1	5	0
SP13278	21	0	0	6	20	18	7	15	6	0	0
SP116756	72	54	18	6	1	45	9	20	0	2	0
SP13319	4	2	0	4	8	9	0	0	9	0	1
SP13280	23	37	35	0	16	13	4	9	0	0	0
SP13363	27	0	0	5	12	11	7	1	20	1	0
SP13347	0	0	0	29	41	0	6	10	9	2	14
SP116730	0	73	0	24	21	8	0	11	22	2	0
SP13365	1	0	4	0	17	0	0	13	16	2	24
SP115099	70	0	52	0	18	0	8	0	6	1	8
SP116764	0	13	0	20	0	55	1	0	0	3	0
SP116772	9	6	21	0	15	51	9	2	0	2	0
SP96888	3	0	2	0	2	0	3	3	13	2	22
SP13327	17	41	1	0	39	0	20	7	17	0	0
SP116740	40	6	73	0	11	21	4	15	4	0	0
CPCT02150038T	44	117	0	463	32	0	26	48	44	53	0
CPCT02040203T	0	0	0	0	4	0	5	0	3	75	0
CPCT02300038T	174	914	0	143	33	0	16	17	113	190	0
WIDE01010265T	0	612	0	443	69	0	15	24	18	78	0
CPCT02310012T	336	0	570	1007	6	0	0	83	0	225	286
CPCT02080232T	843	1554	246	0	25	0	17	77	0	175	0
CPCT02180068T	2466	2810	279	0	0	0	287	0	0	329	0
CPCT02290041T	825	388	0	251	99	0	40	61	52	109	23
CPCT02040278T	79	439	0	453	36	15	56	44	105	85	24
CPCT02310017T	855	1641	138	1244	0	0	21	57	0	335	0
CPCT02150022T	27	0	60	57	31	0	7	6	23	70	0
CPCT02150026T	400	1660	122	96	34	0	31	41	0	178	0
CPCT02150030T	782	181	0	570	45	0	7	20	0	122	0
CPCT02180037T	210	0	284	270	47	8	47	19	0	226	0
CPCT02150033T	91	182	0	3	13	0	27	25	24	193	0
CPCT02230051T	18	53	0	52	6	64	15	13	0	57	0
CPCT02340030T	3	198	115	0	0	0	113	700	30	207	0
CPCT02340031T	0	248	457	624	18	0	31	22	69	102	0
CPCT02230066T	39	223	146	102	30	0	3	8	18	152	0
CPCT02180043T	410	136	283	0	2	88	17	0	0	383	0
CPCT02120032T	10686	0	1137	0	0	0	0	0	0	79	0
CPCT02300023T	254	66	137	0	125	0	5	17	24	137	0
CPCT02180001T	893	982	396	0	31	58	0	103	0	153	0
CPCT02330016T	485	1406	0	0	4	0	2	14	104	71	0
CPCT02180015T	160	331	0	0	49	17	19	15	0	30	0
WIDE01010545T	67	1827	0	869	0	0	10	0	71	140	0
